lad,SHEF_A_CODE,reports,unique_users,average_per_user
E06000017,A1,1,1,1.0
E06000022,A1,52,44,1.1818181818181819
E07000089,A1,18,17,1.0588235294117647
E07000177,A1,5,5,1.0
E07000178,A1,3,3,1.0
E07000179,A1,5,5,1.0
E07000180,A1,4,4,1.0
E07000181,A1,2,2,1.0
E07000219,A1,1,1,1.0
E07000222,A1,1,1,1.0
E07000242,A1,3,3,1.0
E07000243,A1,46,19,2.4210526315789473
E09000006,A1,92,88,1.0454545454545454
E09000011,A1,74,62,1.1935483870967742
E06000017,A11,2,2,1.0
E06000060,A11,40,37,1.0810810810810811
E07000136,A11,2,1,2.0
E07000137,A11,4,2,2.0
E07000138,A11,2,2,1.0
E07000139,A11,4,2,2.0
E07000140,A11,1,1,1.0
E07000141,A11,5,5,1.0
E07000142,A11,3,3,1.0
E06000022,A12,13,11,1.1818181818181819
E07000178,A12,14,1,14.0
E09000006,A12,3,3,1.0
E06000022,A16,24,24,1.0
E07000243,A16,11,7,1.5714285714285714
E09000011,A16,20,19,1.0526315789473684
E06000022,A17,18,14,1.2857142857142858
E07000243,A19,1,1,1.0
E06000022,A2,120,74,1.6216216216216217
E06000022,A20,28,22,1.2727272727272727
E07000177,A20,1,1,1.0
E07000243,A20,8,3,2.6666666666666665
E09000011,A20,15,14,1.0714285714285714
E06000022,A23,6,4,1.5
E06000022,A24,7,7,1.0
E06000060,A24,66,56,1.1785714285714286
E07000137,A24,8,2,4.0
E07000139,A24,6,2,3.0
E07000141,A24,2,1,2.0
E07000142,A24,2,2,1.0
E07000177,A24,15,13,1.1538461538461537
E07000178,A24,6,1,6.0
E07000179,A24,26,24,1.0833333333333333
E07000180,A24,15,12,1.25
E07000181,A24,12,9,1.3333333333333333
E07000220,A24,3,3,1.0
E07000221,A24,1,1,1.0
E07000222,A24,5,5,1.0
E07000243,A24,1,1,1.0
E09000011,A24,2,2,1.0
E06000060,A26,4,4,1.0
E07000136,A26,2,1,2.0
E07000137,A26,6,4,1.5
E07000138,A26,1,1,1.0
E07000139,A26,4,2,2.0
E07000140,A26,8,4,2.0
E07000141,A26,4,2,2.0
E07000142,A26,5,2,2.5
E07000218,A26,2,2,1.0
E07000219,A26,3,3,1.0
E07000220,A26,5,5,1.0
E07000221,A26,7,7,1.0
E07000222,A26,5,5,1.0
E06000060,A28,7,5,1.4
E07000137,A28,1,1,1.0
E07000180,A28,1,1,1.0
E07000181,A28,1,1,1.0
E07000243,A28,1,1,1.0
E06000022,A29,180,102,1.7647058823529411
E06000060,A29,164,136,1.2058823529411764
E07000089,A29,26,24,1.0833333333333333
E07000177,A29,4,4,1.0
E07000178,A29,2,2,1.0
E07000179,A29,7,6,1.1666666666666667
E07000180,A29,4,3,1.3333333333333333
E07000181,A29,4,4,1.0
E07000221,A29,1,1,1.0
E07000222,A29,1,1,1.0
E07000243,A29,157,43,3.6511627906976742
E09000011,A29,119,97,1.2268041237113403
E06000023,A32,28,21,1.3333333333333333
E07000179,A32,2,2,1.0
E07000180,A32,1,1,1.0
E06000022,A33,8,8,1.0
E07000179,A33,1,1,1.0
E07000180,A33,2,2,1.0
E07000221,A33,2,1,2.0
E07000243,A33,3,3,1.0
E09000006,A33,30,19,1.5789473684210527
E09000011,A33,10,9,1.1111111111111112
E06000022,A34,2,2,1.0
E06000060,A34,4,4,1.0
E07000142,A34,1,1,1.0
E07000177,A34,4,4,1.0
E07000178,A34,1,1,1.0
E07000179,A34,14,13,1.0769230769230769
E07000180,A34,4,3,1.3333333333333333
E07000181,A34,10,10,1.0
E06000022,A36,77,68,1.1323529411764706
E06000023,A36,35,34,1.0294117647058822
E07000136,A36,2,2,1.0
E07000137,A36,4,1,4.0
E07000139,A36,6,3,2.0
E07000140,A36,1,1,1.0
E07000141,A36,1,1,1.0
E07000142,A36,5,3,1.6666666666666667
E06000023,A39,79,69,1.144927536231884
E07000178,A39,1,1,1.0
E06000022,A4,13,9,1.4444444444444444
E07000218,A40,2,2,1.0
E07000219,A40,4,3,1.3333333333333333
E07000220,A40,1,1,1.0
E07000221,A40,8,8,1.0
E07000222,A40,4,4,1.0
E07000089,A41,4,4,1.0
E07000177,A41,23,22,1.0454545454545454
E07000178,A41,18,17,1.0588235294117647
E07000179,A41,34,31,1.096774193548387
E07000180,A41,30,25,1.2
E07000181,A41,22,19,1.1578947368421053
E07000242,A41,2,2,1.0
E07000243,A41,3,3,1.0
E09000011,A41,8,7,1.1428571428571428
E06000060,A43,10,7,1.4285714285714286
E06000022,A47,108,39,2.769230769230769
E07000242,A47,1,1,1.0
E06000017,A48,1,1,1.0
E07000136,A48,7,4,1.75
E07000137,A48,17,3,5.666666666666667
E07000138,A48,9,3,3.0
E07000139,A48,8,4,2.0
E07000140,A48,14,4,3.5
E07000141,A48,10,5,2.0
E07000142,A48,11,3,3.6666666666666665
E07000178,A48,16,13,1.2307692307692308
E07000137,A5,1,1,1.0
E07000142,A5,1,1,1.0
E06000022,A52,25,20,1.25
E06000023,A52,49,43,1.1395348837209303
E07000136,A52,6,1,6.0
E07000137,A52,23,3,7.666666666666667
E07000138,A52,10,5,2.0
E07000139,A52,13,3,4.333333333333333
E07000140,A52,10,4,2.5
E07000141,A52,12,7,1.7142857142857142
E07000142,A52,14,2,7.0
E07000218,A52,4,2,2.0
E07000219,A52,11,8,1.375
E07000220,A52,2,2,1.0
E07000221,A52,5,5,1.0
E07000222,A52,6,5,1.2
E06000022,A53,6,6,1.0
E07000136,A53,2,1,2.0
E07000137,A53,5,1,5.0
E07000139,A53,2,2,1.0
E07000140,A53,4,1,4.0
E07000141,A53,7,1,7.0
E07000142,A53,4,3,1.3333333333333333
E07000179,A53,1,1,1.0
E07000180,A53,1,1,1.0
E09000006,A53,45,40,1.125
E09000011,A53,3,3,1.0
E07000089,A54,17,17,1.0
E07000177,A54,40,34,1.1764705882352942
E07000178,A54,28,23,1.2173913043478262
E07000179,A54,37,36,1.0277777777777777
E07000180,A54,33,29,1.1379310344827587
E07000181,A54,19,18,1.0555555555555556
E07000218,A54,9,9,1.0
E07000219,A54,6,6,1.0
E07000220,A54,4,4,1.0
E07000221,A54,13,13,1.0
E07000222,A54,10,10,1.0
E07000242,A54,9,9,1.0
E07000243,A54,18,15,1.2
E09000011,A54,28,23,1.2173913043478262
E06000017,A55,3,3,1.0
E06000022,A55,49,39,1.2564102564102564
E07000136,A55,10,2,5.0
E07000137,A55,12,2,6.0
E07000138,A55,8,4,2.0
E07000139,A55,14,3,4.666666666666667
E07000140,A55,9,3,3.0
E07000141,A55,17,3,5.666666666666667
E07000142,A55,13,6,2.1666666666666665
E09000006,A55,69,67,1.0298507462686568
E06000017,A56,1,1,1.0
E07000089,A56,2,2,1.0
E07000178,A56,1,1,1.0
E07000179,A56,1,1,1.0
E07000181,A56,3,3,1.0
E07000221,A56,1,1,1.0
E07000222,A56,1,1,1.0
E09000006,A56,22,20,1.1
E09000011,A56,15,11,1.3636363636363635
E09000023,A56,1,1,1.0
E06000022,A57,42,37,1.135135135135135
E06000023,A57,83,64,1.296875
E06000060,A57,149,127,1.1732283464566928
E07000089,A57,6,6,1.0
E07000136,A57,2,1,2.0
E07000137,A57,5,3,1.6666666666666667
E07000138,A57,1,1,1.0
E07000139,A57,2,2,1.0
E07000140,A57,2,2,1.0
E07000141,A57,7,3,2.3333333333333335
E07000142,A57,1,1,1.0
E07000177,A57,18,18,1.0
E07000178,A57,17,16,1.0625
E07000179,A57,36,35,1.0285714285714285
E07000180,A57,16,14,1.1428571428571428
E07000181,A57,15,15,1.0
E07000242,A57,3,1,3.0
E07000243,A57,3,3,1.0
E09000011,A57,16,16,1.0
E06000060,A60,762,526,1.4486692015209126
E07000089,A60,5,5,1.0
E07000136,A60,46,19,2.4210526315789473
E07000137,A60,176,82,2.1463414634146343
E07000138,A60,37,19,1.9473684210526316
E07000139,A60,237,88,2.6931818181818183
E07000140,A60,84,37,2.27027027027027
E07000141,A60,162,68,2.3823529411764706
E07000142,A60,92,56,1.6428571428571428
E07000177,A60,162,114,1.4210526315789473
E07000178,A60,54,39,1.3846153846153846
E07000179,A60,154,124,1.2419354838709677
E07000180,A60,116,86,1.3488372093023255
E07000181,A60,146,101,1.4455445544554455
E07000218,A60,2,2,1.0
E07000219,A60,2,2,1.0
E07000220,A60,2,2,1.0
E07000221,A60,7,7,1.0
E07000222,A60,1,1,1.0
E09000011,A60,6,5,1.2
E06000023,A65,6,6,1.0
E06000017,A66,1,1,1.0
E07000218,A66,3,1,3.0
E07000221,A66,2,2,1.0
E07000222,A66,2,2,1.0
E06000022,A67,22,21,1.0476190476190477
E06000060,A67,157,85,1.8470588235294119
E07000136,A67,13,6,2.1666666666666665
E07000137,A67,21,8,2.625
E07000138,A67,7,4,1.75
E07000139,A67,15,6,2.5
E07000140,A67,6,1,6.0
E07000141,A67,20,7,2.857142857142857
E07000142,A67,16,3,5.333333333333333
E07000218,A67,1,1,1.0
E07000219,A67,4,2,2.0
E07000220,A67,1,1,1.0
E07000221,A67,1,1,1.0
E07000222,A67,2,2,1.0
E07000137,A68,1,1,1.0
E07000140,A68,1,1,1.0
E06000017,A69,18,13,1.3846153846153846
E06000022,A69,150,111,1.3513513513513513
E06000023,A69,103,80,1.2875
E06000060,A69,204,160,1.275
E07000136,A69,9,5,1.8
E07000137,A69,37,12,3.0833333333333335
E07000138,A69,6,5,1.2
E07000139,A69,18,9,2.0
E07000140,A69,24,5,4.8
E07000141,A69,18,10,1.8
E07000142,A69,16,8,2.0
E07000178,A69,6,6,1.0
E09000006,A69,297,257,1.1556420233463034
E06000022,A7,5,4,1.25
E06000017,A70,2,2,1.0
E07000177,A70,2,2,1.0
E07000179,A70,5,5,1.0
E07000180,A70,6,6,1.0
E07000181,A70,2,2,1.0
E07000218,A70,2,2,1.0
E07000219,A70,1,1,1.0
E07000220,A70,1,1,1.0
E07000221,A70,4,4,1.0
E07000222,A70,1,1,1.0
E07000089,A73,35,34,1.0294117647058822
E07000178,A73,1,1,1.0
E07000179,A73,1,1,1.0
E07000180,A73,1,1,1.0
E07000181,A73,1,1,1.0
E07000221,A73,1,1,1.0
E09000011,A73,35,32,1.09375
E06000060,A74,34,26,1.3076923076923077
E07000221,A77,1,1,1.0
E06000022,A78,7,6,1.1666666666666667
E06000017,A79,3,3,1.0
E07000089,A79,2,2,1.0
E07000177,A79,2,2,1.0
E07000178,A79,2,1,2.0
E07000179,A79,10,9,1.1111111111111112
E07000180,A79,3,3,1.0
E07000218,A79,2,2,1.0
E07000219,A79,1,1,1.0
E07000220,A79,2,2,1.0
