period,LAD,SHEF_A_CODE,report_count,user_count,average
2015,,A16,1,1,1.0
2015,,A24,1,1,1.0
2015,,A29,1,1,1.0
2015,,A41,1,1,1.0
2015,,A54,2,2,1.0
2015,,A57,3,3,1.0
2015,,A66,1,1,1.0
2015,,A69,2,2,1.0
2015,,A73,1,1,1.0
2015,,A79,1,1,1.0
2015,,A86,1,1,1.0
2015,,A9,1,1,1.0
2015,E07000061,A1,3,3,1.0
2015,E07000061,A17,9,8,1.125
2015,E07000061,A20,16,8,2.0
2015,E07000061,A24,52,40,1.3
2015,E07000061,A25,4,4,1.0
2015,E07000061,A29,28,20,1.4
2015,E07000061,A33,3,3,1.0
2015,E07000061,A34,7,7,1.0
2015,E07000061,A41,60,53,1.1320754716981132
2015,E07000061,A48,43,33,1.303030303030303
2015,E07000061,A53,1,1,1.0
2015,E07000061,A54,36,26,1.3846153846153846
2015,E07000061,A56,16,16,1.0
2015,E07000061,A57,133,108,1.2314814814814814
2015,E07000061,A60,429,248,1.7298387096774193
2015,E07000061,A61,2,2,1.0
2015,E07000061,A66,36,34,1.0588235294117647
2015,E07000061,A67,16,13,1.2307692307692308
2015,E07000061,A69,108,58,1.8620689655172413
2015,E07000061,A73,5,5,1.0
2015,E07000061,A79,14,9,1.5555555555555556
2015,E07000061,A8,36,32,1.125
2015,E07000061,A81,165,136,1.213235294117647
2015,E07000061,A82,3,3,1.0
2015,E07000061,A83,17,13,1.3076923076923077
2015,E07000061,A86,11,11,1.0
2015,E07000061,A92,2,2,1.0
2015,E07000062,A1,6,6,1.0
2015,E07000062,A17,19,19,1.0
2015,E07000062,A20,11,11,1.0
2015,E07000062,A24,95,65,1.4615384615384615
2015,E07000062,A25,3,3,1.0
2015,E07000062,A28,2,2,1.0
2015,E07000062,A29,35,29,1.206896551724138
2015,E07000062,A33,4,3,1.3333333333333333
2015,E07000062,A34,13,9,1.4444444444444444
2015,E07000062,A41,64,57,1.1228070175438596
2015,E07000062,A43,1,1,1.0
2015,E07000062,A48,29,23,1.2608695652173914
2015,E07000062,A53,10,9,1.1111111111111112
2015,E07000062,A54,42,40,1.05
2015,E07000062,A56,24,22,1.0909090909090908
2015,E07000062,A57,126,104,1.2115384615384615
2015,E07000062,A60,321,198,1.621212121212121
2015,E07000062,A61,10,5,2.0
2015,E07000062,A66,93,66,1.4090909090909092
2015,E07000062,A67,13,12,1.0833333333333333
2015,E07000062,A69,81,49,1.653061224489796
2015,E07000062,A73,12,11,1.0909090909090908
2015,E07000062,A78,1,1,1.0
2015,E07000062,A79,12,12,1.0
2015,E07000062,A8,60,51,1.1764705882352942
2015,E07000062,A81,149,118,1.2627118644067796
2015,E07000062,A82,16,12,1.3333333333333333
2015,E07000062,A83,18,17,1.0588235294117647
