lad,SHEF_A_CODE,reports,unique_users,average_per_user
E07000089,A1,19,18,1.0555555555555556
E07000177,A1,6,6,1.0
E07000178,A1,4,4,1.0
E07000179,A1,4,4,1.0
E07000180,A1,1,1,1.0
E07000181,A1,2,2,1.0
E07000220,A1,1,1,1.0
E07000222,A1,1,1,1.0
E07000242,A1,5,5,1.0
E07000243,A1,72,39,1.8461538461538463
E09000006,A1,116,109,1.0642201834862386
E09000011,A1,61,57,1.0701754385964912
E07000221,A12,1,1,1.0
E07000222,A12,1,1,1.0
E07000243,A16,5,3,1.6666666666666667
E09000006,A16,46,44,1.0454545454545454
E09000011,A16,9,9,1.0
E07000177,A17,7,6,1.1666666666666667
E07000179,A17,1,1,1.0
E07000180,A17,1,1,1.0
E07000181,A17,6,6,1.0
E07000243,A19,3,1,3.0
E07000180,A20,1,1,1.0
E07000243,A20,14,7,2.0
E09000011,A20,13,12,1.0833333333333333
E09000006,A22,252,215,1.172093023255814
E07000177,A24,24,19,1.263157894736842
E07000178,A24,10,10,1.0
E07000179,A24,24,22,1.0909090909090908
E07000180,A24,23,20,1.15
E07000181,A24,12,12,1.0
E07000219,A24,4,4,1.0
E07000220,A24,2,2,1.0
E07000221,A24,5,5,1.0
E07000222,A24,6,5,1.2
E07000243,A24,3,3,1.0
E09000011,A24,1,1,1.0
E07000177,A25,1,1,1.0
E07000179,A25,2,2,1.0
E07000180,A25,4,4,1.0
E07000181,A25,2,2,1.0
E07000218,A26,4,4,1.0
E07000219,A26,8,6,1.3333333333333333
E07000220,A26,4,3,1.3333333333333333
E07000221,A26,4,4,1.0
E07000222,A26,10,9,1.1111111111111112
E09000006,A27,1,1,1.0
E07000089,A28,1,1,1.0
E07000220,A28,1,1,1.0
E07000221,A28,1,1,1.0
E07000243,A28,2,1,2.0
E07000089,A29,25,23,1.0869565217391304
E07000177,A29,5,4,1.25
E07000178,A29,2,2,1.0
E07000179,A29,2,2,1.0
E07000180,A29,2,2,1.0
E07000218,A29,1,1,1.0
E07000222,A29,1,1,1.0
E07000242,A29,10,10,1.0
E07000243,A29,147,39,3.769230769230769
E09000011,A29,105,88,1.1931818181818181
E06000023,A32,35,18,1.9444444444444444
E07000177,A32,8,8,1.0
E07000178,A32,10,9,1.1111111111111112
E07000179,A32,10,10,1.0
E07000180,A32,3,3,1.0
E07000181,A32,9,6,1.5
E07000089,A33,2,2,1.0
E07000178,A33,2,2,1.0
E07000179,A33,1,1,1.0
E07000243,A33,7,2,3.5
E09000006,A33,25,17,1.4705882352941178
E09000011,A33,5,5,1.0
E07000177,A34,26,24,1.0833333333333333
E07000178,A34,13,10,1.3
E07000179,A34,43,38,1.131578947368421
E07000180,A34,40,33,1.2121212121212122
E07000181,A34,22,16,1.375
E07000221,A34,1,1,1.0
E07000222,A34,1,1,1.0
E07000243,A34,8,8,1.0
E09000006,A34,26,24,1.0833333333333333
E06000023,A39,57,40,1.425
E07000177,A39,2,2,1.0
E07000179,A39,10,7,1.4285714285714286
E07000180,A39,1,1,1.0
E07000181,A39,1,1,1.0
E07000218,A40,1,1,1.0
E07000220,A40,3,3,1.0
E07000221,A40,3,3,1.0
E07000222,A40,2,2,1.0
E07000089,A41,8,7,1.1428571428571428
E07000177,A41,10,10,1.0
E07000178,A41,7,7,1.0
E07000179,A41,14,13,1.0769230769230769
E07000180,A41,10,10,1.0
E07000181,A41,16,6,2.6666666666666665
E07000243,A41,2,2,1.0
E09000011,A41,3,3,1.0
E09000006,A44,12,10,1.2
E09000006,A47,45,26,1.7307692307692308
E07000177,A48,6,6,1.0
E07000178,A48,8,8,1.0
E07000179,A48,8,7,1.1428571428571428
E07000180,A48,8,7,1.1428571428571428
E07000181,A48,7,7,1.0
E07000178,A5,1,1,1.0
E06000023,A52,85,75,1.1333333333333333
E07000218,A52,6,5,1.2
E07000219,A52,3,2,1.5
E07000220,A52,1,1,1.0
E07000221,A52,8,8,1.0
E07000222,A52,4,4,1.0
E09000006,A52,49,46,1.065217391304348
E07000178,A53,1,1,1.0
E07000242,A53,1,1,1.0
E09000006,A53,33,28,1.1785714285714286
E09000011,A53,18,12,1.5
E07000089,A54,11,11,1.0
E07000177,A54,18,17,1.0588235294117647
E07000178,A54,9,6,1.5
E07000179,A54,22,20,1.1
E07000180,A54,24,22,1.0909090909090908
E07000181,A54,9,7,1.2857142857142858
E07000218,A54,1,1,1.0
E07000219,A54,5,4,1.25
E07000220,A54,5,5,1.0
E07000221,A54,15,15,1.0
E07000222,A54,6,6,1.0
E07000242,A54,2,2,1.0
E07000243,A54,37,26,1.4230769230769231
E09000011,A54,20,18,1.1111111111111112
E09000006,A55,168,150,1.12
E07000089,A56,4,4,1.0
E07000178,A56,1,1,1.0
E07000180,A56,2,2,1.0
E07000181,A56,4,4,1.0
E07000218,A56,1,1,1.0
E07000219,A56,1,1,1.0
E07000220,A56,2,2,1.0
E07000222,A56,1,1,1.0
E07000242,A56,2,2,1.0
E09000011,A56,18,9,2.0
S12000041,A56,1,1,1.0
E06000023,A57,73,57,1.280701754385965
E07000089,A57,5,5,1.0
E07000177,A57,36,23,1.565217391304348
E07000178,A57,132,11,12.0
E07000179,A57,70,24,2.9166666666666665
E07000180,A57,37,27,1.3703703703703705
E07000181,A57,31,16,1.9375
E07000242,A57,3,3,1.0
E07000243,A57,5,5,1.0
E09000006,A57,106,94,1.127659574468085
E09000011,A57,17,13,1.3076923076923077
E07000089,A60,3,3,1.0
E07000177,A60,259,47,5.51063829787234
E07000178,A60,20,17,1.1764705882352942
E07000179,A60,288,62,4.645161290322581
E07000180,A60,155,45,3.4444444444444446
E07000181,A60,192,41,4.682926829268292
E07000218,A60,2,1,2.0
E07000219,A60,5,5,1.0
E07000220,A60,1,1,1.0
E07000221,A60,4,4,1.0
E07000222,A60,2,2,1.0
E07000243,A60,2,1,2.0
E09000011,A60,1,1,1.0
E07000177,A61,1,1,1.0
E07000178,A61,2,2,1.0
E07000179,A61,2,2,1.0
E07000180,A61,1,1,1.0
E07000181,A61,3,3,1.0
E07000180,A63,1,1,1.0
E06000023,A65,5,5,1.0
E07000177,A66,2,2,1.0
E07000178,A66,1,1,1.0
E07000219,A66,1,1,1.0
E07000177,A67,3,3,1.0
E07000178,A67,17,16,1.0625
E07000179,A67,12,11,1.0909090909090908
E07000180,A67,10,10,1.0
E07000181,A67,6,5,1.2
E07000220,A67,5,5,1.0
E07000221,A67,4,4,1.0
E07000222,A67,3,3,1.0
E06000023,A69,67,49,1.3673469387755102
E07000177,A69,18,10,1.8
E07000178,A69,35,8,4.375
E07000179,A69,56,13,4.3076923076923075
E07000180,A69,32,9,3.5555555555555554
E07000181,A69,13,10,1.3
E09000006,A69,61,55,1.1090909090909091
E07000219,A70,1,1,1.0
E07000220,A70,2,2,1.0
E07000221,A70,1,1,1.0
E07000222,A70,1,1,1.0
E07000089,A73,7,7,1.0
E07000177,A73,1,1,1.0
E07000179,A73,1,1,1.0
E07000222,A73,1,1,1.0
E07000242,A73,4,4,1.0
E09000011,A73,45,43,1.0465116279069768
E09000006,A78,7,7,1.0
E07000089,A79,1,1,1.0
E07000178,A79,3,2,1.5
E07000180,A79,1,1,1.0
E07000242,A79,1,1,1.0
E07000243,A79,36,7,5.142857142857143
E09000006,A79,136,66,2.0606060606060606
E09000011,A79,28,24,1.1666666666666667
E07000177,A8,25,14,1.7857142857142858
E07000178,A8,19,15,1.2666666666666666
E07000179,A8,18,16,1.125
E07000180,A8,25,21,1.1904761904761905
E07000181,A8,27,14,1.9285714285714286
E09000006,A8,19,18,1.0555555555555556
E09000011,A8,6,2,3.0
E06000023,A80,10,7,1.4285714285714286
E07000089,A81,1,1,1.0
E07000177,A81,30,29,1.0344827586206897
E07000178,A81,32,27,1.1851851851851851
E07000179,A81,22,21,1.0476190476190477
E07000180,A81,35,35,1.0
E07000181,A81,32,28,1.1428571428571428
E07000243,A81,5,5,1.0
E09000006,A81,87,86,1.0116279069767442
E09000011,A81,4,3,1.3333333333333333
S12000041,A81,37,36,1.0277777777777777
E06000023,A82,8,7,1.1428571428571428
E07000179,A82,1,1,1.0
E07000180,A82,1,1,1.0
E07000242,A82,1,1,1.0
E06000023,A83,14,12,1.1666666666666667
E07000089,A83,1,1,1.0
E07000177,A83,17,17,1.0
E07000178,A83,19,18,1.0555555555555556
E07000179,A83,7,7,1.0
E07000180,A83,10,8,1.25
E07000181,A83,22,19,1.1578947368421053
E07000218,A83,1,1,1.0
E07000219,A83,4,3,1.3333333333333333
E07000220,A83,1,1,1.0
E07000221,A83,5,5,1.0
E07000222,A83,5,5,1.0
E07000242,A83,1,1,1.0
E09000006,A83,28,21,1.3333333333333333
S12000041,A83,1,1,1.0
E07000089,A86,1,1,1.0
E07000177,A86,5,5,1.0
E07000178,A86,11,11,1.0
E07000179,A86,1,1,1.0
E07000180,A86,6,6,1.0
E07000181,A86,7,7,1.0
E09000011,A86,1,1,1.0
E07000218,A87,3,3,1.0
E07000219,A87,8,7,1.1428571428571428
E07000220,A87,4,4,1.0
E07000221,A87,6,6,1.0
E07000222,A87,6,6,1.0
E07000242,A88,1,1,1.0
E07000243,A88,2,2,1.0
E06000023,A9,5,5,1.0
E07000177,A9,3,3,1.0
E07000179,A9,2,2,1.0
E06000023,A92,15,12,1.25
E07000177,A92,1,1,1.0
E07000178,A92,1,1,1.0
E07000179,A92,4,4,1.0
