lad,SHEF_A_CODE,reports,unique_users,average_per_user
E06000017,A1,2,2,1.0
E06000022,A1,575,401,1.4339152119700749
E06000031,A1,16,15,1.0666666666666667
E06000046,A1,178,1,178.0
E07000089,A1,207,189,1.0952380952380953
E07000177,A1,28,26,1.0769230769230769
E07000178,A1,35,31,1.1290322580645162
E07000179,A1,44,40,1.1
E07000180,A1,22,21,1.0476190476190477
E07000181,A1,8,8,1.0
E07000218,A1,1,1,1.0
E07000219,A1,3,3,1.0
E07000220,A1,1,1,1.0
E07000222,A1,3,3,1.0
E07000242,A1,12,12,1.0
E07000243,A1,561,309,1.8155339805825244
E09000004,A1,631,475,1.328421052631579
E09000006,A1,1335,1188,1.1237373737373737
E09000011,A1,847,699,1.21173104434907
E09000018,A1,366,99,3.696969696969697
E09000023,A1,1,1,1.0
E09000033,A1,320,55,5.818181818181818
E06000017,A11,7,7,1.0
E06000060,A11,347,302,1.1490066225165563
E07000136,A11,18,7,2.5714285714285716
E07000137,A11,40,13,3.076923076923077
E07000138,A11,13,6,2.1666666666666665
E07000139,A11,39,14,2.7857142857142856
E07000140,A11,36,10,3.6
E07000141,A11,37,14,2.642857142857143
E07000142,A11,32,14,2.2857142857142856
E06000022,A12,127,87,1.4597701149425288
E06000046,A12,10,1,10.0
E07000150,A12,1,1,1.0
E07000151,A12,2,2,1.0
E07000152,A12,4,2,2.0
E07000153,A12,3,3,1.0
E07000154,A12,23,20,1.15
E07000155,A12,2,2,1.0
E07000156,A12,2,2,1.0
E07000178,A12,31,8,3.875
E07000218,A12,1,1,1.0
E07000219,A12,2,2,1.0
E07000220,A12,1,1,1.0
E07000221,A12,5,5,1.0
E07000222,A12,10,4,2.5
E07000243,A12,2,1,2.0
E09000004,A12,7,6,1.1666666666666667
E09000006,A12,60,55,1.0909090909090908
E06000017,A16,3,2,1.5
E06000022,A16,292,161,1.813664596273292
E06000046,A16,82,1,82.0
E07000243,A16,62,26,2.3846153846153846
E09000004,A16,247,173,1.4277456647398843
E09000011,A16,213,202,1.0544554455445545
E09000018,A16,103,33,3.121212121212121
E09000033,A16,27,10,2.7
E06000022,A17,125,87,1.4367816091954022
E06000046,A17,32,1,32.0
E07000150,A17,3,3,1.0
E07000151,A17,12,11,1.0909090909090908
E07000152,A17,8,8,1.0
E07000153,A17,5,5,1.0
E07000154,A17,3,3,1.0
E07000155,A17,6,4,1.5
E07000156,A17,9,8,1.125
E09000018,A17,136,46,2.9565217391304346
E07000243,A19,20,8,2.5
E06000022,A2,1238,590,2.0983050847457627
E06000022,A20,202,134,1.507462686567164
E06000046,A20,135,1,135.0
E07000089,A20,7,7,1.0
E07000151,A20,1,1,1.0
E07000177,A20,5,5,1.0
E07000178,A20,5,5,1.0
E07000179,A20,1,1,1.0
E07000180,A20,5,4,1.25
E07000181,A20,2,2,1.0
E07000220,A20,1,1,1.0
E07000221,A20,1,1,1.0
E07000222,A20,22,22,1.0
E07000242,A20,1,1,1.0
E07000243,A20,94,31,3.032258064516129
E09000011,A20,117,87,1.3448275862068966
E09000018,A20,63,18,3.5
E09000033,A20,165,34,4.852941176470588
E06000046,A21,22,1,22.0
E06000022,A23,61,33,1.8484848484848484
E07000136,A23,4,2,2.0
E07000138,A23,1,1,1.0
E07000140,A23,2,1,2.0
E06000022,A24,84,57,1.4736842105263157
E06000031,A24,1,1,1.0
E06000046,A24,190,1,190.0
E06000060,A24,1473,1131,1.3023872679045092
E07000136,A24,11,2,5.5
E07000137,A24,58,14,4.142857142857143
E07000138,A24,18,5,3.6
E07000139,A24,35,11,3.1818181818181817
E07000140,A24,19,2,9.5
E07000141,A24,41,10,4.1
E07000142,A24,37,11,3.3636363636363638
E07000150,A24,4,4,1.0
E07000151,A24,17,17,1.0
E07000152,A24,13,12,1.0833333333333333
E07000153,A24,6,6,1.0
E07000154,A24,20,19,1.0526315789473684
E07000155,A24,19,13,1.4615384615384615
E07000156,A24,6,6,1.0
E07000177,A24,323,213,1.516431924882629
E07000178,A24,102,72,1.4166666666666667
E07000179,A24,306,220,1.3909090909090909
E07000180,A24,261,172,1.5174418604651163
E07000181,A24,212,145,1.4620689655172414
