lad,SHEF_A_CODE,reports,unique_users,average_per_user
E07000062,A1,1,1,1.0
E07000064,A1,1,1,1.0
E07000065,A1,16,14,1.1428571428571428
E07000089,A1,49,47,1.0425531914893618
E07000177,A1,6,3,2.0
E07000178,A1,1,1,1.0
E07000179,A1,1,1,1.0
E07000180,A1,8,6,1.3333333333333333
E07000181,A1,1,1,1.0
E07000194,A1,2,2,1.0
E07000218,A1,1,1,1.0
E07000243,A1,298,99,3.01010101010101
E09000003,A1,250,230,1.0869565217391304
E09000006,A1,735,652,1.1273006134969326
E06000045,A12,10,6,1.6666666666666667
E07000222,A12,1,1,1.0
E06000045,A16,1,1,1.0
E07000243,A16,60,18,3.3333333333333335
E09000006,A16,354,327,1.0825688073394495
E07000061,A17,1,1,1.0
E07000062,A17,4,4,1.0
E07000063,A17,3,3,1.0
E07000064,A17,7,7,1.0
E07000065,A17,11,11,1.0
E07000177,A17,35,26,1.3461538461538463
E07000178,A17,9,9,1.0
E07000179,A17,45,44,1.0227272727272727
E07000180,A17,31,24,1.2916666666666667
E07000181,A17,19,18,1.0555555555555556
E07000243,A19,22,5,4.4
E06000045,A2,17,16,1.0625
E09000003,A2,608,500,1.216
E06000045,A20,42,33,1.2727272727272727
E07000061,A20,16,6,2.6666666666666665
E07000062,A20,2,2,1.0
E07000063,A20,2,2,1.0
E07000064,A20,2,2,1.0
E07000065,A20,4,4,1.0
E07000089,A20,6,6,1.0
E07000177,A20,4,4,1.0
E07000178,A20,1,1,1.0
E07000180,A20,5,3,1.6666666666666667
E07000181,A20,1,1,1.0
E07000194,A20,12,9,1.3333333333333333
E07000243,A20,236,26,9.076923076923077
E09000003,A20,100,83,1.2048192771084338
E09000006,A22,3110,1641,1.895185862279098
E09000023,A22,3,2,1.5
E06000038,A24,1,1,1.0
E07000061,A24,4,4,1.0
E07000062,A24,7,7,1.0
E07000063,A24,11,11,1.0
E07000064,A24,10,9,1.1111111111111112
E07000065,A24,41,38,1.0789473684210527
E07000177,A24,44,39,1.1282051282051282
E07000178,A24,26,23,1.1304347826086956
E07000179,A24,71,55,1.290909090909091
E07000180,A24,32,30,1.0666666666666667
E07000181,A24,25,21,1.1904761904761905
E07000194,A24,1,1,1.0
E07000218,A24,1,1,1.0
E07000220,A24,3,3,1.0
E07000221,A24,1,1,1.0
E07000222,A24,5,5,1.0
E07000243,A24,28,25,1.12
E07000063,A25,2,2,1.0
E07000177,A25,4,4,1.0
E07000178,A25,3,3,1.0
E07000179,A25,4,4,1.0
E07000180,A25,3,3,1.0
E07000181,A25,4,4,1.0
E07000218,A26,4,4,1.0
E07000219,A26,4,4,1.0
E07000220,A26,2,2,1.0
E07000221,A26,17,16,1.0625
E07000222,A26,8,7,1.1428571428571428
E09000006,A27,21,21,1.0
E06000045,A28,4,3,1.3333333333333333
E07000064,A28,1,1,1.0
E07000089,A28,2,2,1.0
E07000099,A28,1,1,1.0
E07000177,A28,1,1,1.0
E07000179,A28,2,2,1.0
E07000181,A28,2,2,1.0
E07000243,A28,52,7,7.428571428571429
E09000003,A28,23,19,1.2105263157894737
E06000045,A29,202,169,1.1952662721893492
E07000062,A29,9,9,1.0
E07000063,A29,20,17,1.1764705882352942
E07000064,A29,56,41,1.3658536585365855
E07000065,A29,34,23,1.4782608695652173
E07000089,A29,102,89,1.146067415730337
E07000099,A29,1,1,1.0
E07000177,A29,7,3,2.3333333333333335
E07000178,A29,2,2,1.0
E07000179,A29,18,12,1.5
E07000180,A29,10,10,1.0
E07000181,A29,6,4,1.5
E07000194,A29,7,6,1.1666666666666667
E07000222,A29,2,2,1.0
E07000243,A29,1279,162,7.895061728395062
E09000003,A29,1087,688,1.5799418604651163
E07000177,A32,3,3,1.0
E07000178,A32,11,9,1.2222222222222223
E07000179,A32,4,4,1.0
E07000180,A32,12,12,1.0
E07000181,A32,3,3,1.0
E09000003,A32,835,675,1.237037037037037
E06000045,A33,23,16,1.4375
E07000062,A33,1,1,1.0
E07000063,A33,3,3,1.0
