lsoa,SHEF_C_CODE,reports,unique_users,average_per_user
E01000332,C1,1,1,1.0
E01000334,C1,1,1,1.0
E01000335,C1,3,3,1.0
E01000336,C1,2,2,1.0
E01000349,C1,1,1,1.0
E01000353,C1,2,1,2.0
E01000367,C1,1,1,1.0
E01000378,C1,1,1,1.0
E01000392,C1,1,1,1.0
E01000393,C1,1,1,1.0
E01000402,C1,2,2,1.0
E01000403,C1,1,1,1.0
E01000404,C1,3,1,3.0
E01000405,C1,2,1,2.0
E01000406,C1,3,1,3.0
E01000408,C1,1,1,1.0
E01000414,C1,1,1,1.0
E01000415,C1,1,1,1.0
E01000418,C1,1,1,1.0
E01000428,C1,2,1,2.0
E01000430,C1,2,1,2.0
E01000454,C1,1,1,1.0
E01000455,C1,1,1,1.0
E01000460,C1,1,1,1.0
E01000466,C1,1,1,1.0
E01000468,C1,1,1,1.0
E01001071,C1,1,1,1.0
E01002565,C1,1,1,1.0
E01002569,C1,1,1,1.0
E01002572,C1,1,1,1.0
E01002582,C1,1,1,1.0
E01002607,C1,4,1,4.0
E01002621,C1,1,1,1.0
E01002626,C1,1,1,1.0
E01002628,C1,1,1,1.0
E01002629,C1,2,1,2.0
E01002638,C1,2,2,1.0
E01002646,C1,3,2,1.5
E01002647,C1,1,1,1.0
E01002654,C1,2,2,1.0
E01002655,C1,1,1,1.0
E01002662,C1,1,1,1.0
E01002680,C1,1,1,1.0
E01002693,C1,1,1,1.0
E01003291,C1,1,1,1.0
E01013787,C1,3,2,1.5
E01013788,C1,1,1,1.0
E01013794,C1,3,1,3.0
E01013802,C1,1,1,1.0
E01013807,C1,2,2,1.0
E01014031,C1,2,1,2.0
E01014062,C1,1,1,1.0
E01014385,C1,1,1,1.0
E01014399,C1,1,1,1.0
E01014462,C1,1,1,1.0
E01014502,C1,1,1,1.0
E01014532,C1,1,1,1.0
E01014558,C1,1,1,1.0
E01014667,C1,1,1,1.0
E01014670,C1,1,1,1.0
E01014730,C1,1,1,1.0
E01014735,C1,1,1,1.0
E01015629,C1,1,1,1.0
E01015630,C1,1,1,1.0
E01015633,C1,1,1,1.0
E01015636,C1,1,1,1.0
E01015637,C1,2,2,1.0
E01015643,C1,1,1,1.0
E01015647,C1,1,1,1.0
E01015651,C1,1,1,1.0
E01015653,C1,2,1,2.0
E01015654,C1,2,1,2.0
E01015667,C1,1,1,1.0
E01016259,C1,1,1,1.0
E01016265,C1,1,1,1.0
E01016269,C1,1,1,1.0
E01016280,C1,1,1,1.0
E01016293,C1,1,1,1.0
E01016295,C1,1,1,1.0
E01016308,C1,1,1,1.0
E01016309,C1,2,1,2.0
E01016322,C1,1,1,1.0
E01016345,C1,1,1,1.0
E01016421,C1,1,1,1.0
E01017627,C1,1,1,1.0
E01017637,C1,1,1,1.0
E01017905,C1,1,1,1.0
E01019440,C1,11,1,11.0
E01020981,C1,1,1,1.0
E01021025,C1,1,1,1.0
E01021054,C1,1,1,1.0
E01021056,C1,1,1,1.0
E01021089,C1,2,1,2.0
E01021097,C1,3,1,3.0
E01021101,C1,1,1,1.0
E01021113,C1,1,1,1.0
E01021169,C1,1,1,1.0
E01021188,C1,1,1,1.0
E01021189,C1,1,1,1.0
E01021788,C1,1,1,1.0
E01022178,C1,1,1,1.0
E01022242,C1,1,1,1.0
E01022260,C1,1,1,1.0
E01022274,C1,1,1,1.0
E01022420,C1,1,1,1.0
E01022492,C1,2,1,2.0
E01022581,C1,1,1,1.0
E01022859,C1,1,1,1.0
E01022868,C1,1,1,1.0
E01023274,C1,1,1,1.0
E01023288,C1,1,1,1.0
E01023355,C1,1,1,1.0
E01023508,C1,1,1,1.0
E01023525,C1,1,1,1.0
E01023559,C1,1,1,1.0
E01023627,C1,1,1,1.0
E01023693,C1,1,1,1.0
E01023711,C1,2,2,1.0
E01023797,C1,1,1,1.0
E01026082,C1,1,1,1.0
E01026286,C1,2,1,2.0
E01026392,C1,1,1,1.0
E01026484,C1,1,1,1.0
E01026502,C1,1,1,1.0
E01026906,C1,1,1,1.0
E01026943,C1,1,1,1.0
E01026955,C1,1,1,1.0
E01027078,C1,1,1,1.0
E01027272,C1,1,1,1.0
E01027290,C1,1,1,1.0
E01028855,C1,1,1,1.0
