period,LSOA,SHEF_C_CODE,report_count,user_count,average
2016-12,,C7,2,2,1.0
2016-12,95BB10S1,C7,1,1,1.0
2016-12,95CC18W1,C3,1,1,1.0
2016-12,95CC20S1,C7,1,1,1.0
2016-12,95GG12S2,C8,1,1,1.0
2016-12,95GG15S1,C7,1,1,1.0
2016-12,95GG41S2,C7,1,1,1.0
2016-12,95HH06S2,C7,1,1,1.0
2016-12,95II19S1,C7,1,1,1.0
2016-12,95LL04W1,C3,1,1,1.0
2016-12,95LL04W1,C5,1,1,1.0
2016-12,95MM13S4,C7,1,1,1.0
2016-12,95NN03S1,C7,1,1,1.0
2016-12,95NN03S2,C7,1,1,1.0
2016-12,95NN13W1,C7,1,1,1.0
2016-12,95PP15W1,C7,1,1,1.0
2016-12,95PP17W1,C7,1,1,1.0
2016-12,95SS15S2,C7,1,1,1.0
2016-12,95VV05S2,C8,1,1,1.0
2016-12,95WW20S2,C6,1,1,1.0
2016-12,95XX06S1,C7,1,1,1.0
2016-12,E01000007,C8,1,1,1.0
2016-12,E01000012,C3,1,1,1.0
2016-12,E01000050,C3,1,1,1.0
2016-12,E01000072,C2,1,1,1.0
2016-12,E01000074,C3,1,1,1.0
2016-12,E01000095,C3,1,1,1.0
2016-12,E01000121,C7,1,1,1.0
2016-12,E01000121,C8,1,1,1.0
2016-12,E01000125,C7,1,1,1.0
2016-12,E01000128,C3,2,2,1.0
2016-12,E01000128,C8,1,1,1.0
2016-12,E01000130,C3,1,1,1.0
2016-12,E01000131,C8,1,1,1.0
2016-12,E01000134,C3,1,1,1.0
2016-12,E01000134,C8,1,1,1.0
2016-12,E01000140,C3,1,1,1.0
2016-12,E01000141,C2,9,1,9.0
2016-12,E01000141,C3,5,1,5.0
2016-12,E01000141,C8,1,1,1.0
2016-12,E01000143,C7,1,1,1.0
2016-12,E01000144,C3,1,1,1.0
2016-12,E01000150,C3,7,1,7.0
2016-12,E01000150,C8,2,1,2.0
2016-12,E01000154,C7,1,1,1.0
2016-12,E01000155,C3,1,1,1.0
2016-12,E01000156,C3,1,1,1.0
2016-12,E01000157,C7,2,1,2.0
2016-12,E01000157,C8,1,1,1.0
2016-12,E01000159,C7,2,2,1.0
2016-12,E01000160,C2,1,1,1.0
2016-12,E01000160,C3,2,2,1.0
2016-12,E01000161,C7,1,1,1.0
2016-12,E01000163,C8,2,1,2.0
2016-12,E01000171,C7,1,1,1.0
2016-12,E01000175,C7,1,1,1.0
2016-12,E01000179,C3,1,1,1.0
2016-12,E01000181,C7,1,1,1.0
2016-12,E01000182,C8,1,1,1.0
2016-12,E01000188,C7,2,2,1.0
2016-12,E01000188,C8,1,1,1.0
2016-12,E01000192,C3,4,4,1.0
2016-12,E01000196,C7,1,1,1.0
2016-12,E01000197,C7,1,1,1.0
2016-12,E01000198,C7,1,1,1.0
2016-12,E01000199,C7,2,1,2.0
2016-12,E01000205,C2,1,1,1.0
2016-12,E01000205,C7,1,1,1.0
2016-12,E01000208,C7,2,1,2.0
2016-12,E01000210,C7,1,1,1.0
2016-12,E01000214,C7,1,1,1.0
2016-12,E01000221,C2,1,1,1.0
2016-12,E01000221,C7,2,1,2.0
2016-12,E01000222,C7,1,1,1.0
2016-12,E01000223,C2,1,1,1.0
2016-12,E01000223,C3,27,3,9.0
2016-12,E01000223,C7,1,1,1.0
2016-12,E01000226,C3,1,1,1.0
2016-12,E01000227,C7,1,1,1.0
2016-12,E01000230,C3,1,1,1.0
2016-12,E01000231,C3,1,1,1.0
2016-12,E01000233,C7,1,1,1.0
2016-12,E01000233,C8,1,1,1.0
2016-12,E01000235,C3,3,1,3.0
2016-12,E01000237,C7,2,2,1.0
2016-12,E01000238,C2,1,1,1.0
2016-12,E01000238,C3,1,1,1.0
2016-12,E01000238,C7,1,1,1.0
2016-12,E01000239,C3,2,2,1.0
2016-12,E01000244,C7,1,1,1.0
2016-12,E01000246,C3,1,1,1.0
2016-12,E01000247,C3,1,1,1.0
2016-12,E01000247,C7,2,2,1.0
2016-12,E01000247,C8,1,1,1.0
2016-12,E01000248,C4,1,1,1.0
2016-12,E01000248,C7,1,1,1.0
2016-12,E01000249,C3,2,2,1.0
2016-12,E01000249,C7,6,1,6.0
2016-12,E01000250,C3,1,1,1.0
2016-12,E01000253,C7,2,2,1.0
2016-12,E01000254,C3,1,1,1.0
2016-12,E01000254,C4,1,1,1.0
2016-12,E01000254,C7,5,3,1.6666666666666667
2016-12,E01000262,C7,3,2,1.5
2016-12,E01000262,C8,1,1,1.0
2016-12,E01000264,C7,1,1,1.0
2016-12,E01000265,C3,1,1,1.0
2016-12,E01000268,C3,1,1,1.0
2016-12,E01000268,C7,1,1,1.0
2016-12,E01000268,C8,1,1,1.0
2016-12,E01000270,C7,1,1,1.0
2016-12,E01000274,C7,2,1,2.0
2016-12,E01000275,C8,1,1,1.0
2016-12,E01000278,C3,1,1,1.0
2016-12,E01000278,C7,2,1,2.0
2016-12,E01000281,C3,1,1,1.0
2016-12,E01000286,C3,3,1,3.0
2016-12,E01000287,C3,1,1,1.0
2016-12,E01000288,C7,2,2,1.0
2016-12,E01000289,C3,1,1,1.0
2016-12,E01000290,C3,1,1,1.0
2016-12,E01000292,C3,1,1,1.0
2016-12,E01000292,C7,1,1,1.0
2016-12,E01000293,C7,2,2,1.0
2016-12,E01000296,C7,1,1,1.0
2016-12,E01000297,C3,1,1,1.0
2016-12,E01000298,C3,1,1,1.0
2016-12,E01000299,C3,1,1,1.0
2016-12,E01000299,C7,1,1,1.0
2016-12,E01000302,C7,1,1,1.0
2016-12,E01000303,C7,1,1,1.0
2016-12,E01000304,C3,3,3,1.0
2016-12,E01000305,C3,1,1,1.0
2016-12,E01000307,C7,1,1,1.0
2016-12,E01000309,C3,1,1,1.0
2016-12,E01000310,C3,1,1,1.0
2016-12,E01000310,C7,2,2,1.0
2016-12,E01000311,C3,1,1,1.0
2016-12,E01000316,C7,1,1,1.0
2016-12,E01000321,C3,3,2,1.5
2016-12,E01000321,C8,1,1,1.0
2016-12,E01000322,C7,1,1,1.0
2016-12,E01000331,C3,2,2,1.0
2016-12,E01000335,C3,3,1,3.0
2016-12,E01000335,C7,1,1,1.0
2016-12,E01000336,C3,8,2,4.0
2016-12,E01000336,C7,2,1,2.0
2016-12,E01000339,C8,1,1,1.0
2016-12,E01000366,C3,1,1,1.0
2016-12,E01000367,C3,1,1,1.0
2016-12,E01000367,C7,1,1,1.0
2016-12,E01000378,C3,1,1,1.0
2016-12,E01000381,C7,1,1,1.0
2016-12,E01000385,C8,1,1,1.0
2016-12,E01000403,C3,1,1,1.0
2016-12,E01000404,C5,1,1,1.0
2016-12,E01000416,C8,1,1,1.0
2016-12,E01000417,C3,1,1,1.0
2016-12,E01000417,C8,2,1,2.0
2016-12,E01000423,C7,1,1,1.0
2016-12,E01000428,C3,2,1,2.0
2016-12,E01000430,C5,1,1,1.0
2016-12,E01000438,C4,1,1,1.0
2016-12,E01000446,C8,1,1,1.0
2016-12,E01000455,C3,1,1,1.0
2016-12,E01000457,C3,1,1,1.0
2016-12,E01000459,C7,2,2,1.0
2016-12,E01000470,C3,1,1,1.0
2016-12,E01000473,C7,1,1,1.0
2016-12,E01000477,C7,1,1,1.0
2016-12,E01000484,C7,1,1,1.0
2016-12,E01000499,C7,1,1,1.0
2016-12,E01000507,C7,1,1,1.0
2016-12,E01000508,C3,1,1,1.0
2016-12,E01000515,C2,1,1,1.0
2016-12,E01000525,C3,2,1,2.0
2016-12,E01000530,C3,1,1,1.0
2016-12,E01000547,C3,2,1,2.0
2016-12,E01000548,C7,1,1,1.0
2016-12,E01000555,C3,1,1,1.0
2016-12,E01000570,C5,1,1,1.0
2016-12,E01000571,C6,1,1,1.0
2016-12,E01000571,C7,2,2,1.0
2016-12,E01000578,C3,1,1,1.0
2016-12,E01000594,C3,2,1,2.0
2016-12,E01000595,C3,1,1,1.0
2016-12,E01000608,C7,3,2,1.5
2016-12,E01000611,C3,1,1,1.0
2016-12,E01000633,C3,1,1,1.0
2016-12,E01000635,C3,1,1,1.0
2016-12,E01000636,C7,1,1,1.0
2016-12,E01000640,C7,1,1,1.0
2016-12,E01000648,C7,1,1,1.0
2016-12,E01000652,C7,1,1,1.0
2016-12,E01000653,C2,1,1,1.0
2016-12,E01000654,C2,1,1,1.0
2016-12,E01000655,C3,1,1,1.0
2016-12,E01000656,C2,1,1,1.0
2016-12,E01000656,C3,2,2,1.0
2016-12,E01000657,C2,1,1,1.0
2016-12,E01000657,C3,2,2,1.0
2016-12,E01000659,C2,1,1,1.0
2016-12,E01000659,C3,1,1,1.0
2016-12,E01000661,C3,2,1,2.0
2016-12,E01000662,C7,1,1,1.0
2016-12,E01000665,C2,1,1,1.0
2016-12,E01000666,C7,3,3,1.0
2016-12,E01000667,C2,1,1,1.0
2016-12,E01000667,C7,1,1,1.0
2016-12,E01000668,C3,5,3,1.6666666666666667
2016-12,E01000668,C7,2,1,2.0
2016-12,E01000669,C3,2,2,1.0
2016-12,E01000670,C4,1,1,1.0
2016-12,E01000671,C3,2,1,2.0
2016-12,E01000671,C7,6,3,2.0
2016-12,E01000672,C3,1,1,1.0
2016-12,E01000673,C2,1,1,1.0
2016-12,E01000673,C3,2,2,1.0
2016-12,E01000673,C7,1,1,1.0
2016-12,E01000674,C2,1,1,1.0
2016-12,E01000674,C3,2,1,2.0
2016-12,E01000675,C3,9,5,1.8
2016-12,E01000675,C7,4,2,2.0
2016-12,E01000675,C8,1,1,1.0
2016-12,E01000676,C2,1,1,1.0
2016-12,E01000676,C3,5,4,1.25
2016-12,E01000676,C4,1,1,1.0
2016-12,E01000676,C7,3,1,3.0
2016-12,E01000677,C3,2,1,2.0
2016-12,E01000677,C7,3,1,3.0
2016-12,E01000678,C3,1,1,1.0
2016-12,E01000679,C7,1,1,1.0
2016-12,E01000680,C3,7,3,2.3333333333333335
2016-12,E01000680,C7,1,1,1.0
2016-12,E01000681,C7,1,1,1.0
2016-12,E01000683,C2,1,1,1.0
2016-12,E01000683,C3,2,1,2.0
2016-12,E01000685,C3,1,1,1.0
2016-12,E01000686,C2,1,1,1.0
2016-12,E01000687,C2,1,1,1.0
2016-12,E01000689,C8,1,1,1.0
2016-12,E01000690,C7,1,1,1.0
2016-12,E01000692,C2,1,1,1.0
2016-12,E01000692,C3,1,1,1.0
2016-12,E01000692,C7,3,1,3.0
2016-12,E01000693,C2,1,1,1.0
2016-12,E01000693,C3,4,1,4.0
2016-12,E01000693,C7,1,1,1.0
2016-12,E01000694,C4,4,1,4.0
2016-12,E01000694,C7,1,1,1.0
2016-12,E01000695,C3,1,1,1.0
2016-12,E01000695,C4,5,1,5.0
2016-12,E01000695,C7,1,1,1.0
2016-12,E01000696,C3,1,1,1.0
2016-12,E01000696,C7,2,2,1.0
2016-12,E01000696,C8,1,1,1.0
2016-12,E01000697,C4,1,1,1.0
2016-12,E01000697,C7,2,1,2.0
2016-12,E01000697,C8,1,1,1.0
2016-12,E01000698,C7,4,2,2.0
2016-12,E01000699,C3,2,1,2.0
2016-12,E01000700,C3,4,3,1.3333333333333333
2016-12,E01000700,C4,2,1,2.0
2016-12,E01000700,C7,2,2,1.0
2016-12,E01000701,C2,1,1,1.0
2016-12,E01000701,C3,6,2,3.0
2016-12,E01000701,C4,1,1,1.0
2016-12,E01000702,C3,2,2,1.0
2016-12,E01000703,C7,1,1,1.0
2016-12,E01000704,C7,1,1,1.0
2016-12,E01000706,C3,3,2,1.5
2016-12,E01000708,C3,3,2,1.5
2016-12,E01000709,C3,2,2,1.0
2016-12,E01000709,C7,1,1,1.0
2016-12,E01000710,C3,2,2,1.0
2016-12,E01000711,C3,1,1,1.0
2016-12,E01000712,C3,2,2,1.0
2016-12,E01000713,C3,1,1,1.0
2016-12,E01000713,C7,1,1,1.0
2016-12,E01000714,C3,2,2,1.0
