lsoa,SHEF_C_CODE,reports,unique_users,average_per_user
E01024081,C1,3,2,1.5
E01024095,C1,1,1,1.0
E01024097,C1,1,1,1.0
E01024120,C1,2,1,2.0
E01027511,C1,1,1,1.0
E01000170,C2,1,1,1.0
E01000273,C2,1,1,1.0
E01001581,C2,2,2,1.0
E01002022,C2,1,1,1.0
E01002065,C2,1,1,1.0
E01002172,C2,1,1,1.0
E01003109,C2,2,1,2.0
E01003776,C2,1,1,1.0
E01004628,C2,1,1,1.0
E01005168,C2,1,1,1.0
E01007822,C2,1,1,1.0
E01007915,C2,1,1,1.0
E01007986,C2,1,1,1.0
E01007996,C2,1,1,1.0
E01008134,C2,1,1,1.0
E01009810,C2,1,1,1.0
E01010374,C2,1,1,1.0
E01010958,C2,1,1,1.0
E01011526,C2,1,1,1.0
E01011537,C2,1,1,1.0
E01012111,C2,1,1,1.0
E01014078,C2,1,1,1.0
E01015086,C2,1,1,1.0
E01015690,C2,1,1,1.0
E01016711,C2,1,1,1.0
E01017225,C2,2,1,2.0
E01018598,C2,1,1,1.0
E01018634,C2,1,1,1.0
E01020727,C2,1,1,1.0
E01021590,C2,1,1,1.0
E01022148,C2,1,1,1.0
E01023138,C2,1,1,1.0
E01023171,C2,1,1,1.0
E01023252,C2,1,1,1.0
E01023632,C2,1,1,1.0
E01023722,C2,1,1,1.0
E01025732,C2,1,1,1.0
E01026719,C2,1,1,1.0
E01028095,C2,1,1,1.0
E01028287,C2,1,1,1.0
E01029167,C2,1,1,1.0
E01029507,C2,1,1,1.0
E01029606,C2,1,1,1.0
E01030967,C2,1,1,1.0
E01031695,C2,1,1,1.0
E01032829,C2,1,1,1.0
E01033123,C2,1,1,1.0
E01033503,C2,2,2,1.0
E01033562,C2,1,1,1.0
E01033572,C2,1,1,1.0
S01009095,C2,1,1,1.0
S01009103,C2,1,1,1.0
S01009109,C2,1,1,1.0
S01010044,C2,1,1,1.0
S01010674,C2,1,1,1.0
S01012208,C2,1,1,1.0
W01001584,C2,4,1,4.0
W01001592,C2,2,1,2.0
W01001651,C2,1,1,1.0
W01001685,C2,1,1,1.0
E01000019,C3,2,1,2.0
E01000040,C3,1,1,1.0
E01000147,C3,1,1,1.0
E01000171,C3,1,1,1.0
E01000235,C3,2,1,2.0
E01000239,C3,1,1,1.0
E01000245,C3,2,2,1.0
E01000246,C3,1,1,1.0
E01000251,C3,1,1,1.0
E01000279,C3,1,1,1.0
E01000294,C3,1,1,1.0
E01000401,C3,1,1,1.0
E01000511,C3,1,1,1.0
E01000553,C3,4,3,1.3333333333333333
E01000554,C3,4,3,1.3333333333333333
E01000555,C3,5,2,2.5
E01000556,C3,1,1,1.0
E01000585,C3,4,1,4.0
E01000656,C3,1,1,1.0
E01000740,C3,1,1,1.0
E01000746,C3,1,1,1.0
E01000833,C3,1,1,1.0
E01000923,C3,1,1,1.0
E01000948,C3,1,1,1.0
E01001001,C3,1,1,1.0
E01001036,C3,2,2,1.0
E01001125,C3,1,1,1.0
E01001180,C3,1,1,1.0
E01001189,C3,1,1,1.0
E01001253,C3,1,1,1.0
E01001268,C3,1,1,1.0
E01001283,C3,1,1,1.0
E01001373,C3,1,1,1.0
E01001384,C3,1,1,1.0
E01001402,C3,1,1,1.0
E01001415,C3,1,1,1.0
E01001433,C3,2,1,2.0
E01001505,C3,1,1,1.0
E01001668,C3,1,1,1.0
E01001774,C3,1,1,1.0
E01001779,C3,2,2,1.0
E01001798,C3,1,1,1.0
E01001917,C3,1,1,1.0
E01001932,C3,1,1,1.0
E01001999,C3,2,2,1.0
E01002002,C3,1,1,1.0
E01002048,C3,1,1,1.0
E01002071,C3,1,1,1.0
E01002073,C3,1,1,1.0
E01002525,C3,1,1,1.0
E01002554,C3,1,1,1.0
E01002568,C3,1,1,1.0
E01002584,C3,1,1,1.0
E01002662,C3,1,1,1.0
E01002686,C3,2,2,1.0
E01002700,C3,1,1,1.0
E01002708,C3,1,1,1.0
E01002711,C3,3,1,3.0
E01002729,C3,1,1,1.0
