lsoa,SHEF_C_CODE,reports,unique_users,average_per_user
E01000942,C1,1,1,1.0
E01012751,C1,1,1,1.0
E01019002,C1,1,1,1.0
E01021923,C1,1,1,1.0
E01022523,C1,1,1,1.0
E01000538,C2,1,1,1.0
E01000957,C2,1,1,1.0
E01001391,C2,1,1,1.0
E01001415,C2,1,1,1.0
E01001923,C2,1,1,1.0
E01002004,C2,1,1,1.0
E01002377,C2,1,1,1.0
E01002726,C2,1,1,1.0
E01003206,C2,1,1,1.0
E01003816,C2,1,1,1.0
E01003846,C2,1,1,1.0
E01003873,C2,1,1,1.0
E01004272,C2,1,1,1.0
E01004283,C2,1,1,1.0
E01004421,C2,1,1,1.0
E01004547,C2,1,1,1.0
E01005765,C2,1,1,1.0
E01005922,C2,1,1,1.0
E01006180,C2,1,1,1.0
E01007041,C2,1,1,1.0
E01007546,C2,1,1,1.0
E01007959,C2,2,1,2.0
E01008953,C2,4,1,4.0
E01009104,C2,1,1,1.0
E01009115,C2,1,1,1.0
E01009210,C2,1,1,1.0
E01009215,C2,1,1,1.0
E01009384,C2,1,1,1.0
E01009561,C2,1,1,1.0
E01009719,C2,1,1,1.0
E01010133,C2,1,1,1.0
E01010316,C2,1,1,1.0
E01010330,C2,1,1,1.0
E01010340,C2,1,1,1.0
E01010404,C2,1,1,1.0
E01010464,C2,1,1,1.0
E01010559,C2,1,1,1.0
E01010884,C2,1,1,1.0
E01011523,C2,1,1,1.0
E01011688,C2,1,1,1.0
E01012430,C2,1,1,1.0
E01012973,C2,1,1,1.0
E01013261,C2,1,1,1.0
E01013816,C2,1,1,1.0
E01013904,C2,1,1,1.0
E01013935,C2,1,1,1.0
E01013968,C2,1,1,1.0
E01014491,C2,1,1,1.0
E01014841,C2,1,1,1.0
E01014848,C2,1,1,1.0
E01015281,C2,1,1,1.0
E01015865,C2,1,1,1.0
E01016824,C2,1,1,1.0
E01017258,C2,1,1,1.0
E01017439,C2,1,1,1.0
E01017647,C2,1,1,1.0
E01017989,C2,1,1,1.0
E01017995,C2,1,1,1.0
E01018000,C2,1,1,1.0
E01018262,C2,1,1,1.0
E01018596,C2,3,1,3.0
E01018921,C2,1,1,1.0
E01018992,C2,1,1,1.0
E01019417,C2,1,1,1.0
E01019435,C2,1,1,1.0
E01019599,C2,1,1,1.0
E01019951,C2,1,1,1.0
E01020050,C2,1,1,1.0
E01020104,C2,1,1,1.0
E01020114,C2,1,1,1.0
E01020242,C2,1,1,1.0
E01020395,C2,1,1,1.0
E01021163,C2,1,1,1.0
E01021815,C2,1,1,1.0
E01021945,C2,1,1,1.0
E01021946,C2,1,1,1.0
E01022136,C2,1,1,1.0
E01023248,C2,1,1,1.0
E01023677,C2,1,1,1.0
E01023912,C2,1,1,1.0
E01024123,C2,1,1,1.0
E01026203,C2,1,1,1.0
E01027052,C2,2,2,1.0
E01027174,C2,1,1,1.0
E01027732,C2,1,1,1.0
E01028363,C2,1,1,1.0
E01028567,C2,1,1,1.0
E01028714,C2,1,1,1.0
E01029076,C2,1,1,1.0
E01029129,C2,1,1,1.0
E01029242,C2,1,1,1.0
E01029484,C2,1,1,1.0
E01029783,C2,1,1,1.0
E01029787,C2,3,1,3.0
E01029911,C2,1,1,1.0
E01030175,C2,1,1,1.0
E01030463,C2,1,1,1.0
E01030803,C2,1,1,1.0
E01031031,C2,1,1,1.0
E01031258,C2,1,1,1.0
E01031985,C2,1,1,1.0
E01032122,C2,1,1,1.0
E01032717,C2,1,1,1.0
E01033127,C2,1,1,1.0
E01033569,C2,1,1,1.0
E01033607,C2,1,1,1.0
S01006506,C2,1,1,1.0
S01008029,C2,1,1,1.0
S01008581,C2,1,1,1.0
S01008818,C2,1,1,1.0
S01009913,C2,1,1,1.0
S01009948,C2,1,1,1.0
S01010009,C2,1,1,1.0
S01010487,C2,1,1,1.0
S01011102,C2,1,1,1.0
E01000160,C3,4,3,1.3333333333333333
E01000530,C3,1,1,1.0
E01000531,C3,1,1,1.0
E01000543,C3,3,1,3.0
E01000553,C3,13,3,4.333333333333333
E01000554,C3,1,1,1.0
E01000555,C3,1,1,1.0
E01000556,C3,10,1,10.0
E01000557,C3,1,1,1.0
E01000663,C3,1,1,1.0
E01000691,C3,1,1,1.0
E01000728,C3,1,1,1.0
E01000755,C3,1,1,1.0
E01000756,C3,1,1,1.0
E01001139,C3,1,1,1.0
E01001357,C3,1,1,1.0
E01001517,C3,1,1,1.0
E01001529,C3,1,1,1.0
E01001641,C3,1,1,1.0
E01001724,C3,1,1,1.0
E01001785,C3,1,1,1.0
E01001990,C3,1,1,1.0
E01002043,C3,1,1,1.0
E01002067,C3,1,1,1.0
E01002156,C3,1,1,1.0
E01002475,C3,1,1,1.0
E01002679,C3,2,2,1.0
E01002692,C3,1,1,1.0
E01002709,C3,1,1,1.0
E01002711,C3,2,2,1.0
E01002727,C3,1,1,1.0
E01002729,C3,1,1,1.0
E01002807,C3,1,1,1.0
E01003054,C3,1,1,1.0
E01003090,C3,1,1,1.0
E01003110,C3,2,1,2.0
E01003122,C3,2,2,1.0
E01003129,C3,1,1,1.0
E01003131,C3,1,1,1.0
E01003167,C3,1,1,1.0
E01003183,C3,1,1,1.0
E01003205,C3,1,1,1.0
E01003212,C3,2,1,2.0
E01003227,C3,1,1,1.0
E01003233,C3,1,1,1.0
E01003279,C3,1,1,1.0
E01003315,C3,1,1,1.0
E01003367,C3,1,1,1.0
E01003460,C3,1,1,1.0
E01003576,C3,1,1,1.0
E01003622,C3,1,1,1.0
E01003666,C3,1,1,1.0
E01003729,C3,1,1,1.0
E01003732,C3,1,1,1.0
E01003838,C3,1,1,1.0
E01003863,C3,1,1,1.0
E01003882,C3,1,1,1.0
E01003887,C3,1,1,1.0
E01003929,C3,2,2,1.0
E01003986,C3,1,1,1.0
E01004013,C3,1,1,1.0
E01004328,C3,1,1,1.0
E01004330,C3,2,1,2.0
E01004336,C3,1,1,1.0
E01004339,C3,1,1,1.0
E01004362,C3,1,1,1.0
E01004403,C3,2,1,2.0
E01004409,C3,1,1,1.0
E01004442,C3,1,1,1.0
E01004445,C3,3,1,3.0
E01004460,C3,1,1,1.0
E01004466,C3,4,1,4.0
E01004483,C3,1,1,1.0
E01004486,C3,1,1,1.0
E01004631,C3,1,1,1.0
E01004679,C3,1,1,1.0
E01005286,C3,1,1,1.0
E01005291,C3,1,1,1.0
E01005358,C3,1,1,1.0
E01005477,C3,1,1,1.0
E01005497,C3,1,1,1.0
E01005585,C3,1,1,1.0
E01005603,C3,2,1,2.0
E01005605,C3,1,1,1.0
E01005698,C3,1,1,1.0
E01005729,C3,1,1,1.0
E01005887,C3,1,1,1.0
E01006003,C3,2,1,2.0
E01006093,C3,1,1,1.0
E01006180,C3,1,1,1.0
E01006182,C3,1,1,1.0
E01006232,C3,1,1,1.0
E01006613,C3,1,1,1.0
E01006656,C3,1,1,1.0
E01006765,C3,1,1,1.0
E01006816,C3,1,1,1.0
E01006859,C3,1,1,1.0
E01007126,C3,1,1,1.0
E01007399,C3,1,1,1.0
E01007432,C3,1,1,1.0
E01007465,C3,1,1,1.0
E01007466,C3,1,1,1.0
E01007546,C3,1,1,1.0
E01007582,C3,2,1,2.0
E01007706,C3,1,1,1.0
E01008078,C3,1,1,1.0
E01008085,C3,1,1,1.0
E01008086,C3,1,1,1.0
E01008088,C3,1,1,1.0
E01008218,C3,1,1,1.0
