period,LSOA,SHEF_C,report_count,user_count,average
2010,E01000001,Other,1,1,1.0
2010,E01000001,Road Safety & Defects,1,1,1.0
2010,E01000002,Road Safety & Defects,1,1,1.0
2010,E01000003,Road Safety & Defects,1,1,1.0
2010,E01000005,Environmental Disruptions,1,1,1.0
2010,E01000005,Other,1,1,1.0
2010,E01000005,Road Safety & Defects,5,4,1.25
2010,E01000006,Road Safety & Defects,2,2,1.0
2010,E01000007,Road Safety & Defects,2,1,2.0
2010,E01000009,Road Safety & Defects,4,1,4.0
2010,E01000010,Other,1,1,1.0
2010,E01000010,Road Safety & Defects,1,1,1.0
2010,E01000012,Road Safety & Defects,1,1,1.0
2010,E01000019,Other,1,1,1.0
2010,E01000028,Road Safety & Defects,1,1,1.0
2010,E01000032,Other,1,1,1.0
2010,E01000040,Road Safety & Defects,2,1,2.0
2010,E01000040,Vehicles,1,1,1.0
2010,E01000043,Road Safety & Defects,1,1,1.0
2010,E01000044,Road Safety & Defects,7,2,3.5
2010,E01000050,Road Safety & Defects,2,2,1.0
2010,E01000057,Road Safety & Defects,1,1,1.0
2010,E01000060,Public Space,1,1,1.0
2010,E01000061,Other,1,1,1.0
2010,E01000061,Road Safety & Defects,2,2,1.0
2010,E01000064,Environmental Health,1,1,1.0
2010,E01000066,Environmental Health,2,1,2.0
2010,E01000066,Public Space,1,1,1.0
2010,E01000066,Road Safety & Defects,2,1,2.0
2010,E01000068,Road Safety & Defects,2,2,1.0
2010,E01000070,Road Safety & Defects,2,1,2.0
2010,E01000071,Road Safety & Defects,3,2,1.5
2010,E01000072,Environmental Health,2,2,1.0
2010,E01000079,Environmental Health,1,1,1.0
2010,E01000082,Vehicles,1,1,1.0
2010,E01000095,Road Safety & Defects,2,1,2.0
2010,E01000097,Abandoned Vehicles & Parking,1,1,1.0
2010,E01000100,Road Safety & Defects,2,1,2.0
2010,E01000105,Abandoned Vehicles & Parking,1,1,1.0
2010,E01000105,Other,2,1,2.0
2010,E01000113,Environmental Health,2,1,2.0
2010,E01000113,Road Safety & Defects,1,1,1.0
2010,E01000114,Environmental Health,1,1,1.0
2010,E01000115,Environmental Disruptions,1,1,1.0
2010,E01000115,Other,18,2,9.0
2010,E01000115,Public Space,1,1,1.0
2010,E01000115,Road Safety & Defects,4,3,1.3333333333333333
2010,E01000116,Other,1,1,1.0
2010,E01000117,Environmental Health,1,1,1.0
2010,E01000117,Other,1,1,1.0
2010,E01000117,Road Safety & Defects,2,2,1.0
2010,E01000119,Environmental Health,1,1,1.0
2010,E01000120,Other,2,1,2.0
