lsoa,SHEF_C_CODE,reports,unique_users,average_per_user
E01000943,C1,1,1,1.0
E01002740,C1,1,1,1.0
E01008524,C1,1,1,1.0
E01014370,C1,1,1,1.0
E01021963,C1,1,1,1.0
E01026665,C1,2,1,2.0
E01031005,C1,1,1,1.0
E01031337,C1,1,1,1.0
E01001086,C2,1,1,1.0
E01001111,C2,1,1,1.0
E01001301,C2,1,1,1.0
E01002032,C2,1,1,1.0
E01002515,C2,1,1,1.0
E01002646,C2,1,1,1.0
E01002686,C2,1,1,1.0
E01002970,C2,1,1,1.0
E01003037,C2,1,1,1.0
E01003106,C2,1,1,1.0
E01003400,C2,1,1,1.0
E01003604,C2,1,1,1.0
E01003830,C2,1,1,1.0
E01004002,C2,1,1,1.0
E01004040,C2,1,1,1.0
E01004484,C2,1,1,1.0
E01004551,C2,1,1,1.0
E01004897,C2,1,1,1.0
E01005145,C2,1,1,1.0
E01006420,C2,1,1,1.0
E01006497,C2,1,1,1.0
E01007611,C2,1,1,1.0
E01007917,C2,1,1,1.0
E01007933,C2,1,1,1.0
E01008025,C2,1,1,1.0
E01008882,C2,1,1,1.0
E01008994,C2,1,1,1.0
E01009017,C2,1,1,1.0
E01009140,C2,1,1,1.0
E01009159,C2,1,1,1.0
E01009449,C2,1,1,1.0
E01009488,C2,1,1,1.0
E01009686,C2,1,1,1.0
E01010414,C2,1,1,1.0
E01010443,C2,1,1,1.0
E01011191,C2,1,1,1.0
E01011295,C2,1,1,1.0
E01011302,C2,1,1,1.0
E01012708,C2,1,1,1.0
E01013546,C2,1,1,1.0
E01013879,C2,1,1,1.0
E01013987,C2,1,1,1.0
E01014370,C2,1,1,1.0
E01015281,C2,1,1,1.0
E01015319,C2,1,1,1.0
E01015616,C2,1,1,1.0
E01015661,C2,1,1,1.0
E01015723,C2,1,1,1.0
E01015974,C2,1,1,1.0
E01017253,C2,1,1,1.0
E01017291,C2,1,1,1.0
E01017403,C2,1,1,1.0
E01017404,C2,1,1,1.0
E01017475,C2,1,1,1.0
E01017711,C2,1,1,1.0
E01017714,C2,1,1,1.0
E01017971,C2,1,1,1.0
E01018029,C2,1,1,1.0
E01018063,C2,1,1,1.0
E01018109,C2,1,1,1.0
E01018277,C2,1,1,1.0
E01018374,C2,1,1,1.0
E01018628,C2,1,1,1.0
E01018630,C2,1,1,1.0
E01019100,C2,1,1,1.0
E01019772,C2,1,1,1.0
E01019969,C2,1,1,1.0
E01020299,C2,1,1,1.0
E01020442,C2,1,1,1.0
E01020606,C2,1,1,1.0
E01020672,C2,1,1,1.0
E01021257,C2,1,1,1.0
E01021706,C2,1,1,1.0
E01022436,C2,1,1,1.0
E01022470,C2,1,1,1.0
E01022644,C2,1,1,1.0
E01023007,C2,1,1,1.0
E01023013,C2,1,1,1.0
E01023051,C2,1,1,1.0
E01023545,C2,1,1,1.0
E01023601,C2,1,1,1.0
E01023860,C2,1,1,1.0
E01023952,C2,1,1,1.0
E01024482,C2,1,1,1.0
E01024707,C2,1,1,1.0
E01024758,C2,1,1,1.0
E01025014,C2,1,1,1.0
E01025808,C2,1,1,1.0
E01025974,C2,1,1,1.0
E01026537,C2,1,1,1.0
E01026741,C2,1,1,1.0
E01027061,C2,1,1,1.0
E01027077,C2,1,1,1.0
E01027271,C2,1,1,1.0
E01027931,C2,1,1,1.0
E01028142,C2,1,1,1.0
E01028440,C2,1,1,1.0
E01028617,C2,1,1,1.0
E01028621,C2,1,1,1.0
E01028759,C2,1,1,1.0
E01028995,C2,1,1,1.0
E01029501,C2,1,1,1.0
E01029782,C2,2,1,2.0
E01029897,C2,1,1,1.0
E01030439,C2,1,1,1.0
E01030542,C2,1,1,1.0
E01030626,C2,1,1,1.0
E01030772,C2,1,1,1.0
E01030773,C2,1,1,1.0
E01031310,C2,1,1,1.0
E01032048,C2,1,1,1.0
E01032072,C2,1,1,1.0
S01008499,C2,1,1,1.0
S01009082,C2,1,1,1.0
S01009229,C2,2,2,1.0
S01010354,C2,1,1,1.0
S01010956,C2,1,1,1.0
S01010960,C2,1,1,1.0
S01011426,C2,1,1,1.0
W01000361,C2,1,1,1.0
W01000977,C2,1,1,1.0
W01001449,C2,1,1,1.0
W01001498,C2,1,1,1.0
W01001515,C2,1,1,1.0
W01001760,C2,1,1,1.0
W01001846,C2,1,1,1.0
E01000119,C3,1,1,1.0
E01000123,C3,1,1,1.0
E01000126,C3,1,1,1.0
E01000161,C3,1,1,1.0
E01000416,C3,1,1,1.0
E01000451,C3,1,1,1.0
E01000508,C3,1,1,1.0
E01000533,C3,1,1,1.0
E01000553,C3,2,2,1.0
E01000761,C3,1,1,1.0
E01000764,C3,1,1,1.0
E01000911,C3,1,1,1.0
E01000916,C3,1,1,1.0
E01000931,C3,1,1,1.0
E01000957,C3,2,1,2.0
E01001047,C3,1,1,1.0
E01001086,C3,1,1,1.0
E01001152,C3,1,1,1.0
E01001153,C3,2,1,2.0
E01001177,C3,1,1,1.0
E01001193,C3,1,1,1.0
E01001221,C3,2,2,1.0
E01001381,C3,1,1,1.0
E01001409,C3,1,1,1.0
E01001673,C3,1,1,1.0
E01001761,C3,1,1,1.0
E01001943,C3,1,1,1.0
E01001966,C3,1,1,1.0
E01001974,C3,1,1,1.0
E01002002,C3,1,1,1.0
E01002008,C3,1,1,1.0
E01002043,C3,5,1,5.0
E01002058,C3,1,1,1.0
E01002064,C3,1,1,1.0
E01002075,C3,1,1,1.0
E01002077,C3,1,1,1.0
E01002081,C3,2,1,2.0
E01002112,C3,1,1,1.0
E01002206,C3,1,1,1.0
E01002490,C3,2,1,2.0
E01002677,C3,3,2,1.5
E01002679,C3,1,1,1.0
E01002711,C3,2,1,2.0
E01002752,C3,1,1,1.0
E01002837,C3,1,1,1.0
E01002913,C3,1,1,1.0
E01003008,C3,1,1,1.0
E01003179,C3,1,1,1.0
E01003194,C3,2,2,1.0
E01003327,C3,1,1,1.0
E01003328,C3,1,1,1.0
E01003335,C3,2,1,2.0
E01003336,C3,1,1,1.0
E01003356,C3,2,2,1.0
E01003411,C3,1,1,1.0
E01003419,C3,1,1,1.0
E01003666,C3,1,1,1.0
E01003685,C3,1,1,1.0
E01003855,C3,1,1,1.0
E01004082,C3,1,1,1.0
E01004306,C3,1,1,1.0
E01004370,C3,1,1,1.0
E01004377,C3,1,1,1.0
E01004409,C3,1,1,1.0
E01004425,C3,1,1,1.0
E01004466,C3,1,1,1.0
E01004496,C3,1,1,1.0
E01004778,C3,1,1,1.0
E01004782,C3,2,2,1.0
E01005193,C3,1,1,1.0
E01005196,C3,1,1,1.0
E01005414,C3,1,1,1.0
E01005487,C3,1,1,1.0
E01005595,C3,1,1,1.0
E01005852,C3,1,1,1.0
E01006007,C3,1,1,1.0
E01006207,C3,1,1,1.0
E01006277,C3,1,1,1.0
E01006310,C3,1,1,1.0
E01006565,C3,1,1,1.0
E01006593,C3,1,1,1.0
E01006605,C3,1,1,1.0
E01007218,C3,1,1,1.0
E01007329,C3,1,1,1.0
E01007355,C3,1,1,1.0
E01007362,C3,1,1,1.0
E01007370,C3,1,1,1.0
E01007410,C3,1,1,1.0
E01007419,C3,1,1,1.0
E01007430,C3,1,1,1.0
E01007672,C3,1,1,1.0
E01007673,C3,1,1,1.0
E01007718,C3,2,1,2.0
E01007800,C3,1,1,1.0
E01007842,C3,2,1,2.0
E01007956,C3,1,1,1.0
E01007969,C3,1,1,1.0
E01007988,C3,1,1,1.0
E01008062,C3,1,1,1.0
E01008128,C3,1,1,1.0
E01008143,C3,1,1,1.0
E01008508,C3,1,1,1.0
E01008561,C3,1,1,1.0
E01008652,C3,1,1,1.0
E01008660,C3,1,1,1.0
E01008748,C3,1,1,1.0
E01008884,C3,1,1,1.0
E01008890,C3,2,2,1.0
E01008921,C3,1,1,1.0
E01008940,C3,2,2,1.0
E01009158,C3,3,1,3.0
E01009254,C3,1,1,1.0
E01009303,C3,1,1,1.0
E01009335,C3,1,1,1.0
E01009338,C3,1,1,1.0
E01009358,C3,1,1,1.0
E01009368,C3,1,1,1.0
E01009407,C3,1,1,1.0
E01009410,C3,1,1,1.0
E01009492,C3,1,1,1.0
E01009527,C3,1,1,1.0
E01009558,C3,1,1,1.0
E01009571,C3,1,1,1.0
E01009587,C3,1,1,1.0
E01009590,C3,1,1,1.0
E01009686,C3,1,1,1.0
E01009795,C3,1,1,1.0
E01009953,C3,1,1,1.0
E01009983,C3,1,1,1.0
E01010016,C3,1,1,1.0
E01010104,C3,1,1,1.0
E01010109,C3,1,1,1.0
E01010255,C3,1,1,1.0
E01010264,C3,1,1,1.0
E01010268,C3,1,1,1.0
E01010316,C3,1,1,1.0
E01010342,C3,1,1,1.0
E01010371,C3,1,1,1.0
E01010402,C3,1,1,1.0
E01010406,C3,1,1,1.0
E01010415,C3,1,1,1.0
E01010422,C3,1,1,1.0
E01010428,C3,4,1,4.0
E01010430,C3,2,1,2.0
E01010433,C3,3,1,3.0
E01010442,C3,1,1,1.0
E01010451,C3,1,1,1.0
E01010453,C3,1,1,1.0
E01010464,C3,1,1,1.0
E01010476,C3,1,1,1.0
E01010504,C3,1,1,1.0
E01010537,C3,1,1,1.0
E01010538,C3,1,1,1.0
E01010569,C3,1,1,1.0
E01010578,C3,1,1,1.0
E01010595,C3,5,1,5.0
E01010612,C3,1,1,1.0
E01010710,C3,1,1,1.0
E01010728,C3,1,1,1.0
E01010738,C3,1,1,1.0
E01010922,C3,1,1,1.0
E01010976,C3,1,1,1.0
E01011089,C3,1,1,1.0
E01011489,C3,1,1,1.0
E01011553,C3,1,1,1.0
E01011600,C3,1,1,1.0
E01011637,C3,1,1,1.0
E01011786,C3,1,1,1.0
E01011819,C3,1,1,1.0
E01011915,C3,1,1,1.0
