period,LSOA,SHEF_C,report_count,user_count,average
2015-1,E01000115,Environmental Health,1,1,1.0
2015-1,E01000115,Road Safety & Defects,2,1,2.0
2015-1,E01000116,Environmental Health,1,1,1.0
2015-1,E01000116,Road Safety & Defects,3,2,1.5
2015-1,E01000116,Vehicles,1,1,1.0
2015-1,E01000117,Environmental Health,1,1,1.0
2015-1,E01000117,Road Safety & Defects,1,1,1.0
2015-1,E01000118,Road Safety & Defects,2,2,1.0
2015-1,E01000119,Road Safety & Defects,2,2,1.0
2015-1,E01000121,Road Safety & Defects,1,1,1.0
2015-1,E01000122,Environmental Health,1,1,1.0
2015-1,E01000122,Road Safety & Defects,1,1,1.0
2015-1,E01000123,Environmental Health,2,2,1.0
2015-1,E01000123,Vehicles,2,2,1.0
2015-1,E01000124,Environmental Health,1,1,1.0
2015-1,E01000125,Environmental Health,1,1,1.0
2015-1,E01000125,Road Safety & Defects,2,2,1.0
2015-1,E01000126,Environmental Health,1,1,1.0
2015-1,E01000128,Environmental Health,2,1,2.0
2015-1,E01000128,Road Safety & Defects,1,1,1.0
2015-1,E01000129,Environmental Health,1,1,1.0
2015-1,E01000129,Road Safety & Defects,1,1,1.0
2015-1,E01000130,Environmental Health,1,1,1.0
2015-1,E01000131,Environmental Health,1,1,1.0
2015-1,E01000132,Environmental Health,1,1,1.0
2015-1,E01000132,Road Safety & Defects,1,1,1.0
2015-1,E01000132,Vehicles,1,1,1.0
2015-1,E01000134,Environmental Health,1,1,1.0
2015-1,E01000135,Road Safety & Defects,3,3,1.0
2015-1,E01000136,Environmental Health,1,1,1.0
2015-1,E01000136,Road Safety & Defects,2,2,1.0
2015-1,E01000137,Vehicles,1,1,1.0
2015-1,E01000138,Road Safety & Defects,1,1,1.0
2015-1,E01000139,Environmental Health,1,1,1.0
2015-1,E01000139,Road Safety & Defects,2,2,1.0
2015-1,E01000140,Environmental Health,4,3,1.3333333333333333
2015-1,E01000140,Road Safety & Defects,2,2,1.0
2015-1,E01000141,Road Safety & Defects,2,2,1.0
2015-1,E01000142,Environmental Health,4,4,1.0
2015-1,E01000144,Environmental Health,3,2,1.5
2015-1,E01000144,Road Safety & Defects,4,3,1.3333333333333333
2015-1,E01000145,Environmental Health,1,1,1.0
2015-1,E01000145,Road Safety & Defects,2,2,1.0
2015-1,E01000146,Environmental Health,6,5,1.2
2015-1,E01000146,Road Safety & Defects,1,1,1.0
2015-1,E01000147,Environmental Health,2,1,2.0
2015-1,E01000147,Road Safety & Defects,1,1,1.0
2015-1,E01000148,Environmental Health,1,1,1.0
2015-1,E01000148,Vehicles,1,1,1.0
2015-1,E01000150,Environmental Health,1,1,1.0
2015-1,E01000150,Road Safety & Defects,1,1,1.0
2015-1,E01000151,Road Safety & Defects,1,1,1.0
2015-1,E01000155,Road Safety & Defects,4,2,2.0
2015-1,E01000156,Environmental Health,2,2,1.0
2015-1,E01000156,Vehicles,1,1,1.0
2015-1,E01000157,Environmental Health,3,1,3.0
2015-1,E01000157,Vehicles,1,1,1.0
2015-1,E01000158,Environmental Health,2,2,1.0
2015-1,E01000158,Road Safety & Defects,2,2,1.0
2015-1,E01000159,Vehicles,1,1,1.0
2015-1,E01000160,Environmental Health,2,2,1.0
2015-1,E01000160,Road Safety & Defects,3,2,1.5
2015-1,E01000161,Environmental Health,1,1,1.0
2015-1,E01000162,Road Safety & Defects,2,2,1.0
2015-1,E01000163,Environmental Health,1,1,1.0
2015-1,E01000163,Road Safety & Defects,1,1,1.0
2015-1,E01000164,Environmental Health,1,1,1.0
2015-1,E01000164,Road Safety & Defects,1,1,1.0
2015-1,E01000165,Environmental Health,2,2,1.0
2015-1,E01000166,Environmental Health,1,1,1.0
2015-1,E01000166,Road Safety & Defects,1,1,1.0
2015-1,E01000166,Vehicles,1,1,1.0
2015-1,E01000167,Road Safety & Defects,2,2,1.0
2015-1,E01000167,Vehicles,2,2,1.0
2015-1,E01000168,Road Safety & Defects,1,1,1.0
2015-1,E01000170,Environmental Health,2,1,2.0
2015-1,E01000170,Road Safety & Defects,7,4,1.75
2015-1,E01000171,Environmental Health,2,1,2.0
2015-1,E01000171,Road Safety & Defects,4,4,1.0
2015-1,E01000172,Vehicles,1,1,1.0
2015-1,E01000173,Environmental Health,2,2,1.0
2015-1,E01000173,Road Safety & Defects,3,3,1.0
2015-1,E01000174,Environmental Health,3,3,1.0
2015-1,E01000174,Road Safety & Defects,1,1,1.0
2015-1,E01000176,Environmental Health,1,1,1.0
2015-1,E01000177,Environmental Health,4,4,1.0
2015-1,E01000177,Incivilities,5,1,5.0
2015-1,E01000177,Road Safety & Defects,1,1,1.0
2015-1,E01000177,Vehicles,1,1,1.0
2015-1,E01000178,Road Safety & Defects,2,2,1.0
2015-1,E01000179,Environmental Health,1,1,1.0
2015-1,E01000179,Vehicles,1,1,1.0
2015-1,E01000180,Environmental Health,1,1,1.0
2015-1,E01000180,Road Safety & Defects,2,2,1.0
2015-1,E01000181,Environmental Disruptions,1,1,1.0
2015-1,E01000181,Road Safety & Defects,3,3,1.0
2015-1,E01000182,Road Safety & Defects,1,1,1.0
2015-1,E01000183,Environmental Health,2,1,2.0
2015-1,E01000183,Incivilities,1,1,1.0
2015-1,E01000183,Road Safety & Defects,1,1,1.0
2015-1,E01000183,Vehicles,1,1,1.0
2015-1,E01000185,Road Safety & Defects,1,1,1.0
2015-1,E01000187,Road Safety & Defects,1,1,1.0
2015-1,E01000188,Environmental Disruptions,1,1,1.0
2015-1,E01000188,Environmental Health,2,2,1.0
2015-1,E01000189,Environmental Health,1,1,1.0
2015-1,E01000189,Road Safety & Defects,1,1,1.0
2015-1,E01000189,Vehicles,1,1,1.0
2015-1,E01000190,Road Safety & Defects,1,1,1.0
2015-1,E01000190,Vehicles,1,1,1.0
2015-1,E01000191,Environmental Health,1,1,1.0
2015-1,E01000193,Environmental Health,2,2,1.0
2015-1,E01000193,Road Safety & Defects,4,4,1.0
2015-1,E01000194,Road Safety & Defects,2,2,1.0
2015-1,E01000194,Vehicles,1,1,1.0
2015-1,E01000195,Environmental Health,3,2,1.5
2015-1,E01000195,Road Safety & Defects,1,1,1.0
2015-1,E01000196,Environmental Health,2,2,1.0
2015-1,E01000197,Road Safety & Defects,1,1,1.0
2015-1,E01000198,Vehicles,1,1,1.0
2015-1,E01000199,Road Safety & Defects,2,1,2.0
2015-1,E01000200,Environmental Health,1,1,1.0
2015-1,E01000201,Environmental Health,2,2,1.0
2015-1,E01000202,Environmental Health,4,2,2.0
2015-1,E01000202,Vehicles,1,1,1.0
2015-1,E01000203,Environmental Health,2,2,1.0
2015-1,E01000203,Road Safety & Defects,1,1,1.0
2015-1,E01000204,Environmental Health,2,1,2.0
2015-1,E01000204,Road Safety & Defects,2,2,1.0
2015-1,E01000204,Vehicles,1,1,1.0
2015-1,E01000205,Environmental Health,2,2,1.0
2015-1,E01000205,Road Safety & Defects,3,3,1.0
2015-1,E01000205,Vehicles,1,1,1.0
2015-1,E01000206,Road Safety & Defects,2,2,1.0
2015-1,E01000207,Road Safety & Defects,2,2,1.0
2015-1,E01000207,Vehicles,1,1,1.0
2015-1,E01000209,Environmental Health,2,2,1.0
2015-1,E01000209,Road Safety & Defects,2,2,1.0
2015-1,E01000209,Vehicles,2,2,1.0
2015-1,E01000210,Road Safety & Defects,2,2,1.0
2015-1,E01000211,Environmental Health,3,3,1.0
2015-1,E01000211,Road Safety & Defects,1,1,1.0
2015-1,E01000212,Road Safety & Defects,1,1,1.0
2015-1,E01000214,Environmental Health,1,1,1.0
2015-1,E01000214,Road Safety & Defects,2,2,1.0
2015-1,E01000214,Vehicles,1,1,1.0
2015-1,E01000216,Vehicles,1,1,1.0
2015-1,E01000217,Road Safety & Defects,4,3,1.3333333333333333
2015-1,E01000217,Vehicles,1,1,1.0
2015-1,E01000219,Road Safety & Defects,1,1,1.0
2015-1,E01000220,Environmental Health,1,1,1.0
2015-1,E01000221,Environmental Health,2,1,2.0
2015-1,E01000221,Road Safety & Defects,1,1,1.0
2015-1,E01000222,Environmental Health,4,4,1.0
2015-1,E01000222,Road Safety & Defects,2,1,2.0
2015-1,E01000223,Environmental Health,1,1,1.0
2015-1,E01000223,Incivilities,1,1,1.0
