lsoa,SHEF_C_CODE,reports,unique_users,average_per_user
E01000645,C1,6,5,1.2
E01000646,C1,1,1,1.0
E01000647,C1,2,2,1.0
E01000649,C1,2,2,1.0
E01000651,C1,3,3,1.0
E01000653,C1,1,1,1.0
E01000654,C1,1,1,1.0
E01000655,C1,1,1,1.0
E01000656,C1,2,2,1.0
E01000657,C1,1,1,1.0
E01000658,C1,1,1,1.0
E01000659,C1,2,2,1.0
E01000661,C1,1,1,1.0
E01000662,C1,2,2,1.0
E01000663,C1,2,1,2.0
E01000665,C1,4,4,1.0
E01000666,C1,7,6,1.1666666666666667
E01000667,C1,3,3,1.0
E01000669,C1,1,1,1.0
E01000670,C1,2,2,1.0
E01000671,C1,1,1,1.0
E01000672,C1,4,4,1.0
E01000673,C1,1,1,1.0
E01000675,C1,2,2,1.0
E01000676,C1,1,1,1.0
E01000677,C1,5,4,1.25
E01000678,C1,2,2,1.0
E01000679,C1,2,2,1.0
E01000682,C1,1,1,1.0
E01000683,C1,2,2,1.0
E01000685,C1,2,2,1.0
E01000686,C1,5,4,1.25
E01000687,C1,2,2,1.0
E01000689,C1,1,1,1.0
E01000690,C1,4,3,1.3333333333333333
E01000691,C1,3,3,1.0
E01000692,C1,1,1,1.0
E01000693,C1,2,2,1.0
E01000694,C1,2,2,1.0
E01000695,C1,2,2,1.0
E01000697,C1,1,1,1.0
E01000698,C1,3,3,1.0
E01000700,C1,2,2,1.0
E01000701,C1,1,1,1.0
E01000703,C1,3,3,1.0
E01000704,C1,2,2,1.0
E01000705,C1,3,1,3.0
E01000706,C1,2,2,1.0
E01000707,C1,2,2,1.0
E01000708,C1,2,2,1.0
E01000711,C1,1,1,1.0
E01000714,C1,9,8,1.125
E01000716,C1,1,1,1.0
E01000720,C1,4,4,1.0
E01000722,C1,1,1,1.0
E01000724,C1,2,2,1.0
E01000725,C1,9,4,2.25
E01000726,C1,4,2,2.0
E01000728,C1,1,1,1.0
E01000729,C1,2,2,1.0
E01000730,C1,3,2,1.5
E01000731,C1,3,3,1.0
E01000732,C1,6,2,3.0
E01000733,C1,5,3,1.6666666666666667
E01000734,C1,2,2,1.0
E01000735,C1,4,4,1.0
E01000736,C1,5,5,1.0
E01000737,C1,2,1,2.0
E01000738,C1,3,3,1.0
E01000739,C1,3,3,1.0
E01000740,C1,1,1,1.0
E01000741,C1,1,1,1.0
E01000742,C1,2,2,1.0
E01000746,C1,1,1,1.0
E01000747,C1,3,3,1.0
E01000748,C1,1,1,1.0
E01000749,C1,3,3,1.0
E01000751,C1,1,1,1.0
E01000752,C1,2,1,2.0
E01000753,C1,1,1,1.0
E01000754,C1,1,1,1.0
E01000755,C1,2,2,1.0
E01000756,C1,2,2,1.0
E01000757,C1,2,2,1.0
E01000758,C1,3,3,1.0
E01000759,C1,5,5,1.0
E01000763,C1,4,4,1.0
E01000764,C1,3,2,1.5
E01000765,C1,3,3,1.0
E01000766,C1,2,2,1.0
E01000767,C1,3,3,1.0
E01000768,C1,2,2,1.0
E01000770,C1,2,2,1.0
E01000771,C1,3,3,1.0
E01000772,C1,1,1,1.0
E01000774,C1,1,1,1.0
E01000775,C1,5,4,1.25
E01000778,C1,1,1,1.0
E01000779,C1,1,1,1.0
E01000780,C1,2,2,1.0
E01000781,C1,1,1,1.0
E01000782,C1,1,1,1.0
E01000783,C1,3,2,1.5
E01000784,C1,1,1,1.0
E01000787,C1,2,2,1.0
E01000788,C1,3,3,1.0
E01000790,C1,4,4,1.0
E01000791,C1,2,2,1.0
E01000792,C1,2,2,1.0
E01000793,C1,2,2,1.0
E01000797,C1,1,1,1.0
E01000798,C1,1,1,1.0
E01000799,C1,2,2,1.0
E01000800,C1,1,1,1.0
E01000803,C1,1,1,1.0
