lsoa,SHEF_C_CODE,reports,unique_users,average_per_user
E01000325,C1,4,4,1.0
E01000327,C1,1,1,1.0
E01000328,C1,1,1,1.0
E01000329,C1,2,2,1.0
E01000330,C1,2,2,1.0
E01000332,C1,1,1,1.0
E01000333,C1,1,1,1.0
E01000334,C1,1,1,1.0
E01000335,C1,4,3,1.3333333333333333
E01000336,C1,1,1,1.0
E01000337,C1,1,1,1.0
E01000340,C1,3,3,1.0
E01000341,C1,1,1,1.0
E01000342,C1,2,2,1.0
E01000343,C1,3,3,1.0
E01000344,C1,1,1,1.0
E01000345,C1,3,3,1.0
E01000347,C1,2,2,1.0
E01000348,C1,3,3,1.0
E01000350,C1,1,1,1.0
E01000352,C1,1,1,1.0
E01000355,C1,1,1,1.0
E01000356,C1,3,3,1.0
E01000357,C1,1,1,1.0
E01000358,C1,2,2,1.0
E01000360,C1,2,2,1.0
E01000363,C1,1,1,1.0
E01000364,C1,1,1,1.0
E01000366,C1,3,3,1.0
E01000367,C1,2,2,1.0
E01000370,C1,3,3,1.0
E01000374,C1,1,1,1.0
E01000375,C1,1,1,1.0
E01000376,C1,1,1,1.0
E01000377,C1,1,1,1.0
E01000379,C1,3,2,1.5
E01000380,C1,1,1,1.0
E01000381,C1,2,2,1.0
E01000382,C1,1,1,1.0
E01000383,C1,2,2,1.0
E01000384,C1,2,2,1.0
E01000385,C1,3,2,1.5
E01000387,C1,1,1,1.0
E01000388,C1,1,1,1.0
E01000389,C1,2,2,1.0
E01000390,C1,1,1,1.0
E01000391,C1,1,1,1.0
E01000394,C1,1,1,1.0
E01000398,C1,1,1,1.0
E01000401,C1,4,4,1.0
E01000402,C1,2,1,2.0
E01000403,C1,2,2,1.0
E01000406,C1,1,1,1.0
E01000408,C1,2,2,1.0
E01000409,C1,1,1,1.0
E01000412,C1,3,3,1.0
E01000413,C1,4,3,1.3333333333333333
E01000414,C1,2,1,2.0
E01000415,C1,1,1,1.0
E01000416,C1,2,2,1.0
E01000417,C1,2,2,1.0
E01000421,C1,2,2,1.0
E01000423,C1,2,2,1.0
E01000424,C1,2,2,1.0
E01000425,C1,2,2,1.0
E01000426,C1,1,1,1.0
E01000427,C1,1,1,1.0
E01000430,C1,2,2,1.0
E01000431,C1,1,1,1.0
E01000433,C1,2,2,1.0
E01000436,C1,1,1,1.0
E01000437,C1,2,2,1.0
E01000438,C1,1,1,1.0
E01000439,C1,1,1,1.0
E01000442,C1,1,1,1.0
E01000443,C1,1,1,1.0
E01000446,C1,2,2,1.0
E01000447,C1,2,2,1.0
E01000448,C1,3,3,1.0
E01000450,C1,1,1,1.0
E01000452,C1,1,1,1.0
E01000456,C1,1,1,1.0
E01000457,C1,3,3,1.0
E01000458,C1,3,3,1.0
E01000459,C1,1,1,1.0
E01000460,C1,2,2,1.0
E01000461,C1,2,2,1.0
E01000462,C1,2,2,1.0
E01000465,C1,1,1,1.0
E01000467,C1,1,1,1.0
E01000468,C1,1,1,1.0
E01002556,C1,3,1,3.0
E01002557,C1,1,1,1.0
