period,LSOA,SHEF_C,report_count,user_count,average
2015-8,E01000645,Environmental Health,3,3,1.0
2015-8,E01000645,Road Safety & Defects,1,1,1.0
2015-8,E01000645,Vehicles,1,1,1.0
2015-8,E01000646,Environmental Health,1,1,1.0
2015-8,E01000646,Road Safety & Defects,1,1,1.0
2015-8,E01000646,Vehicles,1,1,1.0
2015-8,E01000647,Environmental Disruptions,1,1,1.0
2015-8,E01000647,Environmental Health,1,1,1.0
2015-8,E01000648,Environmental Disruptions,2,2,1.0
2015-8,E01000648,Environmental Health,2,1,2.0
2015-8,E01000648,Road Safety & Defects,1,1,1.0
2015-8,E01000649,Vehicles,1,1,1.0
2015-8,E01000650,Environmental Disruptions,2,2,1.0
2015-8,E01000650,Road Safety & Defects,2,2,1.0
2015-8,E01000650,Vehicles,1,1,1.0
2015-8,E01000651,Environmental Disruptions,1,1,1.0
2015-8,E01000651,Environmental Health,1,1,1.0
2015-8,E01000651,Vehicles,1,1,1.0
2015-8,E01000652,Environmental Disruptions,2,2,1.0
2015-8,E01000652,Environmental Health,1,1,1.0
2015-8,E01000652,Road Safety & Defects,1,1,1.0
2015-8,E01000653,Road Safety & Defects,1,1,1.0
2015-8,E01000653,Vehicles,1,1,1.0
2015-8,E01000654,Access,1,1,1.0
2015-8,E01000654,Environmental Health,1,1,1.0
2015-8,E01000654,Road Safety & Defects,6,5,1.2
2015-8,E01000654,Vehicles,2,2,1.0
2015-8,E01000655,Environmental Health,2,2,1.0
2015-8,E01000656,Environmental Disruptions,1,1,1.0
2015-8,E01000656,Environmental Health,3,3,1.0
2015-8,E01000657,Access,1,1,1.0
2015-8,E01000659,Environmental Health,1,1,1.0
2015-8,E01000661,Environmental Disruptions,1,1,1.0
2015-8,E01000661,Environmental Health,4,1,4.0
2015-8,E01000661,Vehicles,1,1,1.0
2015-8,E01000662,Environmental Disruptions,3,3,1.0
2015-8,E01000662,Environmental Health,3,2,1.5
2015-8,E01000662,Road Safety & Defects,1,1,1.0
2015-8,E01000663,Environmental Health,2,1,2.0
2015-8,E01000663,Road Safety & Defects,2,2,1.0
2015-8,E01000664,Environmental Disruptions,2,2,1.0
2015-8,E01000664,Environmental Health,5,3,1.6666666666666667
2015-8,E01000664,Road Safety & Defects,1,1,1.0
2015-8,E01000664,Vehicles,1,1,1.0
2015-8,E01000665,Environmental Health,9,3,3.0
2015-8,E01000665,Road Safety & Defects,2,2,1.0
2015-8,E01000665,Vehicles,1,1,1.0
2015-8,E01000666,Access,1,1,1.0
2015-8,E01000666,Environmental Disruptions,1,1,1.0
2015-8,E01000666,Environmental Health,6,4,1.5
2015-8,E01000666,Road Safety & Defects,1,1,1.0
2015-8,E01000667,Access,2,1,2.0
2015-8,E01000667,Environmental Disruptions,1,1,1.0
2015-8,E01000667,Incivilities,1,1,1.0
2015-8,E01000667,Vehicles,1,1,1.0
2015-8,E01000668,Environmental Disruptions,3,3,1.0
2015-8,E01000668,Environmental Health,8,3,2.6666666666666665
