lsoa,SHEF_C_CODE,reports,unique_users,average_per_user
E01000701,C1,1,1,1.0
E01000707,C1,1,1,1.0
E01000731,C1,1,1,1.0
E01000751,C1,1,1,1.0
E01000755,C1,1,1,1.0
E01000763,C1,1,1,1.0
E01000771,C1,1,1,1.0
E01000791,C1,1,1,1.0
E01000826,C1,1,1,1.0
E01013790,C1,1,1,1.0
E01013797,C1,1,1,1.0
E01013799,C1,1,1,1.0
E01013801,C1,2,2,1.0
E01014370,C1,1,1,1.0
E01014371,C1,1,1,1.0
E01014372,C1,1,1,1.0
E01014379,C1,1,1,1.0
E01014387,C1,1,1,1.0
E01014394,C1,1,1,1.0
E01014396,C1,1,1,1.0
E01014398,C1,2,2,1.0
E01014400,C1,1,1,1.0
E01014403,C1,1,1,1.0
E01014405,C1,1,1,1.0
E01014407,C1,1,1,1.0
E01014409,C1,1,1,1.0
E01014412,C1,1,1,1.0
E01014420,C1,1,1,1.0
E01014425,C1,1,1,1.0
E01014426,C1,1,1,1.0
E01014460,C1,1,1,1.0
E01014471,C1,1,1,1.0
E01014475,C1,2,2,1.0
E01014483,C1,1,1,1.0
E01014489,C1,1,1,1.0
E01014491,C1,1,1,1.0
E01014496,C1,1,1,1.0
E01014498,C1,1,1,1.0
E01014509,C1,1,1,1.0
E01014514,C1,1,1,1.0
E01014516,C1,5,1,5.0
E01014517,C1,2,2,1.0
E01014518,C1,1,1,1.0
E01014522,C1,1,1,1.0
E01014528,C1,1,1,1.0
E01014531,C1,2,2,1.0
E01014535,C1,2,2,1.0
E01014538,C1,2,2,1.0
E01014539,C1,1,1,1.0
E01014548,C1,1,1,1.0
E01014551,C1,1,1,1.0
E01014552,C1,1,1,1.0
E01014557,C1,1,1,1.0
E01014560,C1,1,1,1.0
E01014561,C1,1,1,1.0
E01014564,C1,1,1,1.0
E01014565,C1,1,1,1.0
E01014579,C1,1,1,1.0
E01014580,C1,1,1,1.0
E01014583,C1,1,1,1.0
E01014587,C1,1,1,1.0
E01014593,C1,2,2,1.0
E01014595,C1,2,2,1.0
E01014614,C1,1,1,1.0
E01014620,C1,3,3,1.0
E01014622,C1,1,1,1.0
E01014627,C1,1,1,1.0
E01014633,C1,1,1,1.0
E01014637,C1,1,1,1.0
E01014642,C1,1,1,1.0
E01014645,C1,1,1,1.0
E01014646,C1,1,1,1.0
E01014653,C1,2,2,1.0
E01014654,C1,1,1,1.0
E01014655,C1,2,2,1.0
E01014658,C1,3,3,1.0
E01014659,C1,1,1,1.0
E01014660,C1,1,1,1.0
E01014661,C1,1,1,1.0
E01014664,C1,1,1,1.0
E01014665,C1,1,1,1.0
E01014672,C1,1,1,1.0
E01014678,C1,1,1,1.0
E01014689,C1,1,1,1.0
E01014708,C1,2,2,1.0
E01014709,C1,2,2,1.0
E01014718,C1,1,1,1.0
E01014719,C1,2,2,1.0
E01014720,C1,1,1,1.0
E01014723,C1,1,1,1.0
E01014726,C1,1,1,1.0
E01014733,C1,1,1,1.0
E01017666,C1,1,1,1.0
E01017832,C1,1,1,1.0
E01017853,C1,1,1,1.0
E01026007,C1,1,1,1.0
E01026011,C1,1,1,1.0
E01026014,C1,1,1,1.0
E01026018,C1,5,2,2.5
E01026025,C1,1,1,1.0
E01026028,C1,1,1,1.0
E01026033,C1,3,1,3.0
E01026035,C1,1,1,1.0
E01026036,C1,2,1,2.0
E01026042,C1,1,1,1.0
E01026044,C1,1,1,1.0
E01026055,C1,1,1,1.0
E01026056,C1,1,1,1.0
E01026058,C1,1,1,1.0
E01026060,C1,1,1,1.0
E01026066,C1,1,1,1.0
E01026068,C1,4,2,2.0
E01026069,C1,1,1,1.0
E01026070,C1,4,1,4.0
E01026075,C1,1,1,1.0
E01026077,C1,2,1,2.0
E01026078,C1,1,1,1.0
E01026079,C1,3,2,1.5
E01026080,C1,1,1,1.0
E01026081,C1,1,1,1.0
E01026082,C1,2,1,2.0
E01026084,C1,1,1,1.0
E01026091,C1,1,1,1.0
E01026093,C1,3,1,3.0
E01026094,C1,1,1,1.0
E01026104,C1,3,1,3.0
E01026105,C1,2,1,2.0
E01026108,C1,2,1,2.0
E01026112,C1,1,1,1.0
E01026113,C1,1,1,1.0
E01026114,C1,1,1,1.0
E01026122,C1,2,1,2.0
E01026123,C1,1,1,1.0
E01026124,C1,1,1,1.0
E01026132,C1,3,2,1.5
E01026133,C1,1,1,1.0
E01026138,C1,1,1,1.0
E01026139,C1,2,1,2.0
E01026140,C1,1,1,1.0
E01026146,C1,1,1,1.0
E01026152,C1,1,1,1.0
E01026165,C1,3,2,1.5
E01026167,C1,1,1,1.0
E01026169,C1,1,1,1.0
E01026170,C1,2,1,2.0
E01026171,C1,1,1,1.0
E01026176,C1,2,2,1.0
E01026180,C1,3,1,3.0
E01026185,C1,1,1,1.0
E01026186,C1,1,1,1.0
E01026189,C1,2,1,2.0
E01026191,C1,1,1,1.0
E01026195,C1,5,1,5.0
E01026196,C1,3,1,3.0
E01026198,C1,1,1,1.0
E01026201,C1,1,1,1.0
E01026204,C1,1,1,1.0
E01026208,C1,1,1,1.0
E01026221,C1,1,1,1.0
E01026225,C1,1,1,1.0
E01026227,C1,2,1,2.0
E01026230,C1,1,1,1.0
E01026232,C1,2,1,2.0
E01026234,C1,1,1,1.0
E01026239,C1,1,1,1.0
E01026240,C1,1,1,1.0
E01026246,C1,1,1,1.0
E01026247,C1,1,1,1.0
E01026248,C1,1,1,1.0
E01026249,C1,2,1,2.0
E01026250,C1,2,1,2.0
E01026252,C1,1,1,1.0
E01026254,C1,3,2,1.5
E01026257,C1,1,1,1.0
E01026258,C1,1,1,1.0
E01026267,C1,1,1,1.0
E01026275,C1,1,1,1.0
E01026276,C1,2,1,2.0
E01026280,C1,2,2,1.0
E01026286,C1,1,1,1.0
E01026296,C1,1,1,1.0
E01026309,C1,1,1,1.0
E01026310,C1,1,1,1.0
E01026313,C1,1,1,1.0
E01026315,C1,2,1,2.0
E01026319,C1,1,1,1.0
E01026320,C1,1,1,1.0
E01026321,C1,2,1,2.0
E01026323,C1,3,1,3.0
E01026325,C1,2,1,2.0
E01026326,C1,2,1,2.0
E01026330,C1,1,1,1.0
E01026331,C1,1,1,1.0
E01026332,C1,1,1,1.0
E01026333,C1,1,1,1.0
E01026338,C1,2,2,1.0
E01026343,C1,1,1,1.0
E01026346,C1,1,1,1.0
E01026350,C1,1,1,1.0
E01026353,C1,6,1,6.0
E01026359,C1,1,1,1.0
E01026360,C1,1,1,1.0
E01026361,C1,2,1,2.0
E01026365,C1,2,1,2.0
E01026366,C1,1,1,1.0
E01026367,C1,1,1,1.0
E01026369,C1,1,1,1.0
E01026373,C1,1,1,1.0
E01026377,C1,2,1,2.0
E01026385,C1,1,1,1.0
E01026387,C1,2,1,2.0
E01026392,C1,1,1,1.0
E01026393,C1,1,1,1.0
E01026394,C1,5,2,2.5
E01026395,C1,1,1,1.0
E01026397,C1,1,1,1.0
E01026398,C1,1,1,1.0
E01026399,C1,2,1,2.0
E01026400,C1,2,1,2.0
E01026403,C1,3,1,3.0
E01026405,C1,1,1,1.0
E01026408,C1,1,1,1.0
E01026410,C1,1,1,1.0
E01026412,C1,1,1,1.0
E01026413,C1,2,2,1.0
E01026414,C1,3,2,1.5
E01028431,C1,1,1,1.0
E01028501,C1,1,1,1.0
E01028548,C1,1,1,1.0
E01028638,C1,2,1,2.0
E01028659,C1,1,1,1.0
E01028702,C1,1,1,1.0
E01028727,C1,1,1,1.0
E01028742,C1,1,1,1.0
E01028754,C1,1,1,1.0
E01028765,C1,1,1,1.0
E01028799,C1,1,1,1.0
E01031021,C1,1,1,1.0
E01031030,C1,1,1,1.0
E01031036,C1,1,1,1.0
E01031079,C1,1,1,1.0
E01031088,C1,2,2,1.0
E01031089,C1,2,1,2.0
E01031113,C1,1,1,1.0
E01031115,C1,1,1,1.0
E01031121,C1,1,1,1.0
E01031133,C1,1,1,1.0
E01031159,C1,1,1,1.0
E01031182,C1,1,1,1.0
E01031184,C1,1,1,1.0
E01031188,C1,2,1,2.0
E01031195,C1,1,1,1.0
E01031203,C1,1,1,1.0
E01031204,C1,2,2,1.0
E01031211,C1,1,1,1.0
E01031213,C1,3,3,1.0
E01031219,C1,1,1,1.0
E01031223,C1,1,1,1.0
E01031225,C1,1,1,1.0
E01031230,C1,1,1,1.0
E01031239,C1,1,1,1.0
E01031244,C1,1,1,1.0
E01031246,C1,1,1,1.0
E01031247,C1,2,2,1.0
E01031252,C1,1,1,1.0
E01031258,C1,1,1,1.0
E01031260,C1,1,1,1.0
E01031261,C1,1,1,1.0
E01031262,C1,1,1,1.0
E01031268,C1,3,3,1.0
E01031279,C1,1,1,1.0
E01031284,C1,1,1,1.0
E01031287,C1,1,1,1.0
E01031294,C1,1,1,1.0
E01031297,C1,1,1,1.0
E01031307,C1,1,1,1.0
E01031308,C1,1,1,1.0
E01031313,C1,3,3,1.0
E01031316,C1,1,1,1.0
E01031317,C1,1,1,1.0
E01031324,C1,1,1,1.0
E01032515,C1,2,2,1.0
E01032683,C1,2,2,1.0
E01032892,C1,1,1,1.0
E01032989,C1,2,1,2.0
E01032997,C1,1,1,1.0
E01033080,C1,1,1,1.0
E01033251,C1,1,1,1.0
E01033253,C1,1,1,1.0
E01033255,C1,2,2,1.0
E01033347,C1,2,1,2.0
E01033350,C1,1,1,1.0
E01033352,C1,1,1,1.0
E01033359,C1,4,3,1.3333333333333333
E01033361,C1,2,2,1.0
E01033364,C1,1,1,1.0
E01033367,C1,3,3,1.0
E01000645,C2,3,3,1.0
E01000650,C2,2,1,2.0
E01000651,C2,2,2,1.0
E01000652,C2,1,1,1.0
E01000654,C2,2,2,1.0
E01000656,C2,1,1,1.0
E01000661,C2,3,1,3.0
E01000663,C2,1,1,1.0
E01000664,C2,2,2,1.0
E01000665,C2,3,3,1.0
E01000666,C2,4,3,1.3333333333333333
E01000667,C2,2,1,2.0
E01000668,C2,2,2,1.0
E01000669,C2,2,2,1.0
E01000670,C2,1,1,1.0
E01000671,C2,1,1,1.0
E01000673,C2,1,1,1.0
E01000675,C2,3,3,1.0
E01000678,C2,3,3,1.0
E01000679,C2,3,3,1.0
E01000680,C2,1,1,1.0
E01000683,C2,3,2,1.5
E01000684,C2,1,1,1.0
E01000691,C2,1,1,1.0
E01000693,C2,2,2,1.0
E01000694,C2,1,1,1.0
E01000699,C2,1,1,1.0
E01000700,C2,1,1,1.0
E01000702,C2,1,1,1.0
E01000703,C2,1,1,1.0
E01000705,C2,1,1,1.0
E01000706,C2,1,1,1.0
E01000707,C2,2,2,1.0
E01000708,C2,1,1,1.0
E01000709,C2,1,1,1.0
E01000711,C2,1,1,1.0
E01000713,C2,2,2,1.0
E01000714,C2,1,1,1.0
E01000717,C2,1,1,1.0
E01000719,C2,2,2,1.0
E01000720,C2,2,2,1.0
E01000723,C2,1,1,1.0
E01000724,C2,1,1,1.0
E01000725,C2,1,1,1.0
E01000727,C2,1,1,1.0
E01000730,C2,1,1,1.0
E01000733,C2,1,1,1.0
E01000735,C2,2,2,1.0
E01000736,C2,1,1,1.0
E01000737,C2,1,1,1.0
E01000738,C2,1,1,1.0
E01000741,C2,1,1,1.0
E01000745,C2,1,1,1.0
E01000746,C2,1,1,1.0
E01000747,C2,1,1,1.0
E01000751,C2,1,1,1.0
E01000753,C2,1,1,1.0
E01000754,C2,2,2,1.0
E01000755,C2,2,2,1.0
E01000756,C2,4,3,1.3333333333333333
E01000757,C2,5,3,1.6666666666666667
E01000758,C2,2,1,2.0
E01000759,C2,1,1,1.0
E01000760,C2,1,1,1.0
E01000762,C2,1,1,1.0
E01000763,C2,2,2,1.0
E01000764,C2,4,4,1.0
E01000765,C2,1,1,1.0
E01000769,C2,1,1,1.0
E01000770,C2,1,1,1.0
E01000771,C2,1,1,1.0
E01000774,C2,2,1,2.0
E01000775,C2,3,3,1.0
E01000779,C2,3,2,1.5
E01000780,C2,2,2,1.0
E01000782,C2,2,2,1.0
E01000783,C2,1,1,1.0
E01000784,C2,1,1,1.0
E01000786,C2,3,3,1.0
E01000787,C2,1,1,1.0
E01000788,C2,1,1,1.0
E01000792,C2,3,3,1.0
E01000793,C2,2,1,2.0
E01000794,C2,1,1,1.0
E01000797,C2,2,2,1.0
E01000800,C2,1,1,1.0
E01000803,C2,1,1,1.0
E01000809,C2,4,4,1.0
E01000810,C2,3,3,1.0
E01000811,C2,1,1,1.0
E01000812,C2,1,1,1.0
E01000813,C2,1,1,1.0
E01000816,C2,1,1,1.0
E01000823,C2,3,3,1.0
E01000828,C2,1,1,1.0
E01000829,C2,1,1,1.0
E01000830,C2,2,2,1.0
E01000833,C2,1,1,1.0
E01000834,C2,2,2,1.0
E01000835,C2,1,1,1.0
E01000837,C2,1,1,1.0
E01000838,C2,2,2,1.0
E01000839,C2,1,1,1.0
E01000840,C2,1,1,1.0
E01000841,C2,1,1,1.0
E01001598,C2,1,1,1.0
E01001604,C2,1,1,1.0
E01001634,C2,1,1,1.0
E01001642,C2,1,1,1.0
E01001684,C2,1,1,1.0
E01013788,C2,1,1,1.0
E01013791,C2,1,1,1.0
E01013801,C2,1,1,1.0
E01013804,C2,1,1,1.0
E01013809,C2,1,1,1.0
E01014370,C2,2,2,1.0
E01014371,C2,1,1,1.0
E01014373,C2,1,1,1.0
E01014374,C2,1,1,1.0
E01014375,C2,6,5,1.2
E01014377,C2,3,3,1.0
E01014379,C2,6,5,1.2
E01014380,C2,1,1,1.0
E01014381,C2,2,2,1.0
E01014382,C2,1,1,1.0
E01014383,C2,1,1,1.0
E01014384,C2,6,3,2.0
E01014386,C2,3,3,1.0
E01014391,C2,2,2,1.0
E01014392,C2,5,3,1.6666666666666667
E01014393,C2,1,1,1.0
E01014394,C2,1,1,1.0
E01014395,C2,2,2,1.0
E01014397,C2,1,1,1.0
E01014398,C2,1,1,1.0
E01014399,C2,2,2,1.0
E01014400,C2,2,2,1.0
E01014401,C2,2,1,2.0
E01014402,C2,2,2,1.0
E01014403,C2,2,2,1.0
E01014405,C2,1,1,1.0
E01014407,C2,1,1,1.0
E01014409,C2,2,2,1.0
E01014410,C2,2,2,1.0
