lsoa,SHEF_C_CODE,reports,unique_users,average_per_user
E01000651,C1,1,1,1.0
E01000654,C1,1,1,1.0
E01000659,C1,1,1,1.0
E01000661,C1,1,1,1.0
E01000662,C1,2,2,1.0
E01000665,C1,1,1,1.0
E01000673,C1,1,1,1.0
E01000675,C1,1,1,1.0
E01000676,C1,2,2,1.0
E01000679,C1,2,2,1.0
E01000680,C1,1,1,1.0
E01000682,C1,2,2,1.0
E01000684,C1,1,1,1.0
E01000694,C1,1,1,1.0
E01000699,C1,1,1,1.0
E01000705,C1,1,1,1.0
E01000718,C1,1,1,1.0
E01000719,C1,1,1,1.0
E01000722,C1,1,1,1.0
E01000725,C1,2,2,1.0
E01000729,C1,1,1,1.0
E01000733,C1,2,2,1.0
E01000739,C1,2,2,1.0
E01000746,C1,1,1,1.0
E01000751,C1,1,1,1.0
E01000764,C1,1,1,1.0
E01000768,C1,1,1,1.0
E01000778,C1,1,1,1.0
E01000785,C1,1,1,1.0
E01000788,C1,1,1,1.0
E01000790,C1,1,1,1.0
E01000809,C1,2,2,1.0
E01000812,C1,1,1,1.0
E01000815,C1,1,1,1.0
E01000831,C1,1,1,1.0
E01000838,C1,1,1,1.0
E01014485,C1,1,1,1.0
E01014488,C1,1,1,1.0
E01014489,C1,2,2,1.0
E01014496,C1,1,1,1.0
E01014498,C1,2,2,1.0
E01014512,C1,1,1,1.0
E01014514,C1,1,1,1.0
E01014516,C1,1,1,1.0
E01014526,C1,4,4,1.0
E01014530,C1,1,1,1.0
E01014531,C1,1,1,1.0
E01014537,C1,3,3,1.0
E01014540,C1,2,2,1.0
E01014542,C1,1,1,1.0
E01014544,C1,1,1,1.0
E01014549,C1,1,1,1.0
E01014550,C1,1,1,1.0
E01014552,C1,1,1,1.0
E01014557,C1,1,1,1.0
E01014561,C1,3,1,3.0
E01014566,C1,2,2,1.0
E01014574,C1,1,1,1.0
E01014577,C1,1,1,1.0
E01014580,C1,1,1,1.0
E01014581,C1,1,1,1.0
E01014592,C1,1,1,1.0
E01014594,C1,1,1,1.0
E01014596,C1,1,1,1.0
E01014597,C1,1,1,1.0
E01014601,C1,1,1,1.0
E01014603,C1,1,1,1.0
E01014608,C1,1,1,1.0
E01014609,C1,1,1,1.0
E01014626,C1,1,1,1.0
E01014632,C1,3,2,1.5
E01014642,C1,1,1,1.0
E01014643,C1,1,1,1.0
E01014655,C1,1,1,1.0
E01014659,C1,1,1,1.0
E01014660,C1,1,1,1.0
E01014664,C1,1,1,1.0
E01014670,C1,1,1,1.0
E01014673,C1,1,1,1.0
E01014679,C1,1,1,1.0
E01014681,C1,1,1,1.0
E01014686,C1,1,1,1.0
E01014700,C1,1,1,1.0
E01014708,C1,1,1,1.0
E01014713,C1,2,2,1.0
E01014716,C1,1,1,1.0
E01014720,C1,2,2,1.0
E01014723,C1,1,1,1.0
E01014726,C1,1,1,1.0
E01014730,C1,2,2,1.0
E01022887,C1,1,1,1.0
E01023753,C1,1,1,1.0
E01023775,C1,1,1,1.0
E01028491,C1,1,1,1.0
E01028504,C1,1,1,1.0
E01028596,C1,1,1,1.0
E01028659,C1,1,1,1.0
E01028749,C1,1,1,1.0
E01028792,C1,1,1,1.0
E01028793,C1,1,1,1.0
E01028799,C1,1,1,1.0
E01031007,C1,2,2,1.0
E01031018,C1,1,1,1.0
E01031024,C1,1,1,1.0
E01031025,C1,1,1,1.0
E01031028,C1,2,2,1.0
E01031030,C1,1,1,1.0
E01031049,C1,1,1,1.0
E01031055,C1,2,1,2.0
E01031068,C1,1,1,1.0
E01031083,C1,2,1,2.0
E01031088,C1,1,1,1.0
E01031102,C1,3,1,3.0
E01031129,C1,1,1,1.0
E01031131,C1,1,1,1.0
E01031134,C1,1,1,1.0
E01031135,C1,1,1,1.0
E01031141,C1,1,1,1.0
E01031150,C1,1,1,1.0
E01031162,C1,1,1,1.0
E01031173,C1,1,1,1.0
E01031182,C1,1,1,1.0
E01031187,C1,1,1,1.0
E01031193,C1,1,1,1.0
E01031194,C1,1,1,1.0
E01031201,C1,2,2,1.0
E01031203,C1,1,1,1.0
E01031207,C1,1,1,1.0
E01031208,C1,1,1,1.0
E01031209,C1,2,1,2.0
E01031222,C1,1,1,1.0
E01031225,C1,1,1,1.0
E01031227,C1,1,1,1.0
E01031232,C1,1,1,1.0
E01031244,C1,2,1,2.0
E01031246,C1,1,1,1.0
E01031255,C1,1,1,1.0
E01031259,C1,1,1,1.0
E01031271,C1,1,1,1.0
E01031272,C1,1,1,1.0
E01031283,C1,2,2,1.0
E01031287,C1,1,1,1.0
E01031301,C1,1,1,1.0
E01031314,C1,1,1,1.0
E01031315,C1,1,1,1.0
E01031322,C1,2,1,2.0
E01032517,C1,1,1,1.0
E01032588,C1,1,1,1.0
E01033344,C1,1,1,1.0
E01033345,C1,2,2,1.0
E01033352,C1,2,2,1.0
E01033355,C1,1,1,1.0
E01033356,C1,1,1,1.0
E01000645,C2,2,2,1.0
E01000646,C2,1,1,1.0
E01000647,C2,2,2,1.0
E01000648,C2,3,3,1.0
E01000650,C2,4,4,1.0
E01000651,C2,2,2,1.0
E01000654,C2,3,2,1.5
E01000656,C2,2,2,1.0
E01000657,C2,1,1,1.0
E01000658,C2,2,1,2.0
E01000659,C2,1,1,1.0
E01000661,C2,5,1,5.0
E01000662,C2,4,3,1.3333333333333333
E01000663,C2,1,1,1.0
E01000664,C2,2,2,1.0
E01000665,C2,3,2,1.5
E01000666,C2,4,1,4.0
E01000668,C2,6,1,6.0
E01000669,C2,1,1,1.0
E01000671,C2,1,1,1.0
E01000675,C2,3,3,1.0
E01000676,C2,1,1,1.0
E01000677,C2,1,1,1.0
E01000678,C2,1,1,1.0
E01000679,C2,4,4,1.0
E01000680,C2,3,3,1.0
E01000683,C2,3,2,1.5
E01000684,C2,2,2,1.0
E01000685,C2,3,3,1.0
E01000687,C2,2,2,1.0
E01000696,C2,1,1,1.0
E01000697,C2,1,1,1.0
E01000698,C2,1,1,1.0
E01000700,C2,2,2,1.0
E01000701,C2,1,1,1.0
E01000703,C2,2,2,1.0
E01000704,C2,1,1,1.0
E01000705,C2,2,2,1.0
E01000706,C2,2,2,1.0
E01000707,C2,1,1,1.0
E01000708,C2,1,1,1.0
E01000710,C2,1,1,1.0
E01000711,C2,1,1,1.0
E01000714,C2,3,3,1.0
E01000716,C2,1,1,1.0
E01000717,C2,1,1,1.0
E01000722,C2,1,1,1.0
E01000724,C2,1,1,1.0
E01000725,C2,2,2,1.0
E01000728,C2,2,2,1.0
E01000734,C2,1,1,1.0
E01000736,C2,3,3,1.0
E01000737,C2,1,1,1.0
E01000739,C2,1,1,1.0
E01000740,C2,2,2,1.0
E01000742,C2,1,1,1.0
E01000743,C2,2,2,1.0
E01000745,C2,4,4,1.0
E01000747,C2,1,1,1.0
E01000749,C2,2,2,1.0
E01000752,C2,2,2,1.0
E01000756,C2,1,1,1.0
E01000757,C2,1,1,1.0
E01000758,C2,1,1,1.0
E01000759,C2,1,1,1.0
E01000760,C2,3,3,1.0
E01000762,C2,1,1,1.0
E01000763,C2,3,3,1.0
E01000764,C2,2,2,1.0
E01000765,C2,2,1,2.0
E01000766,C2,3,3,1.0
E01000767,C2,1,1,1.0
E01000768,C2,1,1,1.0
E01000769,C2,1,1,1.0
E01000770,C2,2,2,1.0
E01000771,C2,2,2,1.0
E01000773,C2,1,1,1.0
