lsoa,SHEF_C_CODE,reports,unique_users,average_per_user
E01011284,C1,1,1,1.0
E01000122,C2,1,1,1.0
E01000129,C2,1,1,1.0
E01000137,C2,1,1,1.0
E01000138,C2,3,2,1.5
E01000139,C2,2,2,1.0
E01000147,C2,1,1,1.0
E01000150,C2,1,1,1.0
E01000153,C2,1,1,1.0
E01000155,C2,1,1,1.0
E01000159,C2,1,1,1.0
E01000166,C2,1,1,1.0
E01000170,C2,1,1,1.0
E01000171,C2,1,1,1.0
E01000173,C2,1,1,1.0
E01000178,C2,1,1,1.0
E01000181,C2,1,1,1.0
E01000183,C2,1,1,1.0
E01000186,C2,1,1,1.0
E01000191,C2,3,2,1.5
E01000199,C2,1,1,1.0
E01000201,C2,1,1,1.0
E01000203,C2,2,1,2.0
E01000207,C2,1,1,1.0
E01000208,C2,2,2,1.0
E01000209,C2,1,1,1.0
E01000210,C2,1,1,1.0
E01000213,C2,1,1,1.0
E01000217,C2,1,1,1.0
E01000222,C2,2,2,1.0
E01000226,C2,1,1,1.0
E01000231,C2,1,1,1.0
E01000232,C2,2,2,1.0
E01000233,C2,1,1,1.0
E01000234,C2,2,2,1.0
E01000237,C2,3,1,3.0
E01000239,C2,2,2,1.0
E01000241,C2,1,1,1.0
E01000242,C2,1,1,1.0
E01000244,C2,2,2,1.0
E01000245,C2,1,1,1.0
E01000247,C2,1,1,1.0
E01000256,C2,1,1,1.0
E01000257,C2,2,2,1.0
E01000260,C2,2,2,1.0
E01000261,C2,1,1,1.0
E01000262,C2,1,1,1.0
E01000267,C2,1,1,1.0
E01000271,C2,2,2,1.0
E01000272,C2,2,2,1.0
E01000273,C2,5,2,2.5
E01000276,C2,1,1,1.0
E01000277,C2,1,1,1.0
E01000280,C2,2,2,1.0
E01000281,C2,1,1,1.0
E01000283,C2,1,1,1.0
E01000284,C2,1,1,1.0
E01000286,C2,1,1,1.0
E01000292,C2,1,1,1.0
E01000293,C2,1,1,1.0
E01000298,C2,1,1,1.0
E01000300,C2,1,1,1.0
E01000301,C2,1,1,1.0
E01000302,C2,1,1,1.0
E01000303,C2,1,1,1.0
E01000306,C2,7,1,7.0
E01000307,C2,2,1,2.0
E01000309,C2,1,1,1.0
E01000310,C2,1,1,1.0
E01000314,C2,3,1,3.0
E01000318,C2,1,1,1.0
E01000321,C2,3,2,1.5
E01000322,C2,1,1,1.0
E01000323,C2,1,1,1.0
E01011472,C2,1,1,1.0
E01017147,C2,1,1,1.0
E01017150,C2,1,1,1.0
E01017160,C2,1,1,1.0
E01017163,C2,1,1,1.0
E01017166,C2,1,1,1.0
E01017180,C2,1,1,1.0
E01017182,C2,1,1,1.0
E01017183,C2,2,2,1.0
E01017187,C2,2,2,1.0
E01017191,C2,2,2,1.0
E01017194,C2,1,1,1.0
E01017195,C2,1,1,1.0
E01017197,C2,1,1,1.0
E01017198,C2,5,3,1.6666666666666667
E01017202,C2,1,1,1.0
E01017210,C2,1,1,1.0
E01017214,C2,2,2,1.0
E01017216,C2,2,2,1.0
E01017219,C2,1,1,1.0
E01017220,C2,1,1,1.0
E01017221,C2,1,1,1.0
E01017222,C2,2,2,1.0
E01017224,C2,1,1,1.0
E01017225,C2,1,1,1.0
E01017232,C2,1,1,1.0
E01017234,C2,1,1,1.0
E01017236,C2,1,1,1.0
E01017244,C2,1,1,1.0
E01017246,C2,1,1,1.0
E01017249,C2,3,2,1.5
E01017253,C2,1,1,1.0
E01017265,C2,5,3,1.6666666666666667
E01017266,C2,2,2,1.0
E01033573,C2,1,1,1.0
W01001861,C2,1,1,1.0
E01000115,C3,2,2,1.0
E01000117,C3,1,1,1.0
E01000120,C3,1,1,1.0
E01000126,C3,8,2,4.0
E01000128,C3,1,1,1.0
E01000129,C3,1,1,1.0
E01000130,C3,2,2,1.0
E01000132,C3,1,1,1.0
E01000135,C3,1,1,1.0
E01000138,C3,1,1,1.0
E01000139,C3,1,1,1.0
E01000141,C3,4,2,2.0
E01000142,C3,1,1,1.0
E01000144,C3,1,1,1.0
E01000158,C3,1,1,1.0
E01000161,C3,1,1,1.0
E01000162,C3,3,3,1.0
E01000164,C3,2,1,2.0
E01000167,C3,2,2,1.0
