lsoa,SHEF_C_CODE,reports,unique_users,average_per_user
E01000117,C2,1,1,1.0
E01000118,C2,1,1,1.0
E01000128,C2,1,1,1.0
E01000136,C2,1,1,1.0
E01000138,C2,1,1,1.0
E01000141,C2,2,2,1.0
E01000146,C2,1,1,1.0
E01000158,C2,1,1,1.0
E01000161,C2,2,2,1.0
E01000173,C2,1,1,1.0
E01000183,C2,1,1,1.0
E01000184,C2,1,1,1.0
E01000190,C2,1,1,1.0
E01000192,C2,1,1,1.0
E01000199,C2,1,1,1.0
E01000203,C2,1,1,1.0
E01000204,C2,1,1,1.0
E01000208,C2,1,1,1.0
E01000215,C2,1,1,1.0
E01000218,C2,1,1,1.0
E01000219,C2,1,1,1.0
E01000227,C2,1,1,1.0
E01000228,C2,2,2,1.0
E01000229,C2,2,2,1.0
E01000230,C2,2,2,1.0
E01000231,C2,1,1,1.0
E01000233,C2,3,3,1.0
E01000234,C2,1,1,1.0
E01000238,C2,3,2,1.5
E01000246,C2,1,1,1.0
E01000250,C2,1,1,1.0
E01000254,C2,1,1,1.0
E01000255,C2,1,1,1.0
E01000256,C2,1,1,1.0
E01000259,C2,1,1,1.0
E01000261,C2,1,1,1.0
E01000263,C2,1,1,1.0
E01000284,C2,1,1,1.0
E01000287,C2,1,1,1.0
E01000293,C2,1,1,1.0
E01000298,C2,1,1,1.0
E01000312,C2,1,1,1.0
E01000318,C2,1,1,1.0
E01000319,C2,2,2,1.0
E01000320,C2,2,2,1.0
W01001859,C2,1,1,1.0
E01000118,C3,1,1,1.0
E01000125,C3,1,1,1.0
E01000128,C3,1,1,1.0
E01000130,C3,1,1,1.0
E01000131,C3,1,1,1.0
E01000136,C3,2,1,2.0
E01000138,C3,2,2,1.0
E01000141,C3,2,2,1.0
E01000142,C3,1,1,1.0
E01000150,C3,2,2,1.0
E01000159,C3,1,1,1.0
E01000163,C3,1,1,1.0
E01000168,C3,1,1,1.0
E01000170,C3,1,1,1.0
E01000172,C3,1,1,1.0
E01000174,C3,2,2,1.0
E01000177,C3,2,2,1.0
E01000179,C3,5,1,5.0
E01000180,C3,1,1,1.0
E01000182,C3,1,1,1.0
E01000185,C3,1,1,1.0
E01000186,C3,1,1,1.0
E01000194,C3,1,1,1.0
E01000197,C3,1,1,1.0
E01000200,C3,1,1,1.0
E01000205,C3,1,1,1.0
E01000207,C3,1,1,1.0
E01000214,C3,1,1,1.0
E01000219,C3,1,1,1.0
E01000226,C3,2,2,1.0
E01000231,C3,2,2,1.0
E01000234,C3,1,1,1.0
E01000235,C3,1,1,1.0
E01000236,C3,2,1,2.0
E01000238,C3,1,1,1.0
E01000239,C3,2,2,1.0
E01000240,C3,1,1,1.0
E01000242,C3,1,1,1.0
E01000249,C3,1,1,1.0
E01000252,C3,1,1,1.0
E01000253,C3,1,1,1.0
E01000255,C3,1,1,1.0
E01000266,C3,1,1,1.0
E01000270,C3,1,1,1.0
E01000277,C3,1,1,1.0
E01000283,C3,1,1,1.0
E01000284,C3,2,1,2.0
E01000292,C3,1,1,1.0
E01000293,C3,1,1,1.0
E01000294,C3,2,1,2.0
E01000303,C3,2,1,2.0
E01000306,C3,1,1,1.0
E01000307,C3,1,1,1.0
E01000309,C3,1,1,1.0
E01000314,C3,1,1,1.0
E01000324,C3,1,1,1.0
E01011292,C3,1,1,1.0
E01011293,C3,1,1,1.0
E01011309,C3,1,1,1.0
E01011310,C3,1,1,1.0
E01011313,C3,1,1,1.0
E01011314,C3,2,2,1.0
E01011325,C3,1,1,1.0
E01011344,C3,2,2,1.0
E01011351,C3,1,1,1.0
E01011352,C3,1,1,1.0
E01011353,C3,1,1,1.0
E01011359,C3,2,2,1.0
E01011360,C3,1,1,1.0
E01011362,C3,1,1,1.0
E01011370,C3,1,1,1.0
E01011378,C3,1,1,1.0
E01011384,C3,1,1,1.0
E01011386,C3,1,1,1.0
E01011430,C3,1,1,1.0
E01011433,C3,1,1,1.0
E01011441,C3,1,1,1.0
E01011442,C3,1,1,1.0
E01011443,C3,1,1,1.0
E01011444,C3,2,2,1.0
E01011460,C3,1,1,1.0
E01011477,C3,1,1,1.0
E01011507,C3,1,1,1.0
E01011510,C3,1,1,1.0
E01011515,C3,1,1,1.0
E01011541,C3,3,3,1.0
E01011549,C3,1,1,1.0
E01011554,C3,1,1,1.0
E01011557,C3,2,2,1.0
E01011559,C3,2,1,2.0
E01011561,C3,1,1,1.0
E01011586,C3,1,1,1.0
E01011606,C3,1,1,1.0
E01011624,C3,1,1,1.0
E01011628,C3,1,1,1.0
E01011636,C3,1,1,1.0
E01011642,C3,8,6,1.3333333333333333
E01011647,C3,1,1,1.0
E01011648,C3,1,1,1.0
E01011651,C3,1,1,1.0
E01011653,C3,1,1,1.0
E01011669,C3,3,3,1.0
E01011671,C3,2,2,1.0
E01011681,C3,2,2,1.0
E01011685,C3,1,1,1.0
E01011691,C3,1,1,1.0
E01011692,C3,1,1,1.0
E01011702,C3,1,1,1.0
E01011703,C3,1,1,1.0
E01011706,C3,1,1,1.0
E01011711,C3,1,1,1.0
E01011722,C3,1,1,1.0
E01011728,C3,1,1,1.0
E01011730,C3,1,1,1.0
E01011731,C3,1,1,1.0
E01011737,C3,1,1,1.0
E01032496,C3,1,1,1.0
E01033005,C3,1,1,1.0
E01033006,C3,2,2,1.0
E01033008,C3,1,1,1.0
E01033010,C3,1,1,1.0
E01033011,C3,1,1,1.0
E01033015,C3,1,1,1.0
E01033572,C3,1,1,1.0
S01008450,C3,1,1,1.0
