period,LSOA,SHEF_C_CODE,report_count,user_count,average
2014-9,E01000115,C3,1,1,1.0
2014-9,E01000115,C7,1,1,1.0
2014-9,E01000116,C3,2,2,1.0
2014-9,E01000116,C7,1,1,1.0
2014-9,E01000117,C2,1,1,1.0
2014-9,E01000117,C7,1,1,1.0
2014-9,E01000118,C3,1,1,1.0
2014-9,E01000118,C7,1,1,1.0
2014-9,E01000118,C8,1,1,1.0
2014-9,E01000121,C3,1,1,1.0
2014-9,E01000121,C7,1,1,1.0
2014-9,E01000122,C3,1,1,1.0
2014-9,E01000122,C7,6,6,1.0
2014-9,E01000123,C2,2,1,2.0
2014-9,E01000123,C3,1,1,1.0
2014-9,E01000123,C7,1,1,1.0
2014-9,E01000124,C3,1,1,1.0
2014-9,E01000124,C7,1,1,1.0
2014-9,E01000125,C3,1,1,1.0
2014-9,E01000126,C3,5,3,1.6666666666666667
2014-9,E01000126,C7,1,1,1.0
2014-9,E01000127,C3,2,1,2.0
2014-9,E01000128,C3,4,4,1.0
2014-9,E01000129,C3,1,1,1.0
2014-9,E01000129,C7,1,1,1.0
2014-9,E01000129,C8,1,1,1.0
2014-9,E01000130,C3,2,2,1.0
2014-9,E01000131,C3,4,2,2.0
2014-9,E01000131,C7,3,3,1.0
2014-9,E01000131,C8,1,1,1.0
2014-9,E01000132,C2,1,1,1.0
2014-9,E01000132,C3,2,2,1.0
2014-9,E01000132,C7,2,2,1.0
2014-9,E01000133,C3,1,1,1.0
2014-9,E01000133,C7,1,1,1.0
2014-9,E01000135,C3,3,3,1.0
2014-9,E01000135,C7,1,1,1.0
2014-9,E01000136,C2,1,1,1.0
2014-9,E01000136,C3,1,1,1.0
2014-9,E01000136,C7,1,1,1.0
2014-9,E01000137,C3,1,1,1.0
2014-9,E01000137,C7,1,1,1.0
2014-9,E01000138,C2,1,1,1.0
2014-9,E01000139,C2,1,1,1.0
2014-9,E01000139,C3,1,1,1.0
2014-9,E01000139,C7,1,1,1.0
2014-9,E01000140,C3,5,5,1.0
2014-9,E01000140,C7,1,1,1.0
2014-9,E01000141,C3,3,3,1.0
2014-9,E01000141,C7,7,7,1.0
2014-9,E01000142,C3,1,1,1.0
2014-9,E01000142,C7,4,3,1.3333333333333333
2014-9,E01000143,C3,1,1,1.0
2014-9,E01000143,C7,2,1,2.0
2014-9,E01000144,C3,1,1,1.0
2014-9,E01000144,C7,3,3,1.0
2014-9,E01000145,C7,2,2,1.0
2014-9,E01000147,C3,3,3,1.0
2014-9,E01000147,C7,1,1,1.0
2014-9,E01000150,C2,2,1,2.0
2014-9,E01000150,C3,1,1,1.0
2014-9,E01000151,C7,1,1,1.0
2014-9,E01000152,C3,1,1,1.0
2014-9,E01000153,C3,1,1,1.0
2014-9,E01000155,C3,1,1,1.0
2014-9,E01000155,C4,1,1,1.0
2014-9,E01000155,C7,2,2,1.0
2014-9,E01000156,C3,2,2,1.0
2014-9,E01000156,C7,1,1,1.0
2014-9,E01000157,C7,2,2,1.0
2014-9,E01000158,C3,1,1,1.0
2014-9,E01000158,C7,2,2,1.0
2014-9,E01000159,C3,2,2,1.0
2014-9,E01000159,C7,1,1,1.0
2014-9,E01000160,C3,1,1,1.0
2014-9,E01000160,C8,1,1,1.0
2014-9,E01000161,C3,3,3,1.0
2014-9,E01000162,C7,1,1,1.0
2014-9,E01000166,C3,1,1,1.0
2014-9,E01000166,C7,1,1,1.0
2014-9,E01000168,C7,2,2,1.0
2014-9,E01000169,C3,1,1,1.0
2014-9,E01000169,C7,1,1,1.0
2014-9,E01000170,C3,1,1,1.0
2014-9,E01000170,C7,2,2,1.0
2014-9,E01000171,C3,1,1,1.0
2014-9,E01000171,C4,1,1,1.0
2014-9,E01000171,C7,4,4,1.0
2014-9,E01000171,C8,1,1,1.0
2014-9,E01000172,C2,1,1,1.0
2014-9,E01000172,C7,1,1,1.0
2014-9,E01000173,C2,1,1,1.0
2014-9,E01000173,C3,1,1,1.0
2014-9,E01000173,C7,3,1,3.0
2014-9,E01000173,C8,1,1,1.0
2014-9,E01000174,C2,1,1,1.0
2014-9,E01000174,C3,1,1,1.0
2014-9,E01000174,C7,2,2,1.0
2014-9,E01000174,C8,2,1,2.0
