period,LSOA,SHEF_C,report_count,user_count,average
2016-7,E01000645,Environmental Health,3,3,1.0
2016-7,E01000645,Road Safety & Defects,5,4,1.25
2016-7,E01000646,Environmental Disruptions,3,3,1.0
2016-7,E01000646,Environmental Health,2,2,1.0
2016-7,E01000646,Vehicles,1,1,1.0
2016-7,E01000647,Environmental Disruptions,1,1,1.0
2016-7,E01000647,Environmental Health,1,1,1.0
2016-7,E01000647,Road Safety & Defects,2,1,2.0
2016-7,E01000648,Environmental Health,3,3,1.0
2016-7,E01000649,Environmental Disruptions,1,1,1.0
2016-7,E01000649,Environmental Health,2,2,1.0
2016-7,E01000649,Road Safety & Defects,2,2,1.0
2016-7,E01000649,Vehicles,1,1,1.0
2016-7,E01000650,Environmental Disruptions,2,2,1.0
2016-7,E01000650,Road Safety & Defects,2,2,1.0
2016-7,E01000650,Vehicles,1,1,1.0
2016-7,E01000651,Environmental Disruptions,4,4,1.0
2016-7,E01000651,Environmental Health,2,2,1.0
2016-7,E01000651,Vehicles,1,1,1.0
2016-7,E01000652,Environmental Disruptions,2,2,1.0
2016-7,E01000652,Environmental Health,3,3,1.0
2016-7,E01000652,Road Safety & Defects,1,1,1.0
2016-7,E01000653,Environmental Disruptions,1,1,1.0
2016-7,E01000653,Environmental Health,1,1,1.0
2016-7,E01000653,Road Safety & Defects,1,1,1.0
2016-7,E01000654,Access,1,1,1.0
2016-7,E01000654,Environmental Disruptions,6,5,1.2
2016-7,E01000654,Environmental Health,4,3,1.3333333333333333
2016-7,E01000654,Road Safety & Defects,14,3,4.666666666666667
2016-7,E01000654,Vehicles,2,2,1.0
2016-7,E01000655,Access,2,2,1.0
2016-7,E01000655,Environmental Health,2,2,1.0
2016-7,E01000655,Road Safety & Defects,5,1,5.0
2016-7,E01000656,Access,1,1,1.0
2016-7,E01000656,Environmental Disruptions,3,3,1.0
2016-7,E01000656,Environmental Health,2,2,1.0
2016-7,E01000656,Road Safety & Defects,1,1,1.0
2016-7,E01000657,Environmental Disruptions,4,4,1.0
2016-7,E01000657,Environmental Health,1,1,1.0
2016-7,E01000657,Road Safety & Defects,2,2,1.0
2016-7,E01000658,Environmental Disruptions,3,2,1.5
2016-7,E01000658,Environmental Health,1,1,1.0
2016-7,E01000658,Road Safety & Defects,2,2,1.0
2016-7,E01000659,Environmental Disruptions,1,1,1.0
2016-7,E01000659,Environmental Health,1,1,1.0
2016-7,E01000659,Road Safety & Defects,7,3,2.3333333333333335
2016-7,E01000661,Access,1,1,1.0
2016-7,E01000661,Environmental Disruptions,2,2,1.0
2016-7,E01000661,Environmental Health,9,2,4.5
2016-7,E01000661,Incivilities,2,1,2.0
2016-7,E01000661,Road Safety & Defects,4,4,1.0
2016-7,E01000662,Environmental Disruptions,2,2,1.0
2016-7,E01000662,Environmental Health,6,3,2.0
2016-7,E01000662,Road Safety & Defects,1,1,1.0
2016-7,E01000662,Vehicles,1,1,1.0
2016-7,E01000663,Environmental Disruptions,7,5,1.4
2016-7,E01000663,Road Safety & Defects,1,1,1.0
2016-7,E01000664,Environmental Disruptions,6,6,1.0
2016-7,E01000664,Environmental Health,3,3,1.0
2016-7,E01000664,Road Safety & Defects,1,1,1.0
2016-7,E01000665,Environmental Disruptions,7,4,1.75
2016-7,E01000665,Environmental Health,16,3,5.333333333333333
2016-7,E01000665,Incivilities,2,2,1.0
2016-7,E01000665,Road Safety & Defects,5,4,1.25
2016-7,E01000666,Access,1,1,1.0
2016-7,E01000666,Environmental Disruptions,1,1,1.0
2016-7,E01000666,Environmental Health,11,4,2.75
2016-7,E01000666,Road Safety & Defects,5,3,1.6666666666666667
2016-7,E01000667,Access,1,1,1.0
2016-7,E01000667,Environmental Disruptions,2,2,1.0
2016-7,E01000667,Environmental Health,5,4,1.25
2016-7,E01000667,Road Safety & Defects,2,2,1.0
2016-7,E01000668,Access,1,1,1.0
2016-7,E01000668,Environmental Disruptions,3,3,1.0
2016-7,E01000668,Environmental Health,21,3,7.0
2016-7,E01000668,Road Safety & Defects,2,2,1.0
2016-7,E01000668,Vehicles,3,3,1.0
2016-7,E01000669,Environmental Disruptions,1,1,1.0
2016-7,E01000669,Environmental Health,5,3,1.6666666666666667
2016-7,E01000669,Road Safety & Defects,3,3,1.0
2016-7,E01000669,Vehicles,1,1,1.0
2016-7,E01000670,Environmental Disruptions,2,2,1.0
2016-7,E01000670,Environmental Health,1,1,1.0
2016-7,E01000670,Road Safety & Defects,2,2,1.0
2016-7,E01000671,Environmental Disruptions,4,3,1.3333333333333333
2016-7,E01000671,Environmental Health,3,1,3.0
2016-7,E01000671,Road Safety & Defects,2,2,1.0
2016-7,E01000671,Vehicles,1,1,1.0
2016-7,E01000672,Environmental Disruptions,2,2,1.0
2016-7,E01000672,Environmental Health,2,2,1.0
2016-7,E01000672,Incivilities,1,1,1.0
2016-7,E01000672,Vehicles,3,3,1.0
2016-7,E01000673,Environmental Health,1,1,1.0
2016-7,E01000674,Environmental Health,4,4,1.0
2016-7,E01000675,Environmental Disruptions,1,1,1.0
2016-7,E01000675,Environmental Health,11,3,3.6666666666666665
2016-7,E01000675,Road Safety & Defects,5,5,1.0
2016-7,E01000675,Vehicles,1,1,1.0
2016-7,E01000676,Environmental Health,8,8,1.0
2016-7,E01000676,Road Safety & Defects,1,1,1.0
2016-7,E01000676,Vehicles,1,1,1.0
2016-7,E01000677,Access,1,1,1.0
2016-7,E01000677,Environmental Disruptions,1,1,1.0
2016-7,E01000677,Environmental Health,11,5,2.2
2016-7,E01000677,Vehicles,1,1,1.0
2016-7,E01000678,Access,1,1,1.0
2016-7,E01000678,Environmental Disruptions,3,2,1.5
2016-7,E01000678,Environmental Health,1,1,1.0
2016-7,E01000679,Environmental Disruptions,1,1,1.0
2016-7,E01000679,Environmental Health,2,2,1.0
2016-7,E01000680,Environmental Disruptions,5,5,1.0
2016-7,E01000680,Environmental Health,4,4,1.0
2016-7,E01000680,Road Safety & Defects,5,5,1.0
2016-7,E01000681,Environmental Disruptions,2,1,2.0
2016-7,E01000681,Road Safety & Defects,1,1,1.0
2016-7,E01000682,Environmental Health,1,1,1.0
2016-7,E01000682,Road Safety & Defects,2,2,1.0
2016-7,E01000683,Environmental Health,1,1,1.0
2016-7,E01000684,Environmental Disruptions,3,3,1.0
2016-7,E01000684,Road Safety & Defects,2,2,1.0
2016-7,E01000685,Environmental Disruptions,3,3,1.0
2016-7,E01000685,Environmental Health,2,2,1.0
2016-7,E01000685,Road Safety & Defects,1,1,1.0
2016-7,E01000686,Access,1,1,1.0
2016-7,E01000686,Environmental Disruptions,2,2,1.0
2016-7,E01000686,Environmental Health,8,6,1.3333333333333333
2016-7,E01000686,Road Safety & Defects,2,2,1.0
2016-7,E01000686,Vehicles,2,2,1.0
2016-7,E01000687,Environmental Disruptions,1,1,1.0
2016-7,E01000687,Environmental Health,3,3,1.0
2016-7,E01000688,Environmental Disruptions,1,1,1.0
2016-7,E01000688,Environmental Health,1,1,1.0
2016-7,E01000688,Vehicles,1,1,1.0
2016-7,E01000689,Environmental Disruptions,1,1,1.0
2016-7,E01000689,Environmental Health,2,2,1.0
2016-7,E01000689,Road Safety & Defects,1,1,1.0
2016-7,E01000690,Environmental Disruptions,3,3,1.0
2016-7,E01000690,Road Safety & Defects,2,2,1.0
2016-7,E01000690,Vehicles,1,1,1.0
2016-7,E01000691,Environmental Disruptions,3,3,1.0
2016-7,E01000691,Environmental Health,6,6,1.0
2016-7,E01000691,Road Safety & Defects,3,3,1.0
2016-7,E01000692,Access,2,1,2.0
2016-7,E01000692,Environmental Disruptions,2,2,1.0
2016-7,E01000692,Environmental Health,1,1,1.0
2016-7,E01000692,Road Safety & Defects,3,3,1.0
2016-7,E01000693,Environmental Disruptions,3,3,1.0
2016-7,E01000694,Environmental Disruptions,4,4,1.0
2016-7,E01000694,Environmental Health,5,5,1.0
2016-7,E01000694,Road Safety & Defects,4,3,1.3333333333333333
2016-7,E01000695,Environmental Disruptions,2,2,1.0
2016-7,E01000695,Environmental Health,3,3,1.0
2016-7,E01000696,Environmental Disruptions,2,2,1.0
2016-7,E01000696,Environmental Health,7,7,1.0
2016-7,E01000696,Road Safety & Defects,3,3,1.0
2016-7,E01000696,Vehicles,2,2,1.0
2016-7,E01000697,Environmental Disruptions,2,2,1.0
2016-7,E01000697,Environmental Health,2,2,1.0
2016-7,E01000697,Incivilities,1,1,1.0
2016-7,E01000697,Road Safety & Defects,1,1,1.0
2016-7,E01000697,Vehicles,1,1,1.0
2016-7,E01000698,Environmental Disruptions,3,2,1.5
2016-7,E01000698,Environmental Health,2,1,2.0
2016-7,E01000698,Road Safety & Defects,2,2,1.0
2016-7,E01000698,Vehicles,1,1,1.0
2016-7,E01000699,Environmental Health,2,2,1.0
2016-7,E01000699,Vehicles,2,2,1.0
2016-7,E01000700,Environmental Disruptions,3,3,1.0
2016-7,E01000700,Environmental Health,9,6,1.5
2016-7,E01000700,Road Safety & Defects,3,3,1.0
2016-7,E01000701,Environmental Health,5,3,1.6666666666666667
2016-7,E01000701,Road Safety & Defects,2,2,1.0
2016-7,E01000702,Environmental Health,2,2,1.0
2016-7,E01000702,Incivilities,2,2,1.0
2016-7,E01000703,Environmental Health,3,3,1.0
2016-7,E01000704,Environmental Health,4,4,1.0
2016-7,E01000704,Road Safety & Defects,2,2,1.0
2016-7,E01000704,Vehicles,3,3,1.0
2016-7,E01000705,Environmental Disruptions,1,1,1.0
2016-7,E01000705,Environmental Health,2,2,1.0
2016-7,E01000705,Road Safety & Defects,1,1,1.0
2016-7,E01000706,Environmental Disruptions,2,2,1.0
2016-7,E01000706,Environmental Health,1,1,1.0
2016-7,E01000706,Vehicles,1,1,1.0
2016-7,E01000707,Environmental Health,5,4,1.25
2016-7,E01000708,Environmental Disruptions,2,2,1.0
2016-7,E01000708,Environmental Health,5,5,1.0
2016-7,E01000708,Vehicles,1,1,1.0
2016-7,E01000709,Environmental Disruptions,2,2,1.0
2016-7,E01000709,Environmental Health,3,2,1.5
2016-7,E01000710,Environmental Health,6,6,1.0
2016-7,E01000710,Road Safety & Defects,1,1,1.0
2016-7,E01000711,Access,1,1,1.0
2016-7,E01000711,Environmental Health,4,3,1.3333333333333333
2016-7,E01000712,Access,1,1,1.0
2016-7,E01000712,Environmental Health,4,4,1.0
2016-7,E01000712,Road Safety & Defects,1,1,1.0
2016-7,E01000712,Vehicles,2,2,1.0
2016-7,E01000713,Environmental Health,4,2,2.0
2016-7,E01000713,Road Safety & Defects,2,2,1.0
2016-7,E01000713,Vehicles,2,2,1.0
2016-7,E01000714,Access,1,1,1.0
2016-7,E01000714,Environmental Disruptions,5,5,1.0
2016-7,E01000714,Environmental Health,5,5,1.0
2016-7,E01000714,Road Safety & Defects,3,3,1.0
2016-7,E01000714,Vehicles,1,1,1.0
2016-7,E01000715,Environmental Disruptions,1,1,1.0
2016-7,E01000715,Vehicles,1,1,1.0
2016-7,E01000716,Environmental Health,2,2,1.0
2016-7,E01000716,Road Safety & Defects,2,2,1.0
2016-7,E01000716,Vehicles,1,1,1.0
2016-7,E01000717,Environmental Disruptions,1,1,1.0
2016-7,E01000717,Environmental Health,1,1,1.0
2016-7,E01000717,Road Safety & Defects,2,2,1.0
2016-7,E01000718,Environmental Health,6,6,1.0
2016-7,E01000719,Environmental Disruptions,2,2,1.0
2016-7,E01000719,Environmental Health,8,4,2.0
2016-7,E01000720,Access,1,1,1.0
2016-7,E01000720,Environmental Disruptions,1,1,1.0
2016-7,E01000720,Environmental Health,4,4,1.0
2016-7,E01000720,Other,1,1,1.0
2016-7,E01000720,Road Safety & Defects,1,1,1.0
2016-7,E01000720,Vehicles,5,4,1.25
2016-7,E01000721,Environmental Health,1,1,1.0
2016-7,E01000721,Road Safety & Defects,1,1,1.0
2016-7,E01000722,Access,1,1,1.0
2016-7,E01000722,Environmental Disruptions,3,3,1.0
2016-7,E01000722,Environmental Health,4,3,1.3333333333333333
2016-7,E01000722,Incivilities,1,1,1.0
2016-7,E01000722,Road Safety & Defects,3,3,1.0
2016-7,E01000723,Environmental Health,1,1,1.0
2016-7,E01000723,Incivilities,1,1,1.0
2016-7,E01000724,Environmental Health,4,4,1.0
2016-7,E01000724,Incivilities,1,1,1.0
2016-7,E01000724,Road Safety & Defects,3,3,1.0
2016-7,E01000725,Environmental Disruptions,2,2,1.0
2016-7,E01000725,Environmental Health,12,4,3.0
2016-7,E01000725,Road Safety & Defects,2,2,1.0
2016-7,E01000725,Vehicles,2,2,1.0
2016-7,E01000726,Environmental Disruptions,1,1,1.0
2016-7,E01000726,Environmental Health,7,2,3.5
2016-7,E01000726,Incivilities,1,1,1.0
2016-7,E01000726,Vehicles,1,1,1.0
2016-7,E01000727,Environmental Disruptions,5,5,1.0
2016-7,E01000727,Environmental Health,1,1,1.0
2016-7,E01000727,Incivilities,1,1,1.0
2016-7,E01000727,Road Safety & Defects,1,1,1.0
2016-7,E01000727,Vehicles,1,1,1.0
2016-7,E01000728,Access,1,1,1.0
2016-7,E01000728,Environmental Disruptions,1,1,1.0
2016-7,E01000728,Environmental Health,2,2,1.0
2016-7,E01000728,Road Safety & Defects,1,1,1.0
