period,LAD,SHEF_B,report_count,user_count,average
2015-7,E06000001,Highways Enquiries,1,1,1.0
2015-7,E06000001,Incivilities,1,1,1.0
2015-7,E06000001,Road Safety,1,1,1.0
2015-7,E06000001,Rubbish,3,1,3.0
2015-7,E06000002,Highways Enquiries,3,2,1.5
2015-7,E06000002,Incivilities,2,1,2.0
2015-7,E06000002,Other,2,2,1.0
2015-7,E06000002,Rubbish,1,1,1.0
2015-7,E06000003,Highways Enquiries,1,1,1.0
2015-7,E06000003,Open Spaces/Parks,1,1,1.0
2015-7,E06000003,Rubbish,1,1,1.0
2015-7,E06000004,Abandoned Vehicles,2,2,1.0
2015-7,E06000004,Highways Enquiries,2,2,1.0
2015-7,E06000004,Open Spaces/Parks,1,1,1.0
2015-7,E06000004,Other,2,1,2.0
2015-7,E06000004,Overgrown/Fallen Veg/Trees,2,2,1.0
2015-7,E06000004,Parking,2,2,1.0
2015-7,E06000004,Pavement /Footway Defects,1,1,1.0
2015-7,E06000004,Road Safety,2,2,1.0
2015-7,E06000004,Road Surface Defects,2,2,1.0
2015-7,E06000004,Rubbish,3,3,1.0
2015-7,E06000004,Street Lights,3,2,1.5
2015-7,E06000005,Road Surface Defects,2,1,2.0
2015-7,E06000005,Rubbish,2,1,2.0
2015-7,E06000005,Street Lights,1,1,1.0
2015-7,E06000006,Highways Enquiries,6,5,1.2
2015-7,E06000006,Other,2,2,1.0
2015-7,E06000006,Overgrown/Fallen Veg/Trees,1,1,1.0
2015-7,E06000006,Parking,2,2,1.0
2015-7,E06000006,Pavement /Footway Defects,2,2,1.0
2015-7,E06000006,Road Safety,1,1,1.0
2015-7,E06000006,Rubbish,8,5,1.6
2015-7,E06000007,Abandoned Vehicles,1,1,1.0
2015-7,E06000007,Highways Enquiries,4,4,1.0
2015-7,E06000007,Other,2,2,1.0
2015-7,E06000007,Overgrown/Fallen Veg/Trees,1,1,1.0
2015-7,E06000007,Parking,2,2,1.0
2015-7,E06000007,Pavement /Footway Defects,5,3,1.6666666666666667
2015-7,E06000007,Road Safety,6,5,1.2
2015-7,E06000007,Road Surface Defects,2,2,1.0
2015-7,E06000007,Rubbish,4,2,2.0
2015-7,E06000007,Street Lights,2,2,1.0
2015-7,E06000008,Dog Fouling,1,1,1.0
2015-7,E06000008,Highways Enquiries,1,1,1.0
2015-7,E06000008,Open Spaces/Parks,1,1,1.0
2015-7,E06000008,Other,2,1,2.0
2015-7,E06000008,Parking,1,1,1.0
2015-7,E06000008,Pavement /Footway Defects,4,4,1.0
2015-7,E06000008,Road Safety,3,3,1.0
2015-7,E06000008,Road Surface Defects,1,1,1.0
2015-7,E06000008,Rubbish,10,6,1.6666666666666667
2015-7,E06000008,Street Lights,10,6,1.6666666666666667
2015-7,E06000009,Abandoned Vehicles,3,2,1.5
2015-7,E06000009,Highways Enquiries,2,2,1.0
2015-7,E06000009,Other,2,2,1.0
2015-7,E06000009,Pavement /Footway Defects,2,2,1.0
2015-7,E06000009,Road Surface Defects,1,1,1.0
2015-7,E06000009,Rubbish,5,4,1.25
2015-7,E06000009,Street Lights,1,1,1.0
2015-7,E06000010,Dog Fouling,1,1,1.0
2015-7,E06000010,Highways Enquiries,2,1,2.0
2015-7,E06000010,Incivilities,6,1,6.0
2015-7,E06000010,Open Spaces/Parks,1,1,1.0
2015-7,E06000010,Other,15,12,1.25
2015-7,E06000010,Parking,1,1,1.0
2015-7,E06000010,Pavement /Footway Defects,4,4,1.0
2015-7,E06000010,Road Safety,3,3,1.0
2015-7,E06000010,Road Surface Defects,3,2,1.5
2015-7,E06000010,Rubbish,14,10,1.4
2015-7,E06000010,Street Furniture,1,1,1.0
2015-7,E06000010,Street Lights,12,2,6.0
2015-7,E06000011,Bus Stops Damage,3,1,3.0
2015-7,E06000011,Drainage,37,21,1.7619047619047619
2015-7,E06000011,Gritting,2,1,2.0
2015-7,E06000011,Highways Enquiries,2,2,1.0
2015-7,E06000011,Incivilities,9,2,4.5
2015-7,E06000011,Open Spaces/Parks,1,1,1.0
2015-7,E06000011,Other,201,164,1.225609756097561
2015-7,E06000011,Overgrown/Fallen Veg/Trees,3,3,1.0
2015-7,E06000011,Pavement /Footway Defects,4,4,1.0
2015-7,E06000011,Right of Way,2,2,1.0
2015-7,E06000011,Road Safety,6,4,1.5
2015-7,E06000011,Road Surface Defects,7,5,1.4
2015-7,E06000011,Rubbish,11,7,1.5714285714285714
2015-7,E06000011,Street Lights,35,3,11.666666666666666
2015-7,E06000012,Open Spaces/Parks,1,1,1.0
2015-7,E06000012,Other,2,2,1.0
2015-7,E06000012,Road Surface Defects,1,1,1.0
2015-7,E06000012,Rubbish,7,5,1.4
2015-7,E06000013,Highways Enquiries,2,2,1.0
2015-7,E06000013,Incivilities,2,1,2.0
2015-7,E06000013,Other,2,1,2.0
2015-7,E06000013,Overgrown/Fallen Veg/Trees,4,2,2.0
2015-7,E06000013,Pavement /Footway Defects,3,3,1.0
2015-7,E06000013,Public Toilets,1,1,1.0
2015-7,E06000013,Road Safety,1,1,1.0
2015-7,E06000013,Road Surface Defects,1,1,1.0
2015-7,E06000013,Rubbish,5,1,5.0
2015-7,E06000013,Street Furniture,2,1,2.0
2015-7,E06000013,Street Lights,2,2,1.0
2015-7,E06000014,Abandoned Vehicles,3,3,1.0
2015-7,E06000014,Incivilities,1,1,1.0
2015-7,E06000014,Overgrown/Fallen Veg/Trees,2,2,1.0
2015-7,E06000014,Parking,1,1,1.0
2015-7,E06000014,Pavement /Footway Defects,4,4,1.0
2015-7,E06000014,Rubbish,2,2,1.0
2015-7,E06000014,Street Lights,2,2,1.0
2015-7,E06000015,Highways Enquiries,3,3,1.0
2015-7,E06000015,Pavement /Footway Defects,1,1,1.0
2015-7,E06000015,Road Safety,1,1,1.0
2015-7,E06000015,Road Surface Defects,1,1,1.0
2015-7,E06000015,Rubbish,2,1,2.0
2015-7,E06000016,Overgrown/Fallen Veg/Trees,1,1,1.0
2015-7,E06000016,Parking,4,4,1.0
2015-7,E06000016,Pavement /Footway Defects,1,1,1.0
2015-7,E06000016,Road Surface Defects,1,1,1.0
2015-7,E06000016,Rubbish,5,5,1.0
2015-7,E06000017,Highways Enquiries,21,2,10.5
2015-7,E06000017,Other,1,1,1.0
2015-7,E06000017,Road Safety,1,1,1.0
2015-7,E06000017,Road Surface Defects,41,1,41.0
2015-7,E06000017,Rubbish,2,2,1.0
2015-7,E06000017,Street Lights,1,1,1.0
2015-7,E06000018,Highways Enquiries,11,6,1.8333333333333333
2015-7,E06000018,Incivilities,1,1,1.0
2015-7,E06000018,Open Spaces/Parks,2,2,1.0
2015-7,E06000018,Other,6,5,1.2
2015-7,E06000018,Parking,1,1,1.0
2015-7,E06000018,Pavement /Footway Defects,1,1,1.0
2015-7,E06000018,Road Surface Defects,3,2,1.5
2015-7,E06000018,Rubbish,16,6,2.6666666666666665
2015-7,E06000018,Street Lights,1,1,1.0
2015-7,E06000019,Highways Enquiries,2,2,1.0
2015-7,E06000019,Road Surface Defects,3,3,1.0
2015-7,E06000019,Rubbish,3,3,1.0
2015-7,E06000020,Other,2,2,1.0
2015-7,E06000020,Parking,1,1,1.0
2015-7,E06000020,Road Safety,2,1,2.0
2015-7,E06000020,Road Surface Defects,1,1,1.0
2015-7,E06000020,Rubbish,2,2,1.0
2015-7,E06000020,Street Lights,3,3,1.0
2015-7,E06000021,Highways Enquiries,1,1,1.0
2015-7,E06000021,Other,4,4,1.0
2015-7,E06000021,Parking,2,2,1.0
2015-7,E06000021,Pavement /Footway Defects,1,1,1.0
2015-7,E06000021,Road Surface Defects,1,1,1.0
2015-7,E06000021,Rubbish,8,5,1.6
2015-7,E06000022,Abandoned Vehicles,1,1,1.0
2015-7,E06000022,Highways Enquiries,3,3,1.0
2015-7,E06000022,Overgrown/Fallen Veg/Trees,2,2,1.0
2015-7,E06000022,Pavement /Footway Defects,2,2,1.0
2015-7,E06000022,Road Safety,1,1,1.0
2015-7,E06000022,Road Surface Defects,4,4,1.0
2015-7,E06000022,Rubbish,7,3,2.3333333333333335
2015-7,E06000022,Street Lights,2,1,2.0
2015-7,E06000023,Abandoned Vehicles,6,5,1.2
2015-7,E06000023,Highways Enquiries,44,12,3.6666666666666665
2015-7,E06000023,Incivilities,2,2,1.0
2015-7,E06000023,Open Spaces/Parks,1,1,1.0
2015-7,E06000023,Other,3,3,1.0
2015-7,E06000023,Overgrown/Fallen Veg/Trees,3,3,1.0
2015-7,E06000023,Parking,6,6,1.0
2015-7,E06000023,Pavement /Footway Defects,17,11,1.5454545454545454
2015-7,E06000023,Road Safety,5,5,1.0
2015-7,E06000023,Road Surface Defects,7,5,1.4
2015-7,E06000023,Rubbish,28,19,1.4736842105263157
2015-7,E06000023,Street Lights,1,1,1.0
2015-7,E06000024,Highways Enquiries,1,1,1.0
2015-7,E06000024,Incivilities,1,1,1.0
2015-7,E06000024,Other,1,1,1.0
2015-7,E06000024,Overgrown/Fallen Veg/Trees,1,1,1.0
2015-7,E06000024,Pavement /Footway Defects,3,3,1.0
2015-7,E06000024,Road Safety,2,2,1.0
2015-7,E06000024,Road Surface Defects,1,1,1.0
2015-7,E06000024,Rubbish,6,3,2.0
2015-7,E06000024,Street Lights,4,3,1.3333333333333333
2015-7,E06000025,Highways Enquiries,8,5,1.6
2015-7,E06000025,Incivilities,1,1,1.0
2015-7,E06000025,Other,4,4,1.0
2015-7,E06000025,Overgrown/Fallen Veg/Trees,3,3,1.0
2015-7,E06000025,Pavement /Footway Defects,6,6,1.0
2015-7,E06000025,Road Surface Defects,5,5,1.0
2015-7,E06000025,Rubbish,4,3,1.3333333333333333
2015-7,E06000026,Abandoned Vehicles,1,1,1.0
2015-7,E06000026,Dog Fouling,1,1,1.0
2015-7,E06000026,Highways Enquiries,5,5,1.0
2015-7,E06000026,Open Spaces/Parks,1,1,1.0
2015-7,E06000026,Other,1,1,1.0
