lsoa,SHEF_B_CODE,reports,unique_users,average_per_user
E01000119,B1,2,2,1.0
E01000120,B1,1,1,1.0
E01000121,B1,2,2,1.0
E01000123,B1,1,1,1.0
E01000124,B1,1,1,1.0
E01000125,B1,1,1,1.0
E01000128,B1,1,1,1.0
E01000131,B1,1,1,1.0
E01000133,B1,1,1,1.0
E01000134,B1,1,1,1.0
E01000137,B1,1,1,1.0
E01000138,B1,1,1,1.0
E01000140,B1,1,1,1.0
E01000141,B1,1,1,1.0
E01000142,B1,3,2,1.5
E01000152,B1,1,1,1.0
E01000158,B1,1,1,1.0
E01000159,B1,1,1,1.0
E01000161,B1,3,3,1.0
E01000165,B1,2,2,1.0
E01000167,B1,3,2,1.5
E01000169,B1,1,1,1.0
E01000171,B1,1,1,1.0
E01000177,B1,1,1,1.0
E01000179,B1,1,1,1.0
E01000180,B1,1,1,1.0
E01000183,B1,4,3,1.3333333333333333
E01000189,B1,1,1,1.0
E01000190,B1,3,3,1.0
E01000194,B1,1,1,1.0
E01000200,B1,1,1,1.0
E01000206,B1,1,1,1.0
E01000207,B1,1,1,1.0
E01000208,B1,1,1,1.0
E01000209,B1,3,3,1.0
E01000210,B1,2,2,1.0
E01000212,B1,2,2,1.0
E01000213,B1,1,1,1.0
E01000214,B1,2,2,1.0
E01000215,B1,1,1,1.0
E01000217,B1,1,1,1.0
E01000219,B1,3,2,1.5
E01000221,B1,1,1,1.0
E01000223,B1,3,2,1.5
E01000224,B1,1,1,1.0
E01000225,B1,1,1,1.0
E01000230,B1,1,1,1.0
E01000232,B1,1,1,1.0
E01000238,B1,1,1,1.0
E01000239,B1,1,1,1.0
E01000245,B1,1,1,1.0
E01000246,B1,1,1,1.0
E01000247,B1,2,2,1.0
E01000249,B1,1,1,1.0
E01000250,B1,1,1,1.0
E01000251,B1,3,3,1.0
E01000252,B1,1,1,1.0
E01000255,B1,1,1,1.0
E01000256,B1,1,1,1.0
E01000257,B1,1,1,1.0
E01000258,B1,1,1,1.0
E01000259,B1,1,1,1.0
E01000260,B1,1,1,1.0
E01000261,B1,1,1,1.0
E01000262,B1,1,1,1.0
E01000266,B1,1,1,1.0
E01000267,B1,1,1,1.0
E01000268,B1,2,2,1.0
E01000272,B1,2,2,1.0
E01000273,B1,3,3,1.0
E01000274,B1,1,1,1.0
E01000286,B1,2,2,1.0
E01000288,B1,1,1,1.0
E01000294,B1,2,2,1.0
E01000295,B1,1,1,1.0
E01000297,B1,1,1,1.0
E01000301,B1,2,2,1.0
E01000303,B1,2,1,2.0
E01000304,B1,3,2,1.5
E01000305,B1,1,1,1.0
E01000307,B1,1,1,1.0
E01000311,B1,1,1,1.0
E01000313,B1,2,2,1.0
E01000316,B1,3,2,1.5
E01000322,B1,1,1,1.0
E01000324,B1,2,1,2.0
E01000646,B1,1,1,1.0
E01000647,B1,3,3,1.0
E01000649,B1,2,2,1.0
E01000650,B1,3,3,1.0
E01000651,B1,2,2,1.0
E01000652,B1,1,1,1.0
E01000653,B1,1,1,1.0
E01000654,B1,4,4,1.0
E01000655,B1,3,3,1.0
E01000656,B1,1,1,1.0
E01000659,B1,1,1,1.0
E01000662,B1,1,1,1.0
E01000663,B1,1,1,1.0
E01000664,B1,2,2,1.0
E01000665,B1,2,2,1.0
E01000666,B1,3,3,1.0
E01000667,B1,2,2,1.0
E01000668,B1,1,1,1.0
E01000669,B1,5,4,1.25
E01000670,B1,1,1,1.0
E01000672,B1,1,1,1.0
E01000674,B1,2,2,1.0
E01000675,B1,1,1,1.0
E01000676,B1,1,1,1.0
E01000677,B1,3,2,1.5
E01000678,B1,2,2,1.0
E01000679,B1,1,1,1.0
E01000680,B1,2,2,1.0
E01000681,B1,1,1,1.0
E01000684,B1,1,1,1.0
E01000686,B1,3,3,1.0
E01000687,B1,1,1,1.0
E01000688,B1,1,1,1.0
E01000689,B1,1,1,1.0
E01000691,B1,2,2,1.0
E01000693,B1,3,3,1.0
E01000694,B1,3,2,1.5
E01000695,B1,2,2,1.0
E01000697,B1,5,5,1.0
E01000698,B1,1,1,1.0
E01000700,B1,3,2,1.5
E01000701,B1,2,2,1.0
E01000702,B1,1,1,1.0
E01000703,B1,1,1,1.0
E01000704,B1,1,1,1.0
E01000705,B1,2,2,1.0
E01000708,B1,8,4,2.0
E01000709,B1,1,1,1.0
E01000711,B1,1,1,1.0
E01000712,B1,2,2,1.0
E01000713,B1,4,4,1.0
E01000714,B1,3,3,1.0
E01000717,B1,2,2,1.0
E01000718,B1,2,2,1.0
E01000719,B1,1,1,1.0
E01000720,B1,1,1,1.0
E01000721,B1,1,1,1.0
E01000722,B1,1,1,1.0
E01000723,B1,1,1,1.0
E01000724,B1,1,1,1.0
E01000726,B1,2,2,1.0
E01000727,B1,1,1,1.0
E01000728,B1,1,1,1.0
E01000729,B1,1,1,1.0
E01000730,B1,3,3,1.0
E01000733,B1,2,2,1.0
E01000734,B1,1,1,1.0
E01000735,B1,1,1,1.0
E01000736,B1,5,3,1.6666666666666667
E01000739,B1,1,1,1.0
E01000741,B1,1,1,1.0
E01000742,B1,4,3,1.3333333333333333
E01000743,B1,1,1,1.0
E01000744,B1,3,3,1.0
E01000745,B1,2,2,1.0
E01000746,B1,3,3,1.0
E01000747,B1,3,3,1.0
E01000749,B1,2,2,1.0
E01000751,B1,1,1,1.0
E01000752,B1,1,1,1.0
E01000754,B1,2,2,1.0
E01000757,B1,1,1,1.0
E01000758,B1,2,2,1.0
E01000759,B1,2,2,1.0
E01000760,B1,1,1,1.0
E01000761,B1,1,1,1.0
E01000762,B1,1,1,1.0
E01000765,B1,4,4,1.0
E01000766,B1,1,1,1.0
E01000769,B1,2,2,1.0
E01000770,B1,4,4,1.0
E01000771,B1,5,5,1.0
E01000772,B1,1,1,1.0
E01000773,B1,3,3,1.0
E01000774,B1,4,4,1.0
E01000779,B1,1,1,1.0
E01000782,B1,1,1,1.0
E01000783,B1,1,1,1.0
E01000784,B1,6,5,1.2
E01000785,B1,1,1,1.0
E01000786,B1,2,2,1.0
E01000787,B1,1,1,1.0
E01000789,B1,3,3,1.0
E01000791,B1,1,1,1.0
E01000792,B1,1,1,1.0
E01000794,B1,1,1,1.0
E01000795,B1,2,2,1.0
E01000797,B1,1,1,1.0
E01000798,B1,1,1,1.0
E01000799,B1,1,1,1.0
E01000800,B1,2,2,1.0
E01000801,B1,2,1,2.0
E01000802,B1,1,1,1.0
E01000803,B1,2,2,1.0
E01000804,B1,3,3,1.0
E01000805,B1,4,4,1.0
E01000806,B1,1,1,1.0
E01000807,B1,3,2,1.5
E01000809,B1,2,2,1.0
E01000812,B1,1,1,1.0
E01000814,B1,1,1,1.0
E01000816,B1,2,2,1.0
E01000818,B1,1,1,1.0
E01000819,B1,1,1,1.0
E01000820,B1,2,2,1.0
E01000824,B1,2,2,1.0
E01000826,B1,2,2,1.0
E01000827,B1,2,2,1.0
E01000830,B1,1,1,1.0
E01000836,B1,1,1,1.0
E01000837,B1,1,1,1.0
E01000839,B1,2,2,1.0
E01000840,B1,2,2,1.0
E01000841,B1,1,1,1.0
E01023750,B1,1,1,1.0
E01023754,B1,1,1,1.0
E01023758,B1,1,1,1.0
E01023762,B1,1,1,1.0
E01023774,B1,1,1,1.0
E01023779,B1,1,1,1.0
E01023783,B1,1,1,1.0
E01023785,B1,1,1,1.0
E01023787,B1,1,1,1.0
E01023790,B1,1,1,1.0
E01023798,B1,3,3,1.0
E01023801,B1,1,1,1.0
E01029482,B1,1,1,1.0
E01029484,B1,1,1,1.0
E01029490,B1,1,1,1.0
E01029493,B1,1,1,1.0
E01029496,B1,1,1,1.0
E01029502,B1,2,1,2.0
E01029504,B1,1,1,1.0
E01029505,B1,1,1,1.0
E01029508,B1,1,1,1.0
E01029524,B1,1,1,1.0
E01029526,B1,1,1,1.0
E01029527,B1,1,1,1.0
E01029528,B1,1,1,1.0
E01032563,B1,2,2,1.0
E01032568,B1,2,2,1.0
E01032570,B1,2,2,1.0
E01000815,B10,1,1,1.0
E01000120,B11,1,1,1.0
E01000138,B11,1,1,1.0
E01000140,B11,1,1,1.0
E01000157,B11,1,1,1.0
E01000160,B11,1,1,1.0
E01000166,B11,1,1,1.0
E01000168,B11,1,1,1.0
E01000172,B11,1,1,1.0
E01000181,B11,1,1,1.0
E01000196,B11,1,1,1.0
E01000203,B11,1,1,1.0
E01000209,B11,1,1,1.0
E01000212,B11,1,1,1.0
E01000220,B11,1,1,1.0
E01000234,B11,1,1,1.0
E01000235,B11,1,1,1.0
E01000239,B11,1,1,1.0
E01000242,B11,1,1,1.0
E01000249,B11,1,1,1.0
E01000256,B11,1,1,1.0
E01000262,B11,1,1,1.0
E01000268,B11,1,1,1.0
E01000269,B11,1,1,1.0
E01000276,B11,1,1,1.0
E01000320,B11,1,1,1.0
E01000117,B12,1,1,1.0
E01000138,B12,1,1,1.0
E01000139,B12,1,1,1.0
E01000144,B12,1,1,1.0
E01000150,B12,1,1,1.0
E01000159,B12,1,1,1.0
E01000165,B12,1,1,1.0
E01000177,B12,1,1,1.0
E01000190,B12,1,1,1.0
E01000191,B12,1,1,1.0
E01000192,B12,1,1,1.0
E01000193,B12,1,1,1.0
E01000196,B12,1,1,1.0
E01000197,B12,1,1,1.0
E01000199,B12,1,1,1.0
E01000206,B12,1,1,1.0
E01000208,B12,1,1,1.0
E01000210,B12,1,1,1.0
E01000216,B12,1,1,1.0
E01000218,B12,1,1,1.0
E01000221,B12,1,1,1.0
E01000224,B12,1,1,1.0
E01000228,B12,1,1,1.0
E01000232,B12,1,1,1.0
E01000235,B12,1,1,1.0
E01000239,B12,1,1,1.0
E01000241,B12,1,1,1.0
E01000244,B12,1,1,1.0
E01000248,B12,1,1,1.0
E01000254,B12,1,1,1.0
E01000260,B12,1,1,1.0
E01000262,B12,1,1,1.0
E01000273,B12,1,1,1.0
E01000278,B12,1,1,1.0
E01000283,B12,2,2,1.0
E01000286,B12,1,1,1.0
E01000292,B12,1,1,1.0
E01000294,B12,1,1,1.0
E01000297,B12,1,1,1.0
E01000298,B12,1,1,1.0
E01000309,B12,1,1,1.0
E01000310,B12,1,1,1.0
E01000313,B12,1,1,1.0
E01000316,B12,1,1,1.0
E01000320,B12,1,1,1.0
E01000322,B12,1,1,1.0
E01000117,B13,1,1,1.0
E01000118,B13,2,2,1.0
E01000119,B13,4,3,1.3333333333333333
E01000120,B13,2,1,2.0
E01000122,B13,1,1,1.0
E01000123,B13,2,2,1.0
E01000126,B13,2,2,1.0
E01000127,B13,2,2,1.0
E01000128,B13,2,2,1.0
E01000129,B13,1,1,1.0
E01000130,B13,1,1,1.0
E01000131,B13,4,3,1.3333333333333333
E01000132,B13,1,1,1.0
E01000133,B13,2,2,1.0
E01000134,B13,1,1,1.0
E01000135,B13,1,1,1.0
E01000136,B13,1,1,1.0
E01000138,B13,4,3,1.3333333333333333
E01000139,B13,1,1,1.0
E01000140,B13,1,1,1.0
E01000141,B13,3,3,1.0
E01000142,B13,2,2,1.0
E01000144,B13,2,2,1.0
E01000146,B13,1,1,1.0
E01000148,B13,3,2,1.5
E01000150,B13,1,1,1.0
E01000153,B13,1,1,1.0
E01000155,B13,1,1,1.0
E01000156,B13,2,2,1.0
E01000158,B13,1,1,1.0
E01000159,B13,1,1,1.0
E01000161,B13,3,3,1.0
E01000162,B13,1,1,1.0
E01000163,B13,2,2,1.0
E01000164,B13,1,1,1.0
E01000166,B13,1,1,1.0
E01000167,B13,1,1,1.0
E01000168,B13,1,1,1.0
E01000170,B13,1,1,1.0
E01000171,B13,1,1,1.0
E01000173,B13,1,1,1.0
E01000174,B13,3,3,1.0
E01000176,B13,2,2,1.0
E01000177,B13,1,1,1.0
E01000181,B13,1,1,1.0
E01000182,B13,4,4,1.0
E01000183,B13,1,1,1.0
E01000184,B13,1,1,1.0
E01000188,B13,1,1,1.0
E01000189,B13,1,1,1.0
E01000191,B13,1,1,1.0
