period,LSOA,SHEF_B_CODE,report_count,user_count,average
2016-4,E01000645,B1,1,1,1.0
2016-4,E01000645,B17,1,1,1.0
2016-4,E01000645,B19,1,1,1.0
2016-4,E01000645,B23,1,1,1.0
2016-4,E01000645,B25,4,4,1.0
2016-4,E01000645,B26,3,3,1.0
2016-4,E01000645,B28,1,1,1.0
2016-4,E01000646,B1,1,1,1.0
2016-4,E01000646,B24,1,1,1.0
2016-4,E01000646,B25,1,1,1.0
2016-4,E01000647,B15,1,1,1.0
2016-4,E01000647,B19,2,2,1.0
2016-4,E01000647,B23,1,1,1.0
2016-4,E01000647,B25,1,1,1.0
2016-4,E01000647,B28,1,1,1.0
2016-4,E01000648,B25,2,2,1.0
2016-4,E01000648,B26,1,1,1.0
2016-4,E01000649,B1,2,2,1.0
2016-4,E01000649,B17,1,1,1.0
2016-4,E01000649,B19,1,1,1.0
2016-4,E01000649,B25,1,1,1.0
2016-4,E01000650,B19,2,2,1.0
2016-4,E01000650,B25,1,1,1.0
2016-4,E01000650,B26,1,1,1.0
2016-4,E01000651,B1,2,2,1.0
2016-4,E01000651,B14,1,1,1.0
2016-4,E01000651,B17,1,1,1.0
2016-4,E01000651,B23,1,1,1.0
2016-4,E01000652,B19,2,2,1.0
2016-4,E01000652,B25,1,1,1.0
2016-4,E01000652,B28,1,1,1.0
2016-4,E01000653,B19,1,1,1.0
2016-4,E01000653,B26,2,2,1.0
2016-4,E01000654,B1,1,1,1.0
2016-4,E01000654,B25,1,1,1.0
2016-4,E01000654,B26,2,2,1.0
2016-4,E01000654,B28,1,1,1.0
2016-4,E01000655,B1,2,2,1.0
2016-4,E01000655,B17,1,1,1.0
2016-4,E01000655,B25,1,1,1.0
2016-4,E01000655,B8,1,1,1.0
2016-4,E01000656,B1,2,2,1.0
2016-4,E01000656,B17,1,1,1.0
2016-4,E01000656,B19,2,2,1.0
2016-4,E01000656,B23,1,1,1.0
2016-4,E01000656,B25,5,5,1.0
2016-4,E01000656,B26,3,2,1.5
2016-4,E01000656,B28,1,1,1.0
2016-4,E01000657,B23,2,2,1.0
2016-4,E01000657,B28,2,1,2.0
2016-4,E01000657,B8,1,1,1.0
2016-4,E01000658,B1,2,2,1.0
2016-4,E01000658,B19,1,1,1.0
2016-4,E01000659,B19,1,1,1.0
2016-4,E01000659,B23,1,1,1.0
2016-4,E01000659,B25,3,3,1.0
2016-4,E01000659,B26,2,2,1.0
2016-4,E01000661,B14,1,1,1.0
2016-4,E01000661,B17,2,1,2.0
2016-4,E01000661,B25,2,2,1.0
2016-4,E01000661,B26,18,1,18.0
2016-4,E01000662,B1,2,2,1.0
2016-4,E01000662,B14,1,1,1.0
2016-4,E01000662,B17,5,2,2.5
2016-4,E01000662,B19,1,1,1.0
2016-4,E01000662,B25,1,1,1.0
2016-4,E01000662,B26,3,1,3.0
2016-4,E01000663,B17,3,1,3.0
2016-4,E01000663,B26,4,3,1.3333333333333333
2016-4,E01000664,B14,1,1,1.0
2016-4,E01000664,B17,3,1,3.0
2016-4,E01000664,B24,1,1,1.0
2016-4,E01000664,B26,1,1,1.0
2016-4,E01000665,B14,1,1,1.0
2016-4,E01000665,B17,6,3,2.0
2016-4,E01000665,B19,1,1,1.0
2016-4,E01000665,B23,1,1,1.0
2016-4,E01000665,B26,16,3,5.333333333333333
2016-4,E01000665,B28,2,1,2.0
2016-4,E01000666,B17,4,2,2.0
2016-4,E01000666,B19,1,1,1.0
2016-4,E01000666,B26,3,1,3.0
2016-4,E01000666,B28,1,1,1.0
2016-4,E01000667,B1,1,1,1.0
2016-4,E01000667,B17,3,1,3.0
2016-4,E01000667,B19,1,1,1.0
2016-4,E01000667,B25,1,1,1.0
2016-4,E01000667,B26,2,2,1.0
2016-4,E01000667,B28,1,1,1.0
2016-4,E01000668,B1,2,2,1.0
2016-4,E01000668,B15,1,1,1.0
2016-4,E01000668,B17,3,1,3.0
2016-4,E01000668,B23,1,1,1.0
2016-4,E01000668,B26,21,6,3.5
2016-4,E01000668,B8,1,1,1.0
2016-4,E01000669,B1,1,1,1.0
2016-4,E01000669,B14,1,1,1.0
2016-4,E01000669,B17,1,1,1.0
2016-4,E01000669,B26,9,3,3.0
2016-4,E01000670,B17,2,2,1.0
2016-4,E01000670,B26,4,4,1.0
2016-4,E01000671,B1,2,2,1.0
2016-4,E01000671,B17,1,1,1.0
2016-4,E01000671,B19,1,1,1.0
2016-4,E01000671,B25,2,1,2.0
2016-4,E01000671,B26,7,2,3.5
2016-4,E01000672,B1,1,1,1.0
2016-4,E01000672,B17,2,2,1.0
2016-4,E01000672,B26,3,3,1.0
2016-4,E01000673,B1,2,2,1.0
2016-4,E01000673,B23,1,1,1.0
2016-4,E01000673,B25,2,2,1.0
2016-4,E01000673,B26,1,1,1.0
2016-4,E01000673,B8,1,1,1.0
2016-4,E01000674,B17,1,1,1.0
2016-4,E01000674,B23,1,1,1.0
2016-4,E01000674,B26,2,2,1.0
2016-4,E01000675,B1,1,1,1.0
2016-4,E01000675,B14,2,2,1.0
2016-4,E01000675,B17,2,2,1.0
2016-4,E01000675,B19,1,1,1.0
2016-4,E01000675,B25,1,1,1.0
2016-4,E01000675,B26,5,2,2.5
2016-4,E01000676,B23,1,1,1.0
2016-4,E01000676,B26,6,4,1.5
2016-4,E01000676,B28,1,1,1.0
2016-4,E01000677,B1,1,1,1.0
2016-4,E01000677,B15,1,1,1.0
2016-4,E01000677,B19,1,1,1.0
2016-4,E01000677,B23,1,1,1.0
2016-4,E01000677,B24,1,1,1.0
2016-4,E01000677,B26,9,8,1.125
2016-4,E01000677,B7,1,1,1.0
2016-4,E01000677,B8,1,1,1.0
2016-4,E01000678,B19,2,2,1.0
2016-4,E01000678,B26,1,1,1.0
2016-4,E01000678,B28,1,1,1.0
