lsoa,SHEF_B_CODE,reports,unique_users,average_per_user
E01000327,B1,1,1,1.0
E01000330,B1,2,1,2.0
E01000332,B1,1,1,1.0
E01000334,B1,1,1,1.0
E01000336,B1,3,2,1.5
E01000337,B1,2,2,1.0
E01000339,B1,1,1,1.0
E01000342,B1,2,2,1.0
E01000345,B1,2,2,1.0
E01000351,B1,1,1,1.0
E01000352,B1,1,1,1.0
E01000360,B1,1,1,1.0
E01000365,B1,1,1,1.0
E01000371,B1,1,1,1.0
E01000373,B1,3,3,1.0
E01000375,B1,3,2,1.5
E01000376,B1,2,2,1.0
E01000380,B1,1,1,1.0
E01000383,B1,1,1,1.0
E01000389,B1,2,2,1.0
E01000391,B1,1,1,1.0
E01000395,B1,2,2,1.0
E01000403,B1,1,1,1.0
E01000415,B1,1,1,1.0
E01000417,B1,6,4,1.5
E01000418,B1,1,1,1.0
E01000421,B1,1,1,1.0
E01000425,B1,3,2,1.5
E01000428,B1,2,2,1.0
E01000431,B1,1,1,1.0
E01000436,B1,1,1,1.0
E01000439,B1,3,3,1.0
E01000446,B1,1,1,1.0
E01000454,B1,1,1,1.0
E01000459,B1,2,1,2.0
E01000460,B1,1,1,1.0
E01000465,B1,1,1,1.0
E01000469,B1,1,1,1.0
E01000654,B1,1,1,1.0
E01000656,B1,1,1,1.0
E01000662,B1,1,1,1.0
E01000665,B1,1,1,1.0
E01000672,B1,2,2,1.0
E01000673,B1,1,1,1.0
E01000677,B1,1,1,1.0
E01000678,B1,1,1,1.0
E01000680,B1,1,1,1.0
E01000685,B1,1,1,1.0
E01000687,B1,2,2,1.0
E01000695,B1,1,1,1.0
E01000698,B1,1,1,1.0
E01000705,B1,1,1,1.0
E01000710,B1,1,1,1.0
E01000715,B1,2,2,1.0
E01000717,B1,1,1,1.0
E01000718,B1,1,1,1.0
E01000720,B1,1,1,1.0
E01000722,B1,1,1,1.0
E01000726,B1,2,2,1.0
E01000727,B1,1,1,1.0
E01000732,B1,1,1,1.0
E01000733,B1,1,1,1.0
E01000736,B1,1,1,1.0
E01000739,B1,1,1,1.0
E01000742,B1,2,2,1.0
E01000744,B1,1,1,1.0
E01000748,B1,1,1,1.0
E01000749,B1,1,1,1.0
E01000750,B1,1,1,1.0
E01000752,B1,1,1,1.0
E01000753,B1,1,1,1.0
E01000755,B1,1,1,1.0
E01000760,B1,1,1,1.0
E01000772,B1,4,4,1.0
E01000779,B1,1,1,1.0
E01000780,B1,2,1,2.0
E01000785,B1,1,1,1.0
E01000788,B1,1,1,1.0
E01000795,B1,3,2,1.5
E01000798,B1,1,1,1.0
E01000804,B1,1,1,1.0
