period,LSOA,SHEF_B_CODE,report_count,user_count,average
2017-9,E01000645,B14,1,1,1.0
2017-9,E01000645,B17,2,2,1.0
2017-9,E01000645,B26,2,2,1.0
2017-9,E01000645,B28,1,1,1.0
2017-9,E01000646,B17,1,1,1.0
2017-9,E01000646,B28,1,1,1.0
2017-9,E01000647,B17,1,1,1.0
2017-9,E01000647,B26,1,1,1.0
2017-9,E01000647,B28,1,1,1.0
2017-9,E01000648,B1,2,2,1.0
2017-9,E01000648,B19,2,2,1.0
2017-9,E01000648,B25,1,1,1.0
2017-9,E01000649,B1,2,2,1.0
2017-9,E01000649,B23,1,1,1.0
2017-9,E01000649,B25,3,1,3.0
2017-9,E01000649,B26,4,1,4.0
2017-9,E01000649,B28,1,1,1.0
2017-9,E01000649,B7,1,1,1.0
2017-9,E01000650,B15,1,1,1.0
2017-9,E01000650,B17,1,1,1.0
2017-9,E01000650,B26,1,1,1.0
2017-9,E01000650,B28,1,1,1.0
2017-9,E01000650,B8,1,1,1.0
2017-9,E01000651,B17,1,1,1.0
2017-9,E01000651,B25,1,1,1.0
2017-9,E01000652,B14,1,1,1.0
2017-9,E01000652,B17,1,1,1.0
2017-9,E01000652,B23,1,1,1.0
2017-9,E01000652,B25,1,1,1.0
2017-9,E01000652,B26,1,1,1.0
2017-9,E01000652,B28,1,1,1.0
2017-9,E01000653,B17,2,2,1.0
2017-9,E01000653,B26,1,1,1.0
2017-9,E01000654,B1,1,1,1.0
2017-9,E01000654,B17,1,1,1.0
2017-9,E01000654,B26,2,2,1.0
2017-9,E01000654,B7,1,1,1.0
2017-9,E01000655,B25,1,1,1.0
2017-9,E01000655,B26,1,1,1.0
2017-9,E01000655,B28,1,1,1.0
2017-9,E01000656,B1,1,1,1.0
2017-9,E01000656,B19,1,1,1.0
2017-9,E01000656,B24,3,3,1.0
2017-9,E01000656,B25,1,1,1.0
2017-9,E01000656,B26,2,2,1.0
2017-9,E01000656,B8,1,1,1.0
2017-9,E01000657,B17,1,1,1.0
2017-9,E01000657,B19,1,1,1.0
2017-9,E01000657,B25,1,1,1.0
2017-9,E01000657,B26,2,2,1.0
2017-9,E01000657,B28,1,1,1.0
2017-9,E01000658,B25,1,1,1.0
2017-9,E01000658,B26,3,3,1.0
2017-9,E01000661,B17,1,1,1.0
2017-9,E01000661,B24,1,1,1.0
2017-9,E01000661,B26,11,1,11.0
2017-9,E01000661,B28,1,1,1.0
2017-9,E01000661,B8,1,1,1.0
2017-9,E01000662,B23,2,2,1.0
2017-9,E01000662,B25,1,1,1.0
2017-9,E01000662,B26,1,1,1.0
2017-9,E01000662,B28,1,1,1.0
2017-9,E01000663,B10,1,1,1.0
2017-9,E01000663,B17,3,3,1.0
2017-9,E01000663,B19,3,1,3.0
2017-9,E01000663,B24,1,1,1.0
2017-9,E01000663,B26,5,2,2.5
2017-9,E01000663,B28,1,1,1.0
2017-9,E01000663,B7,1,1,1.0
2017-9,E01000664,B15,2,2,1.0
2017-9,E01000664,B17,3,3,1.0
2017-9,E01000664,B19,1,1,1.0
2017-9,E01000664,B26,3,3,1.0
2017-9,E01000664,B28,2,2,1.0
2017-9,E01000665,B1,1,1,1.0
2017-9,E01000665,B17,1,1,1.0
2017-9,E01000665,B19,2,2,1.0
2017-9,E01000665,B23,1,1,1.0
2017-9,E01000665,B24,2,2,1.0
2017-9,E01000665,B25,1,1,1.0
2017-9,E01000665,B26,2,2,1.0
2017-9,E01000665,B28,4,4,1.0
2017-9,E01000666,B17,2,2,1.0
2017-9,E01000666,B23,2,2,1.0
2017-9,E01000666,B24,1,1,1.0
2017-9,E01000666,B25,1,1,1.0
2017-9,E01000666,B26,5,4,1.25
2017-9,E01000666,B28,1,1,1.0
2017-9,E01000666,B8,2,2,1.0
2017-9,E01000667,B17,2,2,1.0
2017-9,E01000667,B24,1,1,1.0
2017-9,E01000667,B28,1,1,1.0
2017-9,E01000667,B8,1,1,1.0
2017-9,E01000668,B1,1,1,1.0
2017-9,E01000668,B15,2,2,1.0
2017-9,E01000668,B17,2,1,2.0
2017-9,E01000668,B25,1,1,1.0
2017-9,E01000668,B26,17,2,8.5
2017-9,E01000669,B17,2,2,1.0
2017-9,E01000669,B26,5,1,5.0
2017-9,E01000669,B7,1,1,1.0
2017-9,E01000670,B17,2,2,1.0
2017-9,E01000670,B26,3,3,1.0
