lad,SHEF_C_CODE,reports,unique_users,average_per_user
E06000011,C1,2,2,1.0
E06000013,C1,1,1,1.0
E06000019,C1,3,3,1.0
E06000021,C1,1,1,1.0
E06000023,C1,50,38,1.3157894736842106
E06000024,C1,1,1,1.0
E06000026,C1,1,1,1.0
E06000031,C1,1,1,1.0
E06000032,C1,1,1,1.0
E06000037,C1,68,41,1.6585365853658536
E06000038,C1,1,1,1.0
E06000040,C1,1,1,1.0
E06000045,C1,7,6,1.1666666666666667
E06000051,C1,8,7,1.1428571428571428
E06000052,C1,3,2,1.5
E06000055,C1,1,1,1.0
E06000056,C1,6,6,1.0
E06000057,C1,1,1,1.0
E06000058,C1,1,1,1.0
E06000059,C1,1,1,1.0
E06000060,C1,1,1,1.0
E07000008,C1,1,1,1.0
E07000011,C1,1,1,1.0
E07000032,C1,2,2,1.0
E07000040,C1,3,2,1.5
E07000042,C1,2,2,1.0
E07000043,C1,2,2,1.0
E07000044,C1,1,1,1.0
E07000045,C1,1,1,1.0
E07000046,C1,2,1,2.0
E07000047,C1,2,2,1.0
E07000061,C1,9,9,1.0
E07000062,C1,23,18,1.2777777777777777
E07000063,C1,44,31,1.4193548387096775
E07000064,C1,49,29,1.6896551724137931
E07000065,C1,60,41,1.4634146341463414
E07000066,C1,11,10,1.1
E07000067,C1,4,4,1.0
E07000068,C1,1,1,1.0
E07000069,C1,3,2,1.5
E07000070,C1,15,11,1.3636363636363635
E07000071,C1,21,12,1.75
E07000072,C1,6,6,1.0
E07000073,C1,2,2,1.0
E07000074,C1,1,1,1.0
E07000075,C1,8,8,1.0
E07000076,C1,5,3,1.6666666666666667
E07000077,C1,1,1,1.0
E07000078,C1,3,3,1.0
E07000079,C1,4,1,4.0
E07000081,C1,1,1,1.0
E07000082,C1,6,5,1.2
E07000083,C1,7,2,3.5
E07000084,C1,7,7,1.0
E07000085,C1,2,2,1.0
E07000086,C1,3,3,1.0
E07000087,C1,1,1,1.0
E07000089,C1,10,6,1.6666666666666667
E07000091,C1,3,2,1.5
E07000092,C1,2,2,1.0
E07000093,C1,4,4,1.0
E07000094,C1,8,5,1.6
E07000096,C1,8,6,1.3333333333333333
E07000098,C1,8,6,1.3333333333333333
E07000099,C1,4,3,1.3333333333333333
E07000102,C1,6,6,1.0
E07000103,C1,5,4,1.25
E07000105,C1,1,1,1.0
E07000112,C1,4,3,1.3333333333333333
E07000114,C1,1,1,1.0
E07000142,C1,1,1,1.0
E07000143,C1,41,13,3.1538461538461537
E07000144,C1,13,10,1.3
E07000145,C1,7,5,1.4
E07000146,C1,18,11,1.6363636363636365
E07000147,C1,9,7,1.2857142857142858
E07000149,C1,25,13,1.9230769230769231
E07000177,C1,29,26,1.1153846153846154
E07000178,C1,14,13,1.0769230769230769
E07000179,C1,31,24,1.2916666666666667
E07000180,C1,42,32,1.3125
E07000181,C1,16,15,1.0666666666666667
E07000189,C1,2,2,1.0
E07000200,C1,17,6,2.8333333333333335
E07000202,C1,5,5,1.0
E07000203,C1,24,10,2.4
E07000207,C1,13,9,1.4444444444444444
E07000208,C1,5,5,1.0
E07000209,C1,12,12,1.0
E07000210,C1,8,7,1.1428571428571428
E07000211,C1,10,5,2.0
E07000212,C1,19,16,1.1875
E07000213,C1,8,5,1.6
E07000214,C1,5,5,1.0
E07000215,C1,12,10,1.2
E07000216,C1,15,12,1.25
E07000217,C1,13,8,1.625
E07000218,C1,22,20,1.1
E07000219,C1,25,19,1.3157894736842106
E07000220,C1,43,30,1.4333333333333333
E07000221,C1,43,30,1.4333333333333333
E07000222,C1,49,36,1.3611111111111112
E07000234,C1,1,1,1.0
E07000239,C1,1,1,1.0
E07000240,C1,8,8,1.0
E07000241,C1,13,11,1.1818181818181819
