lad,SHEF_C_CODE,reports,unique_users,average_per_user
E06000037,C1,7,4,1.75
E06000045,C1,3,3,1.0
E06000060,C1,1,1,1.0
E07000034,C1,1,1,1.0
E07000040,C1,1,1,1.0
E07000042,C1,1,1,1.0
E07000046,C1,1,1,1.0
E07000078,C1,2,2,1.0
E07000080,C1,2,1,2.0
E07000081,C1,1,1,1.0
E07000140,C1,1,1,1.0
E07000144,C1,3,1,3.0
E07000146,C1,1,1,1.0
E07000147,C1,1,1,1.0
E07000149,C1,7,4,1.75
E07000177,C1,1,1,1.0
E07000178,C1,1,1,1.0
E07000179,C1,1,1,1.0
E07000180,C1,2,1,2.0
E07000200,C1,6,2,3.0
E07000203,C1,8,3,2.6666666666666665
E07000207,C1,4,2,2.0
E07000209,C1,1,1,1.0
E07000210,C1,1,1,1.0
E07000211,C1,1,1,1.0
E07000212,C1,1,1,1.0
E07000214,C1,2,2,1.0
E07000216,C1,3,3,1.0
E07000217,C1,1,1,1.0
E07000219,C1,1,1,1.0
E07000221,C1,4,3,1.3333333333333333
E07000235,C1,1,1,1.0
E07000238,C1,4,2,2.0
E07000244,C1,9,3,3.0
E07000245,C1,2,2,1.0
E08000016,C1,1,1,1.0
E08000030,C1,2,2,1.0
E09000006,C1,5,5,1.0
E09000028,C1,1,1,1.0
E06000002,C2,2,2,1.0
E06000004,C2,3,3,1.0
E06000005,C2,1,1,1.0
E06000006,C2,1,1,1.0
E06000008,C2,2,2,1.0
E06000009,C2,1,1,1.0
E06000010,C2,2,1,2.0
E06000013,C2,1,1,1.0
E06000014,C2,1,1,1.0
E06000015,C2,4,3,1.3333333333333333
E06000018,C2,1,1,1.0
E06000021,C2,3,3,1.0
E06000022,C2,3,2,1.5
E06000023,C2,5,4,1.25
E06000024,C2,3,3,1.0
E06000025,C2,5,4,1.25
E06000026,C2,5,4,1.25
E06000027,C2,1,1,1.0
E06000030,C2,4,3,1.3333333333333333
E06000031,C2,4,4,1.0
E06000032,C2,2,2,1.0
E06000033,C2,1,1,1.0
E06000034,C2,3,3,1.0
E06000035,C2,1,1,1.0
E06000036,C2,1,1,1.0
E06000037,C2,1,1,1.0
E06000038,C2,3,3,1.0
E06000039,C2,1,1,1.0
E06000040,C2,3,1,3.0
E06000041,C2,7,7,1.0
E06000042,C2,3,3,1.0
E06000043,C2,4,4,1.0
E06000044,C2,2,2,1.0
E06000045,C2,10,9,1.1111111111111112
E06000046,C2,2,2,1.0
E06000047,C2,5,5,1.0
E06000049,C2,6,5,1.2
E06000050,C2,5,5,1.0
E06000051,C2,1,1,1.0
E06000054,C2,4,4,1.0
E06000056,C2,9,8,1.125
E06000057,C2,3,3,1.0
E06000058,C2,14,6,2.3333333333333335
E06000059,C2,1,1,1.0
E06000060,C2,11,10,1.1
E07000008,C2,4,4,1.0
E07000009,C2,1,1,1.0
E07000010,C2,2,2,1.0
E07000011,C2,2,2,1.0
E07000012,C2,1,1,1.0
E07000028,C2,1,1,1.0
E07000031,C2,1,1,1.0
E07000036,C2,2,2,1.0
E07000037,C2,1,1,1.0
E07000038,C2,1,1,1.0
E07000039,C2,1,1,1.0
E07000040,C2,1,1,1.0
E07000041,C2,1,1,1.0
E07000042,C2,2,2,1.0
E07000043,C2,5,3,1.6666666666666667
E07000045,C2,1,1,1.0
E07000046,C2,3,3,1.0
E07000047,C2,1,1,1.0
E07000061,C2,2,2,1.0
E07000062,C2,1,1,1.0
E07000063,C2,1,1,1.0
E07000065,C2,2,2,1.0
E07000066,C2,1,1,1.0
E07000067,C2,2,2,1.0
E07000068,C2,1,1,1.0
E07000071,C2,3,3,1.0
E07000072,C2,1,1,1.0
