lad,SHEF_C_CODE,reports,unique_users,average_per_user
E06000004,C1,2,2,1.0
E06000010,C1,2,2,1.0
E06000011,C1,1,1,1.0
E06000015,C1,1,1,1.0
E06000017,C1,62,40,1.55
E06000019,C1,27,13,2.076923076923077
E06000022,C1,63,50,1.26
E06000023,C1,219,151,1.4503311258278146
E06000031,C1,30,19,1.5789473684210527
E06000037,C1,114,62,1.8387096774193548
E06000038,C1,2,2,1.0
E06000040,C1,1,1,1.0
E06000041,C1,1,1,1.0
E06000045,C1,6,5,1.2
E06000051,C1,11,7,1.5714285714285714
E06000052,C1,4,3,1.3333333333333333
E06000054,C1,1,1,1.0
E06000056,C1,2,2,1.0
E06000057,C1,1,1,1.0
E06000058,C1,1,1,1.0
E06000059,C1,1,1,1.0
E06000060,C1,35,23,1.5217391304347827
E07000034,C1,1,1,1.0
E07000036,C1,2,2,1.0
E07000040,C1,1,1,1.0
E07000045,C1,2,2,1.0
E07000061,C1,3,3,1.0
E07000062,C1,16,15,1.0666666666666667
E07000063,C1,50,27,1.8518518518518519
E07000064,C1,77,50,1.54
E07000065,C1,99,32,3.09375
E07000066,C1,6,6,1.0
E07000067,C1,4,4,1.0
E07000068,C1,5,5,1.0
E07000069,C1,2,1,2.0
E07000070,C1,15,13,1.1538461538461537
E07000071,C1,8,6,1.3333333333333333
E07000072,C1,4,4,1.0
E07000073,C1,5,4,1.25
E07000074,C1,5,3,1.6666666666666667
E07000075,C1,9,7,1.2857142857142858
E07000076,C1,4,4,1.0
E07000077,C1,11,10,1.1
E07000078,C1,3,1,3.0
E07000079,C1,3,3,1.0
E07000080,C1,5,5,1.0
E07000081,C1,2,2,1.0
E07000082,C1,4,3,1.3333333333333333
E07000083,C1,6,5,1.2
E07000084,C1,15,11,1.3636363636363635
E07000085,C1,2,1,2.0
E07000086,C1,4,4,1.0
E07000087,C1,1,1,1.0
E07000088,C1,1,1,1.0
E07000089,C1,12,11,1.0909090909090908
E07000091,C1,1,1,1.0
E07000092,C1,3,2,1.5
E07000093,C1,8,5,1.6
E07000094,C1,9,7,1.2857142857142858
E07000096,C1,3,3,1.0
E07000098,C1,13,10,1.3
E07000099,C1,8,8,1.0
E07000102,C1,10,10,1.0
E07000103,C1,3,3,1.0
E07000112,C1,1,1,1.0
E07000113,C1,1,1,1.0
E07000121,C1,1,1,1.0
E07000123,C1,1,1,1.0
E07000130,C1,1,1,1.0
E07000136,C1,6,4,1.5
E07000137,C1,30,22,1.3636363636363635
E07000138,C1,13,10,1.3
E07000139,C1,23,20,1.15
E07000140,C1,28,11,2.5454545454545454
E07000141,C1,26,24,1.0833333333333333
E07000142,C1,5,5,1.0
E07000143,C1,154,10,15.4
E07000144,C1,75,14,5.357142857142857
E07000145,C1,19,10,1.9
E07000146,C1,61,26,2.3461538461538463
E07000147,C1,305,8,38.125
E07000149,C1,17,15,1.1333333333333333
E07000150,C1,7,5,1.4
E07000151,C1,26,23,1.1304347826086956
E07000152,C1,17,16,1.0625
E07000153,C1,7,6,1.1666666666666667
E07000154,C1,25,15,1.6666666666666667
E07000155,C1,33,19,1.736842105263158
E07000156,C1,14,12,1.1666666666666667
E07000177,C1,20,11,1.8181818181818181
E07000178,C1,7,6,1.1666666666666667
E07000179,C1,18,13,1.3846153846153846
E07000180,C1,8,6,1.3333333333333333
E07000181,C1,11,10,1.1
E07000187,C1,2,1,2.0
E07000200,C1,3,3,1.0
E07000202,C1,7,7,1.0
E07000203,C1,8,7,1.1428571428571428
E07000207,C1,13,10,1.3
E07000208,C1,7,5,1.4
E07000209,C1,9,9,1.0
E07000210,C1,6,6,1.0
E07000211,C1,10,8,1.25
E07000212,C1,16,14,1.1428571428571428
E07000213,C1,12,9,1.3333333333333333
E07000214,C1,14,13,1.0769230769230769
E07000215,C1,11,10,1.1
E07000216,C1,7,7,1.0
E07000217,C1,6,5,1.2
E07000218,C1,34,29,1.1724137931034482
E07000219,C1,83,51,1.6274509803921569
E07000220,C1,78,51,1.5294117647058822
E07000221,C1,124,79,1.5696202531645569
E07000222,C1,116,75,1.5466666666666666
E07000227,C1,1,1,1.0
E07000234,C1,1,1,1.0
E07000237,C1,1,1,1.0
E07000239,C1,2,2,1.0
E07000240,C1,2,2,1.0
E07000241,C1,11,6,1.8333333333333333
E07000242,C1,24,21,1.1428571428571428
E07000243,C1,30,25,1.2
E07000244,C1,26,19,1.368421052631579
E07000245,C1,7,6,1.1666666666666667
E08000002,C1,1,1,1.0
E08000003,C1,3,2,1.5
E08000019,C1,1,1,1.0
E08000022,C1,1,1,1.0
E08000025,C1,1,1,1.0
E08000030,C1,7,5,1.4
E08000032,C1,1,1,1.0
E09000003,C1,1,1,1.0
E09000004,C1,484,159,3.0440251572327046
E09000005,C1,3,2,1.5
E09000006,C1,1,1,1.0
E09000007,C1,6,6,1.0
E09000009,C1,1,1,1.0
E09000010,C1,1,1,1.0
E09000013,C1,1,1,1.0
E09000017,C1,1,1,1.0
E09000018,C1,203,107,1.897196261682243
E09000021,C1,1,1,1.0
E09000023,C1,4,4,1.0
E09000024,C1,1,1,1.0
E09000027,C1,1,1,1.0
E09000030,C1,1,1,1.0
E09000033,C1,6,4,1.5
S12000006,C1,1,1,1.0
S12000017,C1,2,2,1.0
S12000019,C1,1,1,1.0
S12000030,C1,1,1,1.0
S12000035,C1,1,1,1.0
S12000036,C1,1,1,1.0
W06000006,C1,1,1,1.0
W06000009,C1,1,1,1.0
W06000011,C1,6,2,3.0
W06000014,C1,1,1,1.0
E06000001,C2,15,11,1.3636363636363635
E06000003,C2,2,2,1.0
E06000004,C2,25,22,1.1363636363636365
E06000005,C2,5,5,1.0
E06000006,C2,26,18,1.4444444444444444
E06000007,C2,26,23,1.1304347826086956
E06000008,C2,8,5,1.6
E06000009,C2,3,3,1.0
E06000010,C2,54,38,1.4210526315789473
E06000011,C2,1,1,1.0
E06000012,C2,3,3,1.0
E06000013,C2,11,10,1.1
E06000014,C2,10,8,1.25
E06000015,C2,24,19,1.263157894736842
E06000016,C2,4,3,1.3333333333333333
E06000017,C2,65,45,1.4444444444444444
E06000018,C2,2,2,1.0
E06000019,C2,10,9,1.1111111111111112
E06000020,C2,5,5,1.0
E06000021,C2,54,36,1.5
E06000022,C2,297,168,1.7678571428571428
E06000023,C2,203,125,1.624
E06000024,C2,17,12,1.4166666666666667
E06000025,C2,53,36,1.4722222222222223
E06000026,C2,16,11,1.4545454545454546
E06000027,C2,9,8,1.125
E06000030,C2,8,7,1.1428571428571428
E06000031,C2,49,34,1.4411764705882353
E06000032,C2,19,18,1.0555555555555556
E06000033,C2,18,17,1.0588235294117647
E06000034,C2,2,2,1.0
E06000035,C2,27,22,1.2272727272727273
E06000036,C2,16,16,1.0
E06000037,C2,58,47,1.2340425531914894
E06000038,C2,22,21,1.0476190476190477
E06000039,C2,9,8,1.125
E06000040,C2,30,22,1.3636363636363635
E06000041,C2,43,31,1.3870967741935485
E06000042,C2,32,28,1.1428571428571428
E06000043,C2,36,19,1.894736842105263
E06000044,C2,2,2,1.0
E06000045,C2,85,45,1.8888888888888888
E06000046,C2,10,6,1.6666666666666667
E06000047,C2,3,3,1.0
E06000049,C2,14,12,1.1666666666666667
E06000050,C2,7,5,1.4
E06000051,C2,20,14,1.4285714285714286
E06000052,C2,58,50,1.16
E06000054,C2,2,2,1.0
E06000055,C2,19,17,1.1176470588235294
E06000056,C2,4,4,1.0
E06000057,C2,11,8,1.375
E06000058,C2,7,6,1.1666666666666667
E06000059,C2,17,15,1.1333333333333333
E06000060,C2,607,431,1.408352668213457
E07000008,C2,10,8,1.25
E07000009,C2,3,3,1.0
E07000010,C2,2,2,1.0
E07000011,C2,9,6,1.5
E07000012,C2,8,8,1.0
E07000026,C2,1,1,1.0
E07000027,C2,7,5,1.4
E07000028,C2,3,3,1.0
E07000029,C2,3,2,1.5
E07000030,C2,1,1,1.0
E07000031,C2,11,10,1.1
E07000032,C2,11,11,1.0
E07000033,C2,8,8,1.0
E07000034,C2,21,11,1.9090909090909092
E07000035,C2,11,8,1.375
E07000036,C2,24,19,1.263157894736842
E07000037,C2,8,6,1.3333333333333333
E07000038,C2,38,24,1.5833333333333333
E07000039,C2,19,14,1.3571428571428572
E07000040,C2,3,3,1.0
E07000041,C2,2,2,1.0
E07000042,C2,1,1,1.0
E07000043,C2,7,7,1.0
E07000044,C2,4,3,1.3333333333333333
E07000045,C2,9,9,1.0
E07000046,C2,2,2,1.0
E07000047,C2,1,1,1.0
E07000061,C2,27,18,1.5
E07000062,C2,46,34,1.3529411764705883
E07000063,C2,75,63,1.1904761904761905
E07000064,C2,100,83,1.2048192771084338
E07000065,C2,47,39,1.205128205128205
E07000066,C2,8,8,1.0
E07000068,C2,3,3,1.0
E07000069,C2,1,1,1.0
E07000070,C2,14,10,1.4
E07000071,C2,5,5,1.0
E07000072,C2,6,6,1.0
E07000073,C2,3,3,1.0
E07000075,C2,3,3,1.0
E07000076,C2,5,4,1.25
E07000077,C2,1,1,1.0
E07000078,C2,16,15,1.0666666666666667
E07000079,C2,8,8,1.0
E07000080,C2,11,11,1.0
E07000081,C2,16,10,1.6
E07000082,C2,6,6,1.0
E07000083,C2,24,14,1.7142857142857142
E07000084,C2,36,31,1.1612903225806452
E07000085,C2,10,10,1.0
E07000086,C2,18,17,1.0588235294117647
E07000087,C2,17,13,1.3076923076923077
E07000088,C2,5,5,1.0
E07000089,C2,8,8,1.0
E07000090,C2,10,10,1.0
E07000091,C2,10,9,1.1111111111111112
E07000092,C2,9,9,1.0
E07000093,C2,9,9,1.0
E07000094,C2,13,12,1.0833333333333333
E07000095,C2,7,7,1.0
E07000096,C2,24,20,1.2
E07000098,C2,28,22,1.2727272727272727
E07000099,C2,19,18,1.0555555555555556
E07000102,C2,13,12,1.0833333333333333
E07000103,C2,9,9,1.0
E07000105,C2,13,12,1.0833333333333333
E07000106,C2,3,3,1.0
E07000108,C2,6,6,1.0
E07000109,C2,6,5,1.2
E07000111,C2,27,26,1.0384615384615385
E07000112,C2,14,11,1.2727272727272727
E07000113,C2,27,20,1.35
E07000114,C2,8,7,1.1428571428571428
E07000115,C2,6,6,1.0
E07000116,C2,23,16,1.4375
E07000117,C2,3,3,1.0
E07000118,C2,5,5,1.0
E07000119,C2,7,7,1.0
E07000120,C2,1,1,1.0
E07000121,C2,22,19,1.1578947368421053
E07000122,C2,1,1,1.0
E07000123,C2,10,9,1.1111111111111112
E07000124,C2,5,4,1.25
E07000125,C2,4,4,1.0
E07000126,C2,44,13,3.3846153846153846
E07000127,C2,7,7,1.0
E07000128,C2,8,7,1.1428571428571428
E07000129,C2,5,5,1.0
E07000130,C2,24,12,2.0
E07000131,C2,14,10,1.4
E07000132,C2,9,7,1.2857142857142858
E07000133,C2,1,1,1.0
E07000134,C2,15,13,1.1538461538461537
E07000136,C2,21,18,1.1666666666666667
E07000137,C2,134,78,1.7179487179487178
E07000138,C2,39,26,1.5
E07000139,C2,101,70,1.4428571428571428
E07000140,C2,85,34,2.5
E07000141,C2,63,53,1.1886792452830188
E07000142,C2,47,30,1.5666666666666667
E07000143,C2,11,11,1.0
E07000144,C2,10,10,1.0
E07000145,C2,3,3,1.0
E07000146,C2,1,1,1.0
E07000147,C2,10,10,1.0
E07000148,C2,16,13,1.2307692307692308
E07000149,C2,10,9,1.1111111111111112
E07000150,C2,6,6,1.0
E07000151,C2,68,43,1.5813953488372092
E07000152,C2,54,40,1.35
E07000153,C2,35,23,1.5217391304347827
E07000154,C2,98,41,2.3902439024390243
E07000155,C2,75,47,1.5957446808510638
E07000156,C2,43,27,1.5925925925925926
E07000163,C2,1,1,1.0
E07000164,C2,3,3,1.0
E07000165,C2,2,2,1.0
E07000167,C2,1,1,1.0
E07000168,C2,3,3,1.0
E07000169,C2,7,7,1.0
E07000170,C2,3,2,1.5
E07000171,C2,9,8,1.125
E07000172,C2,13,7,1.8571428571428572
E07000173,C2,13,12,1.0833333333333333
E07000174,C2,5,4,1.25
E07000175,C2,18,10,1.8
E07000176,C2,7,7,1.0
E07000177,C2,398,285,1.3964912280701753
E07000178,C2,261,138,1.891304347826087
