period,LAD,SHEF_C_CODE,report_count,user_count,average
2015,,C2,11,10,1.1
2015,,C3,47,35,1.3428571428571427
2015,,C4,17,16,1.0625
2015,,C5,44,39,1.1282051282051282
2015,,C6,12,9,1.3333333333333333
2015,,C7,254,161,1.5776397515527951
2015,,C8,14,11,1.2727272727272727
2015,E06000001,C2,2,2,1.0
2015,E06000001,C3,36,10,3.6
2015,E06000001,C4,5,4,1.25
2015,E06000001,C5,10,7,1.4285714285714286
2015,E06000001,C6,2,2,1.0
2015,E06000001,C7,35,25,1.4
2015,E06000001,C8,1,1,1.0
2015,E06000002,C2,3,3,1.0
2015,E06000002,C3,19,12,1.5833333333333333
2015,E06000002,C4,3,2,1.5
2015,E06000002,C5,16,13,1.2307692307692308
2015,E06000002,C7,47,28,1.6785714285714286
2015,E06000002,C8,3,3,1.0
2015,E06000003,C2,2,2,1.0
2015,E06000003,C3,22,18,1.2222222222222223
2015,E06000003,C5,7,7,1.0
2015,E06000003,C6,2,2,1.0
2015,E06000003,C7,27,19,1.4210526315789473
2015,E06000003,C8,7,7,1.0
2015,E06000004,C2,15,14,1.0714285714285714
2015,E06000004,C3,58,31,1.8709677419354838
2015,E06000004,C4,5,5,1.0
2015,E06000004,C5,32,26,1.2307692307692308
2015,E06000004,C6,6,5,1.2
2015,E06000004,C7,206,125,1.648
2015,E06000004,C8,38,32,1.1875
2015,E06000005,C3,37,16,2.3125
2015,E06000005,C4,5,3,1.6666666666666667
2015,E06000005,C5,5,4,1.25
2015,E06000005,C6,5,4,1.25
2015,E06000005,C7,50,28,1.7857142857142858
2015,E06000005,C8,4,4,1.0
2015,E06000006,C2,13,9,1.4444444444444444
2015,E06000006,C3,31,16,1.9375
2015,E06000006,C4,1,1,1.0
2015,E06000006,C5,15,12,1.25
2015,E06000006,C6,7,4,1.75
2015,E06000006,C7,61,36,1.6944444444444444
2015,E06000006,C8,14,10,1.4
2015,E06000007,C1,1,1,1.0
2015,E06000007,C2,14,13,1.0769230769230769
2015,E06000007,C3,36,23,1.565217391304348
2015,E06000007,C4,1,1,1.0
2015,E06000007,C5,18,16,1.125
2015,E06000007,C6,9,3,3.0
2015,E06000007,C7,200,90,2.2222222222222223
2015,E06000007,C8,21,17,1.2352941176470589
2015,E06000008,C2,8,8,1.0
2015,E06000008,C3,166,55,3.018181818181818
2015,E06000008,C5,21,19,1.105263157894737
2015,E06000008,C6,3,3,1.0
