period,LAD,SHEF_C,report_count,user_count,average
2016-3,E06000001,Abandoned Vehicles & Parking,1,1,1.0
2016-3,E06000001,Environmental Health,7,3,2.3333333333333335
2016-3,E06000001,Public Space,1,1,1.0
2016-3,E06000001,Road Safety & Defects,6,4,1.5
2016-3,E06000001,Vehicles,2,2,1.0
2016-3,E06000002,Environmental Health,6,5,1.2
2016-3,E06000002,Public Space,4,4,1.0
2016-3,E06000002,Road Safety & Defects,19,11,1.7272727272727273
2016-3,E06000002,Vehicles,2,2,1.0
2016-3,E06000003,Abandoned Vehicles & Parking,4,3,1.3333333333333333
2016-3,E06000003,Environmental Disruptions,2,1,2.0
2016-3,E06000003,Environmental Health,9,6,1.5
2016-3,E06000003,Incivilities,1,1,1.0
2016-3,E06000003,Public Space,1,1,1.0
2016-3,E06000003,Road Safety & Defects,4,4,1.0
2016-3,E06000004,Abandoned Vehicles & Parking,1,1,1.0
2016-3,E06000004,Environmental Health,10,10,1.0
2016-3,E06000004,Incivilities,1,1,1.0
2016-3,E06000004,Other,1,1,1.0
2016-3,E06000004,Road Safety & Defects,42,22,1.9090909090909092
2016-3,E06000004,Vehicles,1,1,1.0
2016-3,E06000005,Environmental Health,9,4,2.25
2016-3,E06000005,Incivilities,1,1,1.0
2016-3,E06000005,Other,1,1,1.0
2016-3,E06000005,Public Space,1,1,1.0
2016-3,E06000005,Road Safety & Defects,9,5,1.8
2016-3,E06000006,Environmental Health,10,5,2.0
2016-3,E06000006,Incivilities,1,1,1.0
2016-3,E06000006,Other,1,1,1.0
2016-3,E06000006,Road Safety & Defects,7,6,1.1666666666666667
2016-3,E06000006,Vehicles,1,1,1.0
2016-3,E06000007,Abandoned Vehicles & Parking,2,1,2.0
2016-3,E06000007,Environmental Disruptions,1,1,1.0
2016-3,E06000007,Environmental Health,2,2,1.0
2016-3,E06000007,Other,1,1,1.0
2016-3,E06000007,Road Safety & Defects,18,16,1.125
2016-3,E06000008,Environmental Health,13,8,1.625
2016-3,E06000008,Other,4,4,1.0
2016-3,E06000008,Road Safety & Defects,22,16,1.375
2016-3,E06000008,Vehicles,1,1,1.0
2016-3,E06000009,Abandoned Vehicles & Parking,1,1,1.0
2016-3,E06000009,Environmental Health,10,9,1.1111111111111112
2016-3,E06000009,Road Safety & Defects,5,5,1.0
2016-3,E06000009,Vehicles,3,2,1.5
2016-3,E06000010,Environmental Disruptions,3,2,1.5
2016-3,E06000010,Environmental Health,24,8,3.0
2016-3,E06000010,Incivilities,25,2,12.5
2016-3,E06000010,Other,12,5,2.4
2016-3,E06000010,Public Space,2,1,2.0
2016-3,E06000010,Road Safety & Defects,76,8,9.5
2016-3,E06000011,,2,2,1.0
2016-3,E06000011,Environmental Disruptions,3,2,1.5
2016-3,E06000011,Environmental Health,35,8,4.375
2016-3,E06000011,Incivilities,9,2,4.5
2016-3,E06000011,Other,5,1,5.0
2016-3,E06000011,Road Safety & Defects,114,24,4.75
2016-3,E06000011,Vehicles,1,1,1.0
2016-3,E06000012,Environmental Health,7,5,1.4
2016-3,E06000012,Other,1,1,1.0
2016-3,E06000012,Road Safety & Defects,6,5,1.2
2016-3,E06000013,Environmental Health,9,3,3.0
2016-3,E06000013,Other,4,3,1.3333333333333333
2016-3,E06000013,Road Safety & Defects,27,6,4.5
2016-3,E06000014,Abandoned Vehicles & Parking,1,1,1.0
2016-3,E06000014,Environmental Disruptions,2,2,1.0
2016-3,E06000014,Environmental Health,2,1,2.0
2016-3,E06000014,Incivilities,1,1,1.0
2016-3,E06000014,Other,1,1,1.0
2016-3,E06000014,Public Space,1,1,1.0
2016-3,E06000014,Road Safety & Defects,21,10,2.1
2016-3,E06000014,Vehicles,2,2,1.0
2016-3,E06000015,Abandoned Vehicles & Parking,1,1,1.0
2016-3,E06000015,Environmental Health,7,4,1.75
2016-3,E06000015,Other,1,1,1.0
2016-3,E06000015,Road Safety & Defects,12,10,1.2
2016-3,E06000015,Vehicles,2,2,1.0
2016-3,E06000016,Abandoned Vehicles & Parking,3,3,1.0
2016-3,E06000016,Environmental Health,1,1,1.0
2016-3,E06000016,Incivilities,1,1,1.0
2016-3,E06000016,Other,1,1,1.0
2016-3,E06000016,Road Safety & Defects,22,17,1.2941176470588236
2016-3,E06000016,Vehicles,1,1,1.0
2016-3,E06000017,Road Safety & Defects,4,4,1.0
2016-3,E06000018,Abandoned Vehicles & Parking,1,1,1.0
2016-3,E06000018,Environmental Disruptions,1,1,1.0
2016-3,E06000018,Environmental Health,8,4,2.0
2016-3,E06000018,Incivilities,2,2,1.0
2016-3,E06000018,Other,3,3,1.0
2016-3,E06000018,Road Safety & Defects,18,13,1.3846153846153846
2016-3,E06000019,Access,1,1,1.0
2016-3,E06000019,Environmental Health,3,2,1.5
2016-3,E06000019,Other,1,1,1.0
2016-3,E06000019,Road Safety & Defects,31,18,1.7222222222222223
2016-3,E06000020,Abandoned Vehicles & Parking,1,1,1.0
2016-3,E06000020,Environmental Health,2,1,2.0
2016-3,E06000020,Incivilities,1,1,1.0
2016-3,E06000020,Other,4,3,1.3333333333333333
2016-3,E06000020,Road Safety & Defects,10,9,1.1111111111111112
2016-3,E06000020,Vehicles,1,1,1.0
2016-3,E06000021,Abandoned Vehicles & Parking,3,3,1.0
2016-3,E06000021,Environmental Disruptions,1,1,1.0
2016-3,E06000021,Environmental Health,5,5,1.0
2016-3,E06000021,Incivilities,1,1,1.0
2016-3,E06000021,Other,3,2,1.5
2016-3,E06000021,Road Safety & Defects,26,16,1.625
2016-3,E06000021,Vehicles,1,1,1.0
2016-3,E06000022,Abandoned Vehicles & Parking,1,1,1.0
2016-3,E06000022,Environmental Disruptions,1,1,1.0
2016-3,E06000022,Environmental Health,6,5,1.2
2016-3,E06000022,Other,1,1,1.0
2016-3,E06000022,Road Safety & Defects,21,14,1.5
