lad,SHEF_C_CODE,reports,unique_users,average_per_user
E06000001,C1,7,2,3.5
E06000017,C1,10,9,1.1111111111111112
E06000018,C1,1,1,1.0
E06000019,C1,12,8,1.5
E06000022,C1,35,27,1.2962962962962963
E06000023,C1,126,99,1.2727272727272727
E06000025,C1,1,1,1.0
E06000032,C1,1,1,1.0
E06000033,C1,1,1,1.0
E06000035,C1,1,1,1.0
E06000037,C1,163,68,2.3970588235294117
E06000038,C1,2,2,1.0
E06000043,C1,2,1,2.0
E06000045,C1,16,11,1.4545454545454546
E06000049,C1,1,1,1.0
E06000051,C1,8,8,1.0
E06000052,C1,1,1,1.0
E06000055,C1,1,1,1.0
E06000056,C1,4,4,1.0
E06000058,C1,2,2,1.0
E06000059,C1,1,1,1.0
E06000060,C1,11,9,1.2222222222222223
E07000012,C1,1,1,1.0
E07000030,C1,1,1,1.0
E07000037,C1,1,1,1.0
E07000039,C1,1,1,1.0
E07000061,C1,6,6,1.0
E07000062,C1,17,15,1.1333333333333333
E07000063,C1,33,19,1.736842105263158
E07000064,C1,51,37,1.3783783783783783
E07000065,C1,150,37,4.054054054054054
E07000066,C1,8,5,1.6
E07000067,C1,7,5,1.4
E07000068,C1,6,2,3.0
E07000069,C1,2,2,1.0
E07000070,C1,14,12,1.1666666666666667
E07000071,C1,5,3,1.6666666666666667
E07000072,C1,4,3,1.3333333333333333
E07000073,C1,6,3,2.0
E07000074,C1,2,2,1.0
E07000075,C1,9,8,1.125
E07000076,C1,1,1,1.0
E07000077,C1,4,3,1.3333333333333333
E07000078,C1,1,1,1.0
E07000079,C1,4,4,1.0
E07000080,C1,3,2,1.5
E07000081,C1,2,2,1.0
E07000082,C1,8,5,1.6
E07000083,C1,4,3,1.3333333333333333
E07000084,C1,3,2,1.5
E07000085,C1,4,4,1.0
E07000086,C1,2,2,1.0
E07000087,C1,1,1,1.0
E07000088,C1,2,2,1.0
E07000089,C1,9,9,1.0
E07000091,C1,2,2,1.0
E07000093,C1,4,4,1.0
E07000094,C1,3,2,1.5
E07000096,C1,7,6,1.1666666666666667
E07000098,C1,12,10,1.2
E07000099,C1,7,5,1.4
E07000102,C1,4,4,1.0
E07000103,C1,2,2,1.0
E07000108,C1,1,1,1.0
E07000114,C1,1,1,1.0
E07000115,C1,1,1,1.0
E07000116,C1,2,2,1.0
E07000126,C1,1,1,1.0
E07000137,C1,6,6,1.0
E07000138,C1,7,7,1.0
E07000139,C1,3,3,1.0
E07000140,C1,9,5,1.8
E07000141,C1,5,5,1.0
E07000142,C1,2,2,1.0
E07000143,C1,88,16,5.5
E07000144,C1,33,12,2.75
E07000145,C1,12,11,1.0909090909090908
E07000146,C1,43,18,2.388888888888889
E07000147,C1,294,11,26.727272727272727
E07000149,C1,25,19,1.3157894736842106
E07000163,C1,1,1,1.0
E07000177,C1,34,18,1.8888888888888888
E07000178,C1,12,11,1.0909090909090908
E07000179,C1,41,32,1.28125
E07000180,C1,39,27,1.4444444444444444
E07000181,C1,16,13,1.2307692307692308
E07000189,C1,1,1,1.0
E07000200,C1,3,2,1.5
E07000202,C1,6,6,1.0
E07000203,C1,10,7,1.4285714285714286
E07000207,C1,7,7,1.0
E07000208,C1,4,3,1.3333333333333333
E07000209,C1,10,7,1.4285714285714286
E07000210,C1,12,12,1.0
E07000211,C1,7,7,1.0
E07000212,C1,17,15,1.1333333333333333
E07000213,C1,10,10,1.0
E07000214,C1,6,6,1.0
E07000215,C1,4,4,1.0
E07000216,C1,6,5,1.2
E07000217,C1,5,4,1.25
E07000218,C1,38,29,1.3103448275862069
E07000219,C1,52,39,1.3333333333333333
E07000220,C1,56,37,1.5135135135135136
E07000221,C1,123,76,1.618421052631579
E07000222,C1,51,43,1.186046511627907
E07000223,C1,2,1,2.0
E07000228,C1,1,1,1.0
E07000240,C1,9,6,1.5
E07000241,C1,6,5,1.2
E07000242,C1,22,20,1.1
E07000243,C1,21,20,1.05
E07000244,C1,34,15,2.2666666666666666
E07000245,C1,8,3,2.6666666666666665
E08000022,C1,1,1,1.0
E08000025,C1,1,1,1.0
E08000030,C1,13,9,1.4444444444444444
E08000035,C1,1,1,1.0
E09000004,C1,1,1,1.0
E09000005,C1,1,1,1.0
E09000006,C1,197,135,1.4592592592592593
E09000007,C1,5,4,1.25
E09000010,C1,1,1,1.0
E09000013,C1,1,1,1.0
E09000020,C1,1,1,1.0
E09000022,C1,1,1,1.0
E09000023,C1,3,3,1.0
E09000028,C1,1,1,1.0
E09000033,C1,1,1,1.0
S12000006,C1,1,1,1.0
S12000010,C1,1,1,1.0
S12000021,C1,1,1,1.0
S12000030,C1,2,1,2.0
S12000034,C1,1,1,1.0
S12000038,C1,1,1,1.0
S12000048,C1,1,1,1.0
W06000001,C1,1,1,1.0
W06000002,C1,1,1,1.0
W06000005,C1,2,2,1.0
W06000009,C1,2,2,1.0
W06000011,C1,2,1,2.0
W06000023,C1,1,1,1.0
E06000001,C2,19,18,1.0555555555555556
E06000002,C2,1,1,1.0
E06000003,C2,3,3,1.0
E06000004,C2,17,14,1.2142857142857142
E06000005,C2,2,2,1.0
E06000006,C2,14,10,1.4
E06000007,C2,14,13,1.0769230769230769
E06000008,C2,9,9,1.0
E06000009,C2,6,5,1.2
E06000010,C2,34,28,1.2142857142857142
E06000011,C2,2,2,1.0
E06000012,C2,7,7,1.0
E06000013,C2,5,5,1.0
E06000014,C2,3,3,1.0
E06000015,C2,28,21,1.3333333333333333
E06000016,C2,13,11,1.1818181818181819
E06000017,C2,12,10,1.2
E06000018,C2,3,3,1.0
E06000019,C2,11,10,1.1
E06000020,C2,4,4,1.0
E06000021,C2,28,17,1.6470588235294117
E06000022,C2,121,66,1.8333333333333333
E06000023,C2,166,114,1.456140350877193
E06000024,C2,16,14,1.1428571428571428
E06000025,C2,28,24,1.1666666666666667
E06000026,C2,7,6,1.1666666666666667
E06000027,C2,3,3,1.0
