lad,SHEF_C_CODE,reports,unique_users,average_per_user
E06000013,C1,1,1,1.0
E06000018,C1,1,1,1.0
E06000019,C1,4,3,1.3333333333333333
E06000023,C1,1,1,1.0
E06000026,C1,1,1,1.0
E06000030,C1,1,1,1.0
E06000031,C1,1,1,1.0
E06000037,C1,45,28,1.6071428571428572
E06000045,C1,16,12,1.3333333333333333
E06000046,C1,1,1,1.0
E06000051,C1,4,2,2.0
E06000052,C1,1,1,1.0
E06000056,C1,4,4,1.0
E06000057,C1,5,5,1.0
E06000058,C1,3,3,1.0
E06000060,C1,5,5,1.0
E07000026,C1,1,1,1.0
E07000034,C1,1,1,1.0
E07000040,C1,5,4,1.25
E07000041,C1,3,3,1.0
E07000042,C1,3,3,1.0
E07000043,C1,9,9,1.0
E07000044,C1,4,4,1.0
E07000046,C1,2,2,1.0
E07000061,C1,10,8,1.25
E07000062,C1,18,18,1.0
E07000063,C1,28,25,1.12
E07000064,C1,30,24,1.25
E07000065,C1,54,38,1.4210526315789473
E07000076,C1,1,1,1.0
E07000078,C1,2,2,1.0
E07000079,C1,4,3,1.3333333333333333
E07000080,C1,4,3,1.3333333333333333
E07000081,C1,3,2,1.5
E07000082,C1,2,2,1.0
E07000086,C1,1,1,1.0
E07000091,C1,1,1,1.0
E07000111,C1,1,1,1.0
E07000114,C1,1,1,1.0
E07000123,C1,1,1,1.0
E07000139,C1,1,1,1.0
E07000140,C1,1,1,1.0
E07000143,C1,7,4,1.75
E07000144,C1,7,5,1.4
E07000145,C1,8,6,1.3333333333333333
E07000146,C1,4,4,1.0
E07000147,C1,6,6,1.0
E07000149,C1,13,7,1.8571428571428572
E07000154,C1,1,1,1.0
E07000165,C1,1,1,1.0
E07000168,C1,2,2,1.0
E07000177,C1,38,28,1.3571428571428572
E07000178,C1,20,17,1.1764705882352942
E07000179,C1,68,52,1.3076923076923077
E07000180,C1,59,47,1.2553191489361701
E07000181,C1,18,14,1.2857142857142858
E07000194,C1,1,1,1.0
E07000195,C1,1,1,1.0
E07000200,C1,20,6,3.3333333333333335
E07000202,C1,6,4,1.5
E07000203,C1,26,6,4.333333333333333
E07000207,C1,12,7,1.7142857142857142
E07000208,C1,2,2,1.0
E07000209,C1,10,8,1.25
E07000210,C1,7,6,1.1666666666666667
E07000211,C1,5,5,1.0
E07000212,C1,6,6,1.0
E07000213,C1,4,4,1.0
E07000214,C1,10,9,1.1111111111111112
E07000215,C1,8,7,1.1428571428571428
E07000216,C1,7,5,1.4
E07000217,C1,11,8,1.375
E07000218,C1,8,8,1.0
E07000219,C1,9,9,1.0
E07000220,C1,23,22,1.0454545454545454
E07000221,C1,51,37,1.3783783783783783
E07000222,C1,36,28,1.2857142857142858
E07000224,C1,1,1,1.0
E07000228,C1,1,1,1.0
E07000229,C1,1,1,1.0
E07000234,C1,3,3,1.0
E07000235,C1,3,3,1.0
E07000236,C1,5,4,1.25
E07000238,C1,10,4,2.5
E07000239,C1,1,1,1.0
E07000240,C1,1,1,1.0
E07000244,C1,40,8,5.0
E07000245,C1,8,7,1.1428571428571428
E08000004,C1,1,1,1.0
E08000009,C1,1,1,1.0
E08000016,C1,1,1,1.0
E08000025,C1,3,3,1.0
E08000030,C1,8,6,1.3333333333333333
E09000006,C1,476,396,1.202020202020202
E09000007,C1,1,1,1.0
E09000009,C1,2,2,1.0
E09000011,C1,1,1,1.0
E09000014,C1,1,1,1.0
E09000015,C1,1,1,1.0
E09000018,C1,2,2,1.0
E09000022,C1,1,1,1.0
E09000028,C1,2,2,1.0
E09000030,C1,7,6,1.1666666666666667
E09000031,C1,1,1,1.0
S12000011,C1,1,1,1.0
S12000017,C1,1,1,1.0
S12000026,C1,1,1,1.0
S12000028,C1,1,1,1.0
S12000038,C1,1,1,1.0
S12000049,C1,2,2,1.0
W06000002,C1,1,1,1.0
W06000004,C1,1,1,1.0
W06000014,C1,1,1,1.0
W06000015,C1,1,1,1.0
E06000001,C2,5,5,1.0
E06000002,C2,8,7,1.1428571428571428
E06000004,C2,18,16,1.125
E06000005,C2,1,1,1.0
E06000006,C2,10,9,1.1111111111111112
E06000007,C2,8,6,1.3333333333333333
E06000008,C2,8,7,1.1428571428571428
E06000009,C2,1,1,1.0
E06000010,C2,7,6,1.1666666666666667
E06000011,C2,8,8,1.0
E06000012,C2,1,1,1.0
E06000013,C2,3,1,3.0
E06000014,C2,7,6,1.1666666666666667
E06000015,C2,7,6,1.1666666666666667
E06000016,C2,3,3,1.0
E06000018,C2,9,8,1.125
E06000019,C2,2,2,1.0
E06000020,C2,4,4,1.0
E06000021,C2,8,6,1.3333333333333333
E06000022,C2,5,4,1.25
E06000023,C2,27,20,1.35
E06000024,C2,8,8,1.0
E06000025,C2,19,15,1.2666666666666666
E06000026,C2,14,11,1.2727272727272727
E06000027,C2,5,5,1.0
E06000030,C2,18,13,1.3846153846153846
E06000031,C2,22,20,1.1
E06000032,C2,12,6,2.0
E06000033,C2,8,8,1.0
E06000034,C2,18,6,3.0
E06000035,C2,6,6,1.0
E06000036,C2,7,6,1.1666666666666667
E06000037,C2,11,11,1.0
E06000038,C2,21,14,1.5
E06000039,C2,7,4,1.75
E06000040,C2,8,5,1.6
E06000041,C2,23,18,1.2777777777777777
E06000042,C2,21,8,2.625
E06000043,C2,17,13,1.3076923076923077
E06000044,C2,4,4,1.0
E06000045,C2,204,158,1.2911392405063291
E06000046,C2,7,3,2.3333333333333335
E06000047,C2,16,15,1.0666666666666667
E06000049,C2,38,32,1.1875
E06000050,C2,18,14,1.2857142857142858
E06000051,C2,7,6,1.1666666666666667
E06000052,C2,13,11,1.1818181818181819
E06000054,C2,11,9,1.2222222222222223
E06000055,C2,7,7,1.0
E06000056,C2,33,20,1.65
E06000057,C2,13,13,1.0
E06000058,C2,61,15,4.066666666666666
E06000059,C2,10,9,1.1111111111111112
E06000060,C2,52,41,1.2682926829268293
E07000008,C2,13,12,1.0833333333333333
E07000009,C2,5,5,1.0
E07000010,C2,8,6,1.3333333333333333
E07000011,C2,10,10,1.0
E07000012,C2,17,17,1.0
E07000027,C2,2,2,1.0
E07000028,C2,2,2,1.0
E07000031,C2,1,1,1.0
E07000032,C2,4,4,1.0
E07000033,C2,3,3,1.0
E07000034,C2,5,2,2.5
E07000035,C2,2,2,1.0
E07000036,C2,4,4,1.0
E07000037,C2,3,3,1.0
E07000038,C2,10,7,1.4285714285714286
E07000039,C2,4,4,1.0
E07000040,C2,11,10,1.1
E07000041,C2,5,5,1.0
E07000042,C2,6,5,1.2
E07000043,C2,23,16,1.4375
E07000044,C2,6,6,1.0
E07000045,C2,9,8,1.125
E07000046,C2,11,10,1.1
E07000047,C2,2,2,1.0
E07000061,C2,21,20,1.05
E07000062,C2,19,19,1.0
E07000063,C2,30,29,1.0344827586206897
E07000064,C2,17,16,1.0625
E07000065,C2,72,54,1.3333333333333333
E07000066,C2,9,9,1.0
E07000067,C2,3,3,1.0
E07000068,C2,1,1,1.0
E07000069,C2,3,2,1.5
E07000070,C2,4,3,1.3333333333333333
E07000071,C2,13,8,1.625
E07000072,C2,2,2,1.0
E07000073,C2,1,1,1.0
E07000075,C2,4,3,1.3333333333333333
E07000076,C2,5,5,1.0
E07000077,C2,2,2,1.0
E07000078,C2,14,11,1.2727272727272727
E07000080,C2,5,5,1.0
E07000081,C2,5,5,1.0
E07000082,C2,3,3,1.0
E07000083,C2,2,2,1.0
E07000084,C2,21,15,1.4
E07000085,C2,6,6,1.0
E07000086,C2,10,10,1.0
E07000087,C2,6,6,1.0
E07000088,C2,2,2,1.0
E07000089,C2,26,18,1.4444444444444444
E07000090,C2,7,6,1.1666666666666667
E07000091,C2,12,10,1.2
E07000092,C2,7,5,1.4
E07000093,C2,7,6,1.1666666666666667
E07000094,C2,17,12,1.4166666666666667
E07000095,C2,3,2,1.5
E07000096,C2,11,8,1.375
E07000098,C2,24,18,1.3333333333333333
E07000099,C2,22,18,1.2222222222222223
E07000102,C2,9,6,1.5
E07000103,C2,13,8,1.625
E07000105,C2,5,5,1.0
E07000106,C2,1,1,1.0
E07000107,C2,7,7,1.0
E07000108,C2,3,2,1.5
E07000109,C2,3,3,1.0
E07000110,C2,9,9,1.0
E07000111,C2,13,12,1.0833333333333333
E07000112,C2,10,9,1.1111111111111112
E07000113,C2,3,3,1.0
E07000114,C2,8,8,1.0
E07000115,C2,4,4,1.0
E07000116,C2,3,3,1.0
E07000117,C2,1,1,1.0
E07000118,C2,18,12,1.5
E07000119,C2,3,3,1.0
E07000120,C2,1,1,1.0
E07000121,C2,35,28,1.25
E07000122,C2,1,1,1.0
E07000123,C2,14,10,1.4
E07000124,C2,4,4,1.0
E07000125,C2,1,1,1.0
E07000126,C2,4,3,1.3333333333333333
E07000127,C2,8,4,2.0
E07000128,C2,3,3,1.0
E07000129,C2,2,2,1.0
E07000130,C2,1,1,1.0
E07000131,C2,3,3,1.0
E07000132,C2,4,4,1.0
E07000134,C2,3,2,1.5
E07000135,C2,2,2,1.0
E07000137,C2,7,5,1.4
E07000138,C2,12,11,1.0909090909090908
E07000139,C2,7,6,1.1666666666666667
E07000140,C2,1,1,1.0
E07000141,C2,21,14,1.5
E07000142,C2,17,4,4.25
E07000143,C2,4,4,1.0
E07000144,C2,4,4,1.0
E07000145,C2,1,1,1.0
E07000146,C2,6,6,1.0
E07000147,C2,1,1,1.0
E07000148,C2,9,9,1.0
E07000149,C2,4,3,1.3333333333333333
E07000150,C2,1,1,1.0
E07000151,C2,2,2,1.0
E07000152,C2,4,4,1.0
E07000153,C2,2,2,1.0
E07000154,C2,17,14,1.2142857142857142
E07000155,C2,2,2,1.0
E07000164,C2,2,2,1.0
E07000165,C2,14,11,1.2727272727272727
E07000166,C2,3,3,1.0
E07000167,C2,1,1,1.0
E07000168,C2,2,2,1.0
E07000169,C2,3,3,1.0
E07000170,C2,7,5,1.4
E07000171,C2,7,5,1.4
E07000172,C2,6,3,2.0
E07000173,C2,1,1,1.0
E07000174,C2,3,3,1.0
E07000175,C2,3,3,1.0
E07000176,C2,3,3,1.0
E07000177,C2,201,153,1.3137254901960784
E07000178,C2,107,84,1.2738095238095237
