lsoa,SHEF_A_CODE,reports,unique_users,average_per_user
E01000325,A1,1,1,1.0
E01000326,A1,8,7,1.1428571428571428
E01000327,A1,5,4,1.25
E01000328,A1,4,4,1.0
E01000329,A1,1,1,1.0
E01000330,A1,2,2,1.0
E01000331,A1,6,6,1.0
E01000332,A1,1,1,1.0
E01000333,A1,2,2,1.0
E01000334,A1,14,11,1.2727272727272727
E01000335,A1,6,5,1.2
E01000336,A1,5,5,1.0
E01000337,A1,6,6,1.0
E01000338,A1,7,6,1.1666666666666667
E01000339,A1,4,4,1.0
E01000340,A1,3,3,1.0
E01000341,A1,3,3,1.0
E01000342,A1,1,1,1.0
E01000343,A1,3,3,1.0
E01000344,A1,1,1,1.0
E01000345,A1,3,3,1.0
E01000346,A1,2,2,1.0
E01000348,A1,5,4,1.25
E01000349,A1,4,4,1.0
E01000350,A1,5,5,1.0
E01000351,A1,4,4,1.0
E01000352,A1,2,2,1.0
E01000353,A1,4,4,1.0
E01000354,A1,2,2,1.0
E01000355,A1,5,5,1.0
E01000356,A1,2,2,1.0
E01000357,A1,6,5,1.2
E01000358,A1,5,4,1.25
E01000360,A1,4,4,1.0
E01000361,A1,2,2,1.0
E01000362,A1,2,2,1.0
E01000363,A1,4,3,1.3333333333333333
E01000364,A1,9,8,1.125
E01000365,A1,2,2,1.0
E01000366,A1,2,2,1.0
E01000367,A1,7,7,1.0
E01000368,A1,6,6,1.0
E01000369,A1,8,7,1.1428571428571428
E01000370,A1,3,3,1.0
E01000371,A1,5,4,1.25
E01000372,A1,2,2,1.0
E01000373,A1,1,1,1.0
E01000374,A1,12,8,1.5
E01000375,A1,9,8,1.125
E01000376,A1,10,9,1.1111111111111112
E01000377,A1,4,4,1.0
E01000378,A1,14,12,1.1666666666666667
E01000379,A1,2,2,1.0
E01000380,A1,2,2,1.0
E01000381,A1,5,5,1.0
E01000382,A1,2,2,1.0
E01000383,A1,11,8,1.375
E01000384,A1,5,5,1.0
E01000385,A1,10,8,1.25
E01000386,A1,5,4,1.25
E01000388,A1,3,3,1.0
E01000389,A1,3,3,1.0
E01000390,A1,4,4,1.0
E01000391,A1,2,2,1.0
E01000392,A1,1,1,1.0
E01000393,A1,6,5,1.2
E01000394,A1,3,3,1.0
E01000395,A1,5,4,1.25
E01000396,A1,10,9,1.1111111111111112
E01000398,A1,6,6,1.0
E01000399,A1,2,2,1.0
E01000400,A1,5,5,1.0
E01000401,A1,12,9,1.3333333333333333
E01000402,A1,3,3,1.0
E01000403,A1,9,9,1.0
E01000404,A1,4,4,1.0
E01000405,A1,11,10,1.1
E01000406,A1,7,5,1.4
E01000407,A1,4,3,1.3333333333333333
E01000408,A1,10,10,1.0
E01000409,A1,1,1,1.0
E01000410,A1,9,9,1.0
E01000411,A1,8,8,1.0
E01000412,A1,6,5,1.2
E01000413,A1,8,4,2.0
E01000414,A1,5,4,1.25
E01000415,A1,8,7,1.1428571428571428
E01000416,A1,2,2,1.0
E01000417,A1,2,2,1.0
E01000418,A1,5,4,1.25
E01000419,A1,1,1,1.0
E01000420,A1,4,4,1.0
E01000421,A1,4,4,1.0
E01000422,A1,1,1,1.0
E01000423,A1,1,1,1.0
E01000424,A1,2,2,1.0
E01000425,A1,6,5,1.2
E01000426,A1,5,5,1.0
E01000427,A1,5,4,1.25
E01000428,A1,3,3,1.0
E01000429,A1,7,7,1.0
E01000430,A1,2,2,1.0
E01000432,A1,12,11,1.0909090909090908
E01000433,A1,3,3,1.0
E01000435,A1,2,2,1.0
E01000436,A1,3,3,1.0
E01000437,A1,4,4,1.0
E01000438,A1,2,2,1.0
E01000439,A1,9,9,1.0
E01000441,A1,7,7,1.0
E01000442,A1,10,8,1.25
E01000443,A1,3,3,1.0
E01000444,A1,5,4,1.25
E01000445,A1,5,3,1.6666666666666667
E01000446,A1,7,5,1.4
E01000447,A1,2,2,1.0
E01000448,A1,3,3,1.0
E01000449,A1,2,2,1.0
E01000450,A1,4,4,1.0
E01000451,A1,1,1,1.0
E01000452,A1,1,1,1.0
E01000453,A1,3,3,1.0
E01000454,A1,8,6,1.3333333333333333
E01000455,A1,9,7,1.2857142857142858
E01000456,A1,1,1,1.0
E01000457,A1,2,2,1.0
E01000458,A1,2,2,1.0
E01000461,A1,1,1,1.0
E01000462,A1,4,4,1.0
E01000464,A1,5,5,1.0
E01000465,A1,4,4,1.0
E01000466,A1,2,2,1.0
E01000467,A1,3,3,1.0
E01000468,A1,8,7,1.1428571428571428
E01000469,A1,3,3,1.0
E01000470,A1,2,2,1.0
E01000645,A1,3,3,1.0
E01000646,A1,3,3,1.0
E01000647,A1,4,4,1.0
E01000648,A1,9,9,1.0
E01000649,A1,6,5,1.2
E01000650,A1,5,4,1.25
E01000651,A1,6,6,1.0
E01000652,A1,4,4,1.0
E01000653,A1,1,1,1.0
E01000654,A1,6,5,1.2
E01000655,A1,8,8,1.0
E01000656,A1,3,3,1.0
E01000657,A1,5,5,1.0
E01000658,A1,8,7,1.1428571428571428
E01000659,A1,9,9,1.0
E01000661,A1,9,9,1.0
E01000662,A1,11,9,1.2222222222222223
E01000663,A1,4,4,1.0
E01000664,A1,8,6,1.3333333333333333
E01000665,A1,16,9,1.7777777777777777
E01000666,A1,6,6,1.0
E01000667,A1,8,8,1.0
E01000668,A1,11,10,1.1
E01000669,A1,9,7,1.2857142857142858
E01000670,A1,6,6,1.0
E01000671,A1,5,5,1.0
E01000672,A1,4,2,2.0
E01000673,A1,12,12,1.0
E01000674,A1,2,2,1.0
E01000675,A1,8,8,1.0
E01000676,A1,2,2,1.0
E01000677,A1,8,7,1.1428571428571428
E01000678,A1,6,6,1.0
E01000679,A1,6,6,1.0
E01000680,A1,9,9,1.0
E01000681,A1,3,3,1.0
E01000682,A1,3,3,1.0
E01000683,A1,14,8,1.75
E01000684,A1,5,5,1.0
E01000685,A1,16,12,1.3333333333333333
E01000686,A1,7,5,1.4
E01000687,A1,13,12,1.0833333333333333
E01000688,A1,2,2,1.0
E01000689,A1,14,14,1.0
E01000690,A1,2,2,1.0
E01000691,A1,9,9,1.0
E01000692,A1,9,7,1.2857142857142858
E01000693,A1,8,7,1.1428571428571428
E01000694,A1,3,3,1.0
E01000695,A1,5,5,1.0
E01000696,A1,6,6,1.0
E01000697,A1,9,9,1.0
E01000698,A1,2,2,1.0
E01000699,A1,6,6,1.0
E01000700,A1,4,4,1.0
E01000701,A1,8,8,1.0
E01000702,A1,8,7,1.1428571428571428
E01000703,A1,7,7,1.0
E01000704,A1,7,7,1.0
E01000705,A1,6,5,1.2
E01000706,A1,5,5,1.0
E01000707,A1,1,1,1.0
E01000708,A1,11,11,1.0
E01000709,A1,3,3,1.0
E01000710,A1,6,5,1.2
E01000711,A1,9,9,1.0
E01000712,A1,4,4,1.0
E01000713,A1,10,10,1.0
E01000714,A1,5,5,1.0
E01000715,A1,3,3,1.0
E01000716,A1,13,9,1.4444444444444444
E01000717,A1,7,6,1.1666666666666667
E01000718,A1,9,8,1.125
E01000719,A1,8,7,1.1428571428571428
E01000720,A1,22,19,1.1578947368421053
E01000721,A1,6,6,1.0
E01000722,A1,10,8,1.25
E01000723,A1,1,1,1.0
E01000724,A1,13,10,1.3
E01000725,A1,10,9,1.1111111111111112
E01000726,A1,16,12,1.3333333333333333
E01000727,A1,11,10,1.1
E01000728,A1,6,6,1.0
E01000729,A1,6,5,1.2
E01000730,A1,6,6,1.0
E01000732,A1,9,9,1.0
E01000733,A1,15,14,1.0714285714285714
E01000734,A1,3,3,1.0
E01000735,A1,3,3,1.0
E01000736,A1,1,1,1.0
E01000737,A1,6,5,1.2
E01000738,A1,7,7,1.0
E01000739,A1,4,4,1.0
E01000740,A1,6,6,1.0
E01000741,A1,14,12,1.1666666666666667
E01000742,A1,9,8,1.125
E01000743,A1,4,3,1.3333333333333333
E01000744,A1,16,12,1.3333333333333333
E01000745,A1,8,8,1.0
E01000746,A1,6,5,1.2
E01000747,A1,7,7,1.0
E01000748,A1,8,7,1.1428571428571428
E01000749,A1,3,3,1.0
E01000750,A1,4,4,1.0
E01000751,A1,2,2,1.0
E01000752,A1,9,8,1.125
E01000753,A1,9,9,1.0
E01000754,A1,7,6,1.1666666666666667
E01000755,A1,4,4,1.0
E01000756,A1,6,5,1.2
E01000757,A1,3,3,1.0
E01000758,A1,6,6,1.0
E01000759,A1,8,8,1.0
E01000760,A1,6,6,1.0
E01000761,A1,6,6,1.0
E01000762,A1,6,5,1.2
E01000763,A1,8,7,1.1428571428571428
E01000764,A1,5,5,1.0
E01000765,A1,9,8,1.125
E01000766,A1,1,1,1.0
E01000767,A1,10,10,1.0
E01000768,A1,10,10,1.0
E01000769,A1,7,5,1.4
E01000770,A1,14,13,1.0769230769230769
E01000771,A1,9,8,1.125
E01000772,A1,11,11,1.0
E01000773,A1,6,6,1.0
E01000774,A1,12,11,1.0909090909090908
E01000775,A1,14,13,1.0769230769230769
E01000777,A1,2,2,1.0
E01000778,A1,2,2,1.0
E01000779,A1,9,8,1.125
E01000780,A1,13,7,1.8571428571428572
E01000781,A1,3,3,1.0
E01000782,A1,12,8,1.5
E01000783,A1,2,2,1.0
E01000784,A1,5,3,1.6666666666666667
E01000785,A1,10,10,1.0
E01000786,A1,5,5,1.0
E01000787,A1,14,12,1.1666666666666667
E01000788,A1,2,2,1.0
E01000789,A1,8,7,1.1428571428571428
E01000790,A1,3,3,1.0
E01000791,A1,4,4,1.0
E01000792,A1,6,6,1.0
E01000794,A1,5,4,1.25
E01000795,A1,9,9,1.0
E01000796,A1,4,4,1.0
