lsoa,SHEF_A_CODE,reports,unique_users,average_per_user
E01000126,A1,2,1,2.0
E01000132,A1,1,1,1.0
E01000166,A1,1,1,1.0
E01000178,A1,1,1,1.0
E01000205,A1,1,1,1.0
E01000226,A1,1,1,1.0
E01000248,A1,2,1,2.0
E01000251,A1,1,1,1.0
E01000284,A1,1,1,1.0
E01000318,A1,1,1,1.0
E01017142,A1,1,1,1.0
E01017147,A1,1,1,1.0
E01017178,A1,1,1,1.0
E01017180,A1,1,1,1.0
E01017192,A1,1,1,1.0
E01017193,A1,1,1,1.0
E01017213,A1,1,1,1.0
E01017214,A1,1,1,1.0
E01017225,A1,2,2,1.0
E01017234,A1,1,1,1.0
E01017243,A1,1,1,1.0
E01017246,A1,1,1,1.0
E01017247,A1,1,1,1.0
E01017254,A1,1,1,1.0
E01017256,A1,1,1,1.0
E01017260,A1,1,1,1.0
E01017279,A1,1,1,1.0
E01032756,A1,1,1,1.0
W01001836,A1,1,1,1.0
W01001946,A1,1,1,1.0
W01001948,A1,1,1,1.0
E01017224,A12,1,1,1.0
E01017234,A12,1,1,1.0
E01000129,A15,1,1,1.0
E01000170,A15,1,1,1.0
E01000208,A15,1,1,1.0
E01000233,A15,1,1,1.0
E01000260,A15,2,2,1.0
E01000323,A15,1,1,1.0
E01033573,A15,1,1,1.0
E01000115,A20,1,1,1.0
E01000126,A20,1,1,1.0
E01000170,A20,1,1,1.0
E01000228,A20,1,1,1.0
E01000246,A20,1,1,1.0
E01017160,A20,2,2,1.0
E01017164,A20,1,1,1.0
E01017201,A20,1,1,1.0
E01017202,A20,2,1,2.0
E01017216,A20,1,1,1.0
E01017222,A20,1,1,1.0
E01017223,A20,1,1,1.0
E01017249,A20,1,1,1.0
E01017276,A20,1,1,1.0
E01017279,A20,1,1,1.0
E01032738,A20,1,1,1.0
E01032748,A20,2,2,1.0
W01001694,A20,1,1,1.0
W01001754,A20,1,1,1.0
E01000126,A22,2,1,2.0
E01000130,A22,1,1,1.0
E01000132,A22,1,1,1.0
E01000138,A22,1,1,1.0
E01000139,A22,1,1,1.0
E01000162,A22,1,1,1.0
E01000164,A22,1,1,1.0
E01000167,A22,2,2,1.0
E01000182,A22,1,1,1.0
E01000192,A22,2,1,2.0
E01000195,A22,1,1,1.0
E01000197,A22,1,1,1.0
E01000211,A22,1,1,1.0
E01000216,A22,1,1,1.0
E01000219,A22,1,1,1.0
E01000224,A22,1,1,1.0
E01000230,A22,1,1,1.0
E01000233,A22,1,1,1.0
E01000239,A22,1,1,1.0
E01000241,A22,1,1,1.0
E01000244,A22,1,1,1.0
E01000250,A22,1,1,1.0
E01000264,A22,1,1,1.0
E01000273,A22,6,2,3.0
E01000274,A22,1,1,1.0
E01000284,A22,1,1,1.0
E01000293,A22,1,1,1.0
E01000303,A22,1,1,1.0
E01000306,A22,2,1,2.0
E01000307,A22,3,2,1.5
E01000310,A22,1,1,1.0
E01000314,A22,1,1,1.0
E01000319,A22,1,1,1.0
E01000323,A22,2,1,2.0
E01000122,A24,1,1,1.0
E01000137,A24,1,1,1.0
E01000138,A24,2,1,2.0
E01000139,A24,1,1,1.0
E01000147,A24,1,1,1.0
E01000150,A24,1,1,1.0
E01000153,A24,1,1,1.0
E01000155,A24,1,1,1.0
E01000159,A24,1,1,1.0
E01000166,A24,1,1,1.0
E01000173,A24,1,1,1.0
E01000181,A24,1,1,1.0
E01000183,A24,1,1,1.0
E01000186,A24,1,1,1.0
E01000191,A24,3,2,1.5
