lsoa,SHEF_A_CODE,reports,unique_users,average_per_user
E01000119,A1,2,2,1.0
E01000125,A1,1,1,1.0
E01000137,A1,1,1,1.0
E01000138,A1,1,1,1.0
E01000158,A1,1,1,1.0
E01000165,A1,1,1,1.0
E01000189,A1,1,1,1.0
E01000190,A1,1,1,1.0
E01000208,A1,1,1,1.0
E01000217,A1,1,1,1.0
E01000219,A1,1,1,1.0
E01000224,A1,1,1,1.0
E01000238,A1,1,1,1.0
E01000247,A1,1,1,1.0
E01000251,A1,1,1,1.0
E01000260,A1,1,1,1.0
E01000273,A1,1,1,1.0
E01000288,A1,1,1,1.0
E01000294,A1,1,1,1.0
E01000297,A1,1,1,1.0
E01000301,A1,1,1,1.0
E01000322,A1,1,1,1.0
E01000774,A1,1,1,1.0
E01000789,A1,1,1,1.0
E01000819,A1,1,1,1.0
E01017212,A12,1,1,1.0
E01032738,A12,1,1,1.0
E01000142,A16,1,1,1.0
E01000273,A16,1,1,1.0
E01000119,A2,3,1,3.0
E01000134,A2,1,1,1.0
E01000137,A2,1,1,1.0
E01000144,A2,1,1,1.0
E01000146,A2,1,1,1.0
E01000177,A2,1,1,1.0
E01000191,A2,1,1,1.0
E01000192,A2,1,1,1.0
E01000193,A2,2,2,1.0
E01000194,A2,1,1,1.0
E01000220,A2,1,1,1.0
E01000232,A2,1,1,1.0
E01000237,A2,1,1,1.0
E01000239,A2,1,1,1.0
E01000240,A2,1,1,1.0
E01000243,A2,1,1,1.0
E01000248,A2,1,1,1.0
E01000258,A2,2,2,1.0
E01000260,A2,2,1,2.0
E01000264,A2,3,3,1.0
E01000268,A2,1,1,1.0
E01000278,A2,1,1,1.0
E01000280,A2,1,1,1.0
E01000284,A2,1,1,1.0
E01000288,A2,1,1,1.0
E01000298,A2,1,1,1.0
E01000299,A2,1,1,1.0
E01000306,A2,6,2,3.0
E01000307,A2,2,1,2.0
E01000309,A2,1,1,1.0
E01000311,A2,1,1,1.0
E01000314,A2,1,1,1.0
E01000315,A2,1,1,1.0
E01000319,A2,1,1,1.0
E01000321,A2,1,1,1.0
E01000323,A2,1,1,1.0
E01000168,A20,1,1,1.0
E01000236,A20,1,1,1.0
E01000306,A20,1,1,1.0
E01000307,A20,1,1,1.0
E01000309,A20,1,1,1.0
E01000314,A20,1,1,1.0
E01017193,A20,1,1,1.0
E01017209,A20,1,1,1.0
E01017276,A20,1,1,1.0
E01017278,A20,1,1,1.0
E01000251,A22,1,1,1.0
E01000281,A22,1,1,1.0
E01000286,A22,1,1,1.0
E01000306,A22,1,1,1.0
E01000317,A22,1,1,1.0
E01000671,A22,1,1,1.0
E01000674,A22,1,1,1.0
E01000680,A22,1,1,1.0
E01000726,A22,1,1,1.0
E01000738,A22,1,1,1.0
E01000759,A22,1,1,1.0
E01000806,A22,1,1,1.0
E01000200,A28,1,1,1.0
E01000237,A28,1,1,1.0
E01000245,A28,1,1,1.0
E01000281,A28,2,2,1.0
E01000296,A28,1,1,1.0
E01000313,A28,1,1,1.0
E01000127,A29,2,1,2.0
E01000136,A29,1,1,1.0
E01000138,A29,1,1,1.0
E01000141,A29,1,1,1.0
E01000143,A29,1,1,1.0
E01000158,A29,1,1,1.0
E01000177,A29,1,1,1.0
E01000179,A29,1,1,1.0
E01000184,A29,1,1,1.0
E01000188,A29,1,1,1.0
E01000192,A29,1,1,1.0
E01000193,A29,1,1,1.0
E01000197,A29,1,1,1.0
E01000198,A29,1,1,1.0
E01000199,A29,1,1,1.0
E01000200,A29,1,1,1.0
E01000233,A29,1,1,1.0
E01000235,A29,1,1,1.0
E01000250,A29,1,1,1.0
E01000260,A29,1,1,1.0
E01000264,A29,1,1,1.0
E01000275,A29,1,1,1.0
E01000276,A29,1,1,1.0
E01000279,A29,1,1,1.0
E01000281,A29,3,1,3.0
E01000282,A29,1,1,1.0
E01000296,A29,1,1,1.0
E01000303,A29,1,1,1.0
E01000306,A29,8,3,2.6666666666666665
E01000307,A29,3,1,3.0
E01000309,A29,1,1,1.0
E01000310,A29,2,1,2.0
E01000318,A29,1,1,1.0
E01017142,A29,1,1,1.0
E01017166,A29,1,1,1.0
E01017180,A29,1,1,1.0
E01017184,A29,1,1,1.0
E01017204,A29,1,1,1.0
E01017209,A29,1,1,1.0
E01017214,A29,1,1,1.0
E01017216,A29,1,1,1.0
E01017219,A29,1,1,1.0
E01017239,A29,1,1,1.0
E01017246,A29,3,3,1.0
E01017261,A29,2,2,1.0
E01017271,A29,1,1,1.0
E01032738,A29,1,1,1.0
E01000120,A32,1,1,1.0
E01000126,A32,2,2,1.0
E01000159,A32,1,1,1.0
E01000161,A32,1,1,1.0
E01000162,A32,1,1,1.0
E01000170,A32,1,1,1.0
E01000181,A32,1,1,1.0
E01000206,A32,3,2,1.5
E01000255,A32,1,1,1.0
E01000258,A32,1,1,1.0
E01000262,A32,1,1,1.0
E01000271,A32,1,1,1.0
E01000275,A32,1,1,1.0
E01000284,A32,1,1,1.0
E01000288,A32,1,1,1.0
E01000313,A32,1,1,1.0
E01000145,A33,1,1,1.0
E01000157,A33,1,1,1.0
E01000196,A33,1,1,1.0
E01000197,A33,1,1,1.0
E01000237,A33,6,1,6.0
E01000250,A33,1,1,1.0
E01000252,A33,2,1,2.0
E01000277,A33,1,1,1.0
E01000278,A33,1,1,1.0
E01000281,A33,1,1,1.0
E01000282,A33,1,1,1.0
E01000294,A33,1,1,1.0
E01000296,A33,1,1,1.0
E01000303,A33,1,1,1.0
E01000304,A33,1,1,1.0
E01000306,A33,2,1,2.0
E01000307,A33,4,1,4.0
E01000310,A33,4,1,4.0
E01000713,A33,1,1,1.0
E01017177,A33,1,1,1.0
E01017195,A33,1,1,1.0
E01017216,A33,1,1,1.0
E01000694,A34,1,1,1.0
E01017166,A34,1,1,1.0
E01017223,A34,1,1,1.0
E01017239,A34,1,1,1.0
E01017274,A34,1,1,1.0
E01000138,A37,1,1,1.0
E01017140,A41,1,1,1.0
E01017154,A41,1,1,1.0
E01017158,A41,1,1,1.0
E01017168,A41,1,1,1.0
E01017169,A41,1,1,1.0
E01017177,A41,1,1,1.0
E01017192,A41,1,1,1.0
E01017194,A41,1,1,1.0
E01017195,A41,1,1,1.0
E01017197,A41,1,1,1.0
E01017204,A41,1,1,1.0
E01017223,A41,2,1,2.0
E01017224,A41,1,1,1.0
E01017233,A41,1,1,1.0
E01017235,A41,1,1,1.0
E01017242,A41,1,1,1.0
E01017243,A41,1,1,1.0
E01017252,A41,1,1,1.0
E01017254,A41,1,1,1.0
E01017261,A41,1,1,1.0
E01017266,A41,1,1,1.0
E01017267,A41,1,1,1.0
E01017270,A41,1,1,1.0
E01017273,A41,1,1,1.0
E01017276,A41,1,1,1.0
E01032753,A41,1,1,1.0
E01032756,A41,1,1,1.0
E01000306,A47,1,1,1.0
E01000675,A47,1,1,1.0
E01000677,A47,1,1,1.0
E01017138,A47,2,2,1.0
E01017181,A47,1,1,1.0
E01017195,A47,1,1,1.0
E01017196,A47,1,1,1.0
E01017215,A47,1,1,1.0
E01017248,A47,1,1,1.0
E01000182,A48,1,1,1.0
E01000189,A48,1,1,1.0
E01000196,A48,1,1,1.0
E01000200,A48,1,1,1.0
E01000240,A48,1,1,1.0
E01000262,A48,2,2,1.0
E01000304,A48,1,1,1.0
E01000321,A48,1,1,1.0
E01000722,A52,1,1,1.0
E01000784,A52,1,1,1.0
E01017138,A54,1,1,1.0
E01017140,A54,3,3,1.0
E01017144,A54,1,1,1.0
E01017145,A54,1,1,1.0
E01017160,A54,2,2,1.0
E01017193,A54,1,1,1.0
E01017198,A54,1,1,1.0
E01017202,A54,1,1,1.0
E01017228,A54,1,1,1.0
E01017234,A54,1,1,1.0
E01017246,A54,2,2,1.0
E01017254,A54,1,1,1.0
E01032753,A54,1,1,1.0
E01000123,A55,1,1,1.0
E01000127,A55,1,1,1.0
E01000155,A55,1,1,1.0
E01000157,A55,1,1,1.0
E01000158,A55,1,1,1.0
E01000159,A55,1,1,1.0
E01000177,A55,2,2,1.0
E01000193,A55,1,1,1.0
E01000209,A55,1,1,1.0
E01000214,A55,1,1,1.0
E01000244,A55,1,1,1.0
E01000261,A55,1,1,1.0
E01000281,A55,1,1,1.0
E01000282,A55,1,1,1.0
E01000284,A55,2,1,2.0
E01000288,A55,1,1,1.0
E01000310,A55,1,1,1.0
E01000314,A55,1,1,1.0
E01000315,A55,1,1,1.0
E01000322,A55,1,1,1.0
E01000694,A55,1,1,1.0
E01000697,A55,1,1,1.0
E01000734,A55,1,1,1.0
E01017146,A55,1,1,1.0
E01017178,A55,1,1,1.0
E01017216,A55,1,1,1.0
E01017220,A55,1,1,1.0
E01017226,A55,1,1,1.0
E01017248,A55,1,1,1.0
E01017280,A55,1,1,1.0
E01000182,A56,1,1,1.0
E01000115,A57,1,1,1.0
E01000117,A57,1,1,1.0
E01000119,A57,2,2,1.0
E01000142,A57,1,1,1.0
E01000146,A57,1,1,1.0
E01000156,A57,1,1,1.0
E01000158,A57,1,1,1.0
E01000170,A57,1,1,1.0
E01000173,A57,1,1,1.0
E01000178,A57,2,2,1.0
E01000192,A57,1,1,1.0
E01000193,A57,1,1,1.0
E01000194,A57,1,1,1.0
E01000197,A57,3,2,1.5
E01000203,A57,1,1,1.0
E01000212,A57,1,1,1.0
E01000215,A57,1,1,1.0
E01000220,A57,1,1,1.0
E01000223,A57,1,1,1.0
E01000228,A57,1,1,1.0
E01000237,A57,3,3,1.0
E01000243,A57,1,1,1.0
E01000248,A57,1,1,1.0
