period,LAD,SHEF_C,report_count,user_count,average
2010-4,E08000035,Environmental Health,4,3,1.3333333333333333
2010-4,E08000035,Road Safety & Defects,1,1,1.0
2010-4,E09000003,Abandoned Vehicles & Parking,3,3,1.0
2010-4,E09000003,Environmental Disruptions,2,2,1.0
2010-4,E09000003,Environmental Health,6,5,1.2
2010-4,E09000003,Incivilities,1,1,1.0
2010-4,E09000003,Other,9,9,1.0
2010-4,E09000003,Road Safety & Defects,142,123,1.1544715447154472
2010-4,E09000003,Vehicles,1,1,1.0
2010-4,S12000036,Environmental Health,2,2,1.0
2010-4,S12000036,Incivilities,1,1,1.0
2010-4,W06000015,Environmental Health,5,4,1.25
2010-4,W06000015,Other,2,2,1.0
2010-4,W06000015,Road Safety & Defects,10,4,2.5
