period,LAD,SHEF_C,report_count,user_count,average
2010-10,E08000035,Environmental Health,1,1,1.0
2010-10,E09000003,Abandoned Vehicles & Parking,2,2,1.0
2010-10,E09000003,Environmental Disruptions,5,5,1.0
2010-10,E09000003,Environmental Health,5,4,1.25
2010-10,E09000003,Other,9,9,1.0
2010-10,E09000003,Public Space,1,1,1.0
2010-10,E09000003,Road Safety & Defects,69,64,1.078125
2010-10,E09000003,Vehicles,2,2,1.0
2010-10,S12000036,Other,2,2,1.0
2010-10,S12000036,Road Safety & Defects,1,1,1.0
2010-10,S12000036,Vehicles,1,1,1.0
2010-10,W06000015,Road Safety & Defects,5,3,1.6666666666666667
