lad,SHEF_A_CODE,reports,unique_users,average_per_user
E06000001,A1,2,2,1.0
E06000002,A1,2,2,1.0
E06000003,A1,10,9,1.1111111111111112
E06000004,A1,28,25,1.12
E06000005,A1,11,7,1.5714285714285714
E06000006,A1,6,5,1.2
E06000007,A1,13,13,1.0
E06000008,A1,21,18,1.1666666666666667
E06000009,A1,6,6,1.0
E06000010,A1,9,9,1.0
E06000011,A1,1,1,1.0
E06000012,A1,1,1,1.0
E06000013,A1,7,5,1.4
E06000014,A1,2,2,1.0
E06000015,A1,11,11,1.0
E06000016,A1,19,15,1.2666666666666666
E06000017,A1,3,3,1.0
E06000018,A1,2,2,1.0
E06000019,A1,8,7,1.1428571428571428
E06000020,A1,7,6,1.1666666666666667
E06000021,A1,47,35,1.3428571428571427
E06000022,A1,628,440,1.4272727272727272
E06000023,A1,79,63,1.253968253968254
E06000024,A1,17,12,1.4166666666666667
E06000025,A1,32,31,1.032258064516129
E06000026,A1,13,13,1.0
E06000027,A1,4,4,1.0
E06000030,A1,12,11,1.0909090909090908
E06000031,A1,125,99,1.2626262626262625
E06000032,A1,212,156,1.358974358974359
E06000033,A1,5,5,1.0
E06000034,A1,14,11,1.2727272727272727
E06000035,A1,28,26,1.0769230769230769
E06000036,A1,14,11,1.2727272727272727
E06000038,A1,25,24,1.0416666666666667
E06000039,A1,23,20,1.15
E06000040,A1,25,20,1.25
E06000041,A1,19,16,1.1875
E06000042,A1,22,17,1.2941176470588236
E06000043,A1,17,14,1.2142857142857142
E06000044,A1,9,9,1.0
E06000046,A1,189,7,27.0
E06000047,A1,2,2,1.0
E06000049,A1,2,1,2.0
E06000050,A1,1,1,1.0
E06000051,A1,14,14,1.0
E06000052,A1,45,38,1.1842105263157894
E06000054,A1,1,1,1.0
E06000055,A1,101,99,1.02020202020202
E06000056,A1,84,77,1.0909090909090908
E06000057,A1,5,5,1.0
E06000058,A1,10,10,1.0
E06000059,A1,25,21,1.1904761904761905
E06000060,A1,197,157,1.2547770700636942
E07000008,A1,51,47,1.0851063829787233
E07000009,A1,25,25,1.0
E07000010,A1,17,17,1.0
E07000011,A1,62,59,1.0508474576271187
E07000012,A1,65,62,1.0483870967741935
E07000026,A1,1,1,1.0
E07000029,A1,6,6,1.0
E07000030,A1,2,2,1.0
E07000031,A1,9,5,1.8
E07000032,A1,4,4,1.0
E07000033,A1,6,6,1.0
E07000034,A1,5,5,1.0
E07000035,A1,4,3,1.3333333333333333
E07000036,A1,5,5,1.0
E07000037,A1,3,2,1.5
E07000038,A1,9,7,1.2857142857142858
E07000039,A1,6,5,1.2
E07000040,A1,9,9,1.0
E07000041,A1,2,2,1.0
E07000042,A1,7,6,1.1666666666666667
E07000043,A1,3,3,1.0
E07000044,A1,5,5,1.0
E07000045,A1,7,7,1.0
E07000047,A1,2,2,1.0
E07000061,A1,3,3,1.0
E07000062,A1,13,12,1.0833333333333333
E07000063,A1,22,20,1.1
E07000064,A1,30,24,1.25
E07000065,A1,14,13,1.0769230769230769
E07000066,A1,8,8,1.0
E07000067,A1,8,7,1.1428571428571428
E07000068,A1,4,4,1.0
E07000069,A1,1,1,1.0
E07000070,A1,16,12,1.3333333333333333
E07000071,A1,15,15,1.0
E07000072,A1,21,18,1.1666666666666667
E07000073,A1,7,7,1.0
E07000074,A1,4,3,1.3333333333333333
E07000075,A1,8,8,1.0
E07000076,A1,4,4,1.0
E07000077,A1,4,4,1.0
E07000078,A1,10,9,1.1111111111111112
E07000079,A1,2,2,1.0
E07000080,A1,3,3,1.0
E07000081,A1,7,7,1.0
E07000082,A1,5,5,1.0
E07000083,A1,4,4,1.0
E07000084,A1,38,29,1.3103448275862069
E07000085,A1,20,15,1.3333333333333333
E07000086,A1,14,12,1.1666666666666667
E07000087,A1,7,7,1.0
E07000088,A1,3,3,1.0
E07000089,A1,273,243,1.123456790123457
E07000090,A1,14,9,1.5555555555555556
E07000091,A1,8,7,1.1428571428571428
E07000092,A1,20,16,1.25
E07000093,A1,9,8,1.125
E07000094,A1,5,5,1.0
E07000095,A1,18,13,1.3846153846153846
E07000096,A1,25,21,1.1904761904761905
E07000098,A1,30,26,1.1538461538461537
E07000099,A1,26,22,1.1818181818181819
E07000102,A1,29,20,1.45
E07000103,A1,11,9,1.2222222222222223
E07000105,A1,5,5,1.0
E07000106,A1,10,9,1.1111111111111112
E07000109,A1,20,15,1.3333333333333333
E07000110,A1,1,1,1.0
E07000111,A1,25,22,1.1363636363636365
E07000112,A1,6,5,1.2
E07000113,A1,19,16,1.1875
E07000114,A1,26,19,1.368421052631579
E07000115,A1,8,8,1.0
E07000116,A1,9,8,1.125
E07000117,A1,7,7,1.0
E07000118,A1,6,4,1.5
E07000119,A1,7,6,1.1666666666666667
E07000120,A1,4,4,1.0
E07000121,A1,23,19,1.2105263157894737
E07000122,A1,3,3,1.0
E07000123,A1,16,12,1.3333333333333333
E07000124,A1,6,4,1.5
E07000125,A1,1,1,1.0
E07000126,A1,4,4,1.0
E07000127,A1,4,4,1.0
E07000129,A1,4,4,1.0
E07000130,A1,4,4,1.0
E07000131,A1,4,4,1.0
E07000132,A1,11,5,2.2
E07000133,A1,2,2,1.0
E07000134,A1,4,3,1.3333333333333333
E07000135,A1,6,4,1.5
E07000136,A1,3,3,1.0
E07000137,A1,4,3,1.3333333333333333
E07000138,A1,8,6,1.3333333333333333
E07000139,A1,5,5,1.0
E07000140,A1,8,6,1.3333333333333333
E07000141,A1,3,3,1.0
E07000142,A1,5,5,1.0
E07000143,A1,8,7,1.1428571428571428
E07000144,A1,3,2,1.5
E07000145,A1,7,7,1.0
E07000146,A1,1,1,1.0
E07000147,A1,4,4,1.0
E07000148,A1,15,10,1.5
E07000149,A1,4,4,1.0
E07000150,A1,6,6,1.0
E07000151,A1,6,6,1.0
E07000152,A1,5,5,1.0
E07000153,A1,12,11,1.0909090909090908
E07000154,A1,40,31,1.2903225806451613
E07000155,A1,9,9,1.0
E07000156,A1,9,9,1.0
E07000164,A1,1,1,1.0
E07000165,A1,1,1,1.0
E07000166,A1,2,2,1.0
E07000167,A1,1,1,1.0
E07000168,A1,1,1,1.0
E07000169,A1,4,4,1.0
E07000170,A1,10,7,1.4285714285714286
E07000171,A1,2,2,1.0
E07000172,A1,7,7,1.0
E07000173,A1,1,1,1.0
E07000174,A1,3,3,1.0
E07000175,A1,2,2,1.0
E07000176,A1,7,7,1.0
E07000177,A1,93,81,1.1481481481481481
E07000178,A1,95,74,1.2837837837837838
E07000179,A1,113,94,1.202127659574468
E07000180,A1,64,61,1.0491803278688525
E07000181,A1,44,40,1.1
E07000187,A1,8,8,1.0
E07000188,A1,8,7,1.1428571428571428
E07000189,A1,15,12,1.25
E07000192,A1,3,3,1.0
E07000193,A1,7,7,1.0
E07000194,A1,3,3,1.0
E07000195,A1,2,2,1.0
E07000196,A1,5,4,1.25
E07000197,A1,4,4,1.0
E07000200,A1,5,4,1.25
E07000202,A1,8,3,2.6666666666666665
E07000203,A1,2,2,1.0
E07000207,A1,11,11,1.0
E07000208,A1,10,5,2.0
E07000209,A1,11,10,1.1
E07000210,A1,10,7,1.4285714285714286
E07000211,A1,14,12,1.1666666666666667
E07000212,A1,31,24,1.2916666666666667
E07000213,A1,17,16,1.0625
E07000214,A1,6,6,1.0
E07000215,A1,9,9,1.0
E07000216,A1,14,12,1.1666666666666667
E07000217,A1,10,10,1.0
E07000218,A1,8,8,1.0
E07000219,A1,11,10,1.1
E07000220,A1,12,9,1.3333333333333333
E07000221,A1,11,10,1.1
E07000222,A1,14,14,1.0
E07000223,A1,13,11,1.1818181818181819
E07000224,A1,18,17,1.0588235294117647
E07000225,A1,8,6,1.3333333333333333
E07000226,A1,4,3,1.3333333333333333
E07000227,A1,9,9,1.0
E07000228,A1,14,10,1.4
E07000229,A1,12,12,1.0
E07000234,A1,4,4,1.0
E07000236,A1,5,5,1.0
E07000237,A1,4,3,1.3333333333333333
E07000238,A1,4,4,1.0
E07000240,A1,16,15,1.0666666666666667
E07000241,A1,11,9,1.2222222222222223
E07000242,A1,37,35,1.0571428571428572
E07000243,A1,672,373,1.801608579088472
E07000244,A1,8,6,1.3333333333333333
E07000245,A1,16,12,1.3333333333333333
E07000246,A1,11,11,1.0
E08000001,A1,8,8,1.0
E08000002,A1,12,12,1.0
E08000003,A1,48,34,1.411764705882353
E08000004,A1,11,11,1.0
E08000005,A1,7,6,1.1666666666666667
E08000007,A1,19,17,1.1176470588235294
E08000008,A1,11,11,1.0
E08000009,A1,2,2,1.0
E08000010,A1,7,7,1.0
E08000011,A1,7,6,1.1666666666666667
E08000012,A1,26,25,1.04
E08000013,A1,13,9,1.4444444444444444
E08000014,A1,9,9,1.0
E08000015,A1,7,7,1.0
E08000016,A1,9,9,1.0
E08000017,A1,4,4,1.0
E08000018,A1,9,8,1.125
E08000019,A1,67,58,1.1551724137931034
E08000021,A1,5,5,1.0
E08000022,A1,5,5,1.0
E08000023,A1,3,3,1.0
E08000024,A1,12,11,1.0909090909090908
E08000025,A1,240,207,1.1594202898550725
E08000026,A1,39,27,1.4444444444444444
E08000027,A1,23,20,1.15
E08000028,A1,7,6,1.1666666666666667
E08000029,A1,30,25,1.2
E08000030,A1,15,15,1.0
E08000031,A1,30,26,1.1538461538461537
E08000032,A1,21,17,1.2352941176470589
E08000033,A1,5,5,1.0
E08000034,A1,1,1,1.0
E08000035,A1,3,3,1.0
E08000036,A1,12,12,1.0
E08000037,A1,13,11,1.1818181818181819
E09000002,A1,19,15,1.2666666666666666
E09000003,A1,167,112,1.4910714285714286
E09000004,A1,692,512,1.3515625
E09000005,A1,23,20,1.15
E09000006,A1,1746,1468,1.1893732970027249
E09000007,A1,21,14,1.5
E09000008,A1,90,63,1.4285714285714286
E09000009,A1,27,26,1.0384615384615385
E09000010,A1,44,29,1.5172413793103448
E09000011,A1,1007,806,1.249379652605459
E09000012,A1,19,15,1.2666666666666666
E09000013,A1,7,7,1.0
E09000014,A1,30,18,1.6666666666666667
E09000015,A1,43,37,1.162162162162162
E09000016,A1,1,1,1.0
E09000017,A1,48,35,1.3714285714285714
E09000018,A1,434,156,2.782051282051282
E09000019,A1,28,17,1.6470588235294117
E09000020,A1,5,5,1.0
E09000021,A1,27,21,1.2857142857142858
E09000022,A1,38,29,1.3103448275862069
E09000023,A1,546,331,1.649546827794562
E09000024,A1,7,7,1.0
E09000026,A1,1,1,1.0
E09000027,A1,10,10,1.0
E09000028,A1,78,25,3.12
E09000029,A1,33,25,1.32
E09000030,A1,7,7,1.0
E09000031,A1,13,12,1.0833333333333333
E09000032,A1,14,13,1.0769230769230769
E09000033,A1,350,75,4.666666666666667
N09000003,A1,4,3,1.3333333333333333
N09000004,A1,1,1,1.0
N09000005,A1,2,1,2.0
N09000007,A1,2,2,1.0
N09000008,A1,1,1,1.0
S12000006,A1,1,1,1.0
S12000008,A1,8,8,1.0
S12000010,A1,3,1,3.0
S12000011,A1,4,4,1.0
S12000017,A1,14,10,1.4
S12000018,A1,1,1,1.0
S12000019,A1,3,3,1.0
S12000020,A1,1,1,1.0
S12000021,A1,1,1,1.0
S12000026,A1,3,3,1.0
S12000028,A1,3,3,1.0
S12000030,A1,1,1,1.0
S12000033,A1,18,12,1.5
S12000034,A1,15,12,1.25
S12000035,A1,3,3,1.0
S12000036,A1,48,25,1.92
S12000038,A1,15,10,1.5
S12000039,A1,2,2,1.0
S12000040,A1,9,8,1.125
S12000041,A1,6,5,1.2
S12000042,A1,10,6,1.6666666666666667
S12000045,A1,2,2,1.0
S12000047,A1,7,7,1.0
S12000048,A1,5,3,1.6666666666666667
S12000049,A1,58,46,1.2608695652173914
S12000050,A1,5,5,1.0
W06000001,A1,1,1,1.0
W06000002,A1,3,2,1.5
W06000003,A1,6,6,1.0
W06000004,A1,1,1,1.0
W06000005,A1,5,5,1.0
W06000006,A1,4,3,1.3333333333333333
W06000008,A1,5,5,1.0
W06000009,A1,7,5,1.4
W06000010,A1,2,2,1.0
W06000011,A1,5,5,1.0
W06000012,A1,4,4,1.0
W06000013,A1,14,14,1.0
W06000014,A1,3,3,1.0
W06000016,A1,6,6,1.0
W06000018,A1,4,4,1.0
W06000019,A1,3,3,1.0
W06000020,A1,3,3,1.0
W06000021,A1,7,6,1.1666666666666667
W06000022,A1,17,11,1.5454545454545454
W06000023,A1,7,6,1.1666666666666667
W06000024,A1,4,4,1.0
E06000010,A10,1,1,1.0
E06000017,A11,10,10,1.0
E06000060,A11,446,379,1.1767810026385224
E07000136,A11,19,8,2.375
E07000137,A11,44,17,2.588235294117647
E07000138,A11,15,8,1.875
E07000139,A11,45,18,2.5
E07000140,A11,40,12,3.3333333333333335
E07000141,A11,42,19,2.210526315789474
E07000142,A11,37,19,1.9473684210526316
E06000001,A12,4,4,1.0
E06000004,A12,3,3,1.0
E06000007,A12,4,3,1.3333333333333333
E06000009,A12,2,2,1.0
E06000010,A12,2,2,1.0
E06000014,A12,1,1,1.0
E06000015,A12,3,3,1.0
E06000016,A12,1,1,1.0
E06000019,A12,1,1,1.0
E06000022,A12,175,113,1.5486725663716814
E06000023,A12,16,13,1.2307692307692308
E06000024,A12,3,2,1.5
E06000025,A12,12,9,1.3333333333333333
E06000026,A12,5,1,5.0
E06000031,A12,7,5,1.4
E06000034,A12,2,2,1.0
E06000036,A12,2,2,1.0
E06000038,A12,2,2,1.0
E06000041,A12,6,6,1.0
E06000042,A12,2,1,2.0
E06000045,A12,10,7,1.4285714285714286
E06000046,A12,11,2,5.5
E06000047,A12,1,1,1.0
E06000049,A12,3,3,1.0
E06000052,A12,1,1,1.0
E06000055,A12,1,1,1.0
E06000056,A12,1,1,1.0
E06000057,A12,1,1,1.0
E06000058,A12,1,1,1.0
E06000059,A12,3,3,1.0
E07000029,A12,1,1,1.0
E07000031,A12,1,1,1.0
E07000034,A12,8,4,2.0
E07000035,A12,1,1,1.0
E07000036,A12,5,4,1.25
E07000038,A12,6,6,1.0
E07000039,A12,5,4,1.25
E07000070,A12,10,6,1.6666666666666667
E07000071,A12,2,2,1.0
E07000072,A12,1,1,1.0
E07000073,A12,1,1,1.0
E07000076,A12,2,1,2.0
E07000078,A12,1,1,1.0
E07000079,A12,1,1,1.0
E07000081,A12,3,2,1.5
E07000082,A12,1,1,1.0
E07000083,A12,3,3,1.0
E07000084,A12,2,2,1.0
E07000098,A12,6,3,2.0
E07000099,A12,2,2,1.0
E07000102,A12,1,1,1.0
E07000103,A12,1,1,1.0
E07000106,A12,2,2,1.0
