lad,SHEF_A_CODE,reports,unique_users,average_per_user
E06000001,A1,1,1,1.0
E06000004,A1,3,3,1.0
E06000005,A1,2,2,1.0
E06000007,A1,1,1,1.0
E06000008,A1,3,3,1.0
E06000009,A1,1,1,1.0
E06000013,A1,1,1,1.0
E06000016,A1,2,2,1.0
E06000021,A1,3,3,1.0
E06000022,A1,55,50,1.1
E06000023,A1,12,11,1.0909090909090908
E06000024,A1,3,2,1.5
E06000025,A1,4,4,1.0
E06000030,A1,1,1,1.0
E06000031,A1,8,6,1.3333333333333333
E06000032,A1,12,12,1.0
E06000034,A1,2,2,1.0
E06000035,A1,3,3,1.0
E06000036,A1,2,2,1.0
E06000038,A1,1,1,1.0
E06000039,A1,3,2,1.5
E06000040,A1,2,2,1.0
E06000041,A1,2,1,2.0
E06000042,A1,2,2,1.0
E06000043,A1,3,3,1.0
E06000052,A1,4,4,1.0
E06000055,A1,12,11,1.0909090909090908
E06000056,A1,6,6,1.0
E06000059,A1,4,3,1.3333333333333333
E06000060,A1,10,9,1.1111111111111112
E07000008,A1,5,5,1.0
E07000009,A1,4,4,1.0
E07000011,A1,2,2,1.0
E07000012,A1,2,2,1.0
E07000029,A1,1,1,1.0
E07000031,A1,1,1,1.0
E07000038,A1,1,1,1.0
E07000039,A1,4,3,1.3333333333333333
E07000040,A1,1,1,1.0
E07000041,A1,1,1,1.0
E07000044,A1,1,1,1.0
E07000047,A1,1,1,1.0
E07000061,A1,2,2,1.0
E07000063,A1,1,1,1.0
E07000064,A1,2,2,1.0
E07000066,A1,2,2,1.0
E07000067,A1,1,1,1.0
E07000072,A1,1,1,1.0
E07000078,A1,1,1,1.0
E07000079,A1,2,2,1.0
E07000082,A1,1,1,1.0
E07000084,A1,5,4,1.25
E07000085,A1,2,2,1.0
E07000086,A1,1,1,1.0
E07000089,A1,20,20,1.0
E07000090,A1,3,3,1.0
E07000092,A1,2,1,2.0
E07000094,A1,1,1,1.0
E07000095,A1,2,2,1.0
E07000096,A1,2,2,1.0
E07000098,A1,2,2,1.0
E07000099,A1,2,2,1.0
E07000102,A1,2,1,2.0
E07000103,A1,1,1,1.0
E07000109,A1,2,2,1.0
E07000111,A1,2,2,1.0
E07000113,A1,1,1,1.0
E07000114,A1,3,2,1.5
E07000115,A1,2,2,1.0
E07000116,A1,1,1,1.0
E07000120,A1,1,1,1.0
E07000121,A1,1,1,1.0
E07000127,A1,1,1,1.0
E07000134,A1,1,1,1.0
E07000135,A1,1,1,1.0
E07000137,A1,1,1,1.0
E07000147,A1,2,2,1.0
E07000148,A1,2,1,2.0
E07000154,A1,3,3,1.0
E07000173,A1,1,1,1.0
E07000177,A1,6,6,1.0
E07000178,A1,5,5,1.0
E07000179,A1,7,7,1.0
E07000180,A1,5,5,1.0
E07000181,A1,2,2,1.0
E07000188,A1,1,1,1.0
E07000192,A1,1,1,1.0
E07000193,A1,1,1,1.0
E07000196,A1,1,1,1.0
E07000207,A1,1,1,1.0
E07000209,A1,2,2,1.0
