lad,SHEF_A_CODE,reports,unique_users,average_per_user
E06000004,A1,1,1,1.0
E06000009,A1,1,1,1.0
E06000011,A1,1,1,1.0
E06000012,A1,1,1,1.0
E06000023,A1,2,2,1.0
E06000030,A1,1,1,1.0
E06000032,A1,2,2,1.0
E06000035,A1,2,2,1.0
E06000038,A1,1,1,1.0
E06000041,A1,1,1,1.0
E06000046,A1,1,1,1.0
E06000050,A1,1,1,1.0
E06000052,A1,1,1,1.0
E06000054,A1,1,1,1.0
E06000056,A1,2,2,1.0
E06000058,A1,3,3,1.0
E07000008,A1,1,1,1.0
E07000045,A1,1,1,1.0
E07000046,A1,1,1,1.0
E07000061,A1,1,1,1.0
E07000062,A1,3,3,1.0
E07000063,A1,2,2,1.0
E07000064,A1,1,1,1.0
E07000065,A1,7,7,1.0
E07000071,A1,1,1,1.0
E07000072,A1,1,1,1.0
E07000076,A1,1,1,1.0
E07000078,A1,1,1,1.0
E07000081,A1,1,1,1.0
E07000089,A1,8,8,1.0
E07000095,A1,1,1,1.0
E07000098,A1,2,1,2.0
E07000099,A1,1,1,1.0
E07000102,A1,1,1,1.0
E07000107,A1,1,1,1.0
E07000111,A1,2,2,1.0
E07000112,A1,3,3,1.0
E07000114,A1,1,1,1.0
E07000117,A1,1,1,1.0
E07000119,A1,1,1,1.0
E07000126,A1,2,2,1.0
E07000128,A1,1,1,1.0
E07000136,A1,2,2,1.0
E07000149,A1,2,2,1.0
E07000150,A1,1,1,1.0
E07000165,A1,6,6,1.0
E07000167,A1,1,1,1.0
E07000170,A1,2,2,1.0
E07000172,A1,1,1,1.0
E07000177,A1,1,1,1.0
E07000178,A1,1,1,1.0
E07000179,A1,1,1,1.0
E07000180,A1,2,2,1.0
E07000192,A1,1,1,1.0
E07000193,A1,1,1,1.0
E07000211,A1,1,1,1.0
E07000212,A1,1,1,1.0
E07000223,A1,1,1,1.0
E07000224,A1,2,1,2.0
E07000225,A1,1,1,1.0
E07000228,A1,1,1,1.0
E07000234,A1,1,1,1.0
E07000237,A1,1,1,1.0
E07000240,A1,2,2,1.0
E07000242,A1,1,1,1.0
E07000243,A1,38,24,1.5833333333333333
E07000245,A1,2,2,1.0
E07000246,A1,1,1,1.0
E08000010,A1,1,1,1.0
E08000012,A1,1,1,1.0
E08000019,A1,2,2,1.0
E08000021,A1,1,1,1.0
E08000025,A1,1,1,1.0
E08000027,A1,1,1,1.0
E08000028,A1,3,3,1.0
E08000031,A1,1,1,1.0
E08000033,A1,1,1,1.0
E08000034,A1,1,1,1.0
E08000035,A1,5,5,1.0
E08000036,A1,1,1,1.0
E09000002,A1,1,1,1.0
E09000003,A1,53,53,1.0
E09000004,A1,1,1,1.0
E09000006,A1,55,53,1.0377358490566038
E09000007,A1,2,2,1.0
E09000008,A1,1,1,1.0
E09000009,A1,1,1,1.0
E09000010,A1,1,1,1.0
E09000011,A1,1,1,1.0
E09000012,A1,2,2,1.0
E09000015,A1,1,1,1.0
E09000017,A1,3,3,1.0
E09000018,A1,1,1,1.0
E09000019,A1,3,3,1.0
E09000021,A1,1,1,1.0
E09000022,A1,1,1,1.0
E09000023,A1,3,3,1.0
E09000025,A1,1,1,1.0
E09000027,A1,1,1,1.0
E09000030,A1,2,1,2.0
E09000031,A1,1,1,1.0
E09000032,A1,1,1,1.0
S12000011,A1,2,1,2.0
S12000028,A1,1,1,1.0
S12000034,A1,1,1,1.0
S12000036,A1,1,1,1.0
S12000049,A1,1,1,1.0
W06000002,A1,1,1,1.0
E06000006,A12,1,1,1.0
E06000016,A12,3,1,3.0
E06000020,A12,1,1,1.0
E06000026,A12,1,1,1.0
E06000034,A12,1,1,1.0
E06000038,A12,1,1,1.0
E06000046,A12,1,1,1.0
E07000112,A12,1,1,1.0
E07000130,A12,1,1,1.0
E07000165,A12,3,2,1.5
E07000216,A12,1,1,1.0
E07000228,A12,1,1,1.0
E07000245,A12,1,1,1.0
E08000009,A12,1,1,1.0
E08000018,A12,1,1,1.0
