lsoa,SHEF_A_CODE,reports,unique_users,average_per_user
E01000124,A1,1,1,1.0
E01000133,A1,1,1,1.0
E01000139,A1,1,1,1.0
E01000163,A1,1,1,1.0
E01000182,A1,1,1,1.0
E01000189,A1,1,1,1.0
E01000190,A1,1,1,1.0
E01000194,A1,1,1,1.0
E01000209,A1,1,1,1.0
E01000215,A1,1,1,1.0
E01000235,A1,1,1,1.0
E01000264,A1,1,1,1.0
E01000268,A1,1,1,1.0
E01000289,A1,1,1,1.0
E01000349,A1,1,1,1.0
E01000353,A1,1,1,1.0
E01000378,A1,1,1,1.0
E01000393,A1,1,1,1.0
E01000394,A1,1,1,1.0
E01000427,A1,1,1,1.0
E01000468,A1,2,1,2.0
E01000484,A1,1,1,1.0
E01000518,A1,1,1,1.0
E01000539,A1,1,1,1.0
E01000591,A1,1,1,1.0
E01000661,A1,1,1,1.0
E01000664,A1,1,1,1.0
E01000672,A1,3,1,3.0
E01000683,A1,1,1,1.0
E01000685,A1,1,1,1.0
E01000687,A1,1,1,1.0
E01000689,A1,1,1,1.0
E01000695,A1,1,1,1.0
E01000696,A1,2,2,1.0
E01000700,A1,1,1,1.0
E01000702,A1,1,1,1.0
E01000704,A1,1,1,1.0
E01000716,A1,1,1,1.0
E01000744,A1,1,1,1.0
E01000745,A1,1,1,1.0
E01000746,A1,1,1,1.0
E01000748,A1,1,1,1.0
E01000749,A1,1,1,1.0
E01000752,A1,1,1,1.0
E01000755,A1,1,1,1.0
E01000765,A1,1,1,1.0
E01000800,A1,1,1,1.0
E01000802,A1,1,1,1.0
E01000805,A1,1,1,1.0
E01000832,A1,1,1,1.0
E01000850,A1,1,1,1.0
E01000852,A1,3,1,3.0
E01000855,A1,2,1,2.0
E01000940,A1,1,1,1.0
E01000947,A1,1,1,1.0
E01000948,A1,1,1,1.0
E01000952,A1,1,1,1.0
E01000961,A1,1,1,1.0
E01000967,A1,1,1,1.0
E01001155,A1,1,1,1.0
E01001168,A1,1,1,1.0
E01001186,A1,1,1,1.0
E01001245,A1,1,1,1.0
E01001265,A1,1,1,1.0
E01001367,A1,1,1,1.0
E01001390,A1,2,2,1.0
E01001407,A1,1,1,1.0
E01001472,A1,1,1,1.0
E01001500,A1,1,1,1.0
E01001570,A1,1,1,1.0
E01001582,A1,1,1,1.0
E01001585,A1,1,1,1.0
E01001586,A1,1,1,1.0
E01001588,A1,1,1,1.0
E01001605,A1,1,1,1.0
E01001613,A1,1,1,1.0
E01001620,A1,1,1,1.0
E01001632,A1,1,1,1.0
E01001635,A1,1,1,1.0
E01001652,A1,2,1,2.0
E01001655,A1,2,1,2.0
E01001709,A1,1,1,1.0
E01001713,A1,1,1,1.0
E01001780,A1,1,1,1.0
E01001816,A1,1,1,1.0
E01001858,A1,1,1,1.0
E01001902,A1,1,1,1.0
E01001930,A1,1,1,1.0
E01002013,A1,1,1,1.0
E01002057,A1,1,1,1.0
E01002120,A1,1,1,1.0
E01002130,A1,1,1,1.0
E01002173,A1,1,1,1.0
E01002198,A1,2,1,2.0
E01002400,A1,1,1,1.0
E01002472,A1,1,1,1.0
E01002497,A1,1,1,1.0
E01002567,A1,1,1,1.0
E01002634,A1,1,1,1.0
E01002649,A1,1,1,1.0
E01002678,A1,1,1,1.0
E01002680,A1,1,1,1.0
E01002711,A1,1,1,1.0
E01002730,A1,1,1,1.0
E01002762,A1,1,1,1.0
E01002793,A1,1,1,1.0
E01002850,A1,1,1,1.0
E01002958,A1,1,1,1.0
E01002977,A1,1,1,1.0
E01003003,A1,1,1,1.0
E01003037,A1,1,1,1.0
E01003086,A1,1,1,1.0
E01003087,A1,1,1,1.0
E01003115,A1,1,1,1.0
E01003125,A1,1,1,1.0
E01003167,A1,1,1,1.0
E01003190,A1,1,1,1.0
E01003193,A1,2,2,1.0
E01003200,A1,1,1,1.0
E01003207,A1,1,1,1.0
E01003209,A1,1,1,1.0
E01003212,A1,2,2,1.0
E01003219,A1,1,1,1.0
E01003220,A1,1,1,1.0
E01003232,A1,1,1,1.0
E01003240,A1,1,1,1.0
E01003244,A1,1,1,1.0
E01003247,A1,1,1,1.0
E01003249,A1,1,1,1.0
E01003259,A1,1,1,1.0
E01003260,A1,1,1,1.0
E01003267,A1,1,1,1.0
E01003272,A1,2,2,1.0
E01003275,A1,1,1,1.0
E01003300,A1,1,1,1.0
E01003309,A1,1,1,1.0
E01003313,A1,3,2,1.5
E01003316,A1,1,1,1.0
E01003318,A1,1,1,1.0
E01003321,A1,1,1,1.0
E01003326,A1,1,1,1.0
E01003343,A1,2,2,1.0
E01003348,A1,2,2,1.0
E01003354,A1,2,2,1.0
E01004094,A1,1,1,1.0
E01004102,A1,1,1,1.0
E01004106,A1,1,1,1.0
E01004130,A1,2,1,2.0
E01004154,A1,1,1,1.0
E01004302,A1,5,1,5.0
E01004318,A1,1,1,1.0
E01004378,A1,1,1,1.0
E01004382,A1,1,1,1.0
E01004448,A1,1,1,1.0
E01004458,A1,1,1,1.0
E01004763,A1,3,2,1.5
E01004858,A1,1,1,1.0
E01004927,A1,1,1,1.0
E01005214,A1,1,1,1.0
E01005234,A1,1,1,1.0
E01005238,A1,1,1,1.0
E01005872,A1,1,1,1.0
E01005877,A1,2,1,2.0
E01005954,A1,1,1,1.0
E01006013,A1,1,1,1.0
E01006023,A1,1,1,1.0
E01006038,A1,2,1,2.0
E01006045,A1,1,1,1.0
E01006198,A1,1,1,1.0
E01006226,A1,1,1,1.0
E01006271,A1,1,1,1.0
E01006806,A1,1,1,1.0
E01006898,A1,1,1,1.0
E01007060,A1,1,1,1.0
E01007212,A1,1,1,1.0
