lsoa,SHEF_A_CODE,reports,unique_users,average_per_user
E01000484,A1,1,1,1.0
E01000487,A1,1,1,1.0
E01000561,A1,1,1,1.0
E01000647,A1,1,1,1.0
E01000648,A1,1,1,1.0
E01000651,A1,1,1,1.0
E01000654,A1,1,1,1.0
E01000657,A1,1,1,1.0
E01000659,A1,1,1,1.0
E01000668,A1,1,1,1.0
E01000669,A1,1,1,1.0
E01000672,A1,2,2,1.0
E01000673,A1,1,1,1.0
E01000678,A1,1,1,1.0
E01000680,A1,1,1,1.0
E01000685,A1,2,2,1.0
E01000689,A1,1,1,1.0
E01000691,A1,1,1,1.0
E01000700,A1,2,2,1.0
E01000701,A1,1,1,1.0
E01000702,A1,1,1,1.0
E01000707,A1,2,2,1.0
E01000708,A1,1,1,1.0
E01000709,A1,1,1,1.0
E01000710,A1,3,2,1.5
E01000712,A1,1,1,1.0
E01000715,A1,1,1,1.0
E01000719,A1,1,1,1.0
E01000722,A1,2,2,1.0
E01000723,A1,1,1,1.0
E01000725,A1,1,1,1.0
E01000726,A1,1,1,1.0
E01000728,A1,1,1,1.0
E01000730,A1,2,2,1.0
E01000734,A1,1,1,1.0
E01000742,A1,1,1,1.0
E01000746,A1,1,1,1.0
E01000749,A1,1,1,1.0
E01000758,A1,1,1,1.0
E01000760,A1,1,1,1.0
E01000762,A1,1,1,1.0
E01000770,A1,1,1,1.0
E01000781,A1,1,1,1.0
E01000791,A1,1,1,1.0
E01000794,A1,1,1,1.0
E01000797,A1,1,1,1.0
E01000802,A1,2,2,1.0
E01000804,A1,2,2,1.0
E01000805,A1,1,1,1.0
E01000806,A1,3,3,1.0
E01000811,A1,1,1,1.0
E01000812,A1,1,1,1.0
E01000819,A1,2,2,1.0
E01000820,A1,2,2,1.0
E01000827,A1,3,3,1.0
E01000828,A1,2,2,1.0
E01000831,A1,2,2,1.0
E01000841,A1,1,1,1.0
E01000898,A1,1,1,1.0
E01000919,A1,1,1,1.0
E01001146,A1,3,1,3.0
E01001148,A1,2,2,1.0
E01001667,A1,1,1,1.0
E01002577,A1,1,1,1.0
E01002692,A1,1,1,1.0
E01002710,A1,1,1,1.0
E01002794,A1,1,1,1.0
E01003131,A1,1,1,1.0
E01003285,A1,1,1,1.0
E01003303,A1,1,1,1.0
E01003817,A1,1,1,1.0
E01003825,A1,1,1,1.0
E01004069,A1,1,1,1.0
E01006763,A1,1,1,1.0
E01007982,A1,1,1,1.0
E01008881,A1,1,1,1.0
E01010151,A1,1,1,1.0
E01013595,A1,1,1,1.0
E01014754,A1,1,1,1.0
E01015843,A1,1,1,1.0
E01016523,A1,1,1,1.0
E01016850,A1,1,1,1.0
E01018944,A1,1,1,1.0
E01020108,A1,1,1,1.0
E01022459,A1,1,1,1.0
E01022683,A1,1,1,1.0
E01022857,A1,1,1,1.0
E01022875,A1,2,2,1.0
E01022891,A1,2,2,1.0
E01023288,A1,1,1,1.0
E01023366,A1,1,1,1.0
E01023721,A1,1,1,1.0
E01023750,A1,1,1,1.0
E01023754,A1,1,1,1.0
E01023756,A1,2,2,1.0
E01023758,A1,2,2,1.0
E01023760,A1,1,1,1.0
E01023762,A1,1,1,1.0
E01023766,A1,3,2,1.5
E01023771,A1,1,1,1.0
E01023778,A1,1,1,1.0
E01023783,A1,3,2,1.5
E01023785,A1,1,1,1.0
E01023788,A1,2,2,1.0
E01023789,A1,1,1,1.0
E01023790,A1,1,1,1.0
E01023793,A1,1,1,1.0
E01023899,A1,1,1,1.0
E01024659,A1,1,1,1.0
E01025389,A1,1,1,1.0
E01025575,A1,1,1,1.0
E01026440,A1,1,1,1.0
E01026989,A1,1,1,1.0
E01028427,A1,1,1,1.0
E01028500,A1,1,1,1.0
E01028738,A1,2,1,2.0
E01029356,A1,1,1,1.0
E01029490,A1,1,1,1.0
E01029519,A1,1,1,1.0
E01030436,A1,1,1,1.0
E01030771,A1,1,1,1.0
E01031340,A1,1,1,1.0
E01031464,A1,1,1,1.0
E01031472,A1,1,1,1.0
E01032563,A1,1,1,1.0
