lsoa,SHEF_A_CODE,reports,unique_users,average_per_user
E01000040,A1,1,1,1.0
E01000082,A1,1,1,1.0
E01000151,A1,1,1,1.0
E01000152,A1,1,1,1.0
E01000280,A1,1,1,1.0
E01000471,A1,1,1,1.0
E01001365,A1,1,1,1.0
E01001580,A1,1,1,1.0
E01001793,A1,1,1,1.0
E01001994,A1,1,1,1.0
E01002401,A1,1,1,1.0
E01002635,A1,2,1,2.0
E01002699,A1,1,1,1.0
E01003323,A1,1,1,1.0
E01003640,A1,1,1,1.0
E01003727,A1,1,1,1.0
E01004221,A1,1,1,1.0
E01005059,A1,1,1,1.0
E01005177,A1,1,1,1.0
E01005207,A1,1,1,1.0
E01005905,A1,1,1,1.0
E01006134,A1,1,1,1.0
E01009380,A1,1,1,1.0
E01010065,A1,1,1,1.0
E01014754,A1,1,1,1.0
E01014875,A1,1,1,1.0
E01015082,A1,1,1,1.0
E01015681,A1,1,1,1.0
E01016762,A1,1,1,1.0
E01016892,A1,1,1,1.0
E01017030,A1,1,1,1.0
E01017455,A1,1,1,1.0
E01017580,A1,1,1,1.0
E01017989,A1,2,1,2.0
E01017990,A1,3,1,3.0
E01018009,A1,1,1,1.0
E01018212,A1,1,1,1.0
E01019547,A1,1,1,1.0
E01020108,A1,1,1,1.0
E01020140,A1,1,1,1.0
E01021602,A1,1,1,1.0
E01022105,A1,1,1,1.0
E01022157,A1,1,1,1.0
E01022298,A1,1,1,1.0
E01022312,A1,1,1,1.0
E01023414,A1,1,1,1.0
E01023678,A1,1,1,1.0
E01023712,A1,1,1,1.0
E01023794,A1,1,1,1.0
E01023805,A1,1,1,1.0
E01024279,A1,1,1,1.0
E01024309,A1,1,1,1.0
E01025503,A1,1,1,1.0
E01026433,A1,1,1,1.0
E01026764,A1,2,1,2.0
E01026800,A1,1,1,1.0
E01027698,A1,1,1,1.0
E01028729,A1,1,1,1.0
E01030672,A1,1,1,1.0
E01030675,A1,1,1,1.0
E01031468,A1,1,1,1.0
E01031775,A1,1,1,1.0
E01032003,A1,1,1,1.0
E01032620,A1,1,1,1.0
E01032636,A1,1,1,1.0
E01032797,A1,2,2,1.0
S01007712,A1,2,1,2.0
S01007798,A1,1,1,1.0
S01008487,A1,1,1,1.0
S01008813,A1,1,1,1.0
S01009265,A1,1,1,1.0
S01009385,A1,1,1,1.0
S01009897,A1,1,1,1.0
E01005317,A12,1,1,1.0
E01010441,A12,1,1,1.0
E01015703,A12,1,1,1.0
E01016438,A12,1,1,1.0
E01016443,A12,1,1,1.0
E01016679,A12,1,1,1.0
E01018486,A12,1,1,1.0
E01028090,A12,1,1,1.0
E01031284,A12,1,1,1.0
S01011504,A12,1,1,1.0
E01000177,A20,1,1,1.0
E01000179,A20,1,1,1.0
E01000294,A20,1,1,1.0
E01000875,A20,1,1,1.0
E01000887,A20,1,1,1.0
E01001040,A20,1,1,1.0
E01001574,A20,1,1,1.0
E01002161,A20,1,1,1.0
E01002718,A20,1,1,1.0
E01002721,A20,1,1,1.0
E01002722,A20,4,2,2.0
E01003200,A20,1,1,1.0
E01003800,A20,1,1,1.0
E01004221,A20,2,1,2.0
E01004232,A20,1,1,1.0
E01004286,A20,1,1,1.0
E01004343,A20,1,1,1.0
E01004430,A20,1,1,1.0
E01004944,A20,1,1,1.0
E01004989,A20,1,1,1.0
E01005487,A20,1,1,1.0
E01006097,A20,1,1,1.0
E01006309,A20,1,1,1.0
E01007392,A20,1,1,1.0
E01007410,A20,1,1,1.0
E01007599,A20,1,1,1.0
E01007894,A20,1,1,1.0
E01008722,A20,1,1,1.0
E01008869,A20,1,1,1.0
E01009405,A20,1,1,1.0
E01009976,A20,1,1,1.0
E01010586,A20,1,1,1.0
E01010861,A20,1,1,1.0
E01011384,A20,1,1,1.0
E01012059,A20,1,1,1.0
E01012540,A20,1,1,1.0
E01013233,A20,1,1,1.0
E01014041,A20,1,1,1.0
E01014044,A20,1,1,1.0
E01014046,A20,1,1,1.0
E01014076,A20,1,1,1.0
E01014092,A20,1,1,1.0
E01014746,A20,1,1,1.0
E01014780,A20,1,1,1.0
E01014878,A20,1,1,1.0
E01016369,A20,1,1,1.0
E01016477,A20,1,1,1.0
E01016617,A20,1,1,1.0
E01017859,A20,1,1,1.0
E01017893,A20,2,2,1.0
E01018327,A20,1,1,1.0
E01019280,A20,1,1,1.0
E01019505,A20,1,1,1.0
E01019839,A20,1,1,1.0
E01020105,A20,1,1,1.0
E01020114,A20,1,1,1.0
E01020127,A20,1,1,1.0
E01020310,A20,4,1,4.0
E01020684,A20,1,1,1.0
E01020777,A20,2,1,2.0
E01020867,A20,1,1,1.0
E01021613,A20,1,1,1.0
E01022021,A20,1,1,1.0
E01022452,A20,1,1,1.0
E01022516,A20,1,1,1.0
E01023552,A20,1,1,1.0
E01024699,A20,1,1,1.0
E01024837,A20,1,1,1.0
E01025865,A20,1,1,1.0
E01025989,A20,2,1,2.0
E01026698,A20,1,1,1.0
E01027073,A20,1,1,1.0
E01027142,A20,1,1,1.0
E01027428,A20,1,1,1.0
E01027869,A20,1,1,1.0
E01028048,A20,1,1,1.0
E01029391,A20,1,1,1.0
E01029481,A20,1,1,1.0
E01029499,A20,1,1,1.0
E01029501,A20,1,1,1.0
E01029506,A20,1,1,1.0
E01029727,A20,1,1,1.0
E01029957,A20,1,1,1.0
E01030088,A20,1,1,1.0
E01030366,A20,1,1,1.0
E01030412,A20,1,1,1.0
E01031185,A20,1,1,1.0
E01032161,A20,1,1,1.0
E01033438,A20,1,1,1.0
E01033656,A20,1,1,1.0
E01033752,A20,1,1,1.0
S01006959,A20,1,1,1.0
S01007331,A20,1,1,1.0
S01008471,A20,1,1,1.0
S01009073,A20,1,1,1.0
S01009081,A20,1,1,1.0
S01009257,A20,1,1,1.0
S01009328,A20,1,1,1.0
S01010358,A20,1,1,1.0
S01011079,A20,1,1,1.0
S01011342,A20,1,1,1.0
S01011523,A20,1,1,1.0
S01011748,A20,1,1,1.0
S01011776,A20,1,1,1.0
S01012632,A20,1,1,1.0
S01013161,A20,1,1,1.0
W01000109,A20,1,1,1.0
W01000215,A20,1,1,1.0
W01000249,A20,1,1,1.0
W01000255,A20,1,1,1.0
W01000685,A20,1,1,1.0
W01001644,A20,1,1,1.0
W01001935,A20,1,1,1.0
E01000230,A24,1,1,1.0
E01000398,A24,1,1,1.0
E01002305,A24,1,1,1.0
E01002931,A24,1,1,1.0
E01003367,A24,1,1,1.0
E01004114,A24,1,1,1.0
E01004548,A24,1,1,1.0
E01005900,A24,1,1,1.0
E01007262,A24,1,1,1.0
E01007946,A24,1,1,1.0
E01007996,A24,1,1,1.0
E01012185,A24,1,1,1.0
E01012429,A24,1,1,1.0
E01013791,A24,1,1,1.0
E01014069,A24,1,1,1.0
E01015612,A24,1,1,1.0
E01016254,A24,1,1,1.0
E01016680,A24,1,1,1.0
E01017054,A24,1,1,1.0
E01017145,A24,1,1,1.0
E01017814,A24,1,1,1.0
E01017986,A24,1,1,1.0
E01018286,A24,1,1,1.0
E01018541,A24,1,1,1.0
E01019368,A24,1,1,1.0
E01019642,A24,1,1,1.0
E01020337,A24,1,1,1.0
E01020677,A24,1,1,1.0
E01021685,A24,1,1,1.0
E01022583,A24,1,1,1.0
E01023013,A24,1,1,1.0
E01023637,A24,1,1,1.0
E01026369,A24,1,1,1.0
E01027362,A24,1,1,1.0
E01027464,A24,1,1,1.0
E01028602,A24,1,1,1.0
E01030698,A24,1,1,1.0
E01030711,A24,1,1,1.0
E01031244,A24,1,1,1.0
E01033239,A24,1,1,1.0
S01006946,A24,1,1,1.0
S01009080,A24,1,1,1.0
S01009122,A24,3,1,3.0
S01010461,A24,1,1,1.0
W01001943,A24,1,1,1.0
E01002693,A28,1,1,1.0
E01003200,A28,1,1,1.0
E01008397,A28,1,1,1.0
E01009102,A28,1,1,1.0
E01009128,A28,2,1,2.0
E01009224,A28,1,1,1.0
E01009230,A28,1,1,1.0
E01009232,A28,1,1,1.0
E01009406,A28,1,1,1.0
E01012644,A28,1,1,1.0
E01020310,A28,1,1,1.0
E01025809,A28,1,1,1.0
E01029670,A28,1,1,1.0
E01029789,A28,1,1,1.0
E01030456,A28,1,1,1.0
E01032070,A28,1,1,1.0
E01032236,A28,2,1,2.0
E01032428,A28,1,1,1.0
E01032573,A28,1,1,1.0
E01032899,A28,2,1,2.0
E01000141,A29,1,1,1.0
E01000165,A29,1,1,1.0
E01000174,A29,1,1,1.0
E01000259,A29,1,1,1.0
E01000388,A29,1,1,1.0
E01000931,A29,1,1,1.0
E01000945,A29,1,1,1.0
E01000975,A29,1,1,1.0
E01001072,A29,1,1,1.0
E01001091,A29,1,1,1.0
E01001111,A29,1,1,1.0
E01001159,A29,1,1,1.0
E01001192,A29,1,1,1.0
E01001412,A29,2,1,2.0
E01001484,A29,1,1,1.0
E01001568,A29,1,1,1.0
E01002017,A29,1,1,1.0
E01002064,A29,1,1,1.0
E01002065,A29,1,1,1.0
E01002221,A29,1,1,1.0
E01002230,A29,1,1,1.0
E01002443,A29,1,1,1.0
E01002507,A29,1,1,1.0
E01002586,A29,1,1,1.0
E01002679,A29,1,1,1.0
E01003119,A29,1,1,1.0
E01003123,A29,1,1,1.0
E01003148,A29,1,1,1.0
E01003210,A29,1,1,1.0
E01003336,A29,3,2,1.5
E01003341,A29,1,1,1.0
E01003342,A29,2,2,1.0
E01003356,A29,2,2,1.0
E01003357,A29,1,1,1.0
E01003367,A29,1,1,1.0
E01003373,A29,2,1,2.0
E01003375,A29,5,1,5.0
E01003393,A29,1,1,1.0
E01003396,A29,1,1,1.0
E01003423,A29,1,1,1.0
E01003517,A29,1,1,1.0
E01003666,A29,1,1,1.0
E01003758,A29,1,1,1.0
E01003831,A29,1,1,1.0
E01003964,A29,1,1,1.0
E01003987,A29,4,2,2.0
E01004070,A29,1,1,1.0
E01004442,A29,1,1,1.0
E01004468,A29,1,1,1.0
E01004496,A29,1,1,1.0
E01004498,A29,1,1,1.0
E01004945,A29,1,1,1.0
E01006945,A29,1,1,1.0
E01007296,A29,1,1,1.0
E01007332,A29,2,2,1.0
E01007391,A29,1,1,1.0
E01007395,A29,2,1,2.0
E01007535,A29,1,1,1.0
E01007563,A29,1,1,1.0
E01007625,A29,2,1,2.0
E01007814,A29,1,1,1.0
E01007879,A29,1,1,1.0
E01007902,A29,1,1,1.0
E01007909,A29,1,1,1.0
E01007910,A29,1,1,1.0
E01007956,A29,1,1,1.0
E01008017,A29,1,1,1.0
E01008032,A29,1,1,1.0
E01008921,A29,1,1,1.0
E01009100,A29,1,1,1.0
E01009118,A29,1,1,1.0
E01009158,A29,1,1,1.0
E01009192,A29,1,1,1.0
E01009746,A29,2,1,2.0
E01009866,A29,1,1,1.0
E01010057,A29,1,1,1.0
E01010102,A29,1,1,1.0
E01010340,A29,2,1,2.0
E01010342,A29,5,1,5.0
E01010371,A29,3,1,3.0
E01010428,A29,1,1,1.0
E01010453,A29,1,1,1.0
E01010530,A29,1,1,1.0
E01010533,A29,1,1,1.0
E01010701,A29,1,1,1.0
E01010739,A29,1,1,1.0
E01010907,A29,1,1,1.0
E01011307,A29,1,1,1.0
E01011426,A29,1,1,1.0
E01011499,A29,1,1,1.0
E01011595,A29,1,1,1.0
E01011893,A29,1,1,1.0
E01012606,A29,2,1,2.0
E01012655,A29,1,1,1.0
E01012656,A29,2,1,2.0
E01012751,A29,1,1,1.0
E01013188,A29,1,1,1.0
E01013486,A29,1,1,1.0
E01013540,A29,1,1,1.0
E01014044,A29,1,1,1.0
E01014208,A29,1,1,1.0
E01014275,A29,1,1,1.0
E01014302,A29,2,1,2.0
E01014428,A29,1,1,1.0
E01014551,A29,1,1,1.0
E01014568,A29,1,1,1.0
E01014580,A29,1,1,1.0
E01014682,A29,1,1,1.0
E01015047,A29,1,1,1.0
E01015127,A29,1,1,1.0
E01015155,A29,1,1,1.0
E01015281,A29,1,1,1.0
E01015282,A29,1,1,1.0
E01015289,A29,1,1,1.0
E01015494,A29,1,1,1.0
E01015525,A29,1,1,1.0
E01015611,A29,5,1,5.0
E01015704,A29,1,1,1.0
E01015938,A29,1,1,1.0
E01016141,A29,1,1,1.0
E01016453,A29,1,1,1.0
E01016464,A29,2,1,2.0
E01016488,A29,2,1,2.0
E01016543,A29,1,1,1.0
E01016756,A29,1,1,1.0
E01017253,A29,1,1,1.0
E01017412,A29,2,2,1.0
E01017424,A29,1,1,1.0
E01017538,A29,1,1,1.0
E01017539,A29,1,1,1.0
E01017803,A29,1,1,1.0
E01018233,A29,1,1,1.0
E01018617,A29,1,1,1.0
E01018680,A29,1,1,1.0
E01019455,A29,1,1,1.0
E01019606,A29,1,1,1.0
E01019814,A29,1,1,1.0
E01019891,A29,1,1,1.0
E01020016,A29,1,1,1.0
E01020018,A29,1,1,1.0
E01020200,A29,1,1,1.0
E01020236,A29,1,1,1.0
E01020276,A29,1,1,1.0
E01020310,A29,1,1,1.0
E01020365,A29,1,1,1.0
E01020372,A29,1,1,1.0
E01020661,A29,1,1,1.0
E01020746,A29,1,1,1.0
E01020980,A29,1,1,1.0
E01021166,A29,1,1,1.0
E01021356,A29,1,1,1.0
E01021460,A29,1,1,1.0
E01021467,A29,1,1,1.0
E01021503,A29,1,1,1.0
E01021818,A29,1,1,1.0
E01022105,A29,3,1,3.0
E01022118,A29,1,1,1.0
E01022128,A29,1,1,1.0
E01022288,A29,2,1,2.0
E01022376,A29,1,1,1.0
E01022476,A29,1,1,1.0
E01022504,A29,1,1,1.0
E01022510,A29,1,1,1.0
E01022552,A29,1,1,1.0
E01023048,A29,1,1,1.0
E01023201,A29,2,1,2.0
E01023224,A29,1,1,1.0
E01023229,A29,1,1,1.0
E01023413,A29,1,1,1.0
E01023467,A29,1,1,1.0
E01023565,A29,1,1,1.0
E01023807,A29,1,1,1.0
E01023810,A29,1,1,1.0
E01023832,A29,4,1,4.0
E01023910,A29,1,1,1.0
E01023944,A29,2,1,2.0
E01024094,A29,1,1,1.0
E01024096,A29,1,1,1.0
E01024262,A29,1,1,1.0
E01024433,A29,1,1,1.0
E01024556,A29,1,1,1.0
E01024740,A29,1,1,1.0
E01025391,A29,1,1,1.0
E01025395,A29,1,1,1.0
E01025479,A29,2,1,2.0
E01025546,A29,1,1,1.0
E01025730,A29,1,1,1.0
E01025755,A29,1,1,1.0
E01026177,A29,1,1,1.0
E01026199,A29,1,1,1.0
E01026291,A29,2,1,2.0
E01026517,A29,4,1,4.0
E01026665,A29,23,1,23.0
E01026716,A29,1,1,1.0
E01026799,A29,3,2,1.5
E01026860,A29,1,1,1.0
E01026937,A29,1,1,1.0
E01027023,A29,1,1,1.0
E01027153,A29,1,1,1.0
E01027154,A29,3,1,3.0
E01027187,A29,1,1,1.0
E01027362,A29,1,1,1.0
E01027364,A29,1,1,1.0
E01027402,A29,1,1,1.0
E01027415,A29,1,1,1.0
E01027890,A29,1,1,1.0
E01027910,A29,1,1,1.0
E01028006,A29,1,1,1.0
E01028056,A29,1,1,1.0
E01028110,A29,1,1,1.0
E01028152,A29,1,1,1.0
E01028283,A29,1,1,1.0
E01028506,A29,1,1,1.0
E01028725,A29,1,1,1.0
E01028737,A29,1,1,1.0
E01028855,A29,1,1,1.0
E01029030,A29,1,1,1.0
E01029160,A29,1,1,1.0
E01029173,A29,1,1,1.0
E01029175,A29,1,1,1.0
E01029584,A29,1,1,1.0
E01029703,A29,1,1,1.0
E01029711,A29,1,1,1.0
E01029743,A29,1,1,1.0
E01029873,A29,1,1,1.0
E01029937,A29,2,1,2.0
E01030554,A29,1,1,1.0
E01030825,A29,1,1,1.0
E01030852,A29,1,1,1.0
E01031085,A29,1,1,1.0
E01031160,A29,1,1,1.0
E01031349,A29,1,1,1.0
E01031386,A29,1,1,1.0
E01031437,A29,1,1,1.0
E01031770,A29,2,2,1.0
E01032228,A29,1,1,1.0
E01032251,A29,1,1,1.0
E01032377,A29,1,1,1.0
E01032492,A29,1,1,1.0
E01032744,A29,1,1,1.0
E01032977,A29,1,1,1.0
E01033330,A29,2,2,1.0
E01033352,A29,1,1,1.0
E01033361,A29,2,1,2.0
E01033439,A29,1,1,1.0
E01033512,A29,1,1,1.0
S01007798,A29,1,1,1.0
S01008761,A29,1,1,1.0
S01008928,A29,2,1,2.0
S01009084,A29,1,1,1.0
S01009126,A29,1,1,1.0
S01009142,A29,1,1,1.0
S01009176,A29,4,1,4.0
S01009187,A29,1,1,1.0
S01009214,A29,1,1,1.0
S01009255,A29,1,1,1.0
S01009884,A29,1,1,1.0
S01009908,A29,2,1,2.0
S01009911,A29,1,1,1.0
S01010300,A29,1,1,1.0
S01010363,A29,1,1,1.0
S01010461,A29,1,1,1.0
S01010933,A29,2,1,2.0
S01010960,A29,1,1,1.0
S01011451,A29,1,1,1.0
S01011683,A29,3,1,3.0
S01011688,A29,1,1,1.0
S01011845,A29,1,1,1.0
S01011917,A29,2,2,1.0
S01012644,A29,1,1,1.0
S01012695,A29,1,1,1.0
W01000285,A29,1,1,1.0
W01000814,A29,1,1,1.0
W01001523,A29,1,1,1.0
W01001593,A29,1,1,1.0
W01001694,A29,1,1,1.0
W01001720,A29,1,1,1.0
W01001765,A29,1,1,1.0
W01001802,A29,1,1,1.0
W01001860,A29,1,1,1.0
E01000277,A33,1,1,1.0
E01000505,A33,1,1,1.0
E01000547,A33,1,1,1.0
E01000584,A33,1,1,1.0
E01000586,A33,1,1,1.0
E01001086,A33,1,1,1.0
E01001681,A33,1,1,1.0
E01001683,A33,2,1,2.0
E01001988,A33,2,1,2.0
E01002010,A33,1,1,1.0
E01002064,A33,1,1,1.0
E01002472,A33,1,1,1.0
E01003110,A33,1,1,1.0
E01003356,A33,1,1,1.0
E01003672,A33,1,1,1.0
E01003758,A33,1,1,1.0
E01003796,A33,1,1,1.0
E01005810,A33,1,1,1.0
E01006002,A33,1,1,1.0
E01006695,A33,1,1,1.0
E01007242,A33,4,1,4.0
E01007278,A33,1,1,1.0
E01007885,A33,1,1,1.0
E01007886,A33,1,1,1.0
E01007890,A33,1,1,1.0
E01009120,A33,1,1,1.0
E01010264,A33,1,1,1.0
E01010464,A33,1,1,1.0
E01010508,A33,2,1,2.0
E01010512,A33,3,1,3.0
E01010513,A33,1,1,1.0
E01010586,A33,1,1,1.0
E01010940,A33,1,1,1.0
E01011479,A33,1,1,1.0
E01011678,A33,1,1,1.0
E01011856,A33,1,1,1.0
E01012602,A33,1,1,1.0
E01013210,A33,1,1,1.0
