period,LSOA,SHEF_B,report_count,user_count,average
2015-2,95BB07S1,Street Lights,1,1,1.0
2015-2,95BB07S2,Street Lights,1,1,1.0
2015-2,95GG12S3,Rubbish,1,1,1.0
2015-2,95GG33S3,Road Surface Defects,1,1,1.0
2015-2,95GG42S4,Road Surface Defects,1,1,1.0
2015-2,95II06S1,Street Lights,1,1,1.0
2015-2,95II11W1,Street Lights,1,1,1.0
2015-2,95PP21W1,Open Spaces/Parks,1,1,1.0
2015-2,95SS03S1,Road Surface Defects,1,1,1.0
2015-2,95SS11S1,Road Surface Defects,1,1,1.0
2015-2,95SS11S2,Road Surface Defects,1,1,1.0
2015-2,95SS15S2,Road Surface Defects,1,1,1.0
2015-2,95SS28W1,Street Lights,1,1,1.0
2015-2,E01000006,Road Surface Defects,1,1,1.0
2015-2,E01000010,Road Surface Defects,2,1,2.0
2015-2,E01000050,Road Surface Defects,3,1,3.0
2015-2,E01000070,Road Surface Defects,1,1,1.0
2015-2,E01000072,Abandoned Vehicles,1,1,1.0
2015-2,E01000072,Rubbish,1,1,1.0
2015-2,E01000115,Highways Enquiries,1,1,1.0
2015-2,E01000119,Road Surface Defects,1,1,1.0
2015-2,E01000125,Abandoned Vehicles,1,1,1.0
2015-2,E01000131,Rubbish,1,1,1.0
2015-2,E01000132,Rubbish,1,1,1.0
2015-2,E01000134,Abandoned Vehicles,1,1,1.0
2015-2,E01000136,Pavement /Footway Defects,1,1,1.0
2015-2,E01000136,Road Surface Defects,1,1,1.0
2015-2,E01000137,Rubbish,1,1,1.0
2015-2,E01000141,Rubbish,1,1,1.0
2015-2,E01000142,Rubbish,1,1,1.0
2015-2,E01000143,Rubbish,1,1,1.0
2015-2,E01000145,Drainage,1,1,1.0
2015-2,E01000150,Rubbish,2,2,1.0
2015-2,E01000152,Road Surface Defects,1,1,1.0
2015-2,E01000153,Abandoned Vehicles,1,1,1.0
2015-2,E01000153,Incivilities,1,1,1.0
2015-2,E01000153,Rubbish,3,1,3.0
2015-2,E01000155,Highways Enquiries,1,1,1.0
2015-2,E01000155,Road Surface Defects,4,2,2.0
2015-2,E01000155,Street Lights,1,1,1.0
2015-2,E01000159,Road Surface Defects,1,1,1.0
2015-2,E01000160,Highways Enquiries,1,1,1.0
2015-2,E01000160,Pavement /Footway Defects,1,1,1.0
2015-2,E01000160,Road Surface Defects,1,1,1.0
2015-2,E01000166,Road Surface Defects,2,1,2.0
2015-2,E01000169,Road Surface Defects,1,1,1.0
2015-2,E01000172,Highways Enquiries,1,1,1.0
2015-2,E01000174,Road Surface Defects,1,1,1.0
2015-2,E01000174,Street Lights,1,1,1.0
2015-2,E01000177,Abandoned Vehicles,1,1,1.0
2015-2,E01000183,Highways Enquiries,1,1,1.0
2015-2,E01000183,Road Surface Defects,1,1,1.0
2015-2,E01000185,Abandoned Vehicles,1,1,1.0
2015-2,E01000188,Rubbish,1,1,1.0
2015-2,E01000192,Road Surface Defects,1,1,1.0
2015-2,E01000197,Rubbish,1,1,1.0
