period,LSOA,SHEF_B,report_count,user_count,average
2012-12,95BB12S1,Abandoned Vehicles,1,1,1.0
2012-12,95GG16S3,Street Lights,1,1,1.0
2012-12,95GG44S1,Dog Fouling,1,1,1.0
2012-12,95II03S2,Street Lights,1,1,1.0
2012-12,95II19S2,Street Lights,1,1,1.0
2012-12,95NN12W1,Road Surface Defects,1,1,1.0
2012-12,95SS16S2,Street Lights,1,1,1.0
2012-12,95SS22S2,Pavement /Footway Defects,1,1,1.0
2012-12,95VV06W1,Road Surface Defects,1,1,1.0
2012-12,95YY05W1,Street Lights,1,1,1.0
2012-12,E01000032,Rubbish,1,1,1.0
2012-12,E01000037,Abandoned Vehicles,1,1,1.0
2012-12,E01000040,Road Surface Defects,1,1,1.0
2012-12,E01000078,Dangerous Building/Structure,1,1,1.0
2012-12,E01000110,Other,1,1,1.0
2012-12,E01000124,Environmental Health,1,1,1.0
2012-12,E01000124,Highways Enquiries,1,1,1.0
2012-12,E01000126,Rubbish,1,1,1.0
2012-12,E01000131,Rubbish,1,1,1.0
2012-12,E01000133,Rubbish,1,1,1.0
2012-12,E01000141,Drainage,1,1,1.0
2012-12,E01000141,Rubbish,1,1,1.0
2012-12,E01000156,Street Lights,1,1,1.0
2012-12,E01000162,Rubbish,1,1,1.0
2012-12,E01000188,Road Surface Defects,2,2,1.0
2012-12,E01000188,Street Lights,1,1,1.0
2012-12,E01000196,Rubbish,1,1,1.0
2012-12,E01000213,Pavement /Footway Defects,1,1,1.0
2012-12,E01000213,Road Surface Defects,1,1,1.0
2012-12,E01000215,Road Surface Defects,1,1,1.0
2012-12,E01000216,Pavement /Footway Defects,1,1,1.0
2012-12,E01000220,Street Lights,1,1,1.0
2012-12,E01000222,Rubbish,1,1,1.0
2012-12,E01000223,Road Safety,1,1,1.0
2012-12,E01000227,Pavement /Footway Defects,1,1,1.0
2012-12,E01000238,Road Surface Defects,1,1,1.0
2012-12,E01000238,Rubbish,1,1,1.0
2012-12,E01000247,Highways Enquiries,1,1,1.0
2012-12,E01000249,Highways Enquiries,1,1,1.0
2012-12,E01000251,Highways Enquiries,1,1,1.0
2012-12,E01000259,Road Surface Defects,1,1,1.0
2012-12,E01000266,Highways Enquiries,1,1,1.0
2012-12,E01000268,Highways Enquiries,1,1,1.0
2012-12,E01000281,Drainage,1,1,1.0
2012-12,E01000288,Highways Enquiries,1,1,1.0
2012-12,E01000294,Road Surface Defects,1,1,1.0
2012-12,E01000302,Road Surface Defects,1,1,1.0
2012-12,E01000315,Pavement /Footway Defects,1,1,1.0
2012-12,E01000315,Road Safety,1,1,1.0
2012-12,E01000321,Rubbish,2,1,2.0
2012-12,E01000323,Highways Enquiries,1,1,1.0
2012-12,E01000330,Road Surface Defects,1,1,1.0
2012-12,E01000370,Road Surface Defects,1,1,1.0
2012-12,E01000381,Other,1,1,1.0
2012-12,E01000385,Drainage,1,1,1.0
2012-12,E01000386,Street Lights,1,1,1.0
2012-12,E01000419,Abandoned Vehicles,1,1,1.0
2012-12,E01000481,Street Lights,1,1,1.0
2012-12,E01000493,Road Surface Defects,1,1,1.0
2012-12,E01000511,Rubbish,1,1,1.0
2012-12,E01000553,Road Surface Defects,2,1,2.0
2012-12,E01000553,Rubbish,1,1,1.0
2012-12,E01000588,Street Furniture,1,1,1.0
2012-12,E01000590,Road Surface Defects,1,1,1.0
2012-12,E01000612,Rubbish,1,1,1.0
2012-12,E01000636,Street Lights,1,1,1.0
2012-12,E01000650,Rubbish,1,1,1.0
2012-12,E01000652,Road Safety,1,1,1.0
2012-12,E01000652,Street Lights,1,1,1.0
2012-12,E01000656,Right of Way,1,1,1.0
2012-12,E01000658,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-12,E01000662,Abandoned Vehicles,1,1,1.0
2012-12,E01000663,Street Lights,2,1,2.0
2012-12,E01000664,Street Lights,1,1,1.0
2012-12,E01000667,Street Lights,1,1,1.0
2012-12,E01000672,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-12,E01000673,Overgrown/Fallen Veg/Trees,4,1,4.0
2012-12,E01000675,Drainage,1,1,1.0
2012-12,E01000675,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-12,E01000677,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-12,E01000680,Rubbish,1,1,1.0
2012-12,E01000683,Street Lights,1,1,1.0
2012-12,E01000688,Street Lights,1,1,1.0
2012-12,E01000696,Drainage,2,1,2.0
2012-12,E01000703,Rubbish,1,1,1.0
2012-12,E01000704,Rubbish,1,1,1.0
2012-12,E01000705,Drainage,1,1,1.0
2012-12,E01000705,Rubbish,1,1,1.0
2012-12,E01000709,Road Surface Defects,1,1,1.0
2012-12,E01000710,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-12,E01000711,Rubbish,1,1,1.0
2012-12,E01000713,Environmental Health,1,1,1.0
2012-12,E01000713,Open Spaces/Parks,1,1,1.0
2012-12,E01000713,Street Lights,1,1,1.0
2012-12,E01000715,Drainage,1,1,1.0
2012-12,E01000715,Pavement /Footway Defects,1,1,1.0
2012-12,E01000715,Road Surface Defects,1,1,1.0
2012-12,E01000717,Rubbish,2,2,1.0
2012-12,E01000719,Drainage,2,2,1.0
2012-12,E01000725,Pavement /Footway Defects,1,1,1.0
2012-12,E01000725,Rubbish,3,3,1.0
2012-12,E01000728,Rubbish,1,1,1.0
2012-12,E01000733,Road Surface Defects,1,1,1.0
2012-12,E01000735,Street Lights,1,1,1.0
2012-12,E01000736,Street Lights,1,1,1.0
2012-12,E01000738,Street Lights,3,1,3.0
2012-12,E01000740,Road Safety,2,1,2.0
2012-12,E01000740,Street Lights,2,1,2.0
2012-12,E01000741,Street Lights,1,1,1.0
2012-12,E01000742,Incivilities,1,1,1.0
2012-12,E01000744,Rubbish,1,1,1.0
2012-12,E01000746,Road Safety,1,1,1.0
2012-12,E01000746,Street Lights,2,1,2.0
2012-12,E01000747,Right of Way,1,1,1.0
2012-12,E01000753,Road Surface Defects,1,1,1.0
2012-12,E01000755,Street Lights,1,1,1.0
2012-12,E01000761,Street Lights,1,1,1.0
2012-12,E01000771,Rubbish,1,1,1.0
2012-12,E01000779,Rubbish,1,1,1.0
2012-12,E01000789,Street Lights,1,1,1.0
2012-12,E01000790,Street Lights,1,1,1.0
2012-12,E01000802,Rubbish,1,1,1.0
2012-12,E01000807,Drainage,1,1,1.0
2012-12,E01000807,Street Lights,1,1,1.0
2012-12,E01000808,Street Lights,1,1,1.0
2012-12,E01000809,Abandoned Vehicles,1,1,1.0
2012-12,E01000809,Street Lights,1,1,1.0
2012-12,E01000845,Abandoned Vehicles,1,1,1.0
2012-12,E01000855,Street Lights,1,1,1.0
2012-12,E01000869,Road Surface Defects,1,1,1.0
2012-12,E01000870,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-12,E01000870,Rubbish,2,1,2.0
2012-12,E01000898,Rubbish,1,1,1.0
2012-12,E01000918,Road Surface Defects,1,1,1.0
2012-12,E01000921,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-12,E01000948,Road Surface Defects,1,1,1.0
2012-12,E01000953,Rubbish,1,1,1.0
2012-12,E01001020,Rubbish,1,1,1.0
2012-12,E01001022,Road Surface Defects,1,1,1.0
2012-12,E01001024,Road Safety,1,1,1.0
2012-12,E01001026,Road Surface Defects,1,1,1.0
2012-12,E01001036,Road Surface Defects,1,1,1.0
2012-12,E01001060,Road Surface Defects,1,1,1.0
2012-12,E01001071,Road Surface Defects,1,1,1.0
2012-12,E01001071,Street Lights,1,1,1.0
2012-12,E01001072,Rubbish,1,1,1.0
2012-12,E01001086,Abandoned Vehicles,1,1,1.0
2012-12,E01001086,Rubbish,1,1,1.0
2012-12,E01001090,Road Surface Defects,2,1,2.0
2012-12,E01001098,Street Lights,1,1,1.0
2012-12,E01001099,Road Surface Defects,1,1,1.0
2012-12,E01001109,Rubbish,1,1,1.0
2012-12,E01001126,Rubbish,1,1,1.0
2012-12,E01001136,Road Surface Defects,1,1,1.0
2012-12,E01001137,Incivilities,1,1,1.0
2012-12,E01001137,Rubbish,1,1,1.0
2012-12,E01001137,Street Furniture,1,1,1.0
2012-12,E01001137,Street Lights,5,1,5.0
2012-12,E01001138,Road Safety,1,1,1.0
2012-12,E01001138,Road Surface Defects,1,1,1.0
2012-12,E01001138,Street Lights,3,1,3.0
2012-12,E01001145,Rubbish,1,1,1.0
2012-12,E01001150,Street Lights,1,1,1.0
2012-12,E01001160,Street Lights,1,1,1.0
2012-12,E01001164,Road Surface Defects,1,1,1.0
2012-12,E01001164,Rubbish,1,1,1.0
2012-12,E01001173,Road Surface Defects,1,1,1.0
2012-12,E01001188,Road Surface Defects,1,1,1.0
2012-12,E01001192,Abandoned Vehicles,1,1,1.0
2012-12,E01001221,Drainage,1,1,1.0
2012-12,E01001223,Drainage,1,1,1.0
2012-12,E01001223,Road Surface Defects,1,1,1.0
2012-12,E01001232,Abandoned Vehicles,1,1,1.0
2012-12,E01001238,Road Surface Defects,1,1,1.0
2012-12,E01001246,Road Safety,1,1,1.0
2012-12,E01001246,Street Lights,2,1,2.0
2012-12,E01001257,Road Surface Defects,1,1,1.0
2012-12,E01001260,Road Surface Defects,1,1,1.0
2012-12,E01001265,Road Surface Defects,1,1,1.0
2012-12,E01001276,Rubbish,1,1,1.0
2012-12,E01001277,Incivilities,1,1,1.0
2012-12,E01001277,Parking,1,1,1.0
2012-12,E01001277,Road Safety,1,1,1.0
2012-12,E01001277,Street Lights,3,1,3.0
2012-12,E01001278,Road Surface Defects,1,1,1.0
2012-12,E01001291,Road Safety,1,1,1.0
2012-12,E01001291,Rubbish,1,1,1.0
2012-12,E01001297,Road Surface Defects,1,1,1.0
2012-12,E01001305,Road Surface Defects,2,2,1.0
2012-12,E01001306,Road Surface Defects,1,1,1.0
2012-12,E01001318,Road Safety,1,1,1.0
2012-12,E01001333,Road Surface Defects,1,1,1.0
2012-12,E01001335,Road Surface Defects,1,1,1.0
2012-12,E01001338,Road Surface Defects,1,1,1.0
2012-12,E01001338,Rubbish,1,1,1.0
2012-12,E01001357,Road Safety,1,1,1.0
2012-12,E01001361,Rubbish,2,2,1.0
2012-12,E01001362,Road Surface Defects,2,1,2.0
2012-12,E01001367,Road Surface Defects,2,1,2.0
2012-12,E01001371,Drainage,1,1,1.0
2012-12,E01001371,Road Surface Defects,1,1,1.0
2012-12,E01001373,Road Surface Defects,1,1,1.0
2012-12,E01001380,Road Surface Defects,1,1,1.0
2012-12,E01001385,Abandoned Vehicles,1,1,1.0
2012-12,E01001385,Road Surface Defects,1,1,1.0
2012-12,E01001388,Road Surface Defects,1,1,1.0
2012-12,E01001412,Road Surface Defects,1,1,1.0
2012-12,E01001417,Road Surface Defects,1,1,1.0
2012-12,E01001421,Street Lights,1,1,1.0
2012-12,E01001438,Street Lights,1,1,1.0
2012-12,E01001475,Road Surface Defects,1,1,1.0
2012-12,E01001503,Street Lights,1,1,1.0
2012-12,E01001504,Rubbish,1,1,1.0
2012-12,E01001509,Rubbish,1,1,1.0
2012-12,E01001514,Rubbish,1,1,1.0
2012-12,E01001518,Road Surface Defects,1,1,1.0
2012-12,E01001518,Rubbish,1,1,1.0
2012-12,E01001522,Street Lights,1,1,1.0
2012-12,E01001523,Road Surface Defects,1,1,1.0
2012-12,E01001530,Road Surface Defects,1,1,1.0
2012-12,E01001532,Street Furniture,1,1,1.0
2012-12,E01001539,Street Lights,1,1,1.0
2012-12,E01001599,Environmental Health,1,1,1.0
2012-12,E01001615,Road Surface Defects,2,1,2.0
2012-12,E01001646,Street Lights,1,1,1.0
2012-12,E01001652,Road Surface Defects,1,1,1.0
2012-12,E01001658,Street Lights,1,1,1.0
2012-12,E01001671,Street Lights,1,1,1.0
2012-12,E01001687,Rubbish,1,1,1.0
2012-12,E01001696,Road Surface Defects,1,1,1.0
2012-12,E01001697,Street Lights,1,1,1.0
2012-12,E01001714,Road Surface Defects,1,1,1.0
2012-12,E01001716,Dangerous Building/Structure,1,1,1.0
2012-12,E01001735,Road Surface Defects,1,1,1.0
2012-12,E01001738,Road Surface Defects,2,1,2.0
2012-12,E01001747,Rubbish,1,1,1.0
2012-12,E01001777,Road Surface Defects,1,1,1.0
2012-12,E01001779,Rubbish,1,1,1.0
2012-12,E01001802,Abandoned Vehicles,1,1,1.0
2012-12,E01001803,Road Surface Defects,1,1,1.0
2012-12,E01001861,Road Surface Defects,1,1,1.0
2012-12,E01001915,Road Surface Defects,1,1,1.0
2012-12,E01001916,Street Lights,1,1,1.0
2012-12,E01001942,Road Surface Defects,2,2,1.0
2012-12,E01001962,Street Lights,1,1,1.0
2012-12,E01001963,Abandoned Vehicles,1,1,1.0
2012-12,E01001970,Street Lights,1,1,1.0
2012-12,E01001975,Road Surface Defects,1,1,1.0
2012-12,E01001977,Street Lights,1,1,1.0
2012-12,E01001978,Street Furniture,1,1,1.0
2012-12,E01001990,Parking,1,1,1.0
2012-12,E01001995,Abandoned Vehicles,1,1,1.0
2012-12,E01001996,Drainage,1,1,1.0
2012-12,E01002014,Road Surface Defects,1,1,1.0
2012-12,E01002020,Street Lights,1,1,1.0
2012-12,E01002021,Abandoned Vehicles,1,1,1.0
