lsoa,SHEF_B_CODE,reports,unique_users,average_per_user
95GG06S3,B1,1,1,1.0
95GG10S2,B1,1,1,1.0
95HH12W1,B1,2,1,2.0
95II04S2,B1,1,1,1.0
95II09S1,B1,1,1,1.0
95II17W1,B1,1,1,1.0
95II18W1,B1,1,1,1.0
95MM18S2,B1,1,1,1.0
95MM19S1,B1,1,1,1.0
95QQ02W1,B1,1,1,1.0
95VV12S1,B1,2,1,2.0
95WW06S1,B1,1,1,1.0
95WW20S2,B1,1,1,1.0
E01000014,B1,1,1,1.0
E01000015,B1,1,1,1.0
E01000017,B1,1,1,1.0
E01000025,B1,1,1,1.0
E01000035,B1,1,1,1.0
E01000041,B1,1,1,1.0
E01000042,B1,1,1,1.0
E01000068,B1,1,1,1.0
E01000074,B1,1,1,1.0
E01000075,B1,2,1,2.0
E01000091,B1,1,1,1.0
E01000092,B1,1,1,1.0
E01000098,B1,2,2,1.0
E01000110,B1,1,1,1.0
E01000111,B1,1,1,1.0
E01000114,B1,1,1,1.0
E01000115,B1,1,1,1.0
E01000117,B1,1,1,1.0
E01000118,B1,2,2,1.0
E01000119,B1,1,1,1.0
E01000120,B1,1,1,1.0
E01000122,B1,1,1,1.0
E01000123,B1,2,2,1.0
E01000125,B1,1,1,1.0
E01000127,B1,3,3,1.0
E01000128,B1,4,2,2.0
E01000130,B1,1,1,1.0
E01000132,B1,7,2,3.5
E01000133,B1,5,4,1.25
E01000148,B1,2,2,1.0
E01000153,B1,2,2,1.0
E01000155,B1,1,1,1.0
E01000157,B1,11,3,3.6666666666666665
E01000158,B1,2,2,1.0
E01000159,B1,2,2,1.0
E01000160,B1,4,3,1.3333333333333333
E01000163,B1,11,4,2.75
E01000164,B1,23,5,4.6
E01000165,B1,1,1,1.0
E01000167,B1,1,1,1.0
E01000168,B1,1,1,1.0
E01000169,B1,1,1,1.0
E01000171,B1,4,4,1.0
E01000176,B1,1,1,1.0
E01000182,B1,1,1,1.0
E01000188,B1,1,1,1.0
E01000189,B1,2,2,1.0
E01000190,B1,1,1,1.0
E01000198,B1,1,1,1.0
E01000202,B1,1,1,1.0
E01000205,B1,1,1,1.0
E01000206,B1,4,2,2.0
E01000211,B1,2,2,1.0
E01000215,B1,1,1,1.0
E01000226,B1,1,1,1.0
E01000227,B1,2,2,1.0
E01000228,B1,3,2,1.5
E01000229,B1,3,2,1.5
E01000231,B1,2,2,1.0
E01000232,B1,1,1,1.0
E01000233,B1,1,1,1.0
E01000235,B1,1,1,1.0
E01000237,B1,1,1,1.0
E01000238,B1,3,3,1.0
E01000243,B1,2,1,2.0
E01000245,B1,1,1,1.0
E01000246,B1,2,2,1.0
E01000247,B1,4,2,2.0
E01000250,B1,1,1,1.0
E01000251,B1,1,1,1.0
E01000253,B1,1,1,1.0
E01000254,B1,1,1,1.0
E01000257,B1,3,2,1.5
E01000258,B1,1,1,1.0
E01000259,B1,1,1,1.0
E01000260,B1,3,3,1.0
E01000263,B1,2,2,1.0
E01000264,B1,1,1,1.0
E01000266,B1,2,1,2.0
E01000269,B1,2,2,1.0
E01000271,B1,2,2,1.0
E01000278,B1,1,1,1.0
E01000279,B1,1,1,1.0
E01000280,B1,2,2,1.0
E01000283,B1,1,1,1.0
E01000284,B1,2,2,1.0
E01000287,B1,1,1,1.0
E01000289,B1,1,1,1.0
E01000290,B1,5,5,1.0
E01000293,B1,1,1,1.0
E01000295,B1,1,1,1.0
E01000296,B1,1,1,1.0
E01000301,B1,1,1,1.0
E01000303,B1,3,3,1.0
E01000304,B1,4,2,2.0
E01000305,B1,2,2,1.0
