lsoa,SHEF_B_CODE,reports,unique_users,average_per_user
E01000159,B1,1,1,1.0
E01000211,B1,1,1,1.0
E01000273,B1,1,1,1.0
E01000469,B1,1,1,1.0
E01000780,B1,1,1,1.0
E01001248,B1,1,1,1.0
E01001270,B1,1,1,1.0
E01001295,B1,1,1,1.0
E01001365,B1,1,1,1.0
E01001791,B1,1,1,1.0
E01002178,B1,1,1,1.0
E01002301,B1,1,1,1.0
E01002690,B1,1,1,1.0
E01002956,B1,1,1,1.0
E01003287,B1,1,1,1.0
E01003878,B1,1,1,1.0
E01004534,B1,1,1,1.0
E01004870,B1,1,1,1.0
E01008115,B1,1,1,1.0
E01008474,B1,1,1,1.0
E01009050,B1,1,1,1.0
E01009403,B1,1,1,1.0
E01010706,B1,1,1,1.0
E01014493,B1,1,1,1.0
E01014802,B1,1,1,1.0
E01014809,B1,1,1,1.0
E01014967,B1,1,1,1.0
E01015018,B1,1,1,1.0
E01015082,B1,3,2,1.5
E01015143,B1,1,1,1.0
E01016102,B1,1,1,1.0
E01016140,B1,1,1,1.0
E01016969,B1,1,1,1.0
E01017989,B1,1,1,1.0
E01018000,B1,2,1,2.0
E01018121,B1,1,1,1.0
E01019957,B1,1,1,1.0
E01020113,B1,1,1,1.0
E01022515,B1,1,1,1.0
E01022772,B1,1,1,1.0
E01023201,B1,1,1,1.0
E01023563,B1,1,1,1.0
E01024667,B1,1,1,1.0
E01025353,B1,1,1,1.0
E01026726,B1,1,1,1.0
E01028440,B1,1,1,1.0
E01028760,B1,1,1,1.0
E01029484,B1,1,1,1.0
E01030226,B1,1,1,1.0
E01030541,B1,1,1,1.0
E01032111,B1,1,1,1.0
E01033146,B1,1,1,1.0
E01033398,B1,1,1,1.0
S01009243,B1,1,1,1.0
S01010674,B1,1,1,1.0
S01012786,B1,1,1,1.0
W01000188,B1,1,1,1.0
W01001225,B1,1,1,1.0
E01000119,B13,1,1,1.0
E01000164,B13,1,1,1.0
E01000173,B13,2,2,1.0
E01000213,B13,1,1,1.0
E01000405,B13,1,1,1.0
E01000979,B13,1,1,1.0
E01001050,B13,1,1,1.0
E01001096,B13,1,1,1.0
E01001126,B13,2,1,2.0
E01001322,B13,1,1,1.0
E01001430,B13,1,1,1.0
E01001476,B13,1,1,1.0
E01001503,B13,1,1,1.0
E01001761,B13,2,1,2.0
E01001973,B13,2,1,2.0
E01002085,B13,1,1,1.0
E01002262,B13,1,1,1.0
E01002704,B13,1,1,1.0
E01002714,B13,1,1,1.0
E01002793,B13,1,1,1.0
E01002797,B13,1,1,1.0
E01002931,B13,1,1,1.0
E01003166,B13,1,1,1.0
E01003265,B13,1,1,1.0
E01003474,B13,1,1,1.0
E01003559,B13,1,1,1.0
E01003665,B13,1,1,1.0
E01003750,B13,1,1,1.0
E01003876,B13,2,1,2.0
E01004416,B13,1,1,1.0
E01004609,B13,1,1,1.0
E01004750,B13,1,1,1.0
E01004839,B13,1,1,1.0
E01004882,B13,1,1,1.0
E01004988,B13,1,1,1.0
E01005036,B13,1,1,1.0
E01005123,B13,1,1,1.0
E01005150,B13,1,1,1.0
E01005171,B13,1,1,1.0
E01005257,B13,1,1,1.0
E01005392,B13,1,1,1.0
E01005403,B13,1,1,1.0
E01005411,B13,1,1,1.0
E01005413,B13,1,1,1.0
E01005435,B13,1,1,1.0
E01005675,B13,1,1,1.0
E01005704,B13,1,1,1.0
E01005924,B13,1,1,1.0
E01006213,B13,1,1,1.0
E01006282,B13,1,1,1.0
E01006379,B13,1,1,1.0
E01006801,B13,1,1,1.0
E01006971,B13,1,1,1.0
E01007040,B13,1,1,1.0
E01007332,B13,1,1,1.0
E01007389,B13,2,1,2.0
E01007405,B13,1,1,1.0
E01007419,B13,1,1,1.0
E01007663,B13,1,1,1.0
E01007670,B13,1,1,1.0
E01007702,B13,1,1,1.0
E01007773,B13,1,1,1.0
E01007817,B13,1,1,1.0
E01007953,B13,1,1,1.0
E01007991,B13,1,1,1.0
E01008023,B13,1,1,1.0
E01008031,B13,1,1,1.0
E01008041,B13,1,1,1.0
E01008058,B13,1,1,1.0
E01008062,B13,1,1,1.0
E01008085,B13,3,3,1.0
E01008132,B13,1,1,1.0
E01008141,B13,1,1,1.0
E01008143,B13,1,1,1.0
E01008161,B13,2,1,2.0
E01008260,B13,1,1,1.0
E01008356,B13,1,1,1.0
E01008933,B13,1,1,1.0
E01009007,B13,1,1,1.0
E01009135,B13,1,1,1.0
E01009159,B13,1,1,1.0
E01009338,B13,1,1,1.0
E01009433,B13,1,1,1.0
E01009446,B13,1,1,1.0
E01009859,B13,2,1,2.0
E01009879,B13,1,1,1.0
E01009892,B13,1,1,1.0
E01009975,B13,1,1,1.0
E01009992,B13,1,1,1.0
E01010246,B13,1,1,1.0
E01010316,B13,2,2,1.0
E01010363,B13,1,1,1.0
E01010415,B13,1,1,1.0
E01010426,B13,1,1,1.0
E01010531,B13,1,1,1.0
E01010534,B13,1,1,1.0
E01010537,B13,1,1,1.0
E01010568,B13,1,1,1.0
E01010585,B13,1,1,1.0
E01010796,B13,2,2,1.0
E01010802,B13,1,1,1.0
E01011272,B13,1,1,1.0
E01011356,B13,1,1,1.0
E01011390,B13,1,1,1.0
E01011434,B13,1,1,1.0
E01011451,B13,1,1,1.0
E01011514,B13,1,1,1.0
E01011565,B13,1,1,1.0
E01011822,B13,1,1,1.0
E01011827,B13,1,1,1.0
E01012034,B13,1,1,1.0
E01012168,B13,1,1,1.0
E01012311,B13,1,1,1.0
E01012316,B13,1,1,1.0
E01012386,B13,1,1,1.0
E01012489,B13,1,1,1.0
