period,LSOA,SHEF_B_CODE,report_count,user_count,average
2015-9,,B28,1,1,1.0
2015-9,95BB21S2,B28,2,1,2.0
2015-9,95DD24W1,B28,1,1,1.0
2015-9,95GG13S3,B16,1,1,1.0
2015-9,95GG13S3,B19,1,1,1.0
2015-9,95GG13S3,B27,1,1,1.0
2015-9,95GG34S2,B14,1,1,1.0
2015-9,95GG34S2,B19,1,1,1.0
2015-9,95GG36S3,B16,1,1,1.0
2015-9,95GG50S2,B28,1,1,1.0
2015-9,95II11W1,B28,3,1,3.0
2015-9,95KK09W1,B13,1,1,1.0
2015-9,95LL16S2,B28,1,1,1.0
2015-9,95SS18S1,B13,1,1,1.0
2015-9,95SS28W1,B28,1,1,1.0
2015-9,95VV05S2,B25,1,1,1.0
2015-9,95VV05S2,B28,1,1,1.0
2015-9,95XX07S1,B25,1,1,1.0
2015-9,E01000002,B28,1,1,1.0
2015-9,E01000008,B18,1,1,1.0
2015-9,E01000012,B25,1,1,1.0
2015-9,E01000038,B18,13,1,13.0
2015-9,E01000038,B19,2,1,2.0
2015-9,E01000052,B18,1,1,1.0
2015-9,E01000060,B18,3,1,3.0
2015-9,E01000060,B26,1,1,1.0
2015-9,E01000073,B13,1,1,1.0
2015-9,E01000076,B18,1,1,1.0
2015-9,E01000114,B1,1,1,1.0
2015-9,E01000116,B1,1,1,1.0
2015-9,E01000116,B13,1,1,1.0
2015-9,E01000116,B19,3,2,1.5
2015-9,E01000116,B26,1,1,1.0
2015-9,E01000117,B26,1,1,1.0
2015-9,E01000121,B13,1,1,1.0
2015-9,E01000125,B19,1,1,1.0
2015-9,E01000131,B26,1,1,1.0
2015-9,E01000132,B13,1,1,1.0
2015-9,E01000136,B24,1,1,1.0
2015-9,E01000136,B25,1,1,1.0
2015-9,E01000136,B26,1,1,1.0
2015-9,E01000140,B26,4,2,2.0
2015-9,E01000141,B26,2,1,2.0
2015-9,E01000144,B28,1,1,1.0
2015-9,E01000146,B12,1,1,1.0
2015-9,E01000146,B19,1,1,1.0
2015-9,E01000146,B7,1,1,1.0
2015-9,E01000148,B12,1,1,1.0
2015-9,E01000148,B26,1,1,1.0
2015-9,E01000150,B26,1,1,1.0
2015-9,E01000152,B1,1,1,1.0
2015-9,E01000157,B26,1,1,1.0
2015-9,E01000158,B26,1,1,1.0
2015-9,E01000159,B13,1,1,1.0
2015-9,E01000159,B26,2,2,1.0
2015-9,E01000160,B25,1,1,1.0
2015-9,E01000160,B28,1,1,1.0
2015-9,E01000160,B6,2,1,2.0
2015-9,E01000162,B13,1,1,1.0
2015-9,E01000164,B25,2,2,1.0
2015-9,E01000168,B13,1,1,1.0
2015-9,E01000170,B28,1,1,1.0
2015-9,E01000171,B26,1,1,1.0
2015-9,E01000171,B28,1,1,1.0
2015-9,E01000173,B7,1,1,1.0
2015-9,E01000174,B13,1,1,1.0
2015-9,E01000178,B14,1,1,1.0
2015-9,E01000184,B24,1,1,1.0
2015-9,E01000188,B25,1,1,1.0
2015-9,E01000189,B25,1,1,1.0
2015-9,E01000192,B1,1,1,1.0
2015-9,E01000192,B19,1,1,1.0
2015-9,E01000192,B24,1,1,1.0
2015-9,E01000192,B25,1,1,1.0
2015-9,E01000192,B26,2,2,1.0
2015-9,E01000193,B26,1,1,1.0
2015-9,E01000196,B26,1,1,1.0
2015-9,E01000197,B1,1,1,1.0
2015-9,E01000197,B13,1,1,1.0
2015-9,E01000197,B14,1,1,1.0
2015-9,E01000197,B26,4,2,2.0
2015-9,E01000197,B6,1,1,1.0
2015-9,E01000198,B1,1,1,1.0
2015-9,E01000198,B13,1,1,1.0
2015-9,E01000198,B17,1,1,1.0
2015-9,E01000201,B13,1,1,1.0
2015-9,E01000203,B26,2,2,1.0
2015-9,E01000206,B19,1,1,1.0
2015-9,E01000207,B19,1,1,1.0
2015-9,E01000207,B26,1,1,1.0
2015-9,E01000208,B13,1,1,1.0
2015-9,E01000208,B17,1,1,1.0
2015-9,E01000210,B26,1,1,1.0
2015-9,E01000211,B17,2,1,2.0
2015-9,E01000211,B26,2,2,1.0
2015-9,E01000213,B13,1,1,1.0
2015-9,E01000213,B19,4,1,4.0
2015-9,E01000214,B13,1,1,1.0
2015-9,E01000214,B19,1,1,1.0
2015-9,E01000215,B19,1,1,1.0
2015-9,E01000215,B28,1,1,1.0
2015-9,E01000217,B19,1,1,1.0
2015-9,E01000219,B13,1,1,1.0
2015-9,E01000222,B19,4,1,4.0
2015-9,E01000223,B26,4,2,2.0
2015-9,E01000224,B25,1,1,1.0
2015-9,E01000224,B26,8,3,2.6666666666666665
2015-9,E01000225,B26,1,1,1.0
2015-9,E01000228,B13,3,2,1.5
2015-9,E01000228,B19,2,1,2.0
2015-9,E01000228,B25,1,1,1.0
2015-9,E01000230,B13,2,1,2.0
2015-9,E01000231,B13,3,1,3.0
2015-9,E01000231,B17,1,1,1.0
2015-9,E01000231,B2,1,1,1.0
2015-9,E01000231,B24,1,1,1.0
2015-9,E01000234,B19,1,1,1.0
2015-9,E01000234,B26,2,1,2.0
2015-9,E01000236,B17,1,1,1.0
2015-9,E01000236,B24,1,1,1.0
2015-9,E01000238,B13,1,1,1.0
2015-9,E01000238,B25,1,1,1.0
2015-9,E01000238,B26,3,3,1.0
2015-9,E01000239,B25,1,1,1.0
2015-9,E01000242,B13,1,1,1.0
2015-9,E01000243,B1,1,1,1.0
2015-9,E01000245,B19,1,1,1.0
2015-9,E01000245,B26,1,1,1.0
2015-9,E01000246,B13,1,1,1.0
2015-9,E01000249,B2,1,1,1.0
2015-9,E01000249,B6,1,1,1.0
2015-9,E01000250,B13,4,2,2.0
2015-9,E01000250,B26,1,1,1.0
2015-9,E01000251,B19,1,1,1.0
2015-9,E01000251,B24,1,1,1.0
2015-9,E01000253,B17,1,1,1.0
2015-9,E01000253,B7,1,1,1.0
2015-9,E01000258,B13,1,1,1.0
2015-9,E01000258,B7,1,1,1.0
2015-9,E01000260,B1,2,2,1.0
2015-9,E01000261,B13,2,2,1.0
2015-9,E01000261,B25,3,2,1.5
2015-9,E01000261,B7,3,1,3.0
2015-9,E01000262,B26,2,1,2.0
2015-9,E01000262,B6,1,1,1.0
2015-9,E01000264,B13,1,1,1.0
2015-9,E01000266,B24,1,1,1.0
2015-9,E01000267,B12,1,1,1.0
2015-9,E01000267,B19,1,1,1.0
2015-9,E01000267,B25,2,2,1.0
2015-9,E01000268,B1,1,1,1.0
2015-9,E01000268,B28,1,1,1.0
2015-9,E01000269,B13,1,1,1.0
2015-9,E01000269,B17,1,1,1.0
2015-9,E01000269,B25,1,1,1.0
2015-9,E01000269,B26,1,1,1.0
2015-9,E01000270,B24,1,1,1.0
2015-9,E01000271,B13,1,1,1.0
2015-9,E01000271,B25,1,1,1.0
2015-9,E01000274,B17,1,1,1.0
2015-9,E01000275,B12,2,1,2.0
2015-9,E01000275,B19,1,1,1.0
2015-9,E01000275,B26,1,1,1.0
2015-9,E01000279,B25,1,1,1.0
2015-9,E01000280,B1,1,1,1.0
2015-9,E01000280,B13,1,1,1.0
2015-9,E01000281,B13,1,1,1.0
2015-9,E01000282,B17,1,1,1.0
2015-9,E01000284,B17,1,1,1.0
2015-9,E01000290,B25,1,1,1.0
2015-9,E01000291,B19,1,1,1.0
2015-9,E01000293,B25,1,1,1.0
2015-9,E01000294,B13,1,1,1.0
2015-9,E01000294,B26,1,1,1.0
2015-9,E01000296,B25,1,1,1.0
2015-9,E01000296,B26,1,1,1.0
