lsoa,SHEF_B_CODE,reports,unique_users,average_per_user
E01000024,B1,1,1,1.0
E01000073,B1,1,1,1.0
E01000163,B1,1,1,1.0
E01000218,B1,1,1,1.0
E01000469,B1,1,1,1.0
E01001097,B1,1,1,1.0
E01001246,B1,1,1,1.0
E01001498,B1,1,1,1.0
E01001836,B1,1,1,1.0
E01002018,B1,1,1,1.0
E01002061,B1,1,1,1.0
E01002113,B1,1,1,1.0
E01002177,B1,1,1,1.0
E01002469,B1,1,1,1.0
E01002554,B1,1,1,1.0
E01002581,B1,1,1,1.0
E01002626,B1,1,1,1.0
E01002635,B1,1,1,1.0
E01002720,B1,1,1,1.0
E01003252,B1,1,1,1.0
E01003283,B1,1,1,1.0
E01003287,B1,1,1,1.0
E01003691,B1,1,1,1.0
E01003698,B1,1,1,1.0
E01003793,B1,1,1,1.0
E01004145,B1,2,2,1.0
E01004590,B1,1,1,1.0
E01005281,B1,1,1,1.0
E01005766,B1,1,1,1.0
E01005836,B1,1,1,1.0
E01007521,B1,1,1,1.0
E01008037,B1,1,1,1.0
E01008558,B1,1,1,1.0
E01009074,B1,1,1,1.0
E01009972,B1,1,1,1.0
E01010792,B1,1,1,1.0
E01012022,B1,1,1,1.0
E01012165,B1,1,1,1.0
E01012314,B1,1,1,1.0
E01014046,B1,1,1,1.0
E01014397,B1,1,1,1.0
E01014695,B1,1,1,1.0
E01014738,B1,1,1,1.0
E01014811,B1,1,1,1.0
E01015129,B1,2,1,2.0
E01015363,B1,1,1,1.0
E01015798,B1,1,1,1.0
E01016082,B1,1,1,1.0
E01016170,B1,1,1,1.0
E01016925,B1,1,1,1.0
E01016986,B1,1,1,1.0
E01017154,B1,1,1,1.0
E01017384,B1,1,1,1.0
E01017681,B1,1,1,1.0
E01017777,B1,1,1,1.0
E01017842,B1,1,1,1.0
E01017849,B1,1,1,1.0
E01017904,B1,1,1,1.0
E01018432,B1,1,1,1.0
E01018504,B1,1,1,1.0
E01019887,B1,1,1,1.0
E01019897,B1,1,1,1.0
E01021128,B1,1,1,1.0
E01022331,B1,1,1,1.0
E01022540,B1,1,1,1.0
E01022723,B1,1,1,1.0
E01023477,B1,1,1,1.0
E01023919,B1,1,1,1.0
E01024140,B1,1,1,1.0
E01024331,B1,1,1,1.0
E01024465,B1,2,1,2.0
E01024829,B1,1,1,1.0
E01025185,B1,1,1,1.0
E01027177,B1,1,1,1.0
E01027185,B1,1,1,1.0
E01028553,B1,1,1,1.0
E01030008,B1,1,1,1.0
E01030707,B1,1,1,1.0
E01030979,B1,1,1,1.0
E01031409,B1,1,1,1.0
E01031521,B1,1,1,1.0
E01031647,B1,1,1,1.0
E01031710,B1,1,1,1.0
E01032272,B1,1,1,1.0
E01033127,B1,1,1,1.0
E01033181,B1,1,1,1.0
S01006569,B1,1,1,1.0
S01007304,B1,1,1,1.0
S01007867,B1,1,1,1.0
S01008755,B1,1,1,1.0
S01008803,B1,1,1,1.0
S01008813,B1,1,1,1.0
S01009045,B1,1,1,1.0
S01009909,B1,1,1,1.0
S01010015,B1,1,1,1.0
S01010286,B1,2,1,2.0
S01010382,B1,1,1,1.0
S01010441,B1,1,1,1.0
S01010472,B1,1,1,1.0
S01012616,B1,1,1,1.0
W01001397,B1,1,1,1.0
W01001615,B1,1,1,1.0
W01001842,B1,1,1,1.0
E01000161,B13,1,1,1.0
E01000850,B13,1,1,1.0
E01000852,B13,1,1,1.0
E01000919,B13,1,1,1.0
E01001387,B13,1,1,1.0
E01001518,B13,1,1,1.0
E01002065,B13,1,1,1.0
E01002708,B13,1,1,1.0
E01002709,B13,1,1,1.0
E01002747,B13,1,1,1.0
E01002962,B13,1,1,1.0
E01003107,B13,1,1,1.0
E01003132,B13,1,1,1.0
E01003637,B13,1,1,1.0
E01003793,B13,1,1,1.0
E01004033,B13,1,1,1.0
E01004274,B13,1,1,1.0
E01004654,B13,1,1,1.0
E01004687,B13,1,1,1.0
E01004733,B13,1,1,1.0
E01004750,B13,1,1,1.0
E01004761,B13,1,1,1.0
E01006332,B13,1,1,1.0
E01007403,B13,1,1,1.0
E01007426,B13,1,1,1.0
E01007586,B13,1,1,1.0
E01007742,B13,1,1,1.0
E01008088,B13,1,1,1.0
E01008112,B13,1,1,1.0
E01008145,B13,1,1,1.0
E01008161,B13,1,1,1.0
E01009441,B13,1,1,1.0
E01009833,B13,1,1,1.0
E01010937,B13,1,1,1.0
E01011431,B13,1,1,1.0
E01011591,B13,1,1,1.0
E01012474,B13,1,1,1.0
