lsoa,SHEF_B_CODE,reports,unique_users,average_per_user
95AA09W1,B1,1,1,1.0
95BB15S1,B1,1,1,1.0
95FF03W1,B1,1,1,1.0
95FF13W1,B1,1,1,1.0
95GG10S2,B1,1,1,1.0
95GG44S1,B1,1,1,1.0
95GG47S1,B1,1,1,1.0
95GG50S2,B1,1,1,1.0
95HH07W1,B1,1,1,1.0
95II02S3,B1,1,1,1.0
95KK06W1,B1,1,1,1.0
95LL22W1,B1,1,1,1.0
95NN06S1,B1,1,1,1.0
95QQ02W1,B1,1,1,1.0
95VV11S2,B1,1,1,1.0
95WW22S1,B1,1,1,1.0
95XX15W1,B1,1,1,1.0
E01000008,B1,1,1,1.0
E01000013,B1,1,1,1.0
E01000015,B1,1,1,1.0
E01000022,B1,1,1,1.0
E01000023,B1,2,1,2.0
E01000042,B1,7,1,7.0
E01000053,B1,1,1,1.0
E01000062,B1,2,2,1.0
E01000075,B1,1,1,1.0
E01000080,B1,2,2,1.0
E01000082,B1,1,1,1.0
E01000093,B1,1,1,1.0
E01000095,B1,1,1,1.0
E01000097,B1,1,1,1.0
E01000113,B1,1,1,1.0
E01000116,B1,3,2,1.5
E01000122,B1,1,1,1.0
E01000123,B1,2,2,1.0
E01000124,B1,1,1,1.0
E01000125,B1,2,1,2.0
E01000127,B1,1,1,1.0
E01000128,B1,5,2,2.5
E01000129,B1,1,1,1.0
E01000130,B1,1,1,1.0
E01000131,B1,1,1,1.0
E01000132,B1,15,4,3.75
E01000133,B1,7,2,3.5
E01000134,B1,5,2,2.5
E01000138,B1,1,1,1.0
E01000139,B1,2,1,2.0
E01000142,B1,1,1,1.0
E01000143,B1,1,1,1.0
E01000144,B1,1,1,1.0
E01000150,B1,4,2,2.0
E01000153,B1,1,1,1.0
E01000154,B1,1,1,1.0
E01000157,B1,18,5,3.6
E01000159,B1,2,2,1.0
E01000160,B1,2,2,1.0
E01000163,B1,5,2,2.5
E01000164,B1,23,6,3.8333333333333335
E01000166,B1,3,3,1.0
E01000167,B1,1,1,1.0
E01000169,B1,2,2,1.0
E01000171,B1,1,1,1.0
E01000172,B1,2,2,1.0
E01000174,B1,3,2,1.5
E01000179,B1,1,1,1.0
E01000181,B1,1,1,1.0
E01000182,B1,1,1,1.0
E01000186,B1,1,1,1.0
E01000188,B1,4,3,1.3333333333333333
E01000189,B1,1,1,1.0
E01000190,B1,5,5,1.0
E01000193,B1,1,1,1.0
E01000194,B1,1,1,1.0
E01000195,B1,2,2,1.0
E01000201,B1,2,1,2.0
E01000202,B1,1,1,1.0
E01000203,B1,1,1,1.0
E01000207,B1,1,1,1.0
E01000209,B1,1,1,1.0
E01000211,B1,1,1,1.0
E01000213,B1,1,1,1.0
E01000215,B1,2,2,1.0
E01000219,B1,1,1,1.0
E01000223,B1,2,2,1.0
E01000224,B1,1,1,1.0
E01000227,B1,1,1,1.0
E01000228,B1,4,2,2.0
E01000231,B1,2,1,2.0
E01000235,B1,1,1,1.0
E01000238,B1,1,1,1.0
E01000247,B1,3,2,1.5
E01000249,B1,1,1,1.0
E01000253,B1,2,2,1.0
E01000257,B1,1,1,1.0
E01000260,B1,1,1,1.0
E01000263,B1,1,1,1.0
E01000264,B1,1,1,1.0
E01000266,B1,2,2,1.0
E01000268,B1,6,4,1.5
E01000269,B1,1,1,1.0
E01000270,B1,1,1,1.0
E01000271,B1,1,1,1.0
E01000272,B1,1,1,1.0
E01000275,B1,1,1,1.0
E01000277,B1,1,1,1.0
E01000280,B1,1,1,1.0
E01000289,B1,3,2,1.5
E01000293,B1,1,1,1.0
E01000303,B1,4,3,1.3333333333333333
E01000304,B1,2,2,1.0
E01000305,B1,2,2,1.0
E01000307,B1,1,1,1.0
E01000310,B1,1,1,1.0
E01000314,B1,1,1,1.0
E01000315,B1,4,3,1.3333333333333333
E01000316,B1,1,1,1.0
E01000321,B1,1,1,1.0
E01000324,B1,1,1,1.0
E01000331,B1,1,1,1.0
E01000334,B1,1,1,1.0
E01000339,B1,2,2,1.0
E01000344,B1,4,3,1.3333333333333333
E01000349,B1,1,1,1.0
E01000353,B1,1,1,1.0
E01000378,B1,2,2,1.0
E01000393,B1,1,1,1.0
E01000394,B1,1,1,1.0
E01000398,B1,1,1,1.0
E01000414,B1,1,1,1.0
E01000417,B1,3,3,1.0
E01000418,B1,1,1,1.0
E01000427,B1,1,1,1.0
E01000428,B1,1,1,1.0
E01000438,B1,1,1,1.0
E01000439,B1,1,1,1.0
E01000445,B1,2,2,1.0
E01000446,B1,2,2,1.0
E01000454,B1,3,1,3.0
E01000465,B1,1,1,1.0
E01000466,B1,1,1,1.0
E01000468,B1,3,2,1.5
E01000470,B1,1,1,1.0
E01000472,B1,1,1,1.0
E01000477,B1,1,1,1.0
E01000483,B1,2,1,2.0
E01000484,B1,4,1,4.0
E01000499,B1,1,1,1.0
E01000503,B1,2,2,1.0
E01000517,B1,2,2,1.0
E01000518,B1,1,1,1.0
E01000520,B1,1,1,1.0
E01000536,B1,1,1,1.0
E01000538,B1,1,1,1.0
E01000539,B1,1,1,1.0
E01000556,B1,1,1,1.0
E01000566,B1,1,1,1.0
E01000569,B1,1,1,1.0
E01000574,B1,1,1,1.0
E01000585,B1,1,1,1.0
E01000590,B1,1,1,1.0
E01000591,B1,1,1,1.0
E01000593,B1,1,1,1.0
E01000602,B1,3,1,3.0
E01000606,B1,1,1,1.0
E01000617,B1,1,1,1.0
E01000619,B1,2,2,1.0
E01000629,B1,1,1,1.0
E01000645,B1,1,1,1.0
E01000646,B1,3,3,1.0
E01000647,B1,2,2,1.0
E01000649,B1,3,3,1.0
E01000651,B1,3,2,1.5
E01000653,B1,1,1,1.0
E01000655,B1,2,1,2.0
E01000656,B1,2,2,1.0
E01000659,B1,1,1,1.0
E01000661,B1,1,1,1.0
E01000663,B1,2,2,1.0
E01000664,B1,2,2,1.0
E01000667,B1,3,3,1.0
E01000668,B1,2,2,1.0
E01000669,B1,3,2,1.5
E01000671,B1,1,1,1.0
E01000672,B1,17,5,3.4
E01000673,B1,2,2,1.0
E01000676,B1,1,1,1.0
E01000677,B1,4,4,1.0
E01000678,B1,1,1,1.0
E01000680,B1,3,3,1.0
E01000682,B1,1,1,1.0
E01000683,B1,3,3,1.0
E01000685,B1,3,3,1.0
E01000686,B1,5,3,1.6666666666666667
E01000687,B1,10,2,5.0
E01000688,B1,1,1,1.0
E01000689,B1,4,3,1.3333333333333333
E01000690,B1,1,1,1.0
E01000691,B1,2,2,1.0
E01000692,B1,1,1,1.0
E01000693,B1,5,3,1.6666666666666667
E01000694,B1,3,1,3.0
E01000695,B1,8,7,1.1428571428571428
E01000696,B1,3,3,1.0
E01000697,B1,2,2,1.0
E01000699,B1,1,1,1.0
E01000700,B1,1,1,1.0
E01000701,B1,2,1,2.0
E01000702,B1,1,1,1.0
E01000704,B1,2,2,1.0
E01000706,B1,1,1,1.0
E01000707,B1,1,1,1.0
E01000708,B1,1,1,1.0
E01000713,B1,1,1,1.0
E01000715,B1,2,2,1.0
E01000716,B1,1,1,1.0
E01000718,B1,5,4,1.25
E01000719,B1,2,2,1.0
E01000720,B1,1,1,1.0
E01000721,B1,3,2,1.5
E01000722,B1,2,2,1.0
E01000723,B1,1,1,1.0
E01000724,B1,3,3,1.0
E01000725,B1,2,2,1.0
E01000726,B1,5,2,2.5
E01000727,B1,1,1,1.0
E01000728,B1,1,1,1.0
E01000729,B1,1,1,1.0
E01000730,B1,1,1,1.0
E01000736,B1,3,2,1.5
E01000738,B1,3,3,1.0
E01000739,B1,2,1,2.0
E01000740,B1,2,2,1.0
E01000741,B1,4,3,1.3333333333333333
E01000742,B1,5,3,1.6666666666666667
E01000744,B1,4,1,4.0
E01000745,B1,3,3,1.0
E01000746,B1,7,4,1.75
E01000747,B1,3,3,1.0
E01000748,B1,3,1,3.0
E01000749,B1,8,5,1.6
E01000750,B1,1,1,1.0
E01000752,B1,2,2,1.0
E01000755,B1,1,1,1.0
E01000756,B1,1,1,1.0
E01000758,B1,1,1,1.0
E01000759,B1,1,1,1.0
E01000763,B1,1,1,1.0
E01000765,B1,1,1,1.0
E01000766,B1,1,1,1.0
E01000767,B1,1,1,1.0
E01000769,B1,1,1,1.0
E01000771,B1,2,2,1.0
E01000772,B1,2,2,1.0
E01000773,B1,1,1,1.0
E01000775,B1,1,1,1.0
E01000779,B1,2,2,1.0
E01000782,B1,1,1,1.0
E01000783,B1,1,1,1.0
E01000784,B1,2,1,2.0
E01000786,B1,3,3,1.0
E01000787,B1,3,3,1.0
E01000789,B1,2,1,2.0
E01000791,B1,3,2,1.5
E01000792,B1,1,1,1.0
E01000795,B1,1,1,1.0
E01000796,B1,2,1,2.0
E01000797,B1,4,4,1.0
E01000799,B1,4,4,1.0
E01000800,B1,1,1,1.0
E01000802,B1,2,2,1.0
E01000803,B1,1,1,1.0
E01000804,B1,3,3,1.0
E01000805,B1,3,3,1.0
E01000813,B1,2,2,1.0
E01000818,B1,1,1,1.0
E01000819,B1,1,1,1.0
E01000820,B1,3,2,1.5
E01000823,B1,1,1,1.0
E01000826,B1,1,1,1.0
E01000830,B1,1,1,1.0
E01000831,B1,1,1,1.0
E01000832,B1,2,2,1.0
E01000834,B1,1,1,1.0
