period,LAD,SHEF_A,report_count,user_count,average
2014-8,E06000001,Bus Stops Damage,1,1,1.0
2014-8,E06000001,Dog Fouling,1,1,1.0
2014-8,E06000001,Other,1,1,1.0
2014-8,E06000001,Parking,1,1,1.0
2014-8,E06000001,Pavement /Footway Defects,1,1,1.0
2014-8,E06000001,Rubbish,1,1,1.0
2014-8,E06000001,Street Lights,2,2,1.0
2014-8,E06000002,Highway Condition,2,2,1.0
2014-8,E06000002,Other,2,2,1.0
2014-8,E06000002,Pavement /Footway Defects,2,2,1.0
2014-8,E06000002,Potholes,1,1,1.0
2014-8,E06000002,Rubbish,1,1,1.0
2014-8,E06000002,Traffic Lights,1,1,1.0
2014-8,E06000003,Dog Fouling,1,1,1.0
2014-8,E06000003,Fly-tipping,1,1,1.0
2014-8,E06000003,Graffiti,2,2,1.0
2014-8,E06000003,Other,1,1,1.0
2014-8,E06000003,Parking,1,1,1.0
2014-8,E06000003,Pavement /Footway Defects,1,1,1.0
2014-8,E06000003,Potholes,1,1,1.0
2014-8,E06000003,Rubbish,1,1,1.0
2014-8,E06000003,Street Cleaning,1,1,1.0
2014-8,E06000004,Fallen/Dangerous Trees,1,1,1.0
2014-8,E06000004,Highway Condition,4,4,1.0
2014-8,E06000004,Open Spaces/Parks,3,3,1.0
2014-8,E06000004,Other,4,4,1.0
2014-8,E06000004,Parking,3,2,1.5
2014-8,E06000004,Pavement /Footway Defects,10,7,1.4285714285714286
2014-8,E06000004,Potholes,3,3,1.0
2014-8,E06000004,Rubbish,2,2,1.0
2014-8,E06000004,Street Cleaning,4,4,1.0
2014-8,E06000004,Street Lights,8,8,1.0
2014-8,E06000004,Street Signs,2,2,1.0
2014-8,E06000004,Traffic Lights,4,2,2.0
2014-8,E06000005,Highway Condition,2,2,1.0
2014-8,E06000005,Street Cleaning,2,2,1.0
2014-8,E06000005,Street Lights,1,1,1.0
2014-8,E06000006,Fallen/Dangerous Trees,1,1,1.0
2014-8,E06000006,Fly-tipping,2,2,1.0
2014-8,E06000006,Pavement /Footway Defects,1,1,1.0
2014-8,E06000006,Potholes,1,1,1.0
2014-8,E06000006,Rubbish,1,1,1.0
2014-8,E06000006,Street Signs,1,1,1.0
2014-8,E06000007,Dog Fouling,1,1,1.0
2014-8,E06000007,Fly-tipping,2,2,1.0
2014-8,E06000007,Highway Condition,5,5,1.0
2014-8,E06000007,Other,1,1,1.0
2014-8,E06000007,Parking,1,1,1.0
2014-8,E06000007,Potholes,2,2,1.0
2014-8,E06000007,Rubbish,1,1,1.0
2014-8,E06000007,Street Cleaning,1,1,1.0
2014-8,E06000007,Street Lights,1,1,1.0
2014-8,E06000007,Street Signs,1,1,1.0
2014-8,E06000007,Traffic Lights,1,1,1.0
2014-8,E06000008,Fly-tipping,6,4,1.5
2014-8,E06000008,Highway Condition,3,3,1.0
2014-8,E06000008,Open Spaces/Parks,1,1,1.0
2014-8,E06000008,Other,2,2,1.0
2014-8,E06000008,Parking,1,1,1.0
2014-8,E06000008,Pavement /Footway Defects,5,5,1.0
2014-8,E06000008,Potholes,3,3,1.0
2014-8,E06000008,Rubbish,2,2,1.0
2014-8,E06000008,Street Lights,15,10,1.5
2014-8,E06000008,Street Signs,1,1,1.0
2014-8,E06000009,Abandoned Vehicles,1,1,1.0
2014-8,E06000009,Dog Fouling,1,1,1.0
2014-8,E06000009,Fly-tipping,3,3,1.0
2014-8,E06000009,Highway Condition,1,1,1.0
2014-8,E06000009,Other,1,1,1.0
2014-8,E06000009,Parking,2,2,1.0
2014-8,E06000009,Potholes,1,1,1.0
2014-8,E06000009,Rubbish,1,1,1.0
2014-8,E06000009,Street Cleaning,1,1,1.0
2014-8,E06000009,Street Lights,2,2,1.0
2014-8,E06000010,Fallen/Dangerous Trees,1,1,1.0
2014-8,E06000010,Fly-tipping,16,5,3.2
2014-8,E06000010,Highway Condition,3,3,1.0
2014-8,E06000010,Open Spaces/Parks,1,1,1.0
2014-8,E06000010,Other,3,3,1.0
2014-8,E06000010,Parking,3,2,1.5
2014-8,E06000010,Pavement /Footway Defects,3,2,1.5
2014-8,E06000010,Rubbish,3,1,3.0
2014-8,E06000010,Street Cleaning,2,2,1.0
2014-8,E06000010,Street Lights,49,3,16.333333333333332
2014-8,E06000010,Street Name Plates,2,2,1.0
2014-8,E06000010,Traffic Lights,3,1,3.0
2014-8,E06000011,Abandoned Vehicles,1,1,1.0
2014-8,E06000011,Dog Fouling,1,1,1.0
2014-8,E06000011,Fallen/Dangerous Trees,1,1,1.0
2014-8,E06000011,Fly-tipping,9,2,4.5
2014-8,E06000011,Graffiti,1,1,1.0
2014-8,E06000011,Highway Condition,10,5,2.0
2014-8,E06000011,Open Spaces/Parks,5,1,5.0
2014-8,E06000011,Other,6,3,2.0
2014-8,E06000011,Parking,1,1,1.0
2014-8,E06000011,Pavement /Footway Defects,4,3,1.3333333333333333
2014-8,E06000011,Potholes,2,2,1.0
2014-8,E06000011,Rubbish,1,1,1.0
2014-8,E06000011,Street Cleaning,7,1,7.0
2014-8,E06000011,Street Lights,64,2,32.0
2014-8,E06000011,Street Signs,6,1,6.0
2014-8,E06000011,Traffic Lights,1,1,1.0
2014-8,E06000012,Highway Condition,2,2,1.0
2014-8,E06000012,Other,1,1,1.0
2014-8,E06000012,Parking,4,1,4.0
2014-8,E06000012,Rubbish,2,2,1.0
2014-8,E06000012,Street Lights,2,1,2.0
2014-8,E06000013,Fly-tipping,3,2,1.5
2014-8,E06000013,Highway Condition,2,2,1.0
2014-8,E06000013,Pavement /Footway Defects,2,1,2.0
2014-8,E06000013,Street Lights,7,1,7.0
2014-8,E06000014,Fly-tipping,4,3,1.3333333333333333
2014-8,E06000014,Highway Condition,2,2,1.0
2014-8,E06000014,Other,1,1,1.0
2014-8,E06000014,Pavement /Footway Defects,3,3,1.0
2014-8,E06000014,Potholes,2,1,2.0
2014-8,E06000014,Street Cleaning,1,1,1.0
2014-8,E06000014,Street Lights,12,5,2.4
2014-8,E06000014,Street Signs,1,1,1.0
2014-8,E06000015,Abandoned Vehicles,1,1,1.0
2014-8,E06000015,Fly-tipping,1,1,1.0
2014-8,E06000015,Open Spaces/Parks,1,1,1.0
2014-8,E06000015,Other,1,1,1.0
2014-8,E06000015,Pavement /Footway Defects,1,1,1.0
2014-8,E06000015,Potholes,1,1,1.0
2014-8,E06000015,Street Signs,1,1,1.0
2014-8,E06000016,Abandoned Vehicles,1,1,1.0
2014-8,E06000016,Fly-tipping,1,1,1.0
2014-8,E06000016,Highway Condition,4,4,1.0
2014-8,E06000016,Other,2,2,1.0
2014-8,E06000016,Parking,1,1,1.0
2014-8,E06000016,Pavement /Footway Defects,2,2,1.0
2014-8,E06000016,Rubbish,1,1,1.0
2014-8,E06000017,Other,1,1,1.0
2014-8,E06000017,Pavement /Footway Defects,2,1,2.0
2014-8,E06000017,Street Lights,1,1,1.0
2014-8,E06000018,Fallen/Dangerous Trees,1,1,1.0
2014-8,E06000018,Fly-tipping,3,2,1.5
2014-8,E06000018,Flyposting,28,1,28.0
2014-8,E06000018,Highway Condition,3,3,1.0
2014-8,E06000018,Other,7,1,7.0
2014-8,E06000018,Pavement /Footway Defects,11,4,2.75
2014-8,E06000018,Potholes,3,2,1.5
2014-8,E06000018,Rubbish,1,1,1.0
2014-8,E06000018,Street Cleaning,6,4,1.5
2014-8,E06000018,Street Lights,1,1,1.0
2014-8,E06000018,Traffic Lights,1,1,1.0
2014-8,E06000019,Dog Fouling,1,1,1.0
2014-8,E06000019,Fly-tipping,2,2,1.0
2014-8,E06000019,Highway Condition,4,4,1.0
2014-8,E06000019,Other,1,1,1.0
2014-8,E06000019,Pavement /Footway Defects,1,1,1.0
2014-8,E06000019,Potholes,15,9,1.6666666666666667
2014-8,E06000019,Street Signs,1,1,1.0
2014-8,E06000020,Dog Fouling,1,1,1.0
2014-8,E06000020,Graffiti,11,1,11.0
2014-8,E06000020,Highway Condition,3,3,1.0
2014-8,E06000020,Pavement /Footway Defects,3,3,1.0
2014-8,E06000021,Fallen/Dangerous Trees,2,2,1.0
2014-8,E06000021,Fly-tipping,2,2,1.0
2014-8,E06000021,Highway Condition,3,2,1.5
2014-8,E06000021,Open Spaces/Parks,1,1,1.0
2014-8,E06000021,Other,3,3,1.0
2014-8,E06000021,Parking,6,2,3.0
2014-8,E06000021,Pavement /Footway Defects,4,3,1.3333333333333333
2014-8,E06000021,Potholes,6,4,1.5
2014-8,E06000021,Rubbish,1,1,1.0
