lad,SHEF_A_CODE,reports,unique_users,average_per_user
E06000016,A1,1,1,1.0
E06000035,A1,1,1,1.0
E06000036,A1,2,1,2.0
E06000038,A1,3,3,1.0
E06000040,A1,1,1,1.0
E06000042,A1,2,2,1.0
E06000043,A1,3,3,1.0
E06000052,A1,1,1,1.0
E06000056,A1,2,2,1.0
E06000058,A1,1,1,1.0
E07000012,A1,1,1,1.0
E07000044,A1,1,1,1.0
E07000046,A1,1,1,1.0
E07000062,A1,2,2,1.0
E07000072,A1,1,1,1.0
E07000078,A1,1,1,1.0
E07000079,A1,1,1,1.0
E07000084,A1,1,1,1.0
E07000085,A1,1,1,1.0
E07000096,A1,2,1,2.0
E07000122,A1,3,1,3.0
E07000139,A1,1,1,1.0
E07000144,A1,2,2,1.0
E07000146,A1,1,1,1.0
E07000152,A1,3,3,1.0
E07000154,A1,1,1,1.0
E07000180,A1,1,1,1.0
E07000187,A1,1,1,1.0
E07000189,A1,1,1,1.0
E07000213,A1,1,1,1.0
E07000224,A1,1,1,1.0
E07000227,A1,1,1,1.0
E07000242,A1,1,1,1.0
E08000002,A1,2,2,1.0
E08000007,A1,1,1,1.0
E08000010,A1,1,1,1.0
E08000025,A1,1,1,1.0
E08000036,A1,1,1,1.0
E09000003,A1,1,1,1.0
E09000004,A1,1,1,1.0
E09000006,A1,1,1,1.0
E09000007,A1,1,1,1.0
E09000012,A1,2,2,1.0
E09000017,A1,2,2,1.0
E09000018,A1,1,1,1.0
E09000022,A1,1,1,1.0
E09000023,A1,2,2,1.0
E09000024,A1,2,2,1.0
E09000025,A1,1,1,1.0
E09000026,A1,1,1,1.0
E09000027,A1,2,2,1.0
E09000030,A1,1,1,1.0
E09000031,A1,1,1,1.0
E09000032,A1,1,1,1.0
S12000020,A1,2,1,2.0
S12000029,A1,1,1,1.0
S12000030,A1,1,1,1.0
S12000049,A1,2,2,1.0
W06000009,A1,1,1,1.0
E06000049,A12,1,1,1.0
E06000050,A12,1,1,1.0
E07000008,A12,1,1,1.0
E07000038,A12,1,1,1.0
E07000178,A12,1,1,1.0
E08000003,A12,1,1,1.0
E08000019,A12,1,1,1.0
E08000034,A12,1,1,1.0
E09000007,A12,1,1,1.0
S12000029,A12,1,1,1.0
S12000036,A12,3,2,1.5
E06000002,A20,1,1,1.0
E06000003,A20,1,1,1.0
E06000006,A20,1,1,1.0
E06000014,A20,1,1,1.0
E06000021,A20,1,1,1.0
E06000023,A20,4,3,1.3333333333333333
E06000027,A20,1,1,1.0
E06000030,A20,2,1,2.0
E06000034,A20,1,1,1.0
E06000045,A20,1,1,1.0
E06000046,A20,1,1,1.0
E06000047,A20,3,3,1.0
E06000049,A20,2,2,1.0
E06000050,A20,1,1,1.0
E06000052,A20,1,1,1.0
E06000054,A20,3,3,1.0
E06000056,A20,1,1,1.0
E06000057,A20,2,2,1.0
E06000060,A20,1,1,1.0
E07000008,A20,1,1,1.0
E07000031,A20,3,1,3.0
E07000032,A20,1,1,1.0
E07000036,A20,1,1,1.0
E07000037,A20,1,1,1.0
E07000040,A20,5,1,5.0
E07000086,A20,1,1,1.0
E07000094,A20,2,1,2.0
E07000098,A20,1,1,1.0
E07000099,A20,1,1,1.0
E07000106,A20,1,1,1.0
E07000110,A20,1,1,1.0
E07000130,A20,2,2,1.0
E07000134,A20,2,2,1.0
E07000135,A20,2,2,1.0
E07000146,A20,1,1,1.0
E07000154,A20,1,1,1.0
E07000166,A20,1,1,1.0
E07000171,A20,1,1,1.0
E07000172,A20,1,1,1.0
E07000175,A20,2,2,1.0
E07000181,A20,1,1,1.0
E07000213,A20,2,2,1.0
E07000224,A20,1,1,1.0
E07000227,A20,1,1,1.0
E07000228,A20,1,1,1.0
E07000239,A20,1,1,1.0
E08000002,A20,1,1,1.0
E08000003,A20,3,3,1.0
E08000008,A20,1,1,1.0
E08000014,A20,1,1,1.0
E08000015,A20,1,1,1.0
E08000019,A20,8,7,1.1428571428571428
E08000022,A20,1,1,1.0
E08000023,A20,1,1,1.0
E08000031,A20,1,1,1.0
E08000032,A20,3,3,1.0
E08000033,A20,2,2,1.0
E08000034,A20,2,2,1.0
E08000035,A20,3,3,1.0
E09000006,A20,2,2,1.0
E09000007,A20,1,1,1.0
E09000008,A20,2,2,1.0
E09000012,A20,3,3,1.0
E09000019,A20,2,1,2.0
E09000022,A20,3,3,1.0
E09000024,A20,1,1,1.0
E09000027,A20,1,1,1.0
E09000032,A20,3,3,1.0
S12000006,A20,1,1,1.0
S12000014,A20,1,1,1.0
S12000017,A20,1,1,1.0
S12000018,A20,1,1,1.0
S12000020,A20,1,1,1.0
S12000021,A20,2,2,1.0
S12000029,A20,1,1,1.0
S12000033,A20,3,3,1.0
S12000034,A20,2,2,1.0
S12000035,A20,1,1,1.0
S12000036,A20,3,3,1.0
S12000038,A20,1,1,1.0
