lad,SHEF_A_CODE,reports,unique_users,average_per_user
E06000001,A1,8,7,1.1428571428571428
E06000002,A1,2,2,1.0
E06000003,A1,8,4,2.0
E06000004,A1,21,15,1.4
E06000005,A1,13,6,2.1666666666666665
E06000006,A1,7,6,1.1666666666666667
E06000007,A1,11,10,1.1
E06000008,A1,12,10,1.2
E06000009,A1,9,9,1.0
E06000010,A1,20,19,1.0526315789473684
E06000011,A1,1,1,1.0
E06000012,A1,3,3,1.0
E06000013,A1,11,9,1.2222222222222223
E06000014,A1,8,5,1.6
E06000015,A1,20,13,1.5384615384615385
E06000016,A1,30,24,1.25
E06000017,A1,6,6,1.0
E06000018,A1,4,4,1.0
E06000019,A1,11,9,1.2222222222222223
E06000020,A1,5,5,1.0
E06000021,A1,38,33,1.1515151515151516
E06000022,A1,32,24,1.3333333333333333
E06000023,A1,129,100,1.29
E06000024,A1,12,11,1.0909090909090908
E06000025,A1,26,23,1.1304347826086956
E06000026,A1,19,18,1.0555555555555556
E06000027,A1,4,4,1.0
E06000030,A1,13,12,1.0833333333333333
E06000031,A1,58,48,1.2083333333333333
E06000032,A1,190,128,1.484375
E06000033,A1,19,15,1.2666666666666666
E06000034,A1,14,11,1.2727272727272727
E06000035,A1,19,17,1.1176470588235294
E06000036,A1,23,15,1.5333333333333334
E06000038,A1,31,26,1.1923076923076923
E06000039,A1,18,14,1.2857142857142858
E06000040,A1,19,18,1.0555555555555556
E06000041,A1,25,22,1.1363636363636365
E06000042,A1,12,11,1.0909090909090908
E06000043,A1,25,17,1.4705882352941178
E06000044,A1,11,11,1.0
E06000046,A1,7,7,1.0
E06000047,A1,7,6,1.1666666666666667
E06000049,A1,14,13,1.0769230769230769
E06000050,A1,11,11,1.0
E06000051,A1,11,9,1.2222222222222223
E06000052,A1,38,32,1.1875
E06000054,A1,2,2,1.0
E06000055,A1,53,50,1.06
E06000056,A1,65,61,1.0655737704918034
E06000057,A1,7,7,1.0
E06000058,A1,28,21,1.3333333333333333
E06000059,A1,20,19,1.0526315789473684
E06000060,A1,83,78,1.064102564102564
E07000008,A1,44,39,1.1282051282051282
E07000009,A1,18,18,1.0
E07000010,A1,22,20,1.1
E07000011,A1,29,28,1.0357142857142858
E07000012,A1,56,51,1.0980392156862746
E07000026,A1,1,1,1.0
E07000027,A1,6,6,1.0
E07000028,A1,4,3,1.3333333333333333
E07000029,A1,2,2,1.0
E07000031,A1,9,7,1.2857142857142858
E07000032,A1,9,8,1.125
E07000033,A1,6,5,1.2
E07000034,A1,5,5,1.0
E07000035,A1,2,2,1.0
E07000036,A1,5,4,1.25
E07000037,A1,7,3,2.3333333333333335
E07000038,A1,5,4,1.25
E07000039,A1,3,3,1.0
E07000040,A1,3,3,1.0
E07000041,A1,6,5,1.2
E07000042,A1,7,7,1.0
E07000043,A1,2,1,2.0
E07000044,A1,8,8,1.0
E07000045,A1,7,6,1.1666666666666667
E07000046,A1,8,7,1.1428571428571428
E07000047,A1,5,5,1.0
E07000061,A1,3,3,1.0
E07000062,A1,17,14,1.2142857142857142
E07000063,A1,21,18,1.1666666666666667
E07000064,A1,24,22,1.0909090909090908
E07000065,A1,12,12,1.0
E07000066,A1,12,11,1.0909090909090908
E07000067,A1,8,8,1.0
E07000068,A1,8,7,1.1428571428571428
E07000069,A1,6,6,1.0
E07000070,A1,14,14,1.0
E07000071,A1,9,9,1.0
E07000072,A1,11,10,1.1
E07000073,A1,7,6,1.1666666666666667
E07000074,A1,2,2,1.0
E07000075,A1,10,10,1.0
E07000076,A1,4,4,1.0
E07000077,A1,4,4,1.0
E07000078,A1,11,10,1.1
E07000079,A1,3,3,1.0
E07000080,A1,4,3,1.3333333333333333
E07000081,A1,11,10,1.1
E07000082,A1,5,5,1.0
E07000083,A1,5,5,1.0
E07000084,A1,22,22,1.0
E07000085,A1,23,19,1.2105263157894737
E07000086,A1,17,16,1.0625
E07000087,A1,7,7,1.0
E07000088,A1,9,8,1.125
E07000089,A1,36,33,1.0909090909090908
E07000090,A1,17,14,1.2142857142857142
E07000091,A1,8,7,1.1428571428571428
E07000092,A1,15,10,1.5
E07000093,A1,12,11,1.0909090909090908
E07000094,A1,7,7,1.0
E07000095,A1,8,7,1.1428571428571428
E07000096,A1,32,31,1.032258064516129
E07000098,A1,30,28,1.0714285714285714
E07000099,A1,28,27,1.037037037037037
E07000102,A1,28,23,1.2173913043478262
E07000103,A1,24,21,1.1428571428571428
E07000105,A1,8,7,1.1428571428571428
E07000106,A1,9,9,1.0
E07000107,A1,1,1,1.0
E07000108,A1,3,3,1.0
E07000109,A1,19,14,1.3571428571428572
E07000111,A1,35,25,1.4
E07000112,A1,11,7,1.5714285714285714
E07000113,A1,16,15,1.0666666666666667
E07000114,A1,40,29,1.3793103448275863
E07000115,A1,14,14,1.0
E07000116,A1,9,8,1.125
E07000117,A1,4,2,2.0
E07000118,A1,9,7,1.2857142857142858
E07000119,A1,5,5,1.0
E07000120,A1,9,9,1.0
E07000121,A1,12,12,1.0
E07000122,A1,4,4,1.0
E07000123,A1,9,8,1.125
E07000124,A1,4,2,2.0
E07000125,A1,4,4,1.0
E07000126,A1,6,6,1.0
E07000127,A1,6,5,1.2
E07000128,A1,2,2,1.0
E07000129,A1,6,3,2.0
E07000130,A1,5,5,1.0
E07000131,A1,2,2,1.0
E07000132,A1,5,5,1.0
E07000134,A1,9,6,1.5
E07000135,A1,5,4,1.25
E07000136,A1,3,2,1.5
E07000137,A1,8,8,1.0
E07000138,A1,3,3,1.0
E07000139,A1,3,3,1.0
E07000140,A1,2,2,1.0
E07000141,A1,4,4,1.0
E07000142,A1,2,2,1.0
E07000143,A1,6,6,1.0
E07000144,A1,2,2,1.0
E07000145,A1,10,10,1.0
E07000147,A1,4,4,1.0
E07000148,A1,20,15,1.3333333333333333
E07000149,A1,6,5,1.2
E07000150,A1,1,1,1.0
E07000151,A1,4,4,1.0
E07000152,A1,6,5,1.2
E07000153,A1,8,8,1.0
E07000154,A1,42,31,1.3548387096774193
E07000155,A1,2,2,1.0
E07000156,A1,5,5,1.0
E07000163,A1,2,2,1.0
E07000164,A1,1,1,1.0
E07000165,A1,4,4,1.0
E07000167,A1,1,1,1.0
E07000170,A1,5,5,1.0
E07000171,A1,5,4,1.25
E07000172,A1,2,2,1.0
E07000173,A1,4,4,1.0
E07000174,A1,6,5,1.2
E07000175,A1,4,4,1.0
E07000177,A1,59,52,1.1346153846153846
E07000178,A1,47,32,1.46875
E07000179,A1,60,55,1.0909090909090908
E07000180,A1,50,41,1.2195121951219512
E07000181,A1,36,31,1.1612903225806452
E07000187,A1,17,15,1.1333333333333333
E07000188,A1,7,5,1.4
E07000189,A1,16,14,1.1428571428571428
E07000192,A1,6,5,1.2
E07000193,A1,7,7,1.0
E07000194,A1,5,5,1.0
E07000195,A1,3,3,1.0
E07000196,A1,3,3,1.0
E07000197,A1,8,7,1.1428571428571428
E07000199,A1,5,5,1.0
E07000200,A1,3,3,1.0
E07000202,A1,35,11,3.1818181818181817
E07000203,A1,2,2,1.0
E07000207,A1,15,14,1.0714285714285714
E07000208,A1,4,4,1.0
E07000209,A1,14,12,1.1666666666666667
E07000210,A1,8,7,1.1428571428571428
E07000211,A1,15,15,1.0
E07000212,A1,14,10,1.4
E07000213,A1,14,10,1.4
E07000214,A1,10,9,1.1111111111111112
E07000215,A1,7,7,1.0
E07000216,A1,10,8,1.25
E07000217,A1,8,7,1.1428571428571428
E07000218,A1,4,4,1.0
E07000219,A1,7,6,1.1666666666666667
E07000220,A1,19,14,1.3571428571428572
E07000221,A1,14,13,1.0769230769230769
E07000222,A1,17,9,1.8888888888888888
E07000223,A1,11,10,1.1
E07000224,A1,22,21,1.0476190476190477
E07000225,A1,6,6,1.0
E07000226,A1,8,8,1.0
E07000227,A1,5,5,1.0
E07000228,A1,8,7,1.1428571428571428
E07000229,A1,13,11,1.1818181818181819
E07000234,A1,4,4,1.0
E07000235,A1,1,1,1.0
E07000236,A1,6,5,1.2
E07000237,A1,2,2,1.0
E07000238,A1,7,7,1.0
E07000240,A1,27,23,1.173913043478261
E07000241,A1,20,15,1.3333333333333333
E07000242,A1,38,36,1.0555555555555556
E07000243,A1,138,96,1.4375
E07000244,A1,11,10,1.1
E07000245,A1,19,18,1.0555555555555556
E07000246,A1,7,7,1.0
E08000001,A1,12,12,1.0
E08000002,A1,15,12,1.25
E08000003,A1,48,39,1.2307692307692308
E08000004,A1,16,16,1.0
E08000005,A1,8,8,1.0
E08000007,A1,23,16,1.4375
E08000008,A1,10,8,1.25
E08000009,A1,5,5,1.0
E08000010,A1,4,4,1.0
E08000011,A1,7,6,1.1666666666666667
E08000012,A1,12,11,1.0909090909090908
E08000013,A1,6,6,1.0
E08000014,A1,8,8,1.0
E08000015,A1,15,15,1.0
E08000016,A1,6,6,1.0
E08000017,A1,6,6,1.0
E08000018,A1,9,9,1.0
E08000019,A1,73,64,1.140625
E08000021,A1,9,9,1.0
E08000022,A1,2,2,1.0
E08000023,A1,3,2,1.5
E08000024,A1,9,9,1.0
E08000025,A1,172,128,1.34375
E08000026,A1,36,31,1.1612903225806452
E08000027,A1,33,20,1.65
E08000028,A1,5,5,1.0
E08000029,A1,17,15,1.1333333333333333
E08000030,A1,11,10,1.1
E08000031,A1,36,29,1.2413793103448276
E08000032,A1,15,14,1.0714285714285714
E08000033,A1,7,7,1.0
E08000034,A1,9,9,1.0
E08000035,A1,16,16,1.0
E08000036,A1,4,4,1.0
E08000037,A1,11,9,1.2222222222222223
E09000001,A1,1,1,1.0
E09000002,A1,18,16,1.125
E09000003,A1,191,121,1.578512396694215
E09000004,A1,28,26,1.0769230769230769
E09000005,A1,20,17,1.1764705882352942
E09000006,A1,412,289,1.42560553633218
E09000007,A1,18,14,1.2857142857142858
E09000008,A1,91,62,1.467741935483871
E09000009,A1,25,24,1.0416666666666667
E09000010,A1,56,34,1.6470588235294117
E09000011,A1,120,101,1.188118811881188
E09000012,A1,16,15,1.0666666666666667
E09000013,A1,3,3,1.0
E09000014,A1,17,11,1.5454545454545454
E09000015,A1,37,31,1.1935483870967742
E09000016,A1,1,1,1.0
E09000017,A1,36,29,1.2413793103448276
E09000018,A1,57,51,1.1176470588235294
E09000019,A1,40,14,2.857142857142857
E09000020,A1,1,1,1.0
E09000021,A1,35,30,1.1666666666666667
E09000022,A1,100,56,1.7857142857142858
E09000023,A1,470,314,1.4968152866242037
E09000024,A1,1,1,1.0
E09000026,A1,1,1,1.0
E09000027,A1,24,17,1.411764705882353
E09000028,A1,41,32,1.28125
E09000029,A1,25,21,1.1904761904761905
E09000030,A1,15,13,1.1538461538461537
E09000031,A1,18,18,1.0
E09000032,A1,17,16,1.0625
E09000033,A1,11,6,1.8333333333333333
N09000001,A1,2,2,1.0
N09000003,A1,4,4,1.0
N09000005,A1,2,2,1.0
N09000007,A1,2,2,1.0
N09000008,A1,3,2,1.5
N09000010,A1,2,1,2.0
S12000005,A1,3,3,1.0
S12000006,A1,1,1,1.0
S12000008,A1,12,11,1.0909090909090908
S12000010,A1,4,2,2.0
S12000011,A1,5,5,1.0
S12000014,A1,1,1,1.0
S12000017,A1,23,15,1.5333333333333334
S12000018,A1,1,1,1.0
S12000019,A1,2,2,1.0
S12000020,A1,1,1,1.0
S12000021,A1,1,1,1.0
S12000028,A1,2,1,2.0
S12000030,A1,7,5,1.4
S12000033,A1,5,5,1.0
S12000034,A1,10,8,1.25
S12000035,A1,1,1,1.0
S12000036,A1,69,33,2.090909090909091
S12000038,A1,13,13,1.0
S12000039,A1,4,4,1.0
S12000040,A1,8,7,1.1428571428571428
S12000041,A1,9,8,1.125
S12000042,A1,3,3,1.0
S12000045,A1,7,6,1.1666666666666667
S12000047,A1,20,8,2.5
S12000048,A1,3,3,1.0
S12000049,A1,38,33,1.1515151515151516
S12000050,A1,7,6,1.1666666666666667
W06000002,A1,4,4,1.0
W06000003,A1,7,6,1.1666666666666667
W06000004,A1,6,6,1.0
W06000005,A1,6,6,1.0
W06000006,A1,3,2,1.5
W06000008,A1,5,5,1.0
W06000009,A1,2,2,1.0
W06000010,A1,4,4,1.0
W06000011,A1,5,4,1.25
W06000012,A1,2,2,1.0
W06000013,A1,17,14,1.2142857142857142
W06000014,A1,8,7,1.1428571428571428
W06000016,A1,5,5,1.0
W06000018,A1,7,7,1.0
W06000019,A1,2,1,2.0
W06000020,A1,11,9,1.2222222222222223
W06000021,A1,6,5,1.2
W06000022,A1,22,20,1.1
W06000024,A1,7,5,1.4
E06000060,A11,31,29,1.0689655172413792
E07000136,A11,1,1,1.0
E07000137,A11,2,2,1.0
E07000138,A11,1,1,1.0
E07000141,A11,5,2,2.5
E06000001,A12,2,2,1.0
E06000004,A12,2,2,1.0
E06000006,A12,1,1,1.0
E06000007,A12,1,1,1.0
E06000008,A12,1,1,1.0
E06000009,A12,4,3,1.3333333333333333
E06000010,A12,4,4,1.0
E06000013,A12,1,1,1.0
E06000015,A12,4,4,1.0
E06000016,A12,2,1,2.0
E06000021,A12,3,3,1.0
E06000022,A12,22,14,1.5714285714285714
E06000023,A12,19,15,1.2666666666666666
E06000024,A12,1,1,1.0
E06000025,A12,6,4,1.5
E06000030,A12,2,1,2.0
E06000031,A12,5,5,1.0
E06000032,A12,3,3,1.0
E06000034,A12,1,1,1.0
E06000035,A12,3,2,1.5
E06000036,A12,1,1,1.0
E06000038,A12,5,5,1.0
E06000039,A12,2,2,1.0
E06000041,A12,2,2,1.0
E06000042,A12,2,1,2.0
E06000045,A12,5,5,1.0
E06000047,A12,1,1,1.0
E06000049,A12,7,7,1.0
E06000051,A12,2,2,1.0
E06000052,A12,3,3,1.0
E06000058,A12,1,1,1.0
E06000059,A12,1,1,1.0
E06000060,A12,5,2,2.5
E07000012,A12,1,1,1.0
E07000032,A12,1,1,1.0
E07000033,A12,2,2,1.0
E07000034,A12,7,2,3.5
E07000035,A12,2,2,1.0
E07000036,A12,12,4,3.0
E07000038,A12,5,3,1.6666666666666667
E07000039,A12,1,1,1.0
E07000066,A12,2,2,1.0
E07000069,A12,1,1,1.0
E07000070,A12,1,1,1.0
E07000071,A12,3,3,1.0
E07000072,A12,1,1,1.0
E07000075,A12,1,1,1.0
E07000078,A12,1,1,1.0
E07000081,A12,4,1,4.0
E07000082,A12,1,1,1.0
E07000083,A12,3,2,1.5
E07000084,A12,1,1,1.0
E07000095,A12,2,2,1.0
E07000096,A12,3,3,1.0
E07000098,A12,4,3,1.3333333333333333
E07000109,A12,2,1,2.0
E07000110,A12,5,4,1.25
E07000112,A12,1,1,1.0
E07000113,A12,4,3,1.3333333333333333
E07000114,A12,3,3,1.0
E07000116,A12,2,2,1.0
E07000118,A12,3,3,1.0
E07000119,A12,1,1,1.0
