lad,SHEF_A_CODE,reports,unique_users,average_per_user
E06000001,A1,2,2,1.0
E06000003,A1,2,2,1.0
E06000004,A1,2,2,1.0
E06000006,A1,1,1,1.0
E06000007,A1,1,1,1.0
E06000008,A1,3,3,1.0
E06000015,A1,1,1,1.0
E06000016,A1,1,1,1.0
E06000017,A1,2,2,1.0
E06000021,A1,5,3,1.6666666666666667
E06000022,A1,9,8,1.125
E06000025,A1,1,1,1.0
E06000027,A1,2,2,1.0
E06000030,A1,2,2,1.0
E06000031,A1,16,14,1.1428571428571428
E06000032,A1,17,17,1.0
E06000033,A1,1,1,1.0
E06000034,A1,2,2,1.0
E06000035,A1,2,2,1.0
E06000036,A1,4,4,1.0
E06000038,A1,1,1,1.0
E06000039,A1,3,2,1.5
E06000040,A1,5,5,1.0
E06000041,A1,2,2,1.0
E06000044,A1,1,1,1.0
E06000049,A1,2,2,1.0
E06000050,A1,1,1,1.0
E06000051,A1,2,2,1.0
E06000052,A1,3,3,1.0
E06000055,A1,8,8,1.0
E06000056,A1,8,7,1.1428571428571428
E06000057,A1,1,1,1.0
E06000058,A1,2,2,1.0
E06000059,A1,5,5,1.0
E06000060,A1,30,26,1.1538461538461537
E07000008,A1,2,2,1.0
E07000009,A1,6,6,1.0
E07000010,A1,1,1,1.0
E07000011,A1,7,7,1.0
E07000026,A1,1,1,1.0
E07000033,A1,1,1,1.0
E07000035,A1,1,1,1.0
E07000038,A1,1,1,1.0
E07000040,A1,2,2,1.0
E07000043,A1,1,1,1.0
E07000044,A1,2,2,1.0
E07000045,A1,1,1,1.0
E07000063,A1,4,4,1.0
E07000064,A1,1,1,1.0
E07000071,A1,1,1,1.0
E07000072,A1,3,2,1.5
E07000077,A1,1,1,1.0
E07000082,A1,1,1,1.0
E07000085,A1,4,4,1.0
E07000086,A1,2,2,1.0
E07000088,A1,1,1,1.0
E07000089,A1,4,3,1.3333333333333333
E07000090,A1,1,1,1.0
E07000092,A1,1,1,1.0
E07000093,A1,1,1,1.0
E07000095,A1,2,1,2.0
E07000096,A1,3,3,1.0
E07000098,A1,3,3,1.0
E07000102,A1,5,5,1.0
E07000103,A1,4,4,1.0
E07000105,A1,1,1,1.0
E07000109,A1,1,1,1.0
E07000112,A1,2,2,1.0
E07000113,A1,2,2,1.0
E07000117,A1,1,1,1.0
E07000119,A1,1,1,1.0
E07000120,A1,1,1,1.0
E07000121,A1,5,3,1.6666666666666667
E07000123,A1,2,2,1.0
E07000125,A1,2,2,1.0
E07000126,A1,2,2,1.0
E07000127,A1,1,1,1.0
E07000129,A1,2,2,1.0
E07000131,A1,2,2,1.0
E07000132,A1,3,1,3.0
E07000136,A1,1,1,1.0
E07000137,A1,2,2,1.0
E07000139,A1,2,2,1.0
E07000140,A1,4,3,1.3333333333333333
E07000141,A1,1,1,1.0
E07000145,A1,1,1,1.0
E07000147,A1,1,1,1.0
E07000148,A1,1,1,1.0
E07000149,A1,1,1,1.0
E07000151,A1,3,3,1.0
E07000152,A1,2,2,1.0
E07000153,A1,2,2,1.0
E07000154,A1,2,2,1.0
E07000155,A1,1,1,1.0
E07000156,A1,1,1,1.0
E07000176,A1,1,1,1.0
E07000177,A1,6,6,1.0
E07000178,A1,6,6,1.0
E07000179,A1,8,8,1.0
E07000180,A1,14,13,1.0769230769230769
E07000181,A1,3,3,1.0
E07000187,A1,6,5,1.2
E07000189,A1,2,1,2.0
E07000192,A1,1,1,1.0
E07000196,A1,1,1,1.0
E07000199,A1,1,1,1.0
E07000202,A1,3,3,1.0
E07000203,A1,2,2,1.0
E07000207,A1,3,3,1.0
E07000208,A1,1,1,1.0
E07000209,A1,1,1,1.0
E07000210,A1,1,1,1.0
E07000211,A1,1,1,1.0
E07000212,A1,1,1,1.0
E07000213,A1,1,1,1.0
E07000214,A1,2,2,1.0
E07000215,A1,1,1,1.0
E07000216,A1,3,3,1.0
E07000221,A1,1,1,1.0
E07000224,A1,1,1,1.0
E07000225,A1,3,3,1.0
E07000226,A1,1,1,1.0
E07000227,A1,3,3,1.0
E07000228,A1,1,1,1.0
E07000234,A1,1,1,1.0
E07000238,A1,1,1,1.0
E07000239,A1,1,1,1.0
E07000240,A1,3,3,1.0
E07000241,A1,3,3,1.0
E07000242,A1,1,1,1.0
E07000243,A1,8,7,1.1428571428571428
E07000244,A1,2,2,1.0
E07000245,A1,4,3,1.3333333333333333
E07000246,A1,1,1,1.0
E08000001,A1,1,1,1.0
E08000002,A1,1,1,1.0
E08000003,A1,9,6,1.5
E08000004,A1,2,2,1.0
E08000005,A1,1,1,1.0
E08000007,A1,1,1,1.0
E08000008,A1,2,1,2.0
E08000010,A1,1,1,1.0
E08000012,A1,1,1,1.0
E08000013,A1,1,1,1.0
E08000016,A1,2,2,1.0
E08000017,A1,1,1,1.0
E08000019,A1,2,2,1.0
E08000021,A1,1,1,1.0
E08000022,A1,1,1,1.0
E08000024,A1,2,2,1.0
E08000025,A1,17,17,1.0
