lsoa,SHEF_B_CODE,reports,unique_users,average_per_user
E01000073,B1,1,1,1.0
E01000094,B1,2,1,2.0
E01000138,B1,1,1,1.0
E01000164,B1,1,1,1.0
E01000205,B1,1,1,1.0
E01000206,B1,1,1,1.0
E01000223,B1,1,1,1.0
E01000261,B1,1,1,1.0
E01000274,B1,1,1,1.0
E01000305,B1,1,1,1.0
E01000326,B1,1,1,1.0
E01000327,B1,1,1,1.0
E01000332,B1,1,1,1.0
E01000334,B1,1,1,1.0
E01000335,B1,1,1,1.0
E01000338,B1,1,1,1.0
E01000340,B1,1,1,1.0
E01000341,B1,2,2,1.0
E01000345,B1,1,1,1.0
E01000349,B1,1,1,1.0
E01000350,B1,1,1,1.0
E01000353,B1,1,1,1.0
E01000355,B1,1,1,1.0
E01000356,B1,1,1,1.0
E01000361,B1,1,1,1.0
E01000362,B1,1,1,1.0
E01000365,B1,1,1,1.0
E01000368,B1,2,2,1.0
E01000369,B1,3,2,1.5
E01000370,B1,1,1,1.0
E01000371,B1,1,1,1.0
E01000374,B1,2,1,2.0
E01000375,B1,3,3,1.0
E01000376,B1,1,1,1.0
E01000378,B1,2,2,1.0
E01000383,B1,5,3,1.6666666666666667
E01000385,B1,1,1,1.0
E01000389,B1,1,1,1.0
E01000390,B1,1,1,1.0
E01000398,B1,2,2,1.0
E01000401,B1,4,2,2.0
E01000403,B1,1,1,1.0
E01000404,B1,1,1,1.0
E01000405,B1,1,1,1.0
E01000408,B1,1,1,1.0
E01000410,B1,1,1,1.0
E01000411,B1,5,5,1.0
E01000412,B1,1,1,1.0
E01000413,B1,1,1,1.0
E01000414,B1,2,2,1.0
E01000415,B1,2,2,1.0
E01000416,B1,1,1,1.0
E01000418,B1,1,1,1.0
E01000420,B1,1,1,1.0
E01000422,B1,1,1,1.0
E01000424,B1,1,1,1.0
E01000429,B1,1,1,1.0
E01000432,B1,2,2,1.0
E01000433,B1,2,2,1.0
E01000439,B1,3,3,1.0
E01000444,B1,1,1,1.0
E01000446,B1,2,2,1.0
E01000449,B1,1,1,1.0
E01000453,B1,1,1,1.0
E01000455,B1,2,2,1.0
E01000458,B1,1,1,1.0
E01000462,B1,2,2,1.0
E01000466,B1,2,2,1.0
E01000467,B1,1,1,1.0
E01000468,B1,4,3,1.3333333333333333
E01000469,B1,2,2,1.0
E01000470,B1,1,1,1.0
E01000602,B1,1,1,1.0
E01000645,B1,1,1,1.0
E01000648,B1,1,1,1.0
E01000649,B1,1,1,1.0
E01000650,B1,1,1,1.0
E01000658,B1,1,1,1.0
E01000659,B1,1,1,1.0
E01000661,B1,1,1,1.0
E01000662,B1,1,1,1.0
E01000663,B1,1,1,1.0
E01000665,B1,2,1,2.0
E01000667,B1,1,1,1.0
E01000669,B1,1,1,1.0
E01000673,B1,1,1,1.0
E01000675,B1,1,1,1.0
E01000677,B1,3,3,1.0
E01000680,B1,3,3,1.0
E01000681,B1,1,1,1.0
E01000684,B1,1,1,1.0
E01000685,B1,4,4,1.0
E01000686,B1,2,1,2.0
E01000687,B1,2,2,1.0
E01000688,B1,1,1,1.0
E01000695,B1,1,1,1.0
E01000697,B1,1,1,1.0
E01000699,B1,1,1,1.0
E01000700,B1,2,2,1.0
E01000701,B1,1,1,1.0
E01000703,B1,1,1,1.0
E01000706,B1,1,1,1.0
E01000710,B1,3,2,1.5
E01000711,B1,1,1,1.0
E01000713,B1,2,2,1.0
E01000714,B1,1,1,1.0
E01000719,B1,1,1,1.0
E01000720,B1,1,1,1.0
E01000721,B1,2,2,1.0
E01000724,B1,3,2,1.5
E01000725,B1,3,3,1.0
E01000726,B1,1,1,1.0
E01000727,B1,3,3,1.0
E01000728,B1,1,1,1.0
E01000730,B1,2,2,1.0
E01000732,B1,4,4,1.0
E01000733,B1,2,2,1.0
E01000736,B1,1,1,1.0
E01000740,B1,1,1,1.0
E01000741,B1,2,1,2.0
E01000743,B1,1,1,1.0
E01000744,B1,1,1,1.0
E01000745,B1,2,2,1.0
E01000746,B1,1,1,1.0
E01000747,B1,1,1,1.0
E01000749,B1,1,1,1.0
E01000752,B1,2,2,1.0
E01000753,B1,2,2,1.0
E01000754,B1,1,1,1.0
E01000756,B1,1,1,1.0
E01000758,B1,1,1,1.0
E01000763,B1,2,1,2.0
E01000765,B1,1,1,1.0
E01000767,B1,1,1,1.0
E01000768,B1,2,2,1.0
E01000770,B1,2,2,1.0
E01000772,B1,2,2,1.0
E01000773,B1,1,1,1.0
E01000775,B1,2,2,1.0
E01000779,B1,4,3,1.3333333333333333
E01000780,B1,1,1,1.0
E01000781,B1,1,1,1.0
E01000782,B1,1,1,1.0
E01000787,B1,3,3,1.0
E01000791,B1,2,2,1.0
E01000797,B1,3,2,1.5
E01000801,B1,3,3,1.0
E01000804,B1,1,1,1.0
E01000805,B1,1,1,1.0
E01000806,B1,1,1,1.0
E01000807,B1,2,2,1.0
E01000808,B1,1,1,1.0
E01000813,B1,1,1,1.0
E01000819,B1,4,2,2.0
E01000820,B1,1,1,1.0
E01000823,B1,1,1,1.0
E01000826,B1,1,1,1.0
E01000832,B1,1,1,1.0
E01000834,B1,2,2,1.0
E01000836,B1,2,2,1.0
E01000839,B1,2,2,1.0
E01000841,B1,1,1,1.0
E01001003,B1,1,1,1.0
E01001056,B1,1,1,1.0
E01001065,B1,1,1,1.0
E01001127,B1,2,1,2.0
E01001135,B1,1,1,1.0
E01001164,B1,1,1,1.0
E01001191,B1,2,1,2.0
E01001229,B1,1,1,1.0
E01001255,B1,1,1,1.0
E01001279,B1,1,1,1.0
E01001463,B1,2,1,2.0
E01001485,B1,1,1,1.0
E01001489,B1,1,1,1.0
E01001574,B1,1,1,1.0
E01001575,B1,1,1,1.0
E01001577,B1,1,1,1.0
E01001579,B1,1,1,1.0
E01001581,B1,1,1,1.0
E01001583,B1,1,1,1.0
E01001585,B1,1,1,1.0
E01001586,B1,1,1,1.0
E01001588,B1,6,6,1.0
E01001591,B1,2,2,1.0
E01001593,B1,1,1,1.0
E01001596,B1,1,1,1.0
E01001598,B1,1,1,1.0
E01001602,B1,1,1,1.0
E01001613,B1,1,1,1.0
E01001614,B1,1,1,1.0
E01001617,B1,2,2,1.0
E01001620,B1,1,1,1.0
E01001621,B1,1,1,1.0
E01001623,B1,1,1,1.0
E01001624,B1,2,1,2.0
E01001632,B1,4,3,1.3333333333333333
E01001633,B1,1,1,1.0
E01001634,B1,1,1,1.0
E01001635,B1,2,2,1.0
E01001636,B1,3,3,1.0
E01001637,B1,1,1,1.0
