lsoa,SHEF_B_CODE,reports,unique_users,average_per_user
95GG08S3,B1,2,1,2.0
95GG49S2,B1,1,1,1.0
95HH08W1,B1,1,1,1.0
95II08W1,B1,1,1,1.0
95JJ09W1,B1,1,1,1.0
95MM12S1,B1,2,1,2.0
95SS07S3,B1,1,1,1.0
95SS27W1,B1,1,1,1.0
E01000010,B1,1,1,1.0
E01000030,B1,2,1,2.0
E01000032,B1,1,1,1.0
E01000035,B1,1,1,1.0
E01000043,B1,1,1,1.0
E01000046,B1,2,1,2.0
E01000073,B1,1,1,1.0
E01000087,B1,1,1,1.0
E01000090,B1,1,1,1.0
E01000094,B1,2,1,2.0
E01000098,B1,2,1,2.0
E01000103,B1,1,1,1.0
E01000112,B1,1,1,1.0
E01000115,B1,1,1,1.0
E01000120,B1,2,2,1.0
E01000122,B1,3,2,1.5
E01000123,B1,1,1,1.0
E01000127,B1,2,2,1.0
E01000128,B1,7,2,3.5
E01000132,B1,4,2,2.0
E01000133,B1,2,1,2.0
E01000137,B1,2,2,1.0
E01000138,B1,1,1,1.0
E01000143,B1,1,1,1.0
E01000144,B1,1,1,1.0
E01000148,B1,2,2,1.0
E01000150,B1,1,1,1.0
E01000152,B1,2,2,1.0
E01000153,B1,2,2,1.0
E01000155,B1,1,1,1.0
E01000157,B1,9,4,2.25
E01000158,B1,1,1,1.0
E01000159,B1,1,1,1.0
E01000160,B1,1,1,1.0
E01000163,B1,3,1,3.0
E01000164,B1,11,3,3.6666666666666665
E01000167,B1,2,1,2.0
E01000169,B1,3,2,1.5
E01000171,B1,2,2,1.0
E01000172,B1,1,1,1.0
E01000188,B1,1,1,1.0
E01000194,B1,1,1,1.0
E01000195,B1,1,1,1.0
E01000197,B1,2,2,1.0
E01000198,B1,2,2,1.0
E01000200,B1,1,1,1.0
E01000201,B1,1,1,1.0
E01000203,B1,1,1,1.0
E01000205,B1,2,1,2.0
E01000206,B1,8,4,2.0
E01000207,B1,1,1,1.0
E01000208,B1,2,1,2.0
E01000211,B1,2,2,1.0
E01000212,B1,1,1,1.0
E01000215,B1,2,1,2.0
E01000223,B1,3,2,1.5
E01000227,B1,1,1,1.0
E01000228,B1,2,1,2.0
E01000231,B1,3,2,1.5
E01000232,B1,3,2,1.5
E01000233,B1,1,1,1.0
E01000235,B1,1,1,1.0
E01000238,B1,2,1,2.0
E01000245,B1,3,2,1.5
E01000247,B1,1,1,1.0
E01000248,B1,2,1,2.0
E01000249,B1,3,2,1.5
E01000251,B1,3,3,1.0
E01000253,B1,2,2,1.0
E01000256,B1,3,3,1.0
E01000258,B1,1,1,1.0
E01000260,B1,2,2,1.0
E01000261,B1,2,2,1.0
E01000263,B1,1,1,1.0
E01000264,B1,1,1,1.0
E01000265,B1,1,1,1.0
E01000267,B1,2,2,1.0
E01000269,B1,3,2,1.5
E01000271,B1,2,2,1.0
E01000274,B1,1,1,1.0
E01000282,B1,1,1,1.0
E01000286,B1,1,1,1.0
E01000290,B1,2,2,1.0
E01000294,B1,1,1,1.0
E01000300,B1,3,1,3.0
E01000303,B1,5,4,1.25
E01000304,B1,3,3,1.0
E01000305,B1,1,1,1.0
E01000312,B1,1,1,1.0
E01000315,B1,2,2,1.0
E01000317,B1,1,1,1.0
E01000325,B1,1,1,1.0
E01000326,B1,8,7,1.1428571428571428
E01000327,B1,5,4,1.25
E01000328,B1,4,4,1.0
E01000329,B1,1,1,1.0
E01000330,B1,2,2,1.0
E01000331,B1,7,7,1.0
E01000332,B1,1,1,1.0
E01000333,B1,2,2,1.0
E01000334,B1,14,11,1.2727272727272727
E01000335,B1,9,8,1.125
E01000336,B1,5,5,1.0
E01000337,B1,6,6,1.0
E01000338,B1,7,6,1.1666666666666667
E01000339,B1,4,4,1.0
E01000340,B1,3,3,1.0
E01000341,B1,3,3,1.0
E01000342,B1,1,1,1.0
E01000343,B1,3,3,1.0
E01000344,B1,4,3,1.3333333333333333
E01000345,B1,3,3,1.0
E01000346,B1,2,2,1.0
E01000348,B1,5,4,1.25
E01000349,B1,4,4,1.0
E01000350,B1,5,5,1.0
E01000351,B1,4,4,1.0
E01000352,B1,2,2,1.0
E01000353,B1,4,4,1.0
E01000354,B1,2,2,1.0
E01000355,B1,5,5,1.0
E01000356,B1,2,2,1.0
E01000357,B1,6,5,1.2
E01000358,B1,5,4,1.25
E01000360,B1,4,4,1.0
E01000361,B1,4,3,1.3333333333333333
E01000362,B1,2,2,1.0
E01000363,B1,4,3,1.3333333333333333
E01000364,B1,9,8,1.125
E01000365,B1,3,3,1.0
E01000366,B1,2,2,1.0
E01000367,B1,7,7,1.0
E01000368,B1,6,6,1.0
E01000369,B1,8,7,1.1428571428571428
E01000370,B1,3,3,1.0
E01000371,B1,5,4,1.25
E01000372,B1,2,2,1.0
E01000373,B1,2,2,1.0
E01000374,B1,14,8,1.75
E01000375,B1,9,8,1.125
E01000376,B1,10,9,1.1111111111111112
E01000377,B1,4,4,1.0
E01000378,B1,14,12,1.1666666666666667
E01000379,B1,2,2,1.0
E01000380,B1,2,2,1.0
E01000381,B1,5,5,1.0
E01000382,B1,2,2,1.0
E01000383,B1,11,8,1.375
E01000384,B1,5,5,1.0
E01000385,B1,11,9,1.2222222222222223
E01000386,B1,8,5,1.6
E01000387,B1,1,1,1.0
E01000388,B1,4,4,1.0
E01000389,B1,4,4,1.0
E01000390,B1,4,4,1.0
E01000391,B1,2,2,1.0
E01000392,B1,1,1,1.0
E01000393,B1,6,5,1.2
E01000394,B1,3,3,1.0
E01000395,B1,5,4,1.25
E01000396,B1,13,11,1.1818181818181819
E01000398,B1,6,6,1.0
E01000399,B1,5,3,1.6666666666666667
E01000400,B1,5,5,1.0
E01000401,B1,12,9,1.3333333333333333
E01000402,B1,3,3,1.0
E01000403,B1,9,9,1.0
E01000404,B1,4,4,1.0
E01000405,B1,11,10,1.1
E01000406,B1,7,5,1.4
E01000407,B1,4,3,1.3333333333333333
E01000408,B1,11,11,1.0
E01000409,B1,1,1,1.0
E01000410,B1,10,10,1.0
E01000411,B1,8,8,1.0
E01000412,B1,6,5,1.2
E01000413,B1,8,4,2.0
E01000414,B1,6,4,1.5
E01000415,B1,9,7,1.2857142857142858
E01000416,B1,2,2,1.0
E01000417,B1,2,2,1.0
E01000418,B1,10,5,2.0
E01000419,B1,1,1,1.0
