lsoa,SHEF_B_CODE,reports,unique_users,average_per_user
E01000001,B1,1,1,1.0
E01000040,B1,1,1,1.0
E01000119,B1,1,1,1.0
E01000146,B1,1,1,1.0
E01000178,B1,1,1,1.0
E01000212,B1,1,1,1.0
E01000252,B1,1,1,1.0
E01000300,B1,1,1,1.0
E01000302,B1,1,1,1.0
E01000320,B1,1,1,1.0
E01000325,B1,1,1,1.0
E01000505,B1,1,1,1.0
E01000510,B1,1,1,1.0
E01000548,B1,1,1,1.0
E01000585,B1,1,1,1.0
E01000654,B1,1,1,1.0
E01000661,B1,1,1,1.0
E01000669,B1,1,1,1.0
E01000672,B1,1,1,1.0
E01000699,B1,1,1,1.0
E01000705,B1,1,1,1.0
E01000738,B1,1,1,1.0
E01000778,B1,1,1,1.0
E01000806,B1,1,1,1.0
E01000820,B1,1,1,1.0
E01000830,B1,1,1,1.0
E01000850,B1,1,1,1.0
E01001020,B1,1,1,1.0
E01001050,B1,1,1,1.0
E01001097,B1,2,1,2.0
E01001211,B1,1,1,1.0
E01001235,B1,1,1,1.0
E01001244,B1,1,1,1.0
E01001280,B1,1,1,1.0
E01001306,B1,1,1,1.0
E01001343,B1,1,1,1.0
E01001405,B1,1,1,1.0
E01001433,B1,1,1,1.0
E01001466,B1,1,1,1.0
E01001496,B1,1,1,1.0
E01001525,B1,1,1,1.0
E01001589,B1,1,1,1.0
E01001608,B1,1,1,1.0
E01001619,B1,1,1,1.0
E01001669,B1,1,1,1.0
E01001740,B1,1,1,1.0
E01001789,B1,1,1,1.0
E01001869,B1,1,1,1.0
E01001935,B1,1,1,1.0
E01001986,B1,1,1,1.0
E01001988,B1,2,2,1.0
E01002056,B1,1,1,1.0
E01002061,B1,1,1,1.0
E01002074,B1,1,1,1.0
E01002111,B1,1,1,1.0
E01002116,B1,1,1,1.0
E01002126,B1,1,1,1.0
E01002134,B1,1,1,1.0
E01002138,B1,1,1,1.0
E01002202,B1,1,1,1.0
E01002227,B1,1,1,1.0
E01002243,B1,1,1,1.0
E01002416,B1,1,1,1.0
E01002490,B1,1,1,1.0
E01002551,B1,1,1,1.0
E01002563,B1,1,1,1.0
E01002576,B1,1,1,1.0
E01002628,B1,1,1,1.0
E01002633,B1,1,1,1.0
E01002638,B1,1,1,1.0
E01002676,B1,1,1,1.0
E01002683,B1,1,1,1.0
E01002693,B1,1,1,1.0
E01002708,B1,1,1,1.0
E01002715,B1,1,1,1.0
E01002916,B1,1,1,1.0
E01002955,B1,2,1,2.0
E01002977,B1,1,1,1.0
E01002984,B1,1,1,1.0
E01003000,B1,1,1,1.0
E01003008,B1,1,1,1.0
E01003011,B1,1,1,1.0
E01003036,B1,1,1,1.0
E01003058,B1,1,1,1.0
E01003173,B1,1,1,1.0
E01003177,B1,1,1,1.0
E01003188,B1,1,1,1.0
E01003198,B1,1,1,1.0
E01003199,B1,1,1,1.0
E01003210,B1,1,1,1.0
E01003212,B1,1,1,1.0
E01003224,B1,1,1,1.0
E01003233,B1,1,1,1.0
E01003235,B1,1,1,1.0
E01003252,B1,1,1,1.0
E01003257,B1,2,1,2.0
E01003259,B1,1,1,1.0
E01003260,B1,2,2,1.0
E01003310,B1,1,1,1.0
E01003341,B1,1,1,1.0
E01003397,B1,1,1,1.0
E01003406,B1,1,1,1.0
E01003408,B1,1,1,1.0
E01003423,B1,1,1,1.0
E01003471,B1,1,1,1.0
E01003547,B1,1,1,1.0
E01003625,B1,1,1,1.0
E01003638,B1,1,1,1.0
E01003655,B1,1,1,1.0
E01003663,B1,1,1,1.0
E01003671,B1,1,1,1.0
E01003715,B1,1,1,1.0
E01003724,B1,1,1,1.0
E01003736,B1,1,1,1.0
E01003740,B1,1,1,1.0
E01003752,B1,1,1,1.0
E01003771,B1,1,1,1.0
E01003792,B1,2,2,1.0
E01003793,B1,2,1,2.0
E01003807,B1,1,1,1.0
E01003834,B1,1,1,1.0
E01003856,B1,1,1,1.0
E01003901,B1,1,1,1.0
E01003946,B1,1,1,1.0
E01003998,B1,1,1,1.0
E01004058,B1,1,1,1.0
E01004144,B1,1,1,1.0
E01004159,B1,1,1,1.0
E01004196,B1,1,1,1.0
E01004363,B1,1,1,1.0
E01004454,B1,1,1,1.0
E01004488,B1,1,1,1.0
E01004494,B1,1,1,1.0
E01004537,B1,1,1,1.0
E01004596,B1,1,1,1.0
E01004600,B1,1,1,1.0
E01004608,B1,1,1,1.0
E01004622,B1,1,1,1.0
E01004624,B1,1,1,1.0
E01004626,B1,1,1,1.0
E01004787,B1,1,1,1.0
E01004860,B1,1,1,1.0
E01004981,B1,1,1,1.0
E01005045,B1,1,1,1.0
E01005083,B1,1,1,1.0
E01005126,B1,1,1,1.0
E01005358,B1,1,1,1.0
E01005459,B1,1,1,1.0
E01005465,B1,1,1,1.0
E01005507,B1,1,1,1.0
E01005704,B1,1,1,1.0
E01005757,B1,2,1,2.0
E01005773,B1,2,2,1.0
E01005815,B1,1,1,1.0
E01005871,B1,1,1,1.0
E01005879,B1,1,1,1.0
E01005922,B1,1,1,1.0
E01006171,B1,1,1,1.0
E01006251,B1,1,1,1.0
E01006310,B1,1,1,1.0
E01006486,B1,1,1,1.0
E01006499,B1,1,1,1.0
E01007056,B1,1,1,1.0
E01007103,B1,1,1,1.0
E01007234,B1,1,1,1.0
E01007420,B1,1,1,1.0
E01007810,B1,1,1,1.0
E01007853,B1,1,1,1.0
E01007989,B1,1,1,1.0
E01008005,B1,1,1,1.0
E01008157,B1,1,1,1.0
E01008169,B1,1,1,1.0
E01008259,B1,1,1,1.0
E01008397,B1,1,1,1.0
E01008914,B1,1,1,1.0
E01008961,B1,1,1,1.0
E01008970,B1,1,1,1.0
E01009140,B1,1,1,1.0
E01009151,B1,1,1,1.0
E01009217,B1,1,1,1.0
E01009333,B1,1,1,1.0
E01009502,B1,1,1,1.0
E01009541,B1,1,1,1.0
E01009795,B1,1,1,1.0
E01009836,B1,1,1,1.0
E01009847,B1,1,1,1.0
E01009925,B1,1,1,1.0
E01010082,B1,1,1,1.0
E01010713,B1,1,1,1.0
E01010862,B1,1,1,1.0
E01010867,B1,1,1,1.0
E01010871,B1,1,1,1.0
E01010951,B1,1,1,1.0
E01011168,B1,1,1,1.0
E01011277,B1,1,1,1.0
E01011351,B1,1,1,1.0
E01011440,B1,1,1,1.0
E01011485,B1,1,1,1.0
E01011506,B1,1,1,1.0
E01011561,B1,1,1,1.0
E01011830,B1,1,1,1.0
E01012271,B1,1,1,1.0
E01012480,B1,1,1,1.0
E01012661,B1,1,1,1.0
E01012727,B1,1,1,1.0
E01013140,B1,1,1,1.0
E01013363,B1,1,1,1.0
E01013397,B1,1,1,1.0
E01013460,B1,1,1,1.0
E01013532,B1,1,1,1.0
E01013568,B1,1,1,1.0
E01013684,B1,1,1,1.0
E01013691,B1,1,1,1.0
E01013746,B1,1,1,1.0
E01013830,B1,1,1,1.0
E01013855,B1,1,1,1.0
E01013908,B1,1,1,1.0
E01013913,B1,1,1,1.0
E01013988,B1,1,1,1.0
E01014042,B1,1,1,1.0
E01014076,B1,1,1,1.0
E01014092,B1,1,1,1.0
E01014151,B1,1,1,1.0
E01014167,B1,1,1,1.0
E01014252,B1,1,1,1.0
E01014285,B1,3,1,3.0
E01014371,B1,1,1,1.0
E01014451,B1,2,2,1.0
E01014499,B1,1,1,1.0
E01014504,B1,1,1,1.0
E01014510,B1,1,1,1.0
E01014550,B1,1,1,1.0
E01014568,B1,1,1,1.0
E01014634,B1,1,1,1.0
E01014653,B1,1,1,1.0
E01014828,B1,1,1,1.0
E01014922,B1,1,1,1.0
E01014926,B1,1,1,1.0
E01014930,B1,1,1,1.0
E01015058,B1,1,1,1.0
E01015210,B1,1,1,1.0
E01015217,B1,1,1,1.0
E01015270,B1,1,1,1.0
E01015279,B1,1,1,1.0
E01015352,B1,1,1,1.0
E01015386,B1,1,1,1.0
E01015440,B1,1,1,1.0
E01015450,B1,1,1,1.0
E01015472,B1,1,1,1.0
E01015474,B1,1,1,1.0
E01015479,B1,1,1,1.0
E01015488,B1,1,1,1.0
E01015502,B1,1,1,1.0
E01015515,B1,1,1,1.0
E01015560,B1,1,1,1.0
E01015596,B1,1,1,1.0
E01015637,B1,1,1,1.0
E01015659,B1,1,1,1.0
E01015702,B1,1,1,1.0
E01015782,B1,1,1,1.0
E01015953,B1,1,1,1.0
E01015982,B1,1,1,1.0
E01016003,B1,1,1,1.0
E01016059,B1,1,1,1.0
E01016062,B1,1,1,1.0
E01016078,B1,1,1,1.0
E01016112,B1,1,1,1.0
E01016141,B1,1,1,1.0
E01016169,B1,1,1,1.0
E01016273,B1,1,1,1.0
E01016358,B1,1,1,1.0
E01016368,B1,1,1,1.0
E01016459,B1,1,1,1.0
E01016514,B1,1,1,1.0
E01016555,B1,1,1,1.0
E01016598,B1,1,1,1.0
E01016610,B1,1,1,1.0
E01016688,B1,1,1,1.0
E01016691,B1,1,1,1.0
E01016762,B1,1,1,1.0
E01016768,B1,1,1,1.0
E01016784,B1,1,1,1.0
E01016798,B1,1,1,1.0
E01016888,B1,1,1,1.0
E01016890,B1,1,1,1.0
E01016891,B1,1,1,1.0
E01016925,B1,1,1,1.0
E01016950,B1,1,1,1.0
E01016955,B1,1,1,1.0
E01016962,B1,1,1,1.0
E01016963,B1,1,1,1.0
E01016980,B1,1,1,1.0
E01016981,B1,1,1,1.0
E01016983,B1,1,1,1.0
E01016993,B1,1,1,1.0
E01016996,B1,1,1,1.0
E01017085,B1,1,1,1.0
E01017093,B1,1,1,1.0
E01017109,B1,1,1,1.0
E01017110,B1,1,1,1.0
E01017147,B1,1,1,1.0
E01017275,B1,1,1,1.0
E01017311,B1,1,1,1.0
E01017392,B1,1,1,1.0
E01017468,B1,1,1,1.0
E01017474,B1,1,1,1.0
E01017537,B1,1,1,1.0
E01017564,B1,1,1,1.0
E01017570,B1,1,1,1.0
E01017581,B1,1,1,1.0
E01017583,B1,1,1,1.0
E01017605,B1,1,1,1.0
E01017681,B1,1,1,1.0
E01017705,B1,1,1,1.0
E01017791,B1,1,1,1.0
E01017852,B1,1,1,1.0
E01017983,B1,1,1,1.0
E01017997,B1,1,1,1.0
E01018062,B1,1,1,1.0
E01018181,B1,1,1,1.0
E01018197,B1,1,1,1.0
E01018200,B1,1,1,1.0
E01018225,B1,1,1,1.0
