lsoa,SHEF_B_CODE,reports,unique_users,average_per_user
E01000092,B1,1,1,1.0
E01000094,B1,1,1,1.0
E01000121,B1,2,2,1.0
E01000123,B1,1,1,1.0
E01000130,B1,1,1,1.0
E01000152,B1,1,1,1.0
E01000161,B1,1,1,1.0
E01000165,B1,1,1,1.0
E01000183,B1,1,1,1.0
E01000194,B1,1,1,1.0
E01000209,B1,2,2,1.0
E01000210,B1,2,2,1.0
E01000214,B1,2,2,1.0
E01000215,B1,1,1,1.0
E01000230,B1,1,1,1.0
E01000245,B1,1,1,1.0
E01000249,B1,1,1,1.0
E01000266,B1,1,1,1.0
E01000286,B1,1,1,1.0
E01000295,B1,1,1,1.0
E01000311,B1,1,1,1.0
E01000313,B1,1,1,1.0
E01000404,B1,1,1,1.0
E01000471,B1,1,1,1.0
E01000501,B1,1,1,1.0
E01000503,B1,1,1,1.0
E01000649,B1,1,1,1.0
E01000654,B1,1,1,1.0
E01000655,B1,2,2,1.0
E01000659,B1,1,1,1.0
E01000663,B1,1,1,1.0
E01000666,B1,1,1,1.0
E01000667,B1,2,2,1.0
E01000680,B1,1,1,1.0
E01000686,B1,1,1,1.0
E01000693,B1,1,1,1.0
E01000695,B1,1,1,1.0
E01000713,B1,1,1,1.0
E01000718,B1,1,1,1.0
E01000723,B1,1,1,1.0
E01000724,B1,1,1,1.0
E01000727,B1,1,1,1.0
E01000729,B1,1,1,1.0
E01000736,B1,1,1,1.0
E01000743,B1,1,1,1.0
E01000749,B1,1,1,1.0
E01000751,B1,1,1,1.0
E01000757,B1,1,1,1.0
E01000770,B1,1,1,1.0
E01000771,B1,1,1,1.0
E01000772,B1,1,1,1.0
E01000774,B1,1,1,1.0
E01000783,B1,1,1,1.0
E01000794,B1,1,1,1.0
E01000806,B1,1,1,1.0
E01000807,B1,2,1,2.0
E01000816,B1,1,1,1.0
E01000826,B1,1,1,1.0
E01000827,B1,1,1,1.0
E01000841,B1,1,1,1.0
E01001209,B1,1,1,1.0
E01001282,B1,1,1,1.0
E01001347,B1,1,1,1.0
E01002003,B1,1,1,1.0
E01002031,B1,1,1,1.0
E01002191,B1,1,1,1.0
E01002410,B1,1,1,1.0
E01002563,B1,1,1,1.0
E01002567,B1,2,2,1.0
E01002634,B1,1,1,1.0
E01003066,B1,1,1,1.0
E01003120,B1,1,1,1.0
E01003550,B1,1,1,1.0
E01003702,B1,1,1,1.0
E01004023,B1,1,1,1.0
E01004185,B1,1,1,1.0
E01004270,B1,1,1,1.0
E01005017,B1,1,1,1.0
E01005042,B1,1,1,1.0
E01005242,B1,1,1,1.0
E01005578,B1,1,1,1.0
E01005742,B1,1,1,1.0
E01005786,B1,1,1,1.0
E01006569,B1,1,1,1.0
E01006632,B1,1,1,1.0
E01006836,B1,1,1,1.0
E01007230,B1,1,1,1.0
E01007444,B1,1,1,1.0
