lsoa,SHEF_B_CODE,reports,unique_users,average_per_user
95GG08S3,B1,1,1,1.0
95SS07S3,B1,1,1,1.0
E01000112,B1,1,1,1.0
E01000128,B1,1,1,1.0
E01000148,B1,1,1,1.0
E01000155,B1,1,1,1.0
E01000157,B1,2,2,1.0
E01000160,B1,1,1,1.0
E01000164,B1,1,1,1.0
E01000167,B1,1,1,1.0
E01000188,B1,1,1,1.0
E01000197,B1,1,1,1.0
E01000238,B1,1,1,1.0
E01000256,B1,1,1,1.0
E01000261,B1,1,1,1.0
E01000269,B1,1,1,1.0
E01000303,B1,1,1,1.0
E01000432,B1,1,1,1.0
E01000468,B1,2,2,1.0
E01000588,B1,1,1,1.0
E01000648,B1,2,2,1.0
E01000649,B1,1,1,1.0
E01000650,B1,1,1,1.0
E01000661,B1,3,3,1.0
E01000662,B1,1,1,1.0
E01000665,B1,7,4,1.75
E01000667,B1,4,4,1.0
E01000670,B1,1,1,1.0
E01000672,B1,4,2,2.0
E01000673,B1,2,2,1.0
E01000675,B1,1,1,1.0
E01000677,B1,1,1,1.0
E01000678,B1,1,1,1.0
E01000680,B1,1,1,1.0
E01000683,B1,1,1,1.0
E01000684,B1,1,1,1.0
E01000685,B1,2,2,1.0
E01000687,B1,1,1,1.0
E01000692,B1,1,1,1.0
E01000693,B1,1,1,1.0
E01000698,B1,1,1,1.0
E01000700,B1,1,1,1.0
E01000702,B1,1,1,1.0
E01000703,B1,1,1,1.0
E01000704,B1,2,2,1.0
E01000705,B1,1,1,1.0
E01000708,B1,1,1,1.0
E01000712,B1,2,2,1.0
E01000716,B1,3,3,1.0
E01000720,B1,1,1,1.0
E01000721,B1,1,1,1.0
E01000726,B1,3,3,1.0
E01000727,B1,5,3,1.6666666666666667
E01000728,B1,1,1,1.0
E01000730,B1,1,1,1.0
E01000733,B1,2,2,1.0
E01000740,B1,1,1,1.0
E01000741,B1,1,1,1.0
E01000742,B1,2,2,1.0
E01000743,B1,2,1,2.0
E01000744,B1,6,5,1.2
E01000745,B1,1,1,1.0
E01000747,B1,1,1,1.0
E01000752,B1,1,1,1.0
E01000753,B1,2,2,1.0
E01000754,B1,1,1,1.0
E01000757,B1,1,1,1.0
E01000761,B1,1,1,1.0
E01000762,B1,2,2,1.0
E01000763,B1,1,1,1.0
E01000764,B1,1,1,1.0
E01000767,B1,2,2,1.0
E01000768,B1,2,2,1.0
E01000773,B1,1,1,1.0
E01000774,B1,1,1,1.0
E01000775,B1,1,1,1.0
E01000780,B1,1,1,1.0
E01000782,B1,1,1,1.0
E01000784,B1,1,1,1.0
E01000786,B1,1,1,1.0
E01000787,B1,3,3,1.0
E01000790,B1,1,1,1.0
E01000791,B1,1,1,1.0
E01000795,B1,1,1,1.0
E01000797,B1,2,2,1.0
E01000798,B1,1,1,1.0
E01000800,B1,1,1,1.0
E01000803,B1,2,2,1.0
E01000805,B1,2,2,1.0
E01000809,B1,1,1,1.0
E01000810,B1,1,1,1.0
E01000811,B1,1,1,1.0
E01000812,B1,2,2,1.0
E01000813,B1,2,2,1.0
E01000818,B1,5,5,1.0
E01000820,B1,1,1,1.0
E01000823,B1,2,2,1.0
E01000825,B1,1,1,1.0
E01000828,B1,1,1,1.0
E01000835,B1,2,2,1.0
E01000840,B1,2,2,1.0
E01000841,B1,3,2,1.5
E01000849,B1,1,1,1.0
E01000850,B1,1,1,1.0
E01000960,B1,1,1,1.0
E01001011,B1,1,1,1.0
E01001075,B1,1,1,1.0
E01001091,B1,1,1,1.0
E01001145,B1,1,1,1.0
E01001168,B1,1,1,1.0
E01001254,B1,1,1,1.0
E01001390,B1,3,2,1.5
E01001392,B1,1,1,1.0
E01001524,B1,1,1,1.0
E01001555,B1,1,1,1.0
E01001557,B1,2,1,2.0
E01001571,B1,1,1,1.0
E01001575,B1,1,1,1.0
E01001576,B1,3,2,1.5
