lsoa,SHEF_C_CODE,reports,unique_users,average_per_user
E01026052,C1,1,1,1.0
E01002020,C2,1,1,1.0
E01002765,C2,1,1,1.0
E01004604,C2,1,1,1.0
E01004605,C2,1,1,1.0
E01005611,C2,1,1,1.0
E01007356,C2,1,1,1.0
E01007781,C2,1,1,1.0
E01007816,C2,1,1,1.0
E01007819,C2,1,1,1.0
E01007821,C2,2,1,2.0
E01008911,C2,2,1,2.0
E01014389,C2,1,1,1.0
E01020280,C2,2,1,2.0
E01022415,C2,1,1,1.0
E01026559,C2,1,1,1.0
E01030094,C2,1,1,1.0
E01030401,C2,1,1,1.0
E01031647,C2,1,1,1.0
S01008973,C2,1,1,1.0
S01009901,C2,1,1,1.0
S01013027,C2,1,1,1.0
E01000003,C3,2,1,2.0
E01000280,C3,1,1,1.0
E01000331,C3,1,1,1.0
E01000802,C3,1,1,1.0
E01000917,C3,1,1,1.0
E01001203,C3,1,1,1.0
E01001252,C3,1,1,1.0
E01001282,C3,1,1,1.0
E01001389,C3,1,1,1.0
E01001407,C3,1,1,1.0
E01001700,C3,1,1,1.0
E01002000,C3,1,1,1.0
E01002019,C3,1,1,1.0
E01002065,C3,1,1,1.0
E01002238,C3,1,1,1.0
E01002323,C3,1,1,1.0
E01002443,C3,1,1,1.0
E01002468,C3,1,1,1.0
E01002704,C3,2,1,2.0
E01003085,C3,1,1,1.0
E01003089,C3,1,1,1.0
E01003135,C3,1,1,1.0
E01003393,C3,1,1,1.0
E01003423,C3,2,1,2.0
E01003826,C3,1,1,1.0
E01003905,C3,1,1,1.0
E01004021,C3,1,1,1.0
E01004029,C3,1,1,1.0
E01004031,C3,1,1,1.0
E01004192,C3,1,1,1.0
E01004359,C3,1,1,1.0
E01004371,C3,1,1,1.0
E01004540,C3,1,1,1.0
E01004592,C3,1,1,1.0
E01004735,C3,1,1,1.0
E01004884,C3,1,1,1.0
E01004931,C3,1,1,1.0
E01005187,C3,1,1,1.0
E01005305,C3,1,1,1.0
E01005557,C3,1,1,1.0
E01005611,C3,2,1,2.0
E01005646,C3,1,1,1.0
E01005937,C3,1,1,1.0
E01006189,C3,2,1,2.0
E01006324,C3,1,1,1.0
E01006440,C3,1,1,1.0
E01006588,C3,1,1,1.0
E01006761,C3,1,1,1.0
E01007185,C3,1,1,1.0
E01007243,C3,1,1,1.0
E01007378,C3,1,1,1.0
E01007388,C3,1,1,1.0
E01007563,C3,1,1,1.0
E01007816,C3,1,1,1.0
E01007819,C3,1,1,1.0
E01007820,C3,4,2,2.0
E01007875,C3,1,1,1.0
E01008066,C3,2,1,2.0
E01008629,C3,2,1,2.0
E01008744,C3,1,1,1.0
E01008911,C3,1,1,1.0
E01008953,C3,1,1,1.0
E01009169,C3,1,1,1.0
E01009232,C3,1,1,1.0
E01009604,C3,1,1,1.0
E01009973,C3,1,1,1.0
E01010100,C3,1,1,1.0
E01010363,C3,2,1,2.0
E01010523,C3,1,1,1.0
E01012099,C3,1,1,1.0
E01012187,C3,1,1,1.0
E01012590,C3,1,1,1.0
E01012599,C3,1,1,1.0
E01012767,C3,2,1,2.0
E01012802,C3,1,1,1.0
E01013842,C3,1,1,1.0
E01013930,C3,1,1,1.0
E01014016,C3,1,1,1.0
E01014388,C3,1,1,1.0
E01014429,C3,1,1,1.0
E01014482,C3,1,1,1.0
E01014563,C3,2,1,2.0
E01014630,C3,3,2,1.5
E01014659,C3,1,1,1.0
E01014732,C3,1,1,1.0
E01014852,C3,1,1,1.0
E01015612,C3,1,1,1.0
E01015640,C3,1,1,1.0
E01015667,C3,1,1,1.0
E01015998,C3,1,1,1.0
E01016705,C3,1,1,1.0
E01016954,C3,1,1,1.0
E01017051,C3,1,1,1.0
E01017289,C3,1,1,1.0
E01017417,C3,1,1,1.0
E01017535,C3,1,1,1.0
E01017798,C3,1,1,1.0
E01017800,C3,3,1,3.0
E01017823,C3,2,1,2.0
E01018053,C3,1,1,1.0
E01018128,C3,1,1,1.0
E01018302,C3,1,1,1.0
E01018572,C3,1,1,1.0
E01018620,C3,1,1,1.0
E01018709,C3,1,1,1.0
E01019897,C3,5,2,2.5
E01019915,C3,1,1,1.0
E01020280,C3,1,1,1.0
E01020298,C3,1,1,1.0
E01020605,C3,1,1,1.0
E01020913,C3,1,1,1.0
E01021910,C3,1,1,1.0
E01021972,C3,1,1,1.0
E01022102,C3,1,1,1.0
E01022128,C3,1,1,1.0
E01022135,C3,1,1,1.0
E01022158,C3,1,1,1.0
E01022481,C3,1,1,1.0
E01023445,C3,1,1,1.0
E01023643,C3,1,1,1.0
E01024260,C3,1,1,1.0
E01024345,C3,1,1,1.0
E01024413,C3,1,1,1.0
E01024671,C3,2,1,2.0
E01025078,C3,1,1,1.0
E01025246,C3,1,1,1.0
E01025938,C3,1,1,1.0
E01026052,C3,1,1,1.0
E01026294,C3,1,1,1.0
E01026328,C3,1,1,1.0
E01026598,C3,1,1,1.0
E01026622,C3,2,1,2.0
E01026625,C3,2,1,2.0
E01026626,C3,2,2,1.0
E01027337,C3,1,1,1.0
E01027658,C3,1,1,1.0
E01027745,C3,1,1,1.0
E01027862,C3,1,1,1.0
E01028279,C3,1,1,1.0
E01028425,C3,1,1,1.0
E01028885,C3,2,1,2.0
E01029256,C3,1,1,1.0
E01029461,C3,1,1,1.0
E01030094,C3,1,1,1.0
E01030590,C3,1,1,1.0
E01030751,C3,1,1,1.0
E01030825,C3,1,1,1.0
E01031458,C3,1,1,1.0
E01031543,C3,1,1,1.0
E01031782,C3,1,1,1.0
E01031816,C3,1,1,1.0
E01031897,C3,1,1,1.0
E01032039,C3,1,1,1.0
E01032079,C3,2,1,2.0
E01032485,C3,1,1,1.0
E01032843,C3,1,1,1.0
E01032981,C3,1,1,1.0
E01033127,C3,1,1,1.0
E01033559,C3,1,1,1.0
E01033628,C3,1,1,1.0
S01008548,C3,3,2,1.5
S01008730,C3,1,1,1.0
S01009088,C3,1,1,1.0
S01009129,C3,1,1,1.0
S01009715,C3,1,1,1.0
S01010908,C3,1,1,1.0
W01000096,C3,1,1,1.0
W01000238,C3,1,1,1.0
W01000431,C3,1,1,1.0
W01000724,C3,1,1,1.0
W01000737,C3,1,1,1.0
W01001008,C3,1,1,1.0
W01001761,C3,1,1,1.0
W01001830,C3,1,1,1.0
E01001197,C4,1,1,1.0
E01001223,C4,1,1,1.0
E01001761,C4,1,1,1.0
E01002697,C4,1,1,1.0
E01002704,C4,4,1,4.0
E01003006,C4,1,1,1.0
E01003047,C4,1,1,1.0
E01005611,C4,1,1,1.0
E01007820,C4,3,1,3.0
E01007822,C4,2,1,2.0
E01007983,C4,1,1,1.0
E01009185,C4,1,1,1.0
E01011350,C4,1,1,1.0
E01011820,C4,2,1,2.0
E01013544,C4,1,1,1.0
E01013930,C4,4,1,4.0
E01014042,C4,1,1,1.0
E01014696,C4,1,1,1.0
E01015231,C4,1,1,1.0
E01015599,C4,1,1,1.0
E01015621,C4,1,1,1.0
E01015661,C4,1,1,1.0
E01015666,C4,1,1,1.0
E01016850,C4,2,1,2.0
E01019708,C4,1,1,1.0
E01021282,C4,1,1,1.0
E01021328,C4,1,1,1.0
E01026665,C4,1,1,1.0
E01027583,C4,1,1,1.0
E01031096,C4,1,1,1.0
E01031307,C4,1,1,1.0
E01033069,C4,1,1,1.0
E01033708,C4,1,1,1.0
S01008802,C4,1,1,1.0
S01009067,C4,1,1,1.0
S01012143,C4,1,1,1.0
W01001395,C4,1,1,1.0
E01000841,C5,2,1,2.0
E01001238,C5,1,1,1.0
E01001860,C5,1,1,1.0
E01002019,C5,1,1,1.0
E01002648,C5,1,1,1.0
E01002704,C5,1,1,1.0
E01002720,C5,1,1,1.0
E01002788,C5,1,1,1.0
E01003131,C5,2,1,2.0
E01003359,C5,1,1,1.0
E01003409,C5,1,1,1.0
E01003498,C5,1,1,1.0
E01004178,C5,1,1,1.0
E01005108,C5,1,1,1.0
E01007374,C5,1,1,1.0
E01007392,C5,1,1,1.0
E01007714,C5,1,1,1.0
E01007820,C5,1,1,1.0
E01007822,C5,1,1,1.0
E01008112,C5,1,1,1.0
E01009281,C5,1,1,1.0
E01010806,C5,1,1,1.0
E01012441,C5,1,1,1.0
E01012644,C5,1,1,1.0
E01013141,C5,1,1,1.0
E01014411,C5,1,1,1.0
E01014613,C5,1,1,1.0
E01014696,C5,1,1,1.0
E01016051,C5,2,1,2.0
E01016753,C5,1,1,1.0
E01017177,C5,1,1,1.0
E01019299,C5,1,1,1.0
E01019579,C5,1,1,1.0
E01019886,C5,1,1,1.0
E01021380,C5,1,1,1.0
E01022110,C5,1,1,1.0
E01022158,C5,1,1,1.0
E01022462,C5,2,1,2.0
E01023179,C5,1,1,1.0
E01023287,C5,1,1,1.0
E01023346,C5,1,1,1.0
E01024076,C5,1,1,1.0
E01024389,C5,1,1,1.0
E01024801,C5,1,1,1.0
E01026626,C5,2,1,2.0
E01026698,C5,1,1,1.0
E01028417,C5,1,1,1.0
E01031170,C5,1,1,1.0
E01031294,C5,1,1,1.0
E01031458,C5,1,1,1.0
E01031514,C5,1,1,1.0
E01032911,C5,1,1,1.0
E01033207,C5,1,1,1.0
E01033489,C5,1,1,1.0
S01009183,C5,1,1,1.0
S01009195,C5,1,1,1.0
S01009234,C5,1,1,1.0
E01007820,C6,1,1,1.0
E01013930,C6,1,1,1.0
E01015679,C6,1,1,1.0
E01019524,C6,1,1,1.0
E01032970,C6,1,1,1.0
E01033503,C6,1,1,1.0
E01000001,C7,1,1,1.0
E01000002,C7,1,1,1.0
E01000003,C7,1,1,1.0
E01000193,C7,1,1,1.0
E01000273,C7,1,1,1.0
E01000478,C7,1,1,1.0
E01000841,C7,1,1,1.0
E01000851,C7,1,1,1.0
E01000940,C7,1,1,1.0
E01000953,C7,1,1,1.0
E01000956,C7,1,1,1.0
E01001028,C7,1,1,1.0
E01001192,C7,1,1,1.0
E01001280,C7,1,1,1.0
E01001321,C7,1,1,1.0
E01002029,C7,1,1,1.0
E01002704,C7,4,1,4.0
E01002716,C7,1,1,1.0
E01002726,C7,1,1,1.0
E01002730,C7,1,1,1.0
E01002735,C7,1,1,1.0
E01002798,C7,1,1,1.0
E01002805,C7,1,1,1.0
E01002821,C7,1,1,1.0
E01002834,C7,3,1,3.0
E01002835,C7,4,1,4.0
E01002839,C7,2,1,2.0
E01002888,C7,2,1,2.0
E01003017,C7,1,1,1.0
E01003072,C7,1,1,1.0
E01003108,C7,1,1,1.0
E01003120,C7,1,1,1.0
E01003131,C7,2,1,2.0
E01003138,C7,1,1,1.0
E01003393,C7,1,1,1.0
E01003635,C7,2,1,2.0
E01003740,C7,1,1,1.0
E01003852,C7,1,1,1.0
E01003976,C7,1,1,1.0
E01004015,C7,1,1,1.0
E01004022,C7,1,1,1.0
E01004029,C7,1,1,1.0
E01004033,C7,2,1,2.0
E01004043,C7,1,1,1.0
E01004056,C7,1,1,1.0
E01004498,C7,1,1,1.0
E01004595,C7,1,1,1.0
E01004596,C7,1,1,1.0
E01004632,C7,1,1,1.0
E01004691,C7,1,1,1.0
E01004731,C7,1,1,1.0
E01004736,C7,2,2,1.0
E01004753,C7,1,1,1.0
E01005015,C7,1,1,1.0
E01005079,C7,1,1,1.0
E01005284,C7,1,1,1.0
E01005486,C7,1,1,1.0
E01005651,C7,1,1,1.0
E01005776,C7,1,1,1.0
E01005849,C7,1,1,1.0
E01006049,C7,1,1,1.0
E01006382,C7,1,1,1.0
E01006450,C7,1,1,1.0
E01007096,C7,1,1,1.0
E01007374,C7,1,1,1.0
E01007391,C7,1,1,1.0
E01007451,C7,1,1,1.0
E01007476,C7,1,1,1.0
E01007482,C7,1,1,1.0
E01007484,C7,1,1,1.0
E01007493,C7,1,1,1.0
E01007597,C7,1,1,1.0
E01007628,C7,1,1,1.0
E01007641,C7,1,1,1.0
E01007778,C7,1,1,1.0
E01007781,C7,1,1,1.0
E01007818,C7,3,1,3.0
E01007819,C7,1,1,1.0
E01007820,C7,5,1,5.0
E01007821,C7,2,2,1.0
E01007822,C7,7,2,3.5
E01007851,C7,1,1,1.0
E01007862,C7,1,1,1.0
E01007995,C7,1,1,1.0
E01008092,C7,1,1,1.0
E01008094,C7,1,1,1.0
E01008140,C7,1,1,1.0
E01008147,C7,1,1,1.0
E01008909,C7,2,1,2.0
E01008955,C7,1,1,1.0
E01009141,C7,1,1,1.0
E01009225,C7,1,1,1.0
E01009228,C7,1,1,1.0
E01009238,C7,1,1,1.0
E01009305,C7,1,1,1.0
E01009416,C7,2,1,2.0
E01009464,C7,1,1,1.0
E01009604,C7,1,1,1.0
E01009840,C7,1,1,1.0
E01009934,C7,1,1,1.0
E01010102,C7,1,1,1.0
E01010691,C7,1,1,1.0
E01010899,C7,1,1,1.0
E01011273,C7,1,1,1.0
E01011406,C7,1,1,1.0
E01011507,C7,1,1,1.0
E01011829,C7,1,1,1.0
E01012155,C7,2,1,2.0
E01012598,C7,1,1,1.0
E01012658,C7,1,1,1.0
E01012665,C7,1,1,1.0
E01012946,C7,1,1,1.0
E01013452,C7,1,1,1.0
E01013525,C7,1,1,1.0
E01013810,C7,1,1,1.0
E01013842,C7,1,1,1.0
E01014043,C7,1,1,1.0
E01014389,C7,1,1,1.0
E01014416,C7,1,1,1.0
E01014542,C7,1,1,1.0
E01014556,C7,1,1,1.0
E01014636,C7,1,1,1.0
E01014698,C7,1,1,1.0
E01014705,C7,1,1,1.0
E01014833,C7,1,1,1.0
E01015609,C7,1,1,1.0
E01015614,C7,1,1,1.0
E01015627,C7,1,1,1.0
E01015671,C7,1,1,1.0
E01016203,C7,1,1,1.0
E01016413,C7,2,2,1.0
E01016427,C7,1,1,1.0
E01016454,C7,1,1,1.0
E01016682,C7,2,1,2.0
E01016850,C7,1,1,1.0
E01016953,C7,1,1,1.0
E01017577,C7,1,1,1.0
E01017581,C7,2,1,2.0
E01017637,C7,1,1,1.0
E01017671,C7,1,1,1.0
E01017798,C7,1,1,1.0
E01017858,C7,1,1,1.0
E01017866,C7,1,1,1.0
E01017955,C7,1,1,1.0
E01017972,C7,1,1,1.0
E01017983,C7,1,1,1.0
E01017989,C7,1,1,1.0
E01018009,C7,2,1,2.0
E01018181,C7,1,1,1.0
E01018272,C7,1,1,1.0
