lsoa,SHEF_C_CODE,reports,unique_users,average_per_user
E01000914,C1,1,1,1.0
E01002968,C1,1,1,1.0
E01009366,C1,1,1,1.0
E01012891,C1,1,1,1.0
E01013084,C1,1,1,1.0
E01013225,C1,1,1,1.0
E01013791,C1,2,2,1.0
E01013794,C1,1,1,1.0
E01013795,C1,1,1,1.0
E01013802,C1,2,2,1.0
E01013804,C1,2,1,2.0
E01013809,C1,1,1,1.0
E01014370,C1,4,4,1.0
E01014372,C1,1,1,1.0
E01014374,C1,1,1,1.0
E01014376,C1,1,1,1.0
E01014377,C1,1,1,1.0
E01014380,C1,1,1,1.0
E01014388,C1,1,1,1.0
E01014391,C1,1,1,1.0
E01014394,C1,1,1,1.0
E01014400,C1,1,1,1.0
E01014416,C1,2,2,1.0
E01014424,C1,1,1,1.0
E01014425,C1,1,1,1.0
E01014429,C1,1,1,1.0
E01014432,C1,1,1,1.0
E01014446,C1,1,1,1.0
E01014451,C1,1,1,1.0
E01014467,C1,1,1,1.0
E01014468,C1,2,2,1.0
E01014475,C1,2,2,1.0
E01014483,C1,2,2,1.0
E01014485,C1,2,2,1.0
E01014486,C1,1,1,1.0
E01014495,C1,1,1,1.0
E01014496,C1,1,1,1.0
E01014499,C1,2,2,1.0
E01014501,C1,1,1,1.0
E01014502,C1,1,1,1.0
E01014514,C1,1,1,1.0
E01014515,C1,2,2,1.0
E01014516,C1,1,1,1.0
E01014517,C1,1,1,1.0
E01014521,C1,1,1,1.0
E01014528,C1,3,3,1.0
E01014534,C1,1,1,1.0
E01014542,C1,3,3,1.0
E01014545,C1,1,1,1.0
E01014551,C1,3,2,1.5
E01014554,C1,2,2,1.0
E01014559,C1,1,1,1.0
E01014560,C1,1,1,1.0
E01014561,C1,2,2,1.0
E01014562,C1,2,1,2.0
E01014564,C1,1,1,1.0
E01014567,C1,1,1,1.0
E01014571,C1,2,1,2.0
E01014572,C1,1,1,1.0
E01014574,C1,2,2,1.0
E01014576,C1,2,2,1.0
E01014577,C1,1,1,1.0
E01014578,C1,1,1,1.0
E01014580,C1,1,1,1.0
E01014583,C1,1,1,1.0
E01014584,C1,1,1,1.0
E01014587,C1,1,1,1.0
E01014592,C1,1,1,1.0
E01014596,C1,2,2,1.0
E01014597,C1,1,1,1.0
E01014598,C1,3,3,1.0
E01014601,C1,2,2,1.0
E01014602,C1,1,1,1.0
E01014603,C1,2,2,1.0
E01014605,C1,1,1,1.0
E01014608,C1,1,1,1.0
E01014612,C1,1,1,1.0
E01014615,C1,3,3,1.0
E01014618,C1,1,1,1.0
E01014627,C1,1,1,1.0
E01014631,C1,1,1,1.0
E01014633,C1,1,1,1.0
E01014637,C1,4,4,1.0
E01014638,C1,1,1,1.0
E01014639,C1,1,1,1.0
E01014640,C1,1,1,1.0
E01014642,C1,1,1,1.0
E01014643,C1,2,2,1.0
E01014644,C1,1,1,1.0
E01014645,C1,1,1,1.0
E01014649,C1,1,1,1.0
E01014651,C1,1,1,1.0
E01014653,C1,1,1,1.0
E01014661,C1,1,1,1.0
E01014664,C1,1,1,1.0
E01014665,C1,1,1,1.0
E01014669,C1,1,1,1.0
E01014670,C1,2,2,1.0
E01014671,C1,2,2,1.0
E01014673,C1,1,1,1.0
E01014676,C1,1,1,1.0
E01014677,C1,1,1,1.0
E01014678,C1,1,1,1.0
E01014679,C1,1,1,1.0
E01014685,C1,1,1,1.0
E01014686,C1,2,2,1.0
E01014687,C1,1,1,1.0
E01014688,C1,1,1,1.0
E01014691,C1,1,1,1.0
E01014692,C1,1,1,1.0
E01014694,C1,1,1,1.0
E01014696,C1,1,1,1.0
E01014698,C1,4,4,1.0
E01014703,C1,1,1,1.0
E01014707,C1,1,1,1.0
E01014708,C1,2,2,1.0
E01014709,C1,1,1,1.0
E01014710,C1,1,1,1.0
E01014715,C1,1,1,1.0
E01014716,C1,1,1,1.0
E01014719,C1,1,1,1.0
E01014720,C1,3,2,1.5
E01014721,C1,1,1,1.0
E01014723,C1,1,1,1.0
E01014730,C1,1,1,1.0
E01014735,C1,1,1,1.0
E01014736,C1,2,2,1.0
E01016257,C1,1,1,1.0
E01016309,C1,1,1,1.0
E01016321,C1,1,1,1.0
