lsoa,reports,unique_users,average_per_user
95AA04W1,1,1,1.0
95AA09W1,2,2,1.0
95AA17W1,1,1,1.0
95BB01S1,2,2,1.0
95BB01S2,3,3,1.0
95BB02W1,1,1,1.0
95BB09S1,1,1,1.0
95BB12S1,1,1,1.0
95BB12S2,1,1,1.0
95BB13S1,1,1,1.0
95BB14S1,1,1,1.0
95BB14S2,2,1,2.0
95BB15S1,4,1,4.0
95BB16S1,2,2,1.0
95BB16S2,1,1,1.0
95BB17S1,1,1,1.0
95BB19S3,1,1,1.0
95BB20S2,2,2,1.0
95BB21S2,8,3,2.6666666666666665
95CC03W1,1,1,1.0
95CC08W1,2,1,2.0
95CC09S2,1,1,1.0
95CC19W1,2,1,2.0
95DD02S1,2,1,2.0
95DD03W1,1,1,1.0
95EE05W1,1,1,1.0
95FF03W1,3,1,3.0
95FF05W1,1,1,1.0
95FF13W1,1,1,1.0
95GG01S3,1,1,1.0
95GG03S3,1,1,1.0
95GG04S1,1,1,1.0
95GG05S3,1,1,1.0
95GG06S1,1,1,1.0
95GG06S3,2,1,2.0
95GG09S1,1,1,1.0
95GG10S2,1,1,1.0
95GG11S2,1,1,1.0
95GG12S1,2,2,1.0
95GG12S2,3,2,1.5
95GG12S4,1,1,1.0
95GG13S3,1,1,1.0
95GG14S1,1,1,1.0
95GG18S2,2,1,2.0
95GG21S1,1,1,1.0
95GG22S1,1,1,1.0
95GG22S2,1,1,1.0
95GG26S2,1,1,1.0
95GG29S1,2,2,1.0
95GG29S2,2,2,1.0
95GG32S2,1,1,1.0
95GG37S1,1,1,1.0
95GG39S3,3,2,1.5
95GG40S2,1,1,1.0
95GG41S1,1,1,1.0
95GG41S2,1,1,1.0
95GG43S1,1,1,1.0
95GG44S1,1,1,1.0
95GG45S3,1,1,1.0
95GG47S1,1,1,1.0
95GG49S4,1,1,1.0
95GG50S1,15,1,15.0
95GG50S2,20,3,6.666666666666667
95GG50S3,7,1,7.0
95HH03W1,1,1,1.0
95HH06S1,1,1,1.0
95HH07W1,1,1,1.0
95HH08W1,2,1,2.0
95HH12W1,1,1,1.0
95HH13W1,1,1,1.0
95HH14W1,1,1,1.0
95HH17W1,1,1,1.0
95II01S2,2,1,2.0
95II02S3,1,1,1.0
95II03S2,2,2,1.0
95II04S1,1,1,1.0
95II09S2,3,2,1.5
95II10W1,1,1,1.0
95II11W1,3,1,3.0
95II12W1,1,1,1.0
95II13W1,2,2,1.0
95II18W1,1,1,1.0
95II19S1,1,1,1.0
95II21W1,1,1,1.0
95II22W1,2,2,1.0
95JJ09W1,2,2,1.0
95JJ13S1,1,1,1.0
95JJ17W1,3,1,3.0
95KK03W1,1,1,1.0
95KK06W1,1,1,1.0
95LL08S1,1,1,1.0
95LL10S2,1,1,1.0
95LL11S1,1,1,1.0
95LL13S2,2,2,1.0
95LL16S2,1,1,1.0
95LL21W1,1,1,1.0
95LL22W1,1,1,1.0
95MM01S3,1,1,1.0
95MM02S1,1,1,1.0
95MM10S1,1,1,1.0
95MM10S2,1,1,1.0
95MM12S1,17,1,17.0
95MM12S3,1,1,1.0
95MM13S1,1,1,1.0
95MM14S2,1,1,1.0
95MM15S1,1,1,1.0
95MM18S1,1,1,1.0
95MM18S2,1,1,1.0
95MM20S2,2,2,1.0
95MM22S2,1,1,1.0
95MM25S2,1,1,1.0
95MM29W1,1,1,1.0
95NN03S1,1,1,1.0
95NN03S2,1,1,1.0
95NN05W1,1,1,1.0
95NN06S1,1,1,1.0
95NN09S2,3,1,3.0
95NN11S1,1,1,1.0
95NN14S1,1,1,1.0
95NN14S2,1,1,1.0
95NN15W1,1,1,1.0
95NN16S1,1,1,1.0
95NN19S1,2,1,2.0
95NN19S2,1,1,1.0
95NN21W1,4,2,2.0
95NN22W1,3,1,3.0
95OO06W1,1,1,1.0
95OO08W1,1,1,1.0
